dist_gen,nb,prop_unique,tree,scenario,mean_div
0,78.6046511627907,5.5813953488372094,B1_1,1,0.2186046511627907
1,20.930232558139537,5.5813953488372094,B1_1,1,0.2186046511627907
2,0.46511627906976744,5.5813953488372094,B1_1,1,0.2186046511627907
0,75.49019607843137,5.392156862745098,B1_1,2,0.2549019607843137
1,23.52941176470588,5.392156862745098,B1_1,2,0.2549019607843137
2,0.9803921568627451,5.392156862745098,B1_1,2,0.2549019607843137
0,79.18781725888326,4.060913705583756,B1_1,3,0.2131979695431472
1,20.304568527918782,4.060913705583756,B1_1,3,0.2131979695431472
2,0.5076142131979695,4.060913705583756,B1_1,3,0.2131979695431472
0,72.82608695652173,5.978260869565218,B1_1,4,0.29891304347826086
1,24.456521739130434,5.978260869565218,B1_1,4,0.29891304347826086
2,2.717391304347826,5.978260869565218,B1_1,4,0.29891304347826086
0,75.40106951871658,4.27807486631016,B1_1,5,0.25668449197860965
1,23.52941176470588,4.27807486631016,B1_1,5,0.25668449197860965
2,1.06951871657754,4.27807486631016,B1_1,5,0.25668449197860965
0,73.224043715847,5.46448087431694,B1_1,6,0.29508196721311475
1,24.043715846994534,5.46448087431694,B1_1,6,0.29508196721311475
2,2.73224043715847,5.46448087431694,B1_1,6,0.29508196721311475
0,80.12820512820514,7.051282051282051,B1_2,1,0.21794871794871795
1,17.94871794871795,7.051282051282051,B1_2,1,0.21794871794871795
2,1.9230769230769231,7.051282051282051,B1_2,1,0.21794871794871795
0,81.20805369127517,6.7114093959731544,B1_2,2,0.2080536912751678
1,16.778523489932887,6.7114093959731544,B1_2,2,0.2080536912751678
2,2.013422818791946,6.7114093959731544,B1_2,2,0.2080536912751678
0,80.31496062992126,7.086614173228346,B1_2,3,0.2125984251968504
1,18.11023622047244,7.086614173228346,B1_2,3,0.2125984251968504
2,1.574803149606299,7.086614173228346,B1_2,3,0.2125984251968504
0,78.41726618705036,5.755395683453238,B1_2,4,0.23741007194244604
1,19.424460431654676,5.755395683453238,B1_2,4,0.23741007194244604
2,2.158273381294964,5.755395683453238,B1_2,4,0.23741007194244604
