45_d500_101_1_badger_2020-02-01,45_d500_102_0_badger_2017-09-01,45_d500_106_752_0_badger_2020-02-01,45_d500_106_752_1_badger_2019-08-01,45_d500_109_844_0_badger_2020-02-01,45_d500_123_762_0_badger_2018-05-01,45_d500_124_0_badger_2020-02-01,45_d500_132_814_0_badger_2020-02-01,45_d500_139_0_badger_2020-02-01,45_d500_140_0_badger_2020-02-01,45_d500_151_0_badger_2017-09-01,45_d500_153_0_badger_2020-02-01,45_d500_154_0_badger_2020-02-01,45_d500_156_4_badger_2018-05-01,45_d500_168_0_badger_2016-08-01,45_d500_169_0_badger_2016-09-01,45_d500_170_0_badger_2020-02-01,45_d500_179_0_badger_2015-05-01,45_d500_181_0_badger_2016-05-01,45_d500_182_0_badger_2020-02-01,45_d500_196_0_badger_2020-02-01,45_d500_40_0_badger_2020-02-01,45_d500_50_612_1_badger_2020-02-01,45_d500_59_0_badger_2019-11-01,45_d500_59_1_badger_2020-02-01,45_d500_59_3_badger_2020-02-01,45_d500_59_4_badger_2020-02-01,45_d500_61_0_badger_2020-02-01,45_d500_61_1_badger_2020-02-01,45_d500_61_2_badger_2020-02-01,45_d500_87_0_badger_2019-05-01,45_d500_88_0_badger_2018-02-01,45_d500_89_0_badger_2020-02-01,45_d500_99_699_0_badger_2019-09-01,45_d500_99_716_1_badger_2020-02-01,64281001_0_cattle_2015-06-01,64281001_1_cattle_2015-07-01,64281001_2_cattle_2015-07-01,64281001_3_cattle_2015-07-01,64281001_4_cattle_2015-07-01,64281001_5_cattle_2015-07-01,64281003_0_cattle_2015-03-01,64281003_10_cattle_2015-03-01,64281003_11_cattle_2015-03-01,64281003_12_cattle_2015-03-01,64281003_13_cattle_2015-03-01,64281003_14_cattle_2015-03-01,64281003_1_cattle_2015-02-01,64281003_2_cattle_2014-10-01,64281003_3_cattle_2015-03-01,64281003_4_cattle_2015-03-01,64281003_5_cattle_2015-03-01,64281003_6_cattle_2015-03-01,64281003_7_cattle_2015-02-01,64281003_8_cattle_2015-03-01,64281003_9_cattle_2015-03-01,64281008_0_cattle_2015-02-01,64281008_1_cattle_2013-10-01,64281008_2_cattle_2013-11-01,64281008_3_cattle_2015-02-01,64281008_4_cattle_2015-02-01,64281008_5_cattle_2015-04-01,64281008_6_cattle_2015-04-01,64281_0_boar_2016-04-01,64281_1_boar_2017-03-01,64281_2_boar_2016-07-01,64281_3_boar_2015-09-01,64281_4_boar_2016-04-01,64281_5_boar_2016-01-01,64326020_0_cattle_2019-07-01,64326020_1_cattle_2019-10-01,64326020_2_cattle_2019-10-01,64326020_3_cattle_2019-10-01,64359035_0_cattle_2019-01-01,64359056_6_cattle_2019-09-01,64359103_0_cattle_2020-02-01,64359107_1_cattle_2020-02-01,64359136_1_cattle_2019-02-01,64359136_2_cattle_2018-12-01,64359136_3_cattle_2019-02-01,64359138_0_cattle_2019-06-01,64359138_4_cattle_2019-04-01,64359138_6_cattle_2019-02-01,64359138_8_cattle_2019-06-01,64359142_2_cattle_2020-02-01,64359142_4_cattle_2020-02-01,64359149_0_cattle_2019-02-01,64359149_1_cattle_2019-02-01,64359149_2_cattle_2019-02-01,64359187_0_cattle_2020-02-01,64359209_1_cattle_2019-04-01,64359209_3_cattle_2019-04-01,64359_16_boar_2020-02-01,64359_21_boar_2020-02-01,64359_23_boar_2020-02-01,64359_7_boar_2019-12-01,64556001_0_cattle_2019-02-01,64556001_1_cattle_2019-02-01,64556001_2_cattle_2019-02-01,64556001_3_cattle_2019-12-01,64556002_0_cattle_2020-02-01,64556002_1_cattle_2020-02-01,64556005_0_cattle_2018-03-01,64556005_1_cattle_2018-06-01,64556034_0_cattle_2018-12-01,64556039_0_cattle_2020-02-01,64556044_0_cattle_2019-03-01,64556044_1_cattle_2019-05-01,64556044_2_cattle_2019-03-01,64556044_3_cattle_2019-03-01,64556044_4_cattle_2019-05-01,64556048_0_cattle_2020-02-01,64556048_1_cattle_2020-02-01,64556051_0_cattle_2019-12-01,64556051_1_cattle_2019-12-01,64556500_0_cattle_2017-03-01,64556500_1_cattle_2017-05-01,64556500_2_cattle_2017-05-01,64556_10_boar_2020-02-01,64556_1_boar_2019-07-01,64556_2_boar_2018-12-01,64556_3_boar_2017-09-01,64556_4_boar_2019-08-01,64556_5_boar_2020-02-01,64556_9_boar_2020-02-01
0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0.0017996400719856025,1.999600079984003e-4,0.0023995200959808036,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0.01079784043191361,0,0,0,0,0,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002599480103979204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0.007598480303939215,0,0,0,0,0,0,0,0,0,0.0035992801439712063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035992801439712063,0,0,0,0,0,0,0,0,0,0,0,0,0.005998800239952012,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.999200159968006e-4,0,0,0,0,0.0011997600479904018,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,3.999200159968006e-4,0,0,0,0.003399320135972806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15236952609478363,0,5.998800239952009e-4,0,0,0,0,0,1.999600079984003e-4,0.0011997600479904018,3.999200159968006e-4,0.004199160167966408,5.998800239952009e-4,0,5.998800239952009e-4,0,0,0,0.007598480303939215,5.998800239952009e-4,0,0,0.06838632273545289,0,0,0,0,5.998800239952009e-4,0.005598880223955211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0
0,0.04439112177564474,0,0.007398520295940815,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05898820235952791,0.5226954609077947,0.0163967206558688,0,0.01119776044791041,0.002199560087982403,0.003999200159968007,0.009998000399920012,0,0,0,0.002999400119976005,0,0,0,0,0,0,0,0.04499100179963994,0.005798840231953611,3.999200159968006e-4,0
0,0,0,0,0,3.999200159968006e-4,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0.007998400319936016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004799040191961609,3.999200159968006e-4,0,0,0,0,0,0,0,1.999600079984003e-4,0,0.0017996400719856025,0,5.998800239952009e-4,0,0,0,5.998800239952009e-4,0.0037992401519696068,0,0,0,0.02539492101579678,0,0,0,0,0,0.0011997600479904018,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.999600079984003e-4,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06418716256748636,0,0,0,0,3.999200159968006e-4,3.999200159968006e-4,0,0,0.02679464107178558,0,0,0,0,0,0.0171965606878624,0,0,3.999200159968006e-4,0,0,0,0,3.999200159968006e-4,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,3.999200159968006e-4,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,9.998000399920016e-4,0.002599480103979204,0,0,5.998800239952009e-4,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12097580483903381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009998000399920012,0.08938212357528558,0.048190361927614334,0.03139372125574877,0.0037992401519696068,0.007798440311937616,0.007398520295940815,0.007198560287942414,0.007398520295940815,0.19996000799840438,0.11537692461507842,0.012997400519896006,0.03959208158368315,0.025194961007798382,0.011597680463907209,0.006198760247950412,0.002999400119976005,0.007398520295940815,0.002599480103979204,0.1175764847030609,0.026994601079783978,0.0031993601279744054,0.0163967206558688,0.011997600479904008,0.01079784043191361,0.0037992401519696068,0.012997400519896006,0,0,0,0.002999400119976005,0.0023995200959808036,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006598680263947213,0.05058988202359513,0,0.0011997600479904018,0.023395320935812786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037992401519696068,3.999200159968006e-4,0,0.4885022995400719,0,0,0,0,0,0,0,0.005998800239952012,0.0011997600479904018,0.0011997600479904018,0,0.004199160167966408,0,0.077784443111378,1.999600079984003e-4,0.00539892021595681,0,0,5.998800239952009e-4,5.998800239952009e-4,0,0.05518896220755832,0.0019996000799840027,0.003999200159968007,0.017996400719855997,0.13117376524695254,0.07378524295140987,0.08438312337532541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19836032793441713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027394521095780777,0,0,0.16856628674265456,0.21195760847830877,0,0,0,0,0,0.03519296140771836,0.012997400519896006,0,0,0,0,0,0,0,0,0.027394521095780777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869826034793047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004199160167966408,0,0.16296740651869918,0,0.3719256148770171,0,0,0,0,0,0.009398120375924813,0.0023995200959808036,0,0,0,0,0,0,0,0,0.007798440311937616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10937812437512623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006198760247950412,0,0.17716456708658604,0.4717056588682081,0,0,0,0,0,0,0.0067986402719456135,0,0,0,0,0,0,0,0,0,0.009798040391921612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00519896020795841,0.019596080783843194,0,0,0.032793441311737566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4413117376524545,0,0,0,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,0,0,0.043391321735652744,1.999600079984003e-4,1.999600079984003e-4,0,0,0,1.999600079984003e-4,0,0.033393321335732765,0.003399320135972806,3.999200159968006e-4,0.011597680463907209,0.08118376324735091,0.042991401719655944,0.05918816236752631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005598880223955211,0,0,0,0,0.002599480103979204,0,0.0027994401119776045,0.0015996800639872023,0,0.0031993601279744054,0.0011997600479904018,0.0027994401119776045,0.01059788042391521,0.10037992401519794,0.006398720255948813,0.0027994401119776045,0,0.4285142971405583,0.004799040191961609,0.002599480103979204,0.007398520295940815,0,0,0.006598680263947213,0.0067986402719456135,0.09578084383123459,0.0023995200959808036,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004399120175964808,5.998800239952009e-4,0,0,0,0.0027994401119776045,0.00539892021595681,0,0.017796440711857597,0.4227154569086053,0.004199160167966408,0.0023995200959808036,0.017796440711857597,0.012997400519896006,0.003999200159968007,0.046990601879623936,0.02679464107178558,0.02059588082383519,0.004799040191961609,0.002999400119976005,7.998400319936012e-4,0.0011997600479904018,0,0.001399720055988802,0.022595480903819187,0.013797240551889604,0.003999200159968007,0.004199160167966408,0,0,0,0,0.001399720055988802,0.0023995200959808036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0.0017996400719856025,0,0,0.02619476104779038,0,0.023995200959807984,5.998800239952009e-4,0,0.007598480303939215,0.002599480103979204,0.0027994401119776045,0.07918416316736684,0.18036392721456054,0.3821235752849344,0,0.0017996400719856025,0,0.0019996000799840027,0,0,0.02079584083183359,5.998800239952009e-4,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006998600279944014,1.999600079984003e-4,0.0017996400719856025,0,0,0.001399720055988802,0.011797640471905608,0.49670065986800543,0.011797640471905608,0,0.009398120375924813,0.006598680263947213,0.038392321535692754,0.029594081183763173,0.0023995200959808036,0.07578484303139393,0.056788642271545516,0.03959208158368315,0.012197560487902407,0.023195360927814386,0.002199560087982403,0.014997000599880001,0,1.999600079984003e-4,0.03199360127974397,0.013997200559888004,0.004399120175964808,0.0019996000799840027,0,0,0,5.998800239952009e-4,0.012597480503899207,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0,0.14597080583883462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3113377324535083,0.029194161167766373,0.10797840431913738,0.062187562487502304,0.07958408318336366,0.0023995200959808036,0.013397320535892805,0.009998000399920012,0.0049990001999600095,0.006198760247950412,0,0.17996400719856373,0.01079784043191361,0.07118576284743058,0.033793241351729564,0.025194961007798382,0.019396120775844794,0.004399120175964808,0.007398520295940815,0.022795440911817587,0.17716456708658604,0.03139372125574877,0,0.003999200159968007,0.01099780043991201,0.025194961007798382,0.017996400719855997,0.009998000399920012,0,0,0,5.998800239952009e-4,0,0.002999400119976005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002199560087982403,0,0.042791441711657545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07278544291141784,0.0011997600479904018,0.03499300139971996,0.0155968806238752,0.018596280743851196,0,9.998000399920016e-4,9.998000399920016e-4,3.999200159968006e-4,0.004199160167966408,0.07138572285542899,0,1.999600079984003e-4,0.013797240551889604,0.00519896020795841,0.0037992401519696068,0.008198360327934416,0,0.002199560087982403,0.007198560287942414,0.40031993601278687,0.002199560087982403,0,0,0.006998600279944014,0.008998200359928014,0.004199160167966408,0.001399720055988802,0,0,0,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0.005798840231953611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011397720455908809,0.004199160167966408,0,9.998000399920016e-4,0,0.008198360327934416,0.005798840231953611,0.024795040991801583,0.009998000399920012,0.029794041191761572,0.011797640471905608,7.998400319936012e-4,0,0.02679464107178558,0.0155968806238752,0.028594281143771175,0.03679264147170556,0.007798440311937616,0.011997600479904008,0.0023995200959808036,0.002599480103979204,0.011997600479904008,0,0.0037992401519696068,0.39192161567685496,0.022395520895820788,0.009598080383923213,0.004399120175964808,0,0,0,0.008198360327934416,0.0017996400719856025,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009198160367926414,0,0.04579084183163354,0.00519896020795841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09818036392721546,0.04179164167166555,0.018796240751849595,0.007398520295940815,0.004399120175964808,0.05098980203959193,0.08458308338332382,0.07138572285542899,0.04179164167166555,0.10817836432713579,0.15816836632673742,0.05038992201559673,0.11197760447910551,0,0.102379524095182,0.1207758448310354,0.08678264347130629,0.03579284143171356,0.08438312337532541,0.12477504499100353,0.04359128174365114,0.15516896620676132,0.0157968406318736,0.05398920215956792,0.12357528494301309,0.18876224755049362,0.10717856428714376,0.09138172365526964,0.00519896020795841,0,0,0.05058988202359513,0.038592281543691154,0.024395120975804784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005998800239952012,0,0.007398520295940815,0.0031993601279744054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01079784043191361,0.0067986402719456135,0.0015996800639872023,0,0,0,0.14717056588682506,0.001399720055988802,0.002999400119976005,0.00519896020795841,0.005998800239952012,0.002999400119976005,0.006198760247950412,0.023995200959807984,0,0.00519896020795841,0.014197160567886403,0.002199560087982403,0.13717256548690474,0.0049990001999600095,0.0011997600479904018,0.014197160567886403,5.998800239952009e-4,5.998800239952009e-4,0.0163967206558688,0.019796040791841593,0.46170765846828915,0.0017996400719856025,0,0,0,0.002599480103979204,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0.0163967206558688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013597280543891204,0.020395920815836792,0.006198760247950412,5.998800239952009e-4,0.0015996800639872023,0.0037992401519696068,0.029994001199759972,0.12897420515897007,0.16936612677464818,0.11497700459908161,0.03219356128774237,0.0031993601279744054,0.0717856428714258,0.08538292341531745,0.023795240951809585,0,0.2249550089982052,0.15236952609478363,0.018396320735852796,0.013597280543891204,0.017796440711857597,0.03199360127974397,0,0.00539892021595681,0.11197760447910551,0.05818836232753431,0.037392521495700756,0.018596280743851196,0,0,0,0.02579484103179358,0.0035992801439712063,0.006998600279944014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005598880223955211,0.0017996400719856025,0.0011997600479904018,0,0,0.0031993601279744054,5.998800239952009e-4,0.06078784243151351,0.2665466906618715,0.06078784243151351,0.009398120375924813,0.002199560087982403,0.033193361327734365,0.023995200959807984,0.011397720455908809,0.237152569486108,0,0.2691461707658504,0.01119776044791041,0.006598680263947213,0.0049990001999600095,0.014397120575884803,0,0.004799040191961609,0.05498900219955992,0.01119776044791041,0.006598680263947213,0.011797640471905608,0,0,0,0.002599480103979204,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006198760247950412,0.014997000599880001,0.353929214157163,0.02119576084783039,0,0,0.0049990001999600095,0.001399720055988802,0.0017996400719856025,0.06818636272745449,0.1731653669266179,0,0,0,0.0015996800639872023,0,0,0,0.019396120775844794,0.0015996800639872023,0.004799040191961609,0,0,0,0,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003999200159968007,0.001399720055988802,0,0,0,0,0.4483103379323978,0.0019996000799840027,0,0.0017996400719856025,7.998400319936012e-4,0.003399320135972806,7.998400319936012e-4,0.010197960407918412,0.1455708858228378,0.0027994401119776045,0.0019996000799840027,0.0019996000799840027,0,0.0019996000799840027,9.998000399920016e-4,0.0037992401519696068,9.998000399920016e-4,9.998000399920016e-4,0.006998600279944014,0.00539892021595681,0.10377924415117085,0.001399720055988802,0,0,0,0.0015996800639872023,0,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003999200159968007,0.012797440511897606,0,0,0.012197560487902407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0.06958608278344333,0,0.0023995200959808036,0,0.08598280343931267,0.0015996800639872023,0.004799040191961609,0.002199560087982403,0.0031993601279744054,0.006598680263947213,3.999200159968006e-4,0.006598680263947213,0.011797640471905608,0,9.998000399920016e-4,0.0045990801839632086,0.0015996800639872023,0.00539892021595681,0,7.998400319936012e-4,0.0035992801439712063,0,1.999600079984003e-4,0.002599480103979204,0.008198360327934416,0.0049990001999600095,0.5330933813237104,0.0035992801439712063,0,0.002599480103979204,0.15236952609478363,0.04439112177564474,0.08498300339932063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0.06798640271945608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09498100379924096,0,0.02679464107178558,0.019996000799839993,0.028794241151769574,1.999600079984003e-4,3.999200159968006e-4,0,0,5.998800239952009e-4,0.09258148370326008,0.47030593881221944,5.998800239952009e-4,0.003999200159968007,7.998400319936012e-4,0.0027994401119776045,5.998800239952009e-4,0,9.998000399920016e-4,0,0,9.998000399920016e-4,0,0,0,0.002199560087982403,5.998800239952009e-4,0.002599480103979204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
