45_d500_168_0_badger_2019-04-01,45_d500_168_1_badger_2018-07-01,45_d500_168_2_badger_2018-07-01,45_d500_168_3_badger_2020-02-01,45_d500_169_0_badger_2019-06-01,45_d500_170_0_badger_2016-07-01,45_d500_178_0_badger_2020-02-01,45_d500_178_1_badger_2019-08-01,45_d500_178_2_badger_2020-02-01,45_d500_181_0_badger_2018-12-01,56_d500_20_918_0_badger_2016-05-01,56_d500_4_0_badger_2015-08-01,56_d500_4_1_badger_2015-12-01,56_d500_4_2_badger_2014-05-01,56_d500_4_3_badger_2015-09-01,56_d500_4_4_badger_2020-02-01,56_d500_4_5_badger_2016-07-01,56_d500_9_0_badger_2011-07-01,56_d500_9_1_badger_2018-07-01,64039022_0_cattle_2015-06-01,64039022_10_cattle_2015-06-01,64039022_11_cattle_2015-06-01,64039022_12_cattle_2015-06-01,64039022_13_cattle_2015-06-01,64039022_14_cattle_2015-06-01,64039022_1_cattle_2015-06-01,64039022_2_cattle_2015-06-01,64039022_3_cattle_2015-06-01,64039022_4_cattle_2015-06-01,64039022_5_cattle_2015-05-01,64039022_6_cattle_2015-06-01,64039022_7_cattle_2015-06-01,64039022_8_cattle_2015-06-01,64039022_9_cattle_2015-06-01,64093_2_boar_2019-04-01,64201002_0_cattle_2008-12-01,64201002_1_cattle_2017-06-01,64201002_2_cattle_2017-09-01,64201002_3_cattle_2017-09-01,64201002_4_cattle_2017-12-01,64201002_5_cattle_2017-10-01,64201002_6_cattle_2017-09-01,64201007_0_cattle_2019-01-01,64253_0_boar_2010-06-01,64253_1_boar_2012-07-01,64253_2_boar_2013-05-01,64253_3_boar_2018-10-01,64253_4_boar_2018-08-01,64264001_0_cattle_2013-07-01,64264001_1_cattle_2013-06-01,64264001_2_cattle_2013-07-01,64264001_3_cattle_2015-07-01,64264001_4_cattle_2015-02-01,64264001_5_cattle_2017-01-01,64264001_6_cattle_2017-11-01,64264001_7_cattle_2018-05-01,64264003_0_cattle_2014-02-01,64264003_1_cattle_2014-04-01,64264003_2_cattle_2014-02-01,64264003_3_cattle_2016-04-01,64264003_4_cattle_2016-05-01,64264003_5_cattle_2019-12-01,64264007_0_cattle_2014-01-01,64264007_1_cattle_2015-12-01,64264007_2_cattle_2015-12-01,64264010_0_cattle_2013-09-01,64264010_10_cattle_2013-09-01,64264010_11_cattle_2015-03-01,64264010_12_cattle_2015-05-01,64264010_13_cattle_2015-05-01,64264010_14_cattle_2015-03-01,64264010_15_cattle_2015-05-01,64264010_16_cattle_2015-05-01,64264010_17_cattle_2015-03-01,64264010_18_cattle_2015-03-01,64264010_19_cattle_2015-03-01,64264010_1_cattle_2013-09-01,64264010_20_cattle_2015-05-01,64264010_21_cattle_2015-03-01,64264010_22_cattle_2017-02-01,64264010_23_cattle_2017-02-01,64264010_2_cattle_2013-09-01,64264010_3_cattle_2013-09-01,64264010_4_cattle_2013-09-01,64264010_5_cattle_2013-09-01,64264010_6_cattle_2013-09-01,64264010_7_cattle_2013-09-01,64264010_8_cattle_2013-09-01,64264010_9_cattle_2013-08-01,64264_0_boar_2012-02-01,64264_1_boar_2012-11-01,64264_2_boar_2016-08-01,64264_3_boar_2014-04-01,64264_4_boar_2014-04-01,64264_5_boar_2015-02-01,64264_6_boar_2014-02-01,64264_7_boar_2018-05-01,64281001_0_cattle_2018-12-01,64281001_1_cattle_2018-12-01,64281001_2_cattle_2018-12-01,64281003_0_cattle_2017-03-01,64281003_1_cattle_2017-03-01,64281008_0_cattle_2016-06-01,64281008_1_cattle_2017-12-01,64281008_2_cattle_2020-02-01,64281_1_boar_2012-02-01,64281_3_boar_2017-05-01,64281_4_boar_2020-02-01,64416031_0_cattle_2016-05-01,64416031_1_cattle_2016-03-01,64416031_2_cattle_2016-05-01,64416031_3_cattle_2016-01-01,64416031_4_cattle_2016-07-01,64416031_5_cattle_2016-05-01,64416031_6_cattle_2016-05-01,64416031_7_cattle_2016-05-01,64416031_8_cattle_2016-05-01,64416_1_boar_2016-11-01,64416_2_boar_2016-11-01,64416_3_boar_2017-02-01
0,0,0,0,0,0,0,0,0,0,0,0.018796240751849595,0.00539892021595681,0,0.03219356128774237,0,1.999600079984003e-4,0,0,0.1395720855828856,0,0.2185562887422562,0.23075384923015899,0,0.23235352929414624,0.2063587282543534,0.018796240751849595,0.002599480103979204,0.006198760247950412,0.07598480303939234,0.023795240951809585,0.0625874825034991,0.027594481103779177,0.22095580883823707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013197360527894405,0.007398520295940815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005798840231953611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035992801439712063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0.024595080983803183,0.08538292341531745,0,0.4897020595880622,0,0.0871825634873031,0.019396120775844794,5.998800239952009e-4,0,3.999200159968006e-4,5.998800239952009e-4,0.0011997600479904018,0.0015996800639872023,1.999600079984003e-4,0.0809838032393525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0.0017996400719856025,0,0.004399120175964808,0,0,0,0,0.0165966806638672,0.09078184363127442,0.45130973805237345,0,3.999200159968006e-4,0.07298540291941624,0.028394321135772775,0,0,0,0.008198360327934416,0.0035992801439712063,0.009198160367926414,0.004399120175964808,0.07738452309538119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003399320135972806,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.0015996800639872023,5.998800239952009e-4,0,0.0019996000799840027,0,0,0,0,0.0015996800639872023,0.009998000399920012,0,0,0,0,0.002999400119976005,0,0.49270145970803786,1.999600079984003e-4,0.01059788042391521,0.0027994401119776045,0.0031993601279744054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0.06698660267946405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17176564687062906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003399320135972806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,9.998000399920016e-4,0,0,0,0,0.028794241151769574,0.08518296340731904,0.09578084383123459,0.06718656268746245,0,0,0.013797240551889604,0.008598280343931215,0,0.001399720055988802,0.012197560487902407,5.998800239952009e-4,0.005798840231953611,0.0011997600479904018,0.48070385922813513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0.002999400119976005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.008398320335932815,0.0037992401519696068,0,0.020395920815836792,0,0,0,0,0.5232953409317899,0.120575884823037,0.03039392121575677,0.03979204159168155,0.0015996800639872023,0.028994201159767974,0,0.012397520495900807,0,0.002199560087982403,0.04939012197560473,0.007998400319936016,0.047790441911617534,0.01079784043191361,0.02559488102379518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014997000599880001,0.013997200559888004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009398120375924813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023995200959808036,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.002599480103979204,0.002199560087982403,0,0.03219356128774237,0,0,0,0,0.0017996400719856025,0.00519896020795841,0.0015996800639872023,5.998800239952009e-4,1.999600079984003e-4,0.0017996400719856025,0.006198760247950412,0,0.0023995200959808036,0.4865026994600881,0.010397920415916811,0.018596280743851196,0.19016196760648246,0.02059588082383519,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023995200959808036,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004399120175964808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0.004799040191961609,0,0,0,0,3.999200159968006e-4,0.005998800239952012,0,0,0.43631273745249505,0,3.999200159968006e-4,0.0017996400719856025,0,0,0.00539892021595681,0.0019996000799840027,0.010397920415916811,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017996400719856025,0.052789442111577524,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0.13237352529494298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002199560087982403,0.002999400119976005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.0035992801439712063,0.0037992401519696068,0,0.023595280943811185,0,0,0,0,0.003399320135972806,0.006398720255948813,0.0011997600479904018,7.998400319936012e-4,0,0.003399320135972806,0.0037992401519696068,0.4179164167166442,0,0,0.011797640471905608,0.01059788042391521,0.1821635672865462,0.010397920415916811,0.0045990801839632086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00519896020795841,0.003399320135972806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007198560287942414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.2943411317736461,0.013797240551889604,0,0.052189562087582325,0,0.001399720055988802,0,0,0.03959208158368315,0.07858428314337162,0.02179564087182559,0.023195360927814386,0.007198560287942414,0.014997000599880001,0.052389522095580725,0.009998000399920012,0.006998600279944014,0.029594081183763173,0,0.04519096180763834,0.057188562287542315,0.04659068186362714,0.011397720455908809,0,0,0.003399320135972806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4431113777244399,0.04379124175164954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028394321135772775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007598480303939215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005998800239952012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.006198760247950412,0.042391521695660746,0,0.1669666066786673,0,0.0019996000799840027,0,0,0.017996400719855997,0.02159568086382719,0.0067986402719456135,9.998000399920016e-4,0,3.999200159968006e-4,0.01099780043991201,0.019996000799839993,3.999200159968006e-4,0.03039392121575677,0.03159368126374717,0,0.077784443111378,0.47570485902817566,0.007998400319936016,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012597480503899207,0.00519896020795841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002599480103979204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0.0167966406718656,0,0,0,0,0,1.999600079984003e-4,0,0
0,0,0,0,0,0,0,0,0,0,0,0.019196160767846394,0.03079384123175357,0,0.14317136572685693,0,0.0011997600479904018,0,0,0.027394521095780777,0.03999200159967995,0.007398520295940815,0.005798840231953611,7.998400319936012e-4,0.007998400319936016,0.024395120975804784,0.35832833433312733,0,0.30653869226154723,0.0717856428714258,0.09958008398320431,0,0.07118576284743058,0.007598480303939215,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018596280743851196,0.010397920415916811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010397920415916811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0.009998000399920012,0,0,1.999600079984003e-4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.0045990801839632086,0.04459108178364314,0,0.16236752649470396,0,0.005598880223955211,0,0,0.014597080583883202,0.02099580083983199,0.010197960407918412,0.003999200159968007,0,0.0027994401119776045,0.005798840231953611,0.048190361927614334,0,0.019796040791841593,0.029994001199759972,0.48530293941209784,0.05778844231153751,0,0.0031993601279744054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006598680263947213,0.0037992401519696068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003399320135972806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,7.998400319936012e-4,0,1.999600079984003e-4,0.019196160767846394,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0.002999400119976005,0,0,0,0,0.019596080783843194,0.08558288342331585,0.08538292341531745,0.061787642471505505,0,0.4629074185162794,0.02619476104779038,0.0035992801439712063,0,0.0011997600479904018,0.009598080383923213,9.998000399920016e-4,0.003399320135972806,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0.0023995200959808036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007398520295940815,0.10897820435912942,0,0,0,3.999200159968006e-4,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10117976404719156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10777844431113898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6984603079383697,0.018796240751849595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03039392121575677,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04419116176764634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008798240351929614,0.005798840231953611,0.17516496700660197,0,5.998800239952009e-4,0,0,0.0017996400719856025,0,7.998400319936012e-4,0,0,0.02679464107178558,0,0.0011997600479904018,0,0.09478104379124255,0,0.07238552289542102,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,1.999600079984003e-4,0,0,0,0,0,0,0.280543891221758,0.18116376724655417,0.07338532293541306,0.11517696460708002,0.1759648070385956,0.038592281543691154,0,0,0,0.08278344331133816,0.07858428314337162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012997400519896006,1.999600079984003e-4,0.0023995200959808036,0.04039192161567675,0.029194161167766373,0,0,0,0,0.126974605078986,0,1.999600079984003e-4,3.999200159968006e-4,0,0.006398720255948813,0,0,0,0,0,0,0,0
1.999600079984003e-4,0,0.06838632273545289,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0.02539492101579678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05078984203159353,0,0.07338532293541306,0.03419316136772636,0.2935412917416526,0.28094381123775475,0.022995400919815986,0,0,0,0.032593481303739166,0.023995200959807984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.3249350129973981,0,0,0,0,0.001399720055988802,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0.03099380123975197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157968406318736,0.05398920215956792,0,0.5834833033393019,0.024995000999799982,0.03119376124775037,0.04119176164767035,0,0,0,0.09418116376724733,0.04199160167966395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.1449710057988426,0,0,0,0,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0.012797440511897606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012197560487902407,0.029194161167766373,0.2785442911417742,0,0.013397320535892805,0.008998200359928014,0.019596080783843194,0,0,0,0.029594081183763173,0.011797640471905608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.027994401119775976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010397920415916811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03679264147170556,0.18336332733453664,0.03559288142371516,0.012197560487902407,0,0.3979204159168063,0.007398520295940815,0,0,0,0.023395320935812786,0.012797440511897606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.024395120975804784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013797240551889604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024995000999799982,0.24815036992602035,0.037592481503699156,0.013597280543891204,0.44111177764445614,0,0.0037992401519696068,0,0,0,0.0171965606878624,0.018596280743851196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.013397320535892805,0,0,0,0.009998000399920012,0.21775644871026256,0.03719256148770236,0,0,0,0,0,0,0,0,0,0.05518896220755832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0.00539892021595681,0.009198160367926414,0.006598680263947213,9.998000399920016e-4,0.002999400119976005,0,0,0,0,0.20715856828634702,0.06658668266346723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007598480303939215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40131973605277876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18056388722255895,0,0,0,0,0,0,0,0,0.07058588282343536,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0.13717256548690474,0.0067986402719456135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13857228554289358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13797240551889836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002199560087982403,0,0.10357928414317244,0,0,0.052789442111577524,0.09778044391121865,0.04019196160767835,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0.014997000599880001,0,0,0.028994201159767974,0.03199360127974397,0,0,1.999600079984003e-4,0,0,0,0,0,7.998400319936012e-4,0.007398520295940815,0,0,0,0,0.024395120975804784,0.09898020395920909,0.002599480103979204,0.025194961007798382,0.0011997600479904018,0.0011997600479904018,0.0023995200959808036,0.018596280743851196,0.04539092181563674,0.4491101779643913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04139172165566875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027994401119776045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017996400719855997,0,0,0,0.05538892221555672,0.1145770845830848,0.04859028194361113,0,0,0,0,0,9.998000399920016e-4,1.999600079984003e-4,0,0,0,0,0.03439312137572476,0,0,0.04839032193561273,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0.006198760247950412,0,0,0,0,0.003399320135972806,0.5258948210357688,7.998400319936012e-4,0.038392321535692754,0.0027994401119776045,0,0.00539892021595681,0.03119376124775037,3.999200159968006e-4,0.047990401919615934,0,3.999200159968006e-4,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.029194161167766373,0,0,0,0.007198560287942414,0.07318536292741465,0.00519896020795841,0,0,0,0,0,0,0,0,0,0.14097180563887446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049990001999600095,0.012997400519896006,0.03959208158368315,0.02099580083983199,0.006398720255948813,0.0049990001999600095,0.33333333333333,0,0,0,0,0.14457108578284578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037992401519696068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.022395520895820788,0,0,0,1.999600079984003e-4,0.008598280343931215,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0.4301139772045453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035992801439712063,0.0161967606478704,0.03699260147970396,0.018596280743851196,0.006398720255948813,0.009798040391921612,0.08418316336732701,0,0,0,0.10277944411117881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037992401519696068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002599480103979204,0.056588682263547116,0,0,0,0.052589482103579124,0.042391521695660746,0,0,0,0,0,0.0157968406318736,0.04039192161567675,0.028194361127774376,0,0,0,0.1847630473905255,0,0,0.17996400719856373,0,0,0,0,0,0,0,0,0,0,0.004199160167966408,0,0,0,0,0,0.027994401119775976,0.003399320135972806,0.3263347330533867,0.0839832033593286,3.999200159968006e-4,0.11217756448710392,0.01059788042391521,0,0.02159568086382719,0,0.00539892021595681,0.02619476104779038,0,0.061587682463507105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009198160367926414,0.09338132373525371,0,0,0.09998000399920112,0,0.3577284543091322,0,0,0,0,0,0.0015996800639872023,0.002999400119976005,0.001399720055988802,0,0,0,0.05338932213557272,0,0,0.06338732253549273,0,0,0,0,0,0,0,0,0,0,0.0961807638472314,0,0,0,0,1.999600079984003e-4,0.061587682463507105,0.05018996200759833,0.029994001199759972,0.005798840231953611,0.04659068186362714,0.009598080383923213,0.267346530693865,0,0.038192361527694355,0,0,0.0019996000799840027,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0.032993401319735965,0,0,0.04379124175164954,0.21795640871826097,0,0,0,0,0,0,0,0.002999400119976005,0,0,0,0,0.032793441311737566,0,0,0.018796240751849595,0,0,0,0,0,0,0,0,0,0,0.15376924615077248,0,0,0,0,5.998800239952009e-4,0.03719256148770236,0.07138572285542899,0.01099780043991201,0.0027994401119776045,0.08538292341531745,0.00519896020795841,0.2991401719656072,0,0.0155968806238752,0,0,0.0011997600479904018,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.5534893021395451,0.0019996000799840027,0,0.007798440311937616,0,0,0,0,0.013197360527894405,0.02119576084783039,7.998400319936012e-4,0.0011997600479904018,0.0011997600479904018,0.0067986402719456135,0.01079784043191361,0.0011997600479904018,0.0011997600479904018,0.0017996400719856025,0.14657068586282984,0.009798040391921612,0.012997400519896006,0.009798040391921612,0.003399320135972806,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011997600479904008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00519896020795841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0
