infector_id,infected_id,prob
45_d500_168_1_badger_2018-07-01,45_d500_168_0_badger_2019-04-01,0.3681263747250479
45_d500_168_0_badger_2019-04-01,45_d500_168_1_badger_2018-07-01,0.2217556488702307
64201002_3_cattle_2017-09-01,45_d500_168_2_badger_2018-07-01,0.3249350129973981
45_d500_169_0_badger_2019-06-01,45_d500_168_3_badger_2020-02-01,0.022595480903819187
45_d500_181_0_badger_2018-12-01,45_d500_169_0_badger_2019-06-01,0.36092781443710625
64416031_7_cattle_2016-05-01,45_d500_170_0_badger_2016-07-01,0.2157568486302785
45_d500_178_1_badger_2019-08-01,45_d500_178_0_badger_2020-02-01,0.0167966406718656
64201007_0_cattle_2019-01-01,45_d500_178_1_badger_2019-08-01,0.21775644871026256
64201007_0_cattle_2019-01-01,45_d500_178_2_badger_2020-02-01,0.03719256148770236
45_d500_168_1_badger_2018-07-01,45_d500_181_0_badger_2018-12-01,0.36392721455708194
64264003_4_cattle_2016-05-01,56_d500_20_918_0_badger_2016-05-01,0.4931013797240346
64264001_3_cattle_2015-07-01,56_d500_4_0_badger_2015-08-01,0.5534893021395451
56_d500_4_3_badger_2015-09-01,56_d500_4_1_badger_2015-12-01,0.5154969006198531
64264_3_boar_2014-04-01,56_d500_4_2_badger_2014-05-01,0.5200959808038158
64039022_6_cattle_2015-06-01,56_d500_4_3_badger_2015-09-01,0.1669666066786673
64264003_5_cattle_2019-12-01,56_d500_4_4_badger_2020-02-01,0.05818836232753431
56_d500_4_1_badger_2015-12-01,56_d500_4_5_badger_2016-07-01,0.5498900219955742
64253_0_boar_2010-06-01,56_d500_9_0_badger_2011-07-01,0.40131973605277876
64253_4_boar_2018-08-01,56_d500_9_1_badger_2018-07-01,0.4301139772045453
64039022_1_cattle_2015-06-01,64039022_0_cattle_2015-06-01,0.5232953409317899
64039022_1_cattle_2015-06-01,64039022_10_cattle_2015-06-01,0.120575884823037
64039022_12_cattle_2015-06-01,64039022_11_cattle_2015-06-01,0.45130973805237345
64039022_11_cattle_2015-06-01,64039022_12_cattle_2015-06-01,0.4897020595880622
64039022_3_cattle_2015-06-01,64039022_13_cattle_2015-06-01,0.43631273745249505
