16_d500_16_0_badger_2016-07-01,45_d500_108_2_badger_2018-12-01,45_d500_138_0_badger_2019-06-01,45_d500_163_0_badger_2020-02-01,45_d500_17_1807_0_badger_2020-02-01,45_d500_22_0_badger_2019-03-01,45_d500_22_1_badger_2020-02-01,45_d500_256_0_badger_2020-02-01,45_d500_39_550_0_badger_2019-05-01,45_d500_44_0_badger_2017-09-01,45_d500_45_0_badger_2017-09-01,45_d500_45_1_badger_2020-02-01,45_d500_60_0_badger_2018-07-01,45_d500_61_4_badger_2017-09-01,45_d500_99_866_0_badger_2020-02-01,45_d500_99_869_1_badger_2020-02-01,56_d500_6_0_badger_2020-02-01,64087056_0_cattle_2016-04-01,64087056_1_cattle_2016-04-01,64087056_2_cattle_2016-04-01,64087056_3_cattle_2016-04-01,64087056_4_cattle_2016-08-01,64087_0_boar_2017-06-01,64087_1_boar_2017-04-01,64087_2_boar_2016-11-01,64087_3_boar_2020-02-01,64165003_4_cattle_2019-11-01,64165003_5_cattle_2020-02-01,64165036_10_cattle_2019-02-01,64165036_13_cattle_2019-02-01,64165036_17_cattle_2019-02-01,64165036_18_cattle_2019-02-01,64165036_19_cattle_2019-06-01,64165036_1_cattle_2019-02-01,64165036_20_cattle_2019-02-01,64165036_22_cattle_2019-05-01,64165036_23_cattle_2019-02-01,64165036_25_cattle_2019-06-01,64165036_26_cattle_2019-06-01,64165036_27_cattle_2019-12-01,64165036_3_cattle_2019-02-01,64165036_5_cattle_2019-02-01,64165036_7_cattle_2019-02-01,64165036_8_cattle_2019-02-01,64165_5_boar_2020-02-01,64165_6_boar_2020-02-01,64172002_15_cattle_2019-07-01,64172002_16_cattle_2019-10-01,64172002_17_cattle_2020-02-01,64172_18_boar_2020-02-01,64310006_0_cattle_2015-02-01,64310006_10_cattle_2014-12-01,64310006_11_cattle_2015-02-01,64310006_12_cattle_2015-02-01,64310006_13_cattle_2015-02-01,64310006_14_cattle_2015-02-01,64310006_15_cattle_2015-02-01,64310006_16_cattle_2015-02-01,64310006_17_cattle_2015-02-01,64310006_18_cattle_2015-02-01,64310006_19_cattle_2015-02-01,64310006_1_cattle_2015-01-01,64310006_20_cattle_2015-02-01,64310006_21_cattle_2015-02-01,64310006_22_cattle_2015-02-01,64310006_23_cattle_2015-02-01,64310006_24_cattle_2015-02-01,64310006_25_cattle_2015-02-01,64310006_26_cattle_2015-02-01,64310006_27_cattle_2015-02-01,64310006_28_cattle_2015-02-01,64310006_29_cattle_2015-02-01,64310006_2_cattle_2015-02-01,64310006_30_cattle_2015-02-01,64310006_31_cattle_2015-02-01,64310006_32_cattle_2015-02-01,64310006_33_cattle_2017-03-01,64310006_3_cattle_2015-02-01,64310006_4_cattle_2015-02-01,64310006_5_cattle_2015-02-01,64310006_6_cattle_2015-02-01,64310006_7_cattle_2015-02-01,64310006_8_cattle_2015-02-01,64310006_9_cattle_2015-02-01,64310_0_boar_2014-12-01,64310_1_boar_2014-11-01,64310_2_boar_2016-10-01,64328040_1_cattle_2018-11-01,64359001_0_cattle_2017-02-01,64359001_1_cattle_2017-04-01,64359001_2_cattle_2017-04-01,64359005_0_cattle_2016-02-01,64359005_1_cattle_2016-02-01,64359005_2_cattle_2016-02-01,64359005_3_cattle_2017-12-01,64359008_14_cattle_2017-10-01,64359024_5_cattle_2019-02-01,64359024_6_cattle_2019-04-01,64359024_7_cattle_2019-04-01,64359031_0_cattle_2016-03-01,64359040_0_cattle_2017-02-01,64359045_11_cattle_2016-03-01,64359045_19_cattle_2018-11-01,64359045_28_cattle_2019-12-01,64359045_7_cattle_2016-01-01,64359046_3_cattle_2019-04-01,64359046_4_cattle_2019-02-01,64359046_5_cattle_2019-02-01,64359046_6_cattle_2019-04-01,64359046_7_cattle_2019-04-01,64359046_8_cattle_2019-04-01,64359054_0_cattle_2018-01-01,64359054_3_cattle_2018-01-01,64359075_11_cattle_2018-11-01,64359107_6_cattle_2017-12-01,64359108_14_cattle_2018-12-01,64359138_13_cattle_2018-10-01,64359138_30_cattle_2018-10-01,64359138_31_cattle_2018-10-01,64359138_33_cattle_2018-10-01,64359138_35_cattle_2018-10-01,64359138_41_cattle_2019-04-01,64359148_15_cattle_2018-05-01,64359149_26_cattle_2019-02-01,64359149_28_cattle_2018-11-01,64359149_30_cattle_2019-05-01,64359149_32_cattle_2019-05-01,64359163_2_cattle_2018-03-01,64359163_3_cattle_2018-03-01,64359187_3_cattle_2018-02-01,64359187_5_cattle_2018-02-01,64359187_6_cattle_2018-02-01,64359204_0_cattle_2017-02-01,64359204_1_cattle_2017-04-01,64359209_9_cattle_2018-05-01,64359_26_boar_2016-01-01,64359_27_boar_2016-03-01,64359_39_boar_2020-02-01,64359_42_boar_2018-07-01,64359_48_boar_2018-04-01,64359_55_boar_2020-02-01,64393010_0_cattle_2015-07-01,64393228_3_cattle_2020-02-01,64393248_0_cattle_2015-06-01,64393248_1_cattle_2015-05-01,64393248_2_cattle_2015-06-01,64393248_3_cattle_2015-06-01,64393_0_boar_2020-02-01,64393_12_boar_2018-01-01,64393_13_boar_2017-05-01,64393_1_boar_2014-11-01,64393_24_boar_2019-10-01,64393_27_boar_2018-12-01,64393_2_boar_2015-03-01,64393_39_boar_2019-10-01,64393_3_boar_2015-12-01,64393_48_boar_2020-02-01,64393_4_boar_2015-09-01,64393_6_boar_2016-08-01,64393_7_boar_2018-03-01,64420012_0_cattle_2014-03-01,64420012_1_cattle_2012-10-01,64420012_2_cattle_2014-05-01,64420012_3_cattle_2014-05-01,64420012_4_cattle_2014-03-01,64420012_5_cattle_2014-05-01,64420012_6_cattle_2014-03-01,64420035_18_cattle_2017-03-01,64420035_19_cattle_2017-03-01,64420035_20_cattle_2020-02-01,64420039_8_cattle_2011-07-01,64420042_0_cattle_2017-02-01,64420042_10_cattle_2017-06-01,64420042_1_cattle_2017-02-01,64420042_2_cattle_2017-02-01,64420042_3_cattle_2017-06-01,64420042_4_cattle_2017-06-01,64420042_5_cattle_2017-06-01,64420042_6_cattle_2017-06-01,64420042_7_cattle_2017-02-01,64420042_8_cattle_2017-06-01,64420042_9_cattle_2017-06-01,64420044_0_cattle_2013-02-01,64420044_1_cattle_2013-02-01,64420044_2_cattle_2013-02-01,64420044_3_cattle_2013-02-01,64420047_0_cattle_2012-02-01,64556052_0_cattle_2019-07-01,64556052_10_cattle_2019-03-01,64556052_14_cattle_2019-07-01,64556052_15_cattle_2019-07-01,64556052_1_cattle_2019-03-01,64556052_4_cattle_2019-07-01,64556052_6_cattle_2019-03-01
0,0,0,0,0,0,0,0,0,0.2099580083983247,0,0,0.03959208158368315,0.12137572485503062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0.011797640471905608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006998600279944014,0.009198160367926414,0.0837832433513302,0.19376124775045378,0,0,0,0.024395120975804784,0.023995200959807984,0,0,0,0,0.005798840231953611,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0.02619476104779038,0.029194161167766373,0.004199160167966408,0.022795440911817587,0,0.0015996800639872023,7.998400319936012e-4,0.008198360327934416,0.018996200759847995,0,0,0.013797240551889604,0,0,0,0,0.001399720055988802,0.003999200159968007,0.061787642471505505,0.04979004199160153,0.09758048390322024,0.022595480903819187,0.05018996200759833,0.006198760247950412,0,0,0,0.0031993601279744054,0.024395120975804784,0,0,0,0,0,0,0,0,0.07898420315936844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017796440711857597,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028594281143771175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.019996000799839993,7.998400319936012e-4,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0.005798840231953611,0.0045990801839632086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006998600279944014,1.999600079984003e-4,0,0,0,0,0,0,0.056788642271545516,0,0,0.00539892021595681,0,0,0,0,0,0,0.011597680463907209,0.3051389722055586,0.006998600279944014,0,0,0,0,0,0,0,0.10377924415117085,0,0,0,0,0,0,0,0,0.009198160367926414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.002599480103979204,0,0,0,0,0,0,0,0.017596480703859198,0.03999200159967995,0,0.005798840231953611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009998000399920012,0,0,0,0.09778044391121865,0,0,0.013197360527894405,0,0,0,0,0.03099380123975197,0.009798040391921612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10097980403919316,0,0.0017996400719856025,0.011597680463907209,0,0,0,7.998400319936012e-4,0.0027994401119776045,1.999600079984003e-4,0,0.0019996000799840027,0,0,0,0.003399320135972806,0,0,0,0,0,0,0,0,0.004199160167966408,0.2155568886222801,0.05438912217556472,0.21935612877424981,5.998800239952009e-4,0,0,0.14137172565487127,0,0,0,0.0031993601279744054,0,9.998000399920016e-4,0,0,0.061587682463507105,0.03919216156768635,0.002999400119976005,0.012197560487902407,0.3405318936212716,0,1.999600079984003e-4,0.15836832633473583,0,0,0,0.09438112377524574,0.0049990001999600095,0,0,0,0,0,0,0,0,0.013797240551889604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0.0067986402719456135,0.0015996800639872023,0
0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0.0031993601279744054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037992401519696068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02079584083183359,0,0,9.998000399920016e-4,0,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004399120175964808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02079584083183359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0017996400719856025,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007398520295940815,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12897420515897007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19576084783043785,0.39412117576483713,0.2617476504699104,0.11517696460708002,0.02119576084783039,0.028594281143771175,0.03619276144771036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06918616276744652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004399120175964808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0165966806638672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10937812437512623,0,0.09478104379124255,0.3857228554289052,0.005598880223955211,0.003999200159968007,0.0015996800639872023,0.015996800639872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013797240551889604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002599480103979204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.27734453109378393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28574285142971584,0.07638472305538915,0,0.17116576684663384,0.1699660067986434,0.0779844031193764,0.061587682463507105,0.11617676464707205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18916216756649043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007198560287942414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08238352329534135,0.5732853429313846,0.07398520295940827,0,0.012597480503899207,0.0027994401119776045,0.0015996800639872023,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004799040191961609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023995200959808036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.40811837632472364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019596080783843194,0.001399720055988802,0.052989402119575923,0.018196360727854397,0,0.02679464107178558,0.02679464107178558,0.052589482103579124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931813637272553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0167966406718656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0.002199560087982403,7.998400319936012e-4,0.012597480503899207,0,0.4407118576284594,0.04939012197560473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05558888222355512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011997600479904008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035992801439712063,0.0027994401119776045,0.0067986402719456135,7.998400319936012e-4,0.019996000799839993,0.4821035792841238,0,0.028594281143771175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06078784243151351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.027394521095780777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008998200359928014,0.0011997600479904018,0.027194561087782378,0.007798440311937616,0.037592481503699156,0.10277944411117881,0.1483703259348155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38252349530093116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0.002999400119976005,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0.0031993601279744054,1.999600079984003e-4,0.0035992801439712063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0.008198360327934416,0,0,0.0031993601279744054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,3.999200159968006e-4,0,0,0,0.12937412517496688,0,0.002599480103979204,0,0,0,0,0,0.0035992801439712063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0.003999200159968007,0.0019996000799840027,5.998800239952009e-4,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0.0049990001999600095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06638672265546883,0,0,0
0,0,0,0,0.0023995200959808036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0,0.009198160367926414,0.009998000399920012,0,0,0,7.998400319936012e-4,0,5.998800239952009e-4,0,0.004199160167966408,0,0,0,0.002599480103979204,0.003399320135972806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031993601279744054,0,0,0,0,0,0,0,0,0,0,0,0,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007198560287942414,0,0,0,0,0,0,0,0,0,0.009998000399920012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002599480103979204,0,0,0
0,0,0,0,0,0,0,1.999600079984003e-4,0.012597480503899207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0.0011997600479904018,0.38712257548489387,0,0.014197160567886403,0.0017996400719856025,0,0,0.4839032193561092,0,0.02199560087982399,0,0,0.0011997600479904018,0,0.027794441111777576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0.002599480103979204,0,0,0,0,0,7.998400319936012e-4,0,0,3.999200159968006e-4,0,0.004799040191961609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018196360727854397,0,0.0011997600479904018,0,0,0.008798240351929614
0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05098980203959193,0,0,0.0017996400719856025,0,0,0,0,0.13357328534293342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004399120175964808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0.0019996000799840027,0,0,0,0,0.02539492101579678,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08238352329534135,0,0,0,0.1513697260547916,0.07978404319136206,0
0,0,0,0,0.007398520295940815,0,0,0.008398320335932815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0.015196960607878401,0.001399720055988802,0,0,0.3501299740051938,0,0,0.0035992801439712063,0.007598480303939215,0,0.0023995200959808036,0,0.03419316136772636,3.999200159968006e-4,0,0,0.015196960607878401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0.003399320135972806,7.998400319936012e-4,0.0015996800639872023,7.998400319936012e-4,0,5.998800239952009e-4,0,0,0,0,0,0.001399720055988802,0,0,0,0.0037992401519696068,0.0027994401119776045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002199560087982403,0,0,0,0,0,0,0,0,0,0.007798440311937616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049990001999600095,0,0.009998000399920012,0,0,0
