45_d500_101_0_badger_2019-06-01,45_d500_102_0_badger_2020-02-01,45_d500_102_1_badger_2020-02-01,45_d500_102_2_badger_2019-08-01,45_d500_103_0_badger_2018-11-01,45_d500_109_844_0_badger_2020-02-01,45_d500_109_844_1_badger_2019-07-01,45_d500_124_0_badger_2018-10-01,45_d500_129_807_0_badger_2020-02-01,45_d500_132_808_0_badger_2019-06-01,45_d500_154_1_badger_2020-02-01,45_d500_154_3_badger_2020-02-01,45_d500_154_4_badger_2020-02-01,45_d500_159_855_0_badger_2020-02-01,45_d500_168_0_badger_2016-08-01,45_d500_169_0_badger_2016-11-01,45_d500_169_1_badger_2017-08-01,45_d500_169_2_badger_2011-03-01,45_d500_171_0_badger_2013-05-01,45_d500_171_1_badger_2014-06-01,45_d500_171_2_badger_2015-05-01,45_d500_171_3_badger_2014-01-01,45_d500_171_4_badger_2016-04-01,45_d500_171_5_badger_2017-06-01,45_d500_173_0_badger_2020-02-01,45_d500_173_1_badger_2020-02-01,45_d500_88_0_badger_2020-02-01,45_d500_88_1_badger_2020-02-01,64201014_0_cattle_2015-05-01,64281001_0_cattle_2012-04-01,64281001_1_cattle_2013-12-01,64281001_2_cattle_2013-12-01,64281001_3_cattle_2013-12-01,64281001_4_cattle_2013-11-01,64281001_5_cattle_2015-03-01,64281001_6_cattle_2015-03-01,64281003_0_cattle_2015-03-01,64281008_0_cattle_2015-01-01,64281008_10_cattle_2015-01-01,64281008_11_cattle_2015-01-01,64281008_12_cattle_2015-01-01,64281008_13_cattle_2015-01-01,64281008_14_cattle_2015-01-01,64281008_1_cattle_2015-01-01,64281008_2_cattle_2015-01-01,64281008_3_cattle_2015-01-01,64281008_4_cattle_2015-01-01,64281008_5_cattle_2015-01-01,64281008_6_cattle_2015-03-01,64281008_7_cattle_2015-01-01,64281008_8_cattle_2015-01-01,64281008_9_cattle_2015-01-01,64281_0_boar_2012-07-01,64281_1_boar_2014-06-01,64281_3_boar_2020-02-01,64416_1_boar_2017-12-01,64420012_0_cattle_2018-02-01,64556001_0_cattle_2019-12-01,64556002_0_cattle_2020-02-01,64556002_1_cattle_2020-02-01,64556002_2_cattle_2020-02-01,64556005_0_cattle_2019-02-01,64556005_1_cattle_2019-04-01,64556023_0_cattle_2018-09-01,64556023_1_cattle_2018-08-01,64556023_2_cattle_2018-09-01,64556023_3_cattle_2018-09-01,64556023_4_cattle_2020-02-01,64556023_5_cattle_2020-02-01,64556023_6_cattle_2020-02-01,64556033_0_cattle_2020-02-01,64556033_1_cattle_2020-02-01,64556034_0_cattle_2019-05-01,64556034_10_cattle_2020-02-01,64556034_11_cattle_2020-02-01,64556034_1_cattle_2019-01-01,64556034_2_cattle_2019-01-01,64556034_3_cattle_2019-05-01,64556034_4_cattle_2019-01-01,64556034_5_cattle_2019-05-01,64556034_6_cattle_2019-08-01,64556034_7_cattle_2019-08-01,64556034_8_cattle_2019-11-01,64556034_9_cattle_2019-08-01,64556039_0_cattle_2019-02-01,64556039_1_cattle_2019-02-01,64556039_2_cattle_2019-02-01,64556039_3_cattle_2019-02-01,64556039_4_cattle_2019-02-01,64556039_5_cattle_2019-02-01,64556039_6_cattle_2019-02-01,64556039_7_cattle_2019-02-01,64556044_0_cattle_2019-01-01,64556044_1_cattle_2019-01-01,64556048_0_cattle_2018-11-01,64556048_1_cattle_2018-11-01,64556048_2_cattle_2018-11-01,64556048_3_cattle_2018-08-01,64556048_4_cattle_2019-05-01,64556048_5_cattle_2018-11-01,64556048_6_cattle_2018-11-01,64556048_7_cattle_2019-05-01,64556048_8_cattle_2018-11-01,64556048_9_cattle_2019-05-01,64556051_0_cattle_2018-12-01,64556051_1_cattle_2017-11-01,64556051_2_cattle_2018-09-01,64556051_3_cattle_2018-12-01,64556_10_boar_2020-02-01,64556_11_boar_2019-11-01,64556_12_boar_2020-02-01,64556_13_boar_2020-02-01,64556_14_boar_2020-02-01,64556_2_boar_2020-02-01,64556_3_boar_2018-06-01,64556_4_boar_2018-12-01,64556_5_boar_2019-08-01,64556_6_boar_2019-01-01,64556_7_boar_2020-02-01,64556_8_boar_2020-02-01,64556_9_boar_2019-10-01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012397520495900807,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023995200959808036,0,0,0,0.011397720455908809,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0.003399320135972806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023995200959808036,0,0,0,0.08418316336732701,0,0.007198560287942414,0,0.006398720255948813,0.0153969206158768,0.0027994401119776045,1.999600079984003e-4,0,0,0,0.00539892021595681,3.999200159968006e-4,0,0,0,0.0011997600479904018,0.0011997600479904018,0,0.012797440511897606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6208758248349987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.002199560087982403,0,0,0,0,0,0,0,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002999400119976005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0.013797240551889604,0,3.999200159968006e-4,0,0.0035992801439712063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05938812237552471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23835232953409843,0,0.36832633473304627,0.002999400119976005,0,0,0,0,0,0,0.06798640271945608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027994401119776045,0,0,0.1881623675264984,0.3557288542291484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002999400119976005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045990801839632086,0,0,0,0,0,0,0,0,0.01119776044791041,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21435712857428965,0,0,0,0,0,0,0.048190361927614334,0,0.022995400919815986,0,0,0,0,0,0.002599480103979204,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17696460707858763,0.48810237952407515,0,0,0.062187562487502304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.002599480103979204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009998000399920012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03059388122375517,0,0,0,0,0,0,0,0.0011997600479904018,0.005998800239952012,7.998400319936012e-4,0.003399320135972806,0,0,0,0,0,0,0,0,0.002199560087982403,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0,0.0015996800639872023,0,0,0,0,0.013997200559888004,0,0,0,0.002599480103979204,0.0031993601279744054,0,0,0,3.999200159968006e-4,0.10737852429514216,0.002599480103979204,9.998000399920016e-4,0,0,0,0,0,0,0.04439112177564474,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16736652669466412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19236152769446493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05518896220755832,0,0.012397520495900807,0,0,0,0,0,0,0,0,0.002999400119976005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5286942611477461,0.03079384123175357,0,0.21335732853429762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29134173165367044,0.01079784043191361,0.003399320135972806,0.002999400119976005,0,0,0,0,0.0031993601279744054,0,0,0,0,0.002199560087982403,1.999600079984003e-4,0,1.999600079984003e-4,0,0,0.002199560087982403,7.998400319936012e-4,0.005798840231953611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45690861827632806,0,0.5000999800039779,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33833233353328945,0,0,0.015996800639872,9.998000399920016e-4,0,0.011397720455908809,0.009398120375924813,0,0.006398720255948813,0.001399720055988802,0.0019996000799840027,0,0,0,7.998400319936012e-4,0,0,0.0011997600479904018,5.998800239952009e-4,0,0,0,0.011797640471905608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017996400719855997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05998800239951991,0.006198760247950412,0.10897820435912942,0,0.02159568086382719,0,0.004199160167966408,0.004799040191961609,0,0.003999200159968007,0.03199360127974397,0.0037992401519696068,0,0,0,0.0019996000799840027,0.002599480103979204,0,0.0045990801839632086,0,0.002199560087982403,0.005598880223955211,0.020395920815836792,0.12097580483903381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0.0687862427514497,0.004799040191961609,0.03959208158368315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012397520495900807,0.0019996000799840027,0.008398320335932815,0.02679464107178558,0.001399720055988802,0.0011997600479904018,0,0,0,0.0011997600479904018,0,0,0,0,0.0037992401519696068,0,0,0.005598880223955211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
