3_d500_16_165_0_badger_2019-08-01,45_d500_120_0_badger_2018-07-01,45_d500_122_0_badger_2020-02-01,45_d500_124_0_badger_2011-05-01,45_d500_152_0_badger_2010-12-01,45_d500_159_855_0_badger_2013-05-01,45_d500_159_855_1_badger_2017-10-01,45_d500_159_855_2_badger_2013-01-01,45_d500_182_0_badger_2012-10-01,45_d500_227_0_badger_2019-05-01,45_d500_298_0_badger_2020-02-01,45_d500_37_577_0_badger_2017-08-01,45_d500_39_552_0_badger_2017-09-01,45_d500_84_0_badger_2019-06-01,45_d500_87_0_badger_2020-02-01,45_d500_94_0_badger_2018-05-01,45_d500_94_1_badger_2019-07-01,45_d500_99_720_0_badger_2017-07-01,45_d500_99_766_0_badger_2016-07-01,45_d500_99_766_1_badger_2013-05-01,45_d500_99_766_2_badger_2012-03-01,45_d500_99_866_0_badger_2013-09-01,64077001_0_cattle_2019-04-01,64077001_1_cattle_2019-04-01,64077001_2_cattle_2019-08-01,64077001_3_cattle_2019-08-01,64077001_4_cattle_2019-04-01,64077001_5_cattle_2019-08-01,64281008_0_cattle_2011-08-01,64349001_12_cattle_2019-02-01,64349001_13_cattle_2019-02-01,64349001_14_cattle_2019-02-01,64349053_10_cattle_2019-10-01,64349068_10_cattle_2019-02-01,64349068_11_cattle_2018-12-01,64349068_12_cattle_2019-04-01,64349068_13_cattle_2019-02-01,64349068_14_cattle_2019-02-01,64349068_9_cattle_2019-02-01,64349086_6_cattle_2019-05-01,64349086_7_cattle_2019-08-01,64349_69_boar_2018-08-01,64349_71_boar_2019-05-01,64349_72_boar_2019-11-01,64349_73_boar_2020-02-01,64349_74_boar_2020-02-01,64349_75_boar_2020-02-01,64349_76_boar_2020-02-01,64349_77_boar_2018-12-01,64349_79_boar_2019-01-01,64349_80_boar_2019-04-01,64349_82_boar_2020-02-01,64349_83_boar_2019-04-01,64349_89_boar_2020-02-01,64349_91_boar_2020-02-01,64359001_0_cattle_2017-12-01,64359001_1_cattle_2020-02-01,64359005_0_cattle_2016-03-01,64359005_11_cattle_2018-06-01,64359005_12_cattle_2018-06-01,64359005_13_cattle_2018-06-01,64359005_14_cattle_2018-05-01,64359005_15_cattle_2018-06-01,64359005_16_cattle_2018-09-01,64359005_17_cattle_2018-12-01,64359005_18_cattle_2019-03-01,64359005_19_cattle_2019-03-01,64359005_20_cattle_2019-09-01,64359005_2_cattle_2018-03-01,64359005_3_cattle_2018-06-01,64359005_4_cattle_2018-06-01,64359005_5_cattle_2018-06-01,64359005_7_cattle_2018-06-01,64359005_8_cattle_2018-05-01,64359005_9_cattle_2018-06-01,64359008_0_cattle_2018-02-01,64359008_1_cattle_2018-04-01,64359008_2_cattle_2018-02-01,64359008_3_cattle_2018-02-01,64359008_4_cattle_2018-02-01,64359008_5_cattle_2018-04-01,64359024_0_cattle_2020-02-01,64359024_1_cattle_2020-02-01,64359024_2_cattle_2020-02-01,64359035_0_cattle_2020-02-01,64359035_1_cattle_2020-02-01,64359042_0_cattle_2016-12-01,64359042_1_cattle_2018-01-01,64359042_2_cattle_2019-01-01,64359042_3_cattle_2019-07-01,64359042_4_cattle_2019-07-01,64359042_5_cattle_2019-10-01,64359045_0_cattle_2017-06-01,64359045_10_cattle_2018-06-01,64359045_11_cattle_2018-06-01,64359045_1_cattle_2017-02-01,64359045_2_cattle_2017-02-01,64359045_3_cattle_2017-06-01,64359045_4_cattle_2017-02-01,64359045_5_cattle_2017-06-01,64359045_6_cattle_2017-06-01,64359045_7_cattle_2017-06-01,64359045_8_cattle_2017-06-01,64359045_9_cattle_2018-03-01,64359056_0_cattle_2017-02-01,64359056_1_cattle_2017-04-01,64359056_2_cattle_2018-12-01,64359056_3_cattle_2019-02-01,64359056_4_cattle_2019-04-01,64359056_5_cattle_2020-02-01,64359056_6_cattle_2020-02-01,64359061_10_cattle_2018-03-01,64359061_11_cattle_2018-03-01,64359061_12_cattle_2018-03-01,64359061_13_cattle_2018-03-01,64359061_14_cattle_2018-03-01,64359061_15_cattle_2018-03-01,64359061_16_cattle_2018-03-01,64359061_17_cattle_2018-03-01,64359061_18_cattle_2020-02-01,64359061_19_cattle_2020-02-01,64359061_20_cattle_2019-12-01,64359061_4_cattle_2018-03-01,64359061_5_cattle_2018-03-01,64359061_6_cattle_2018-03-01,64359061_7_cattle_2018-03-01,64359061_8_cattle_2018-03-01,64359061_9_cattle_2018-03-01,64359070_0_cattle_2018-01-01,64359075_0_cattle_2019-02-01,64359075_1_cattle_2019-04-01,64359075_2_cattle_2019-03-01,64359075_3_cattle_2019-04-01,64359075_4_cattle_2019-04-01,64359075_5_cattle_2019-04-01,64359075_6_cattle_2019-04-01,64359075_7_cattle_2019-04-01,64359103_0_cattle_2019-01-01,64359103_1_cattle_2019-01-01,64359108_0_cattle_2016-09-01,64359108_10_cattle_2018-12-01,64359108_1_cattle_2016-08-01,64359108_2_cattle_2016-09-01,64359108_3_cattle_2016-09-01,64359108_4_cattle_2016-09-01,64359108_5_cattle_2019-02-01,64359108_6_cattle_2018-12-01,64359108_7_cattle_2018-12-01,64359108_8_cattle_2018-12-01,64359108_9_cattle_2018-12-01,64359110_0_cattle_2015-11-01,64359110_10_cattle_2019-02-01,64359110_11_cattle_2018-12-01,64359110_12_cattle_2019-02-01,64359110_13_cattle_2018-12-01,64359110_14_cattle_2018-12-01,64359110_15_cattle_2018-12-01,64359110_16_cattle_2019-02-01,64359110_17_cattle_2019-02-01,64359110_18_cattle_2019-02-01,64359110_19_cattle_2019-02-01,64359110_1_cattle_2017-02-01,64359110_20_cattle_2019-02-01,64359110_21_cattle_2020-02-01,64359110_2_cattle_2017-04-01,64359110_3_cattle_2017-04-01,64359110_4_cattle_2017-04-01,64359110_5_cattle_2019-02-01,64359110_6_cattle_2018-12-01,64359110_7_cattle_2018-12-01,64359110_8_cattle_2018-12-01,64359110_9_cattle_2018-06-01,64359138_0_cattle_2019-01-01,64359138_1_cattle_2020-02-01,64359138_2_cattle_2019-08-01,64359138_3_cattle_2019-11-01,64359138_4_cattle_2020-02-01,64359138_5_cattle_2020-02-01,64359148_0_cattle_2020-02-01,64359148_1_cattle_2020-02-01,64359148_2_cattle_2019-12-01,64359148_3_cattle_2020-02-01,64359148_4_cattle_2020-02-01,64359148_5_cattle_2020-02-01,64359148_6_cattle_2020-02-01,64359148_7_cattle_2020-02-01,64359148_8_cattle_2020-02-01,64359148_9_cattle_2020-02-01,64359153_0_cattle_2016-06-01,64359153_10_cattle_2016-04-01,64359153_11_cattle_2016-06-01,64359153_12_cattle_2016-06-01,64359153_13_cattle_2016-04-01,64359153_14_cattle_2016-06-01,64359153_15_cattle_2016-04-01,64359153_16_cattle_2016-06-01,64359153_17_cattle_2016-06-01,64359153_18_cattle_2016-06-01,64359153_19_cattle_2020-02-01,64359153_1_cattle_2016-04-01,64359153_2_cattle_2016-04-01,64359153_3_cattle_2016-04-01,64359153_4_cattle_2016-04-01,64359153_5_cattle_2016-06-01,64359153_6_cattle_2016-06-01,64359153_7_cattle_2016-04-01,64359153_8_cattle_2016-06-01,64359153_9_cattle_2016-04-01,64359187_0_cattle_2018-02-01,64359187_1_cattle_2019-11-01,64359196_0_cattle_2019-03-01,64359196_1_cattle_2019-09-01,64359200_0_cattle_2019-03-01,64359200_1_cattle_2019-05-01,64359200_2_cattle_2019-03-01,64359204_0_cattle_2018-01-01,64359204_1_cattle_2019-03-01,64359209_0_cattle_2018-02-01,64359209_1_cattle_2018-06-01,64359209_2_cattle_2018-06-01,64359209_3_cattle_2018-02-01,64359209_4_cattle_2018-02-01,64359209_5_cattle_2018-06-01,64359209_6_cattle_2018-06-01,64359209_7_cattle_2018-08-01,64359209_8_cattle_2019-12-01,64359211_0_cattle_2019-05-01,64359211_1_cattle_2019-01-01,64359211_2_cattle_2019-01-01,64359211_3_cattle_2019-01-01,64359211_4_cattle_2019-11-01,64359211_5_cattle_2019-11-01,64359_0_boar_2013-10-01,64359_10_boar_2019-07-01,64359_11_boar_2017-01-01,64359_12_boar_2017-12-01,64359_13_boar_2017-06-01,64359_14_boar_2020-02-01,64359_16_boar_2020-02-01,64359_17_boar_2020-02-01,64359_18_boar_2019-05-01,64359_19_boar_2019-05-01,64359_20_boar_2020-02-01,64359_21_boar_2019-03-01,64359_23_boar_2020-02-01,64359_25_boar_2020-02-01,64359_3_boar_2017-10-01,64359_4_boar_2020-02-01,64359_5_boar_2019-03-01,64359_6_boar_2018-10-01,64359_7_boar_2017-06-01,64359_8_boar_2020-02-01,64359_9_boar_2017-03-01,64367_10_boar_2020-02-01,64393387_0_cattle_2020-02-01,64393387_1_cattle_2020-02-01,64393387_2_cattle_2020-02-01,64393387_3_cattle_2020-02-01,64393387_4_cattle_2020-02-01,64393387_5_cattle_2020-02-01,64393_1_boar_2019-12-01,64393_3_boar_2020-02-01,64393_4_boar_2020-02-01,64393_5_boar_2020-02-01,64393_7_boar_2020-02-01,64416031_0_cattle_2013-02-01,64416031_1_cattle_2013-01-01,64416031_2_cattle_2013-02-01,64416031_3_cattle_2013-02-01,64416031_4_cattle_2013-02-01,64416031_5_cattle_2013-02-01,64416031_6_cattle_2013-02-01,64416_0_boar_2013-06-01,64416_1_boar_2013-08-01,64420002_0_cattle_2013-12-01,64420002_1_cattle_2013-12-01,64420002_2_cattle_2013-12-01,64420002_3_cattle_2014-02-01,64420002_4_cattle_2014-02-01,64420002_5_cattle_2013-12-01,64420002_6_cattle_2013-12-01,64420002_7_cattle_2014-02-01,64420002_8_cattle_2014-02-01,64420002_9_cattle_2014-02-01,64420012_0_cattle_2014-03-01,64420012_2_cattle_2014-03-01,64420035_0_cattle_2010-09-01,64420035_10_cattle_2013-12-01,64420035_11_cattle_2014-02-01,64420035_12_cattle_2013-12-01,64420035_13_cattle_2013-12-01,64420035_14_cattle_2013-12-01,64420035_15_cattle_2013-12-01,64420035_16_cattle_2013-12-01,64420035_17_cattle_2013-12-01,64420035_18_cattle_2013-12-01,64420035_19_cattle_2013-12-01,64420035_1_cattle_2010-09-01,64420035_20_cattle_2016-03-01,64420035_21_cattle_2016-05-01,64420035_22_cattle_2017-12-01,64420035_2_cattle_2010-08-01,64420035_3_cattle_2010-09-01,64420035_4_cattle_2013-12-01,64420035_5_cattle_2013-12-01,64420035_6_cattle_2013-12-01,64420035_7_cattle_2014-02-01,64420035_8_cattle_2013-12-01,64420035_9_cattle_2013-12-01,64420038_0_cattle_2008-05-01,64420038_1_cattle_2008-04-01,64420039_3_cattle_2011-12-01,64420046_0_cattle_2013-02-01,64420046_1_cattle_2013-02-01,64420046_2_cattle_2013-01-01,64420046_3_cattle_2013-02-01,64420046_4_cattle_2013-02-01,64420046_5_cattle_2013-04-01,64420046_6_cattle_2013-04-01,64420046_7_cattle_2013-04-01,64449007_0_cattle_2015-02-01,64488018_0_cattle_2020-02-01,64508022_0_cattle_2020-02-01,64508022_1_cattle_2020-02-01,64508022_2_cattle_2020-02-01,64508022_3_cattle_2020-02-01,64508022_4_cattle_2020-02-01,64508031_0_cattle_2020-02-01,64551002_0_cattle_2020-02-01,64551002_1_cattle_2020-02-01,64551002_2_cattle_2020-02-01,64551007_0_cattle_2020-02-01,64551007_10_cattle_2020-02-01,64551007_1_cattle_2020-02-01,64551007_2_cattle_2020-02-01,64551007_3_cattle_2019-09-01,64551007_4_cattle_2020-02-01,64551007_5_cattle_2020-02-01,64551007_6_cattle_2020-02-01,64551007_7_cattle_2020-02-01,64551007_8_cattle_2020-02-01,64551007_9_cattle_2020-02-01,64551017_0_cattle_2019-02-01,64551024_0_cattle_2020-02-01,64551024_1_cattle_2019-12-01,64556500_0_cattle_2012-08-01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006198760247950412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161967606478704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002199560087982403,0,0,0,0,0,0,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009598080383923213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2843431313737272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06718656268746245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.014797040591881602,0,0,0,0,0,0,0,0,0,0,0,0.061387722455508706,0,0,0,0,0,0,0,0.225354929014202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20295940811838048,0,0,0,0,0,0,0,0,0,0,0.029794041191761572,0,0,0,0.023595280943811185,0,0,0,0,0,0,0,0,0,0.024795040991801583,0,0,0,1.999600079984003e-4,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029194161167766373
0,0,0,0,0,0,0,3.999200159968006e-4,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0.006198760247950412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13357328534293342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,5.998800239952009e-4,0.0045990801839632086,0,0,0.009798040391921612,0.009798040391921612,0.28174365126974826,0.002599480103979204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067986402719456135
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002199560087982403,0,0.0023995200959808036,0,0.008798240351929614,0.07938412317536525,0.02199560087982399,0.0067986402719456135,0.03879224155168955,0.002199560087982403,0.010397920415916811,0,0.12297540491901787,9.998000399920016e-4,0,0,0,0,0,0.03719256148770236,0.0037992401519696068,0.017396520695860798,0,0.003999200159968007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47870425914815135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.04119176164767035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327534493101377,0.11877624475105134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4
0,0,0,0,0,0.020195960807838392,0,0.11017796440711985,0,0,0,0,0,0,0,0,0,0,0,0.007998400319936016,0.004199160167966408,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006598680263947213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0.0045990801839632086,0.003999200159968007,0.00519896020795841,0.09038192361527761,0.1667666466706689,0.017796440711857597,0.006598680263947213,0.0023995200959808036,0.018796240751849595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07638472305538915
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
