45_d500_152_0_badger_2011-11-01,45_d500_160_0_badger_2019-05-01,45_d500_261_1_badger_2016-08-01,45_d500_78_668_0_badger_2017-05-01,45_d500_78_668_1_badger_2015-09-01,45_d500_99_766_0_badger_2015-05-01,45_d500_99_766_1_badger_2018-05-01,45_d500_99_766_2_badger_2012-10-01,45_d500_99_766_3_badger_2012-12-01,45_d500_99_766_4_badger_2017-09-01,45_d500_99_766_5_badger_2016-09-01,45_d500_99_839_0_badger_2013-07-01,45_d500_99_866_0_badger_2015-05-01,64002002_0_cattle_2015-06-01,64002002_1_cattle_2015-05-01,64002_0_boar_2013-01-01,64002_10_boar_2017-08-01,64002_11_boar_2016-01-01,64002_12_boar_2016-10-01,64002_1_boar_2015-04-01,64002_2_boar_2017-12-01,64002_3_boar_2016-03-01,64002_4_boar_2015-07-01,64002_5_boar_2015-04-01,64002_6_boar_2015-08-01,64002_7_boar_2014-08-01,64002_8_boar_2015-06-01,64002_9_boar_2017-02-01,64152_0_boar_2018-03-01,64405006_0_cattle_2017-01-01,64405006_1_cattle_2017-01-01,64405006_2_cattle_2017-01-01,64420012_0_cattle_2013-01-01,64420012_10_cattle_2013-01-01,64420012_11_cattle_2013-01-01,64420012_12_cattle_2013-01-01,64420012_13_cattle_2013-01-01,64420012_14_cattle_2013-01-01,64420012_15_cattle_2013-01-01,64420012_16_cattle_2013-01-01,64420012_17_cattle_2013-01-01,64420012_18_cattle_2013-01-01,64420012_19_cattle_2013-01-01,64420012_1_cattle_2013-01-01,64420012_20_cattle_2013-01-01,64420012_21_cattle_2013-01-01,64420012_22_cattle_2013-01-01,64420012_23_cattle_2019-02-01,64420012_24_cattle_2019-06-01,64420012_25_cattle_2019-02-01,64420012_26_cattle_2019-06-01,64420012_27_cattle_2019-02-01,64420012_28_cattle_2019-02-01,64420012_29_cattle_2019-02-01,64420012_2_cattle_2013-01-01,64420012_30_cattle_2019-02-01,64420012_31_cattle_2019-02-01,64420012_32_cattle_2019-06-01,64420012_33_cattle_2019-02-01,64420012_34_cattle_2020-02-01,64420012_35_cattle_2019-06-01,64420012_36_cattle_2019-12-01,64420012_37_cattle_2020-02-01,64420012_38_cattle_2020-02-01,64420012_39_cattle_2020-02-01,64420012_3_cattle_2012-12-01,64420012_40_cattle_2020-02-01,64420012_4_cattle_2013-01-01,64420012_5_cattle_2013-01-01,64420012_6_cattle_2013-01-01,64420012_7_cattle_2013-01-01,64420012_8_cattle_2013-01-01,64420012_9_cattle_2013-01-01,64420035_0_cattle_2011-06-01,64420035_10_cattle_2015-03-01,64420035_11_cattle_2015-03-01,64420035_12_cattle_2019-09-01,64420035_1_cattle_2011-06-01,64420035_2_cattle_2011-07-01,64420035_3_cattle_2011-02-01,64420035_4_cattle_2011-07-01,64420035_5_cattle_2011-07-01,64420035_6_cattle_2011-07-01,64420035_7_cattle_2011-07-01,64420035_8_cattle_2011-07-01,64420035_9_cattle_2015-03-01,64420039_0_cattle_2016-02-01,64420039_1_cattle_2016-02-01,64420039_2_cattle_2016-02-01,64420039_3_cattle_2016-02-01,64420039_4_cattle_2016-02-01,64420039_5_cattle_2016-02-01,64420047_0_cattle_2018-03-01,64420047_1_cattle_2018-03-01,64420047_2_cattle_2018-05-01,64472005_0_cattle_2016-02-01,64472005_1_cattle_2016-05-01,64472005_2_cattle_2016-05-01,64472005_3_cattle_2016-01-01,64472005_4_cattle_2016-08-01,64472005_5_cattle_2016-05-01,64472005_6_cattle_2016-05-01,64472005_7_cattle_2016-05-01,64472005_8_cattle_2016-05-01,64472_0_boar_2017-07-01,64472_1_boar_2018-02-01,6_d500_20_0_badger_2016-11-01,6_d500_28_0_badger_2020-02-01,6_d500_30_0_badger_2016-08-01,6_d500_30_1_badger_2014-09-01,6_d500_30_2_badger_2017-09-01,6_d500_7_0_badger_2018-09-01,6_d500_9_0_badger_2017-06-01
0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009198160367926414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0
0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0.042391521695660746,0,0,0,0,0.002199560087982403,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.007598480303939215,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0.014397120575884803,0,0,0,0.007398520295940815,0,0.013197360527894405,0,9.998000399920016e-4,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0.008398320335932815,3.999200159968006e-4,0,0.006998600279944014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.05918816236752631,0,0,0,0,0,0,7.998400319936012e-4,0,5.998800239952009e-4,0,0,0,0.0011997600479904018,0,0,0,0.0011997600479904018,0.007398520295940815,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0011997600479904018,0,0,0,0,0,0.001399720055988802,0,0,0.0037992401519696068,0,0,0.001399720055988802,0,0,0,1.999600079984003e-4,0,1.999600079984003e-4,0,0.0023995200959808036,7.998400319936012e-4,0,1.999600079984003e-4,0,3.999200159968006e-4,0,7.998400319936012e-4,0,0,0,0,0.001399720055988802,0,0,0,0,9.998000399920016e-4,0,0,0,0.0017996400719856025,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0,0,0,0,0.001399720055988802,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003399320135972806,0,0.001399720055988802,9.998000399920016e-4,9.998000399920016e-4,3.999200159968006e-4,0,1.999600079984003e-4,0,0.0019996000799840027,0.0015996800639872023,0,0,0
0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0.008598280343931215,0,0.0023995200959808036,0.0017996400719856025,0,0,5.998800239952009e-4,0,7.998400319936012e-4,0,0,0.0017996400719856025,0.0015996800639872023,0.0015996800639872023,0,0.0031993601279744054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0.0019996000799840027,0,0,0,0,0,0,0,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015996800639872023,0,1.999600079984003e-4,0.0035992801439712063,0,0,0,0,0,0,0,0,0,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,1.999600079984003e-4,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0.13977204559088402,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,1.999600079984003e-4,0.0019996000799840027,0,0,0,0,0.04839032193561273,0,0,0,0,0,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017796440711857597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007198560287942414,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045990801839632086,0,0.0031993601279744054,0.0019996000799840027,0,7.998400319936012e-4,0.0035992801439712063,0,0,9.998000399920016e-4,0,0,0,0.0015996800639872023
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011997600479904008,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022195560887822388,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0
0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0,0.009998000399920012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,5.998800239952009e-4,0,0.001399720055988802,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003399320135972806,0,1.999600079984003e-4,0,0.022195560887822388,0,0,0,0,0,0
9.998000399920016e-4,0,0,0,5.998800239952009e-4,0,0,7.998400319936012e-4,9.998000399920016e-4,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,3.999200159968006e-4,0,0,0.24735052989402673,0,0,0,0,0,0.02179564087182559,0,0,0.08918216356728717,0,0,0,0,0,0,0,0.0163967206558688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062387522495500704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0019996000799840027,0,0,0,0,0,0,0.0067986402719456135,0.00519896020795841,0,0,0.002599480103979204,0,0,0,0.04059188162367515,0,0,0,0,0,0,9.998000399920016e-4,0,1.999600079984003e-4,9.998000399920016e-4,0,0,0,0,0,0,0.002999400119976005,0,0.03499300139971996,0,0.02119576084783039,9.998000399920016e-4,0,3.999200159968006e-4,0.004799040191961609,0.0017996400719856025,9.998000399920016e-4,3.999200159968006e-4,0.001399720055988802,1.999600079984003e-4,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008198360327934416,0,0,0.014397120575884803,0.3145370925814824,1.999600079984003e-4,0.001399720055988802,0.0011997600479904018,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.998400319936012e-4,0,0,0,0,0,0,7.998400319936012e-4,0.002999400119976005,0,0,0.0031993601279744054,0,0,0,0.07398520295940827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03659268146370716,0,0,0.2957408518296348,0,0,0,0.006598680263947213,0,0,0.0019996000799840027,0.0017996400719856025,0,9.998000399920016e-4,0,0,0,0,0,0,0,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0.0017996400719856025,0,1.999600079984003e-4,0.020395920815836792,0.024395120975804784,0.009598080383923213,9.998000399920016e-4,0.0011997600479904018,0,0,0,0,0,1.999600079984003e-4,0,0.002599480103979204,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25534893021396227,0.09078184363127442,0,5.998800239952009e-4,0.03199360127974397,0,0.00539892021595681,0.013797240551889604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.999600079984003e-4,0,0,0,0,0,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0.0011997600479904018,0,0,0,0.05598880223955192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0.03019396120775837,0.259948010397925,0,0,0,0,0,0.011597680463907209,0,0,0.0019996000799840027,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009798040391921612,0.023195360927814386,0.013997200559888004,1.999600079984003e-4,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0.31013797240551805,0,0,0,0,0,0,0,0,0,0,0.027394521095780777,0,0,0.13077384523095573,0,0,0,0,0,0,0,0.0167966406718656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07618476304739075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2719456108778277,0,0,0,0.10897820435912942,0,0.0017996400719856025,0.042991401719655944,0,0.009798040391921612,0.020195960807838392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002599480103979204,0,0,0,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.999600079984003e-4,0,0,0,0,0,0,7.998400319936012e-4,0.002199560087982403,0,0,1.999600079984003e-4,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,7.998400319936012e-4,0.11817636472705612,0,1.999600079984003e-4,0.1053789242151581,0,0,0.008398320335932815,0.10117976404719156,5.998800239952009e-4,0.033793241351729564,0.0687862427514497,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0.002599480103979204,0,0.0067986402719456135,0,0.0017996400719856025,0,0.010197960407918412,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015196960607878401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,9.998000399920016e-4,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2185562887422562,0,0.23915216956609206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5.998800239952009e-4,7.998400319936012e-4,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0.0023995200959808036,0,0,9.998000399920016e-4,0.0017996400719856025,0,0,0.008798240351929614,0,0.012397520495900807,0.005998800239952012,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0.30433913217356506,0,0,0,0.12797440511897804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001399720055988802,0,0,0,0,0,0,0.0037992401519696068,0.00519896020795841,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0.0019996000799840027,0,0.06398720255948795,0,0,0.07938412317536525,0.1389722055588904,0,0.009998000399920012,0,9.998000399920016e-4,0.06838632273545289,0.11297740451909755,0.0017996400719856025,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0.004199160167966408,0,0.008598280343931215,0,3.999200159968006e-4,0,0.02159568086382719,0.001399720055988802,0,0,0,0,0,0.0011997600479904018,0,0.0023995200959808036,0.001399720055988802,0.0023995200959808036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0011997600479904018,0,5.998800239952009e-4,0,0,0,0,0.0035992801439712063,0.0023995200959808036,0,0,0.0031993601279744054,0,0,1.999600079984003e-4,0.0049990001999600095,0,0,0,5.998800239952009e-4,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0.009398120375924813,0.004199160167966408,0.0037992401519696068,0,0.0027994401119776045,0.02539492101579678,0,0,0,0,3.999200159968006e-4,0,7.998400319936012e-4,0.0011997600479904018,0.03079384123175357,0,0,0,0,0,0,0,0.3415316936612635,0,0,0,0,0,0,0,0,0,0,0.003999200159968007,0,1.999600079984003e-4,1.999600079984003e-4,0,0,1.999600079984003e-4,0.042991401719655944,0,5.998800239952009e-4,0,0,0,3.999200159968006e-4,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0049990001999600095,0,0,0,0,0,0,0.009398120375924813,0.007598480303939215,0,0,3.999200159968006e-4,0,0,0,0.005598880223955211,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0.0045990801839632086,0.002199560087982403,0.047590481903619135,0.001399720055988802,3.999200159968006e-4,0.032593481303739166,0.038392321535692754,0,0.04459108178364314,0.09058188362327602,3.999200159968006e-4,0,0.09178164367126646,3.999200159968006e-4,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0.008798240351929614,0,0.028394321135772775,0,0.004399120175964808,0,0.042991401719655944,0.0017996400719856025,0,0.0015996800639872023,0,0,0,0.0031993601279744054,0,0.003999200159968007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003399320135972806,0,0,0,0,0,0,0.002999400119976005,7.998400319936012e-4,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,3.999200159968006e-4,0.001399720055988802,0.04419116176764634,1.999600079984003e-4,1.999600079984003e-4,0.042191561687662346,0.06638672265546883,0,0.02639472105578878,0.09758048390322024,3.999200159968006e-4,0.08138372325534932,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002999400119976005,0,0.014197160567886403,0,9.998000399920016e-4,0,0.037792441511697555,7.998400319936012e-4,0,0,0,0,0,0,0,0.0037992401519696068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005998800239952012,0,0,0,0,0,0,0.004199160167966408,0.0015996800639872023,0,0,0.0019996000799840027,0,0,0,0.002599480103979204,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0.11197760447910551,5.998800239952009e-4,0.002599480103979204,0,0.001399720055988802,0.11917616476704815,0.0011997600479904018,5.998800239952009e-4,0,0,5.998800239952009e-4,0.06618676264747042,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0.04439112177564474,0,0,0,0,0,0,0,0,0,0,0.003399320135972806,0,0,3.999200159968006e-4,0.0023995200959808036,0,0,0.12617476504699238,0,0.0017996400719856025,0,0,0,0.0031993601279744054,0,0.001399720055988802,3.999200159968006e-4,0.0015996800639872023,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0
0,1.999600079984003e-4,0,0,0,0,0,0,0,0.0037992401519696068,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153969206158768,0,5.998800239952009e-4,0.0035992801439712063,5.998800239952009e-4,0,0,0.002199560087982403,1.999600079984003e-4,0.0031993601279744054,0,0.012397520495900807,0,5.998800239952009e-4,5.998800239952009e-4,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0.004799040191961609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0023995200959808036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008598280343931215,0,0,3.999200159968006e-4,0.0015996800639872023,1.999600079984003e-4,0,0,0.0023995200959808036,5.998800239952009e-4,0.0011997600479904018,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05418916216756632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5474905018995937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.999200159968006e-4,0,0,0,0,0,0,0,0.002599480103979204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027994401119776045,0.0019996000799840027,0,0,0.06398720255948795,0,3.999200159968006e-4,0,0.011597680463907209,0.001399720055988802,0.0019996000799840027,0,0.002199560087982403,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.002199560087982403,0,0,0,0,0,0,0,0.0019996000799840027,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0.0011997600479904018,7.998400319936012e-4,0.06958608278344333,0,0,3.999200159968006e-4,0,0.01079784043191361,0.0015996800639872023,0.0035992801439712063,0,5.998800239952009e-4,5.998800239952009e-4,0.0037992401519696068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,1.999600079984003e-4,0,9.998000399920016e-4,0,0,0.4179164167166442,0,0,5.998800239952009e-4,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528094381123751,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007598480303939215,0,3.999200159968006e-4,0,0,0,0,0.009798040391921612,0.008198360327934416,0,0,0.0045990801839632086,0,3.999200159968006e-4,0,0.006198760247950412,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0.024795040991801583,0.0019996000799840027,0.003399320135972806,0,0.003399320135972806,0.03539292141571676,0,1.999600079984003e-4,0,0,0.0023995200959808036,0.2585482903419363,0.0017996400719856025,7.998400319936012e-4,0.033593281343731164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009398120375924813,0,3.999200159968006e-4,0,9.998000399920016e-4,0,0.0023995200959808036,0.03719256148770236,0,0.0015996800639872023,0,0,0,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0
