45_d500_124_0_badger_2013-06-01,45_d500_124_1_badger_2014-06-01,45_d500_124_2_badger_2011-02-01,45_d500_124_3_badger_2020-02-01,45_d500_124_4_badger_2012-08-01,45_d500_124_5_badger_2015-09-01,45_d500_124_6_badger_2017-02-01,45_d500_124_7_badger_2019-04-01,45_d500_136_0_badger_2014-06-01,45_d500_136_1_badger_2013-01-01,45_d500_136_2_badger_2015-04-01,45_d500_136_3_badger_2014-05-01,45_d500_136_4_badger_2016-12-01,45_d500_136_5_badger_2020-02-01,45_d500_136_6_badger_2016-09-01,45_d500_136_7_badger_2016-08-01,45_d500_145_0_badger_2017-08-01,45_d500_152_0_badger_2012-03-01,45_d500_152_1_badger_2013-09-01,45_d500_152_2_badger_2013-08-01,45_d500_191_0_badger_2018-05-01,45_d500_191_1_badger_2017-09-01,45_d500_191_2_badger_2020-02-01,45_d500_192_0_badger_2017-07-01,45_d500_192_1_badger_2017-07-01,45_d500_99_766_0_badger_2017-08-01,45_d500_99_766_1_badger_2012-07-01,45_d500_99_766_2_badger_2011-09-01,45_d500_99_766_3_badger_2012-09-01,45_d500_99_766_4_badger_2013-12-01,45_d500_99_766_5_badger_2014-10-01,64176003_0_cattle_2017-12-01,64176003_1_cattle_2018-02-01,64176003_2_cattle_2018-06-01,64176003_3_cattle_2018-06-01,64176003_4_cattle_2018-02-01,64176003_5_cattle_2018-05-01,64176003_6_cattle_2018-09-01,64281008_0_cattle_2014-04-01,64349048_0_cattle_2015-05-01,64349048_1_cattle_2015-05-01,64349048_2_cattle_2015-03-01,64349048_3_cattle_2015-03-01,64349048_4_cattle_2015-03-01,64349048_5_cattle_2015-03-01,64349048_6_cattle_2015-03-01,64349048_7_cattle_2015-05-01,64349048_8_cattle_2015-05-01,64349048_9_cattle_2015-05-01,64349058_0_cattle_2019-12-01,64349062_0_cattle_2020-02-01,64349068_0_cattle_2011-09-01,64349068_10_cattle_2011-09-01,64349068_11_cattle_2011-09-01,64349068_12_cattle_2011-09-01,64349068_13_cattle_2011-09-01,64349068_14_cattle_2011-09-01,64349068_15_cattle_2011-08-01,64349068_16_cattle_2011-09-01,64349068_17_cattle_2011-09-01,64349068_18_cattle_2011-09-01,64349068_19_cattle_2011-09-01,64349068_1_cattle_2011-09-01,64349068_20_cattle_2011-09-01,64349068_21_cattle_2011-09-01,64349068_22_cattle_2011-09-01,64349068_23_cattle_2011-09-01,64349068_24_cattle_2011-09-01,64349068_25_cattle_2011-09-01,64349068_26_cattle_2011-09-01,64349068_27_cattle_2011-09-01,64349068_28_cattle_2011-09-01,64349068_29_cattle_2011-09-01,64349068_2_cattle_2011-09-01,64349068_30_cattle_2011-09-01,64349068_31_cattle_2011-09-01,64349068_32_cattle_2011-09-01,64349068_33_cattle_2011-09-01,64349068_34_cattle_2011-09-01,64349068_35_cattle_2011-09-01,64349068_36_cattle_2011-09-01,64349068_37_cattle_2011-09-01,64349068_38_cattle_2011-09-01,64349068_39_cattle_2011-09-01,64349068_3_cattle_2011-09-01,64349068_40_cattle_2011-09-01,64349068_41_cattle_2011-09-01,64349068_42_cattle_2015-04-01,64349068_43_cattle_2015-02-01,64349068_44_cattle_2015-02-01,64349068_45_cattle_2015-02-01,64349068_46_cattle_2015-02-01,64349068_47_cattle_2015-02-01,64349068_48_cattle_2015-04-01,64349068_49_cattle_2015-01-01,64349068_4_cattle_2011-09-01,64349068_50_cattle_2015-02-01,64349068_51_cattle_2015-04-01,64349068_52_cattle_2014-10-01,64349068_53_cattle_2015-02-01,64349068_54_cattle_2015-04-01,64349068_55_cattle_2015-04-01,64349068_56_cattle_2015-04-01,64349068_57_cattle_2015-02-01,64349068_58_cattle_2015-04-01,64349068_59_cattle_2015-02-01,64349068_5_cattle_2011-09-01,64349068_60_cattle_2015-02-01,64349068_61_cattle_2015-04-01,64349068_62_cattle_2015-04-01,64349068_63_cattle_2015-04-01,64349068_64_cattle_2015-04-01,64349068_65_cattle_2015-02-01,64349068_66_cattle_2015-04-01,64349068_67_cattle_2015-04-01,64349068_68_cattle_2015-04-01,64349068_69_cattle_2015-04-01,64349068_6_cattle_2011-09-01,64349068_70_cattle_2015-02-01,64349068_71_cattle_2015-04-01,64349068_72_cattle_2015-04-01,64349068_73_cattle_2015-04-01,64349068_74_cattle_2015-04-01,64349068_75_cattle_2015-04-01,64349068_76_cattle_2015-04-01,64349068_77_cattle_2015-04-01,64349068_78_cattle_2019-04-01,64349068_79_cattle_2017-09-01,64349068_7_cattle_2011-09-01,64349068_80_cattle_2019-02-01,64349068_81_cattle_2019-02-01,64349068_82_cattle_2019-04-01,64349068_83_cattle_2019-02-01,64349068_84_cattle_2019-02-01,64349068_85_cattle_2019-04-01,64349068_86_cattle_2019-02-01,64349068_87_cattle_2019-04-01,64349068_88_cattle_2019-02-01,64349068_89_cattle_2019-02-01,64349068_8_cattle_2011-09-01,64349068_90_cattle_2019-02-01,64349068_91_cattle_2019-02-01,64349068_92_cattle_2019-02-01,64349068_93_cattle_2019-04-01,64349068_94_cattle_2020-02-01,64349068_9_cattle_2011-09-01,64349_0_boar_2011-02-01,64349_10_boar_2012-06-01,64349_11_boar_2013-12-01,64349_12_boar_2012-04-01,64349_13_boar_2012-04-01,64349_14_boar_2013-12-01,64349_15_boar_2015-03-01,64349_16_boar_2014-02-01,64349_17_boar_2014-01-01,64349_18_boar_2014-08-01,64349_1_boar_2019-02-01,64349_20_boar_2014-11-01,64349_21_boar_2015-01-01,64349_22_boar_2014-11-01,64349_23_boar_2016-06-01,64349_24_boar_2015-06-01,64349_25_boar_2015-02-01,64349_26_boar_2015-01-01,64349_28_boar_2018-06-01,64349_29_boar_2016-06-01,64349_2_boar_2010-04-01,64349_30_boar_2015-06-01,64349_31_boar_2017-02-01,64349_32_boar_2016-06-01,64349_33_boar_2015-07-01,64349_34_boar_2016-04-01,64349_36_boar_2016-01-01,64349_37_boar_2016-11-01,64349_3_boar_2013-05-01,64349_43_boar_2019-06-01,64349_44_boar_2020-02-01,64349_45_boar_2020-02-01,64349_47_boar_2019-10-01,64349_48_boar_2018-07-01,64349_49_boar_2020-02-01,64349_4_boar_2010-02-01,64349_50_boar_2019-07-01,64349_51_boar_2020-02-01,64349_52_boar_2020-02-01,64349_53_boar_2020-02-01,64349_54_boar_2019-07-01,64349_55_boar_2020-02-01,64349_5_boar_2013-01-01,64349_6_boar_2013-10-01,64349_7_boar_2014-06-01,64349_8_boar_2012-02-01,64349_9_boar_2014-10-01,64367011_0_cattle_2015-01-01,64367028_0_cattle_2015-02-01,64367028_10_cattle_2015-02-01,64367028_11_cattle_2015-04-01,64367028_12_cattle_2015-04-01,64367028_13_cattle_2015-02-01,64367028_14_cattle_2015-04-01,64367028_15_cattle_2015-04-01,64367028_16_cattle_2015-04-01,64367028_17_cattle_2015-04-01,64367028_1_cattle_2015-02-01,64367028_20_cattle_2018-11-01,64367028_2_cattle_2015-02-01,64367028_3_cattle_2015-02-01,64367028_4_cattle_2015-04-01,64367028_5_cattle_2015-04-01,64367028_6_cattle_2015-04-01,64367028_7_cattle_2015-04-01,64367028_8_cattle_2015-04-01,64367028_9_cattle_2015-02-01,64367_3_boar_2014-08-01,64367_4_boar_2014-10-01,64367_6_boar_2015-07-01,64367_8_boar_2016-11-01,64420012_0_cattle_2013-03-01,64420012_12_cattle_2013-03-01,64420012_13_cattle_2013-03-01,64420012_16_cattle_2013-03-01,64420012_18_cattle_2013-03-01,64420012_19_cattle_2019-08-01,64420012_1_cattle_2013-05-01,64420012_20_cattle_2018-02-01,64420012_21_cattle_2019-12-01,64420012_22_cattle_2019-12-01,64420012_3_cattle_2013-03-01,64420012_4_cattle_2013-03-01,64420012_5_cattle_2013-03-01,64420012_7_cattle_2013-03-01,64420012_9_cattle_2013-03-01,64420035_3_cattle_2014-12-01,64420035_4_cattle_2014-12-01,64420035_5_cattle_2020-02-01,64420038_0_cattle_2013-02-01,64420038_1_cattle_2013-11-01,64420039_0_cattle_2012-12-01,64420039_4_cattle_2020-02-01,64420047_0_cattle_2010-05-01,64420047_10_cattle_2011-02-01,64420047_11_cattle_2011-02-01,64420047_12_cattle_2011-02-01,64420047_13_cattle_2011-02-01,64420047_14_cattle_2011-02-01,64420047_15_cattle_2011-02-01,64420047_16_cattle_2010-10-01,64420047_17_cattle_2011-02-01,64420047_18_cattle_2011-02-01,64420047_19_cattle_2011-02-01,64420047_1_cattle_2010-03-01,64420047_20_cattle_2011-02-01,64420047_21_cattle_2011-02-01,64420047_22_cattle_2011-02-01,64420047_23_cattle_2011-02-01,64420047_24_cattle_2011-02-01,64420047_25_cattle_2011-02-01,64420047_26_cattle_2011-02-01,64420047_27_cattle_2011-02-01,64420047_28_cattle_2011-02-01,64420047_29_cattle_2011-02-01,64420047_2_cattle_2011-02-01,64420047_30_cattle_2011-02-01,64420047_31_cattle_2011-02-01,64420047_32_cattle_2011-02-01,64420047_33_cattle_2011-02-01,64420047_34_cattle_2011-02-01,64420047_35_cattle_2011-02-01,64420047_36_cattle_2011-02-01,64420047_37_cattle_2011-02-01,64420047_38_cattle_2011-02-01,64420047_39_cattle_2011-02-01,64420047_3_cattle_2011-02-01,64420047_40_cattle_2011-02-01,64420047_41_cattle_2020-02-01,64420047_4_cattle_2011-02-01,64420047_5_cattle_2011-01-01,64420047_6_cattle_2011-02-01,64420047_7_cattle_2011-02-01,64420047_8_cattle_2010-04-01,64420047_9_cattle_2011-02-01,64512036_7_cattle_2015-01-01
0.0049990001999600095,0,0.06018796240751831,0,0.023995200959807984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05838832233553271,0.01119776044791041,0.02179564087182559,0.009198160367926414,0.02119576084783039,0.018796240751849595,0.03219356128774237,0.02579484103179358,0.01059788042391521,0.0161967606478704,0.013597280543891204,0.01099780043991201,0.019996000799839993,0.022195560887822388,0.02179564087182559,0.005798840231953611,0.006398720255948813,0.014997000599880001,0,0.006198760247950412,0.004399120175964808,0.11617676464707205,0.0163967206558688,0.11117776444711189,0,0.012197560487902407,0.02059588082383519,0.009598080383923213,0.013997200559888004,0.009198160367926414,0.0049990001999600095,0.019996000799839993,0.017996400719855997,0.014397120575884803,0.01099780043991201,0.16156768646271033,0,0,0,0,0,0,0,0,0.07078584283143377,0,0,0,0,0,0,0,0,0,0,0.02199560087982399,0,0,0,0,0,0,0,0,0,0,0.01119776044791041,0,0,0,0,0,0,0,0,0,0,0.006998600279944014,0,0,0,0,0,0,0,0,0,0,0.013397320535892805,0,0,0,0,0,0.013597280543891204,0.0023995200959808036,0.04039192161567675,0,0.056988602279543915,0.10677864427114694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012997400519896006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017996400719856025,0.0017996400719856025,0,0.09458108378324415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.007398520295940815,0,7.998400319936012e-4,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002599480103979204,0.0019996000799840027,3.999200159968006e-4,0.003999200159968007,0.011997600479904008,0.006398720255948813,0.007398520295940815,0.009798040391921612,0.24555088982204107,0.005598880223955211,0.38372325534892143,7.998400319936012e-4,0.0035992801439712063,0.005998800239952012,0.017996400719855997,0.0049990001999600095,0.004199160167966408,0.0011997600479904018,0.002999400119976005,0,0.002199560087982403,0.0023995200959808036,0.007598480303939215,0.0011997600479904018,0,0.0035992801439712063,0.004199160167966408,0.007598480303939215,0.0027994401119776045,0,0.0037992401519696068,7.998400319936012e-4,0.20575884823035817,0.0023995200959808036,0.0023995200959808036,0.004399120175964808,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0.002999400119976005,0,0,0,0,0,0,0,0,0,0,0.003399320135972806,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0.003399320135972806,0,0,0,0,0,0.0023995200959808036,0,1.999600079984003e-4,0,0.001399720055988802,0.0023995200959808036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0161967606478704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045990801839632086,0.001399720055988802,0.004399120175964808,0.0031993601279744054,0.011997600479904008,0.004399120175964808,0.008598280343931215,0.002599480103979204,0.008198360327934416,0.10957808438312464,0,0.06598680263947201,0.004199160167966408,0.007998400319936016,0.006198760247950412,0.0017996400719856025,0.08518296340731904,0.008798240351929614,0.005998800239952012,0.00539892021595681,0,0.001399720055988802,0.005598880223955211,7.998400319936012e-4,0,0.00539892021595681,7.998400319936012e-4,0.004799040191961609,0.006598680263947213,0.003399320135972806,0.061187762447510306,0.002599480103979204,0.007798440311937616,0.006998600279944014,0.47970405918814324,0.008598280343931215,0,0,0,0,0,0,0,0,0.004799040191961609,0,0,0,0,0,0,0,0,0,0,0.009598080383923213,0,0,0,0,0,0,0,0,0,0,0.006198760247950412,0,0,0,0,0,0,0,0,0,0,0.007398520295940815,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0.003399320135972806,0.002999400119976005,0,0,0,0.002999400119976005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002999400119976005,0,0.024195160967806384,0,0.02079584083183359,0,0,0,0,0.003999200159968007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02559488102379518,0.0045990801839632086,0.006998600279944014,0.01059788042391521,0.01079784043191361,0.008598280343931215,0.013397320535892805,0.006998600279944014,0.008398320335932815,0.009798040391921612,0.0035992801439712063,0.0067986402719456135,0.003399320135972806,0.01079784043191361,0.007398520295940815,0.001399720055988802,0.009998000399920012,0.0035992801439712063,0.08358328334333179,0.002599480103979204,0.00539892021595681,0,0.009798040391921612,0.41371725654867825,0,0.005998800239952012,0.00519896020795841,0.006398720255948813,0.009998000399920012,0.0031993601279744054,0.0015996800639872023,0.0049990001999600095,0.008398320335932815,0.004799040191961609,0.006598680263947213,0.07518496300739871,0,0,0,0,0,0,0,0,0.03199360127974397,0,0,0,0,0,0,0,0,0,0,0.007998400319936016,0,0,0,0,0,0,0,0,0,0,0.009198160367926414,0,0,0,0,0,0,0,0,0,0,0.006398720255948813,0,0,0,0,0,0,0,0,0,0,0.011597680463907209,0,0,0,0,0,0.01119776044791041,0.0037992401519696068,0.02179564087182559,3.999200159968006e-4,0.04059188162367515,0.07518496300739871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00539892021595681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017996400719856025,0,0,0.05998800239951991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.017996400719855997,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00519896020795841,0.004399120175964808,0.00539892021595681,0.002599480103979204,0.012197560487902407,0.280543891221758,0.012197560487902407,0.011597680463907209,0.009398120375924813,0.008998200359928014,0.009998000399920012,0.0037992401519696068,0.008598280343931215,0.010197960407918412,0.013197360527894405,0.0027994401119776045,0.002199560087982403,0.006998600279944014,0.010197960407918412,0.007198560287942414,7.998400319936012e-4,0.0027994401119776045,0,0.00519896020795841,0,0.3829234153169279,0.0049990001999600095,0.012397520495900807,0.0067986402719456135,3.999200159968006e-4,0.0023995200959808036,0.0049990001999600095,0.012997400519896006,0.0031993601279744054,0.005598880223955211,0.013197360527894405,0,0,0,0,0,0,0,0,0.009398120375924813,0,0,0,0,0,0,0,0,0,0,0.007598480303939215,0,0,0,0,0,0,0,0,0,0,0.006998600279944014,0,0,0,0,0,0,0,0,0,0,0.007798440311937616,0,0,0,0,0,0,0,0,0,0,0.0027994401119776045,0,0,0,0,0,0.0031993601279744054,0.0011997600479904018,1.999600079984003e-4,0,0.004199160167966408,0.006998600279944014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037992401519696068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0031993601279744054,0,0.024395120975804784,0,0.014197160567886403,0,0,0,0,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03579284143171356,0.006598680263947213,0.0019996000799840027,0.008398320335932815,0.00519896020795841,0.0015996800639872023,0.008998200359928014,3.999200159968006e-4,0.0031993601279744054,0.0015996800639872023,0.0017996400719856025,0.007398520295940815,0.007798440311937616,0.009598080383923213,0.00539892021595681,0.0011997600479904018,0.0019996000799840027,3.999200159968006e-4,0.12797440511897804,0.004799040191961609,0.006598680263947213,0.4783043391321546,0.002999400119976005,0,0,0.010397920415916811,0.003399320135972806,0.004399120175964808,0.009398120375924813,0.012197560487902407,0.004399120175964808,0.004799040191961609,0.011597680463907209,5.998800239952009e-4,0.002999400119976005,0.10617876424715172,0,0,0,0,0,0,0,0,0.03959208158368315,0,0,0,0,0,0,0,0,0,0,0.008998200359928014,0,0,0,0,0,0,0,0,0,0,0.003999200159968007,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0.006398720255948813,0,0,0,0,0,0.005798840231953611,0.0019996000799840027,0.042591481703659145,1.999600079984003e-4,0.04079184163167355,0.07878424315137003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007598480303939215,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0.08518296340731904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,5.998800239952009e-4,0,0.0017996400719856025,0.0011997600479904018,3.999200159968006e-4,0.0027994401119776045,0,0,0,0,0,0.001399720055988802,0.001399720055988802,0,0,0.0015996800639872023,0,0,0,0,0,0,0,0.002199560087982403,0,0,0,0,0,0,0.003399320135972806,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003399320135972806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04959008198360313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.02199560087982399,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012797440511897606,0.0037992401519696068,0.008798240351929614,0.01079784043191361,0.014397120575884803,0.30553889222155534,0.013597280543891204,0.017596480703859198,0.013797240551889604,0.009198160367926414,0.007598480303939215,0.007598480303939215,0.011997600479904008,0.018796240751849595,0.014597080583883202,0.005798840231953611,0.00519896020795841,0.008998200359928014,0.008398320335932815,0.012397520495900807,0.005598880223955211,0.002599480103979204,0.3973205358928112,0.007198560287942414,0,0,0.005598880223955211,0.011997600479904008,0.007798440311937616,5.998800239952009e-4,0.0023995200959808036,0.002199560087982403,0.018396320735852796,0.0027994401119776045,0.007198560287942414,0.009798040391921612,0,0,0,0,0,0,0,0,0.0023995200959808036,0,0,0,0,0,0,0,0,0,0,0.007198560287942414,0,0,0,0,0,0,0,0,0,0,0.007998400319936016,0,0,0,0,0,0,0,0,0,0,0.0031993601279744054,0,0,0,0,0,0,0,0,0,0,0.0017996400719856025,0,0,0,0,0,0,0,0.0017996400719856025,0,3.999200159968006e-4,0.0035992801439712063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.027594481103779177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006598680263947213,0.002199560087982403,0.017996400719855997,0.009198160367926414,0.008998200359928014,0.0045990801839632086,0.11617676464707205,0.013997200559888004,0.01079784043191361,0.017596480703859198,0.003999200159968007,0.009798040391921612,0.1853629274145207,0.02199560087982399,0.009798040391921612,0.0049990001999600095,0.011997600479904008,0.015196960607878401,0.005998800239952012,0.01059788042391521,0.007198560287942414,0.006598680263947213,0.004399120175964808,0.005998800239952012,0,0.020195960807838392,0,0.003399320135972806,0.20215956808638685,0.011397720455908809,0.003399320135972806,0.0017996400719856025,0.015996800639872,0.18036392721456054,0.007998400319936016,0.007798440311937616,0,0,0,0,0,0,0,0,0.010197960407918412,0,0,0,0,0,0,0,0,0,0,0.010197960407918412,0,0,0,0,0,0,0,0,0,0,0.0045990801839632086,0,0,0,0,0,0,0,0,0,0,0.02199560087982399,0,0,0,0,0,0,0,0,0,0,0.002199560087982403,0,0,0,0,0,0.0017996400719856025,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.019196160767846394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037992401519696068,0.0049990001999600095,0.004199160167966408,0.0031993601279744054,0.005798840231953611,0.006998600279944014,0.013197360527894405,0.1177764447110593,0.01079784043191361,0.008998200359928014,0.006398720255948813,0.002199560087982403,0.005998800239952012,0.0163967206558688,0.09818036392721546,0.19836032793441713,0.0011997600479904018,5.998800239952009e-4,0.010197960407918412,0.0067986402719456135,0.0019996000799840027,0.0027994401119776045,0.00519896020795841,0.0011997600479904018,0,0.012797440511897606,0.005598880223955211,0,0.003999200159968007,0.002599480103979204,1.999600079984003e-4,0.002199560087982403,0.006398720255948813,0.003399320135972806,0.0035992801439712063,0.009398120375924813,0,0,0,0,0,0,0,0,0.007398520295940815,0,0,0,0,0,0,0,0,0,0,0.005998800239952012,0,0,0,0,0,0,0,0,0,0,0.24535092981404266,0,0,0,0,0,0,0,0,0,0,0.006398720255948813,0,0,0,0,0,0,0,0,0,0,0.007798440311937616,0,0,0,0,0,0.0027994401119776045,0.0035992801439712063,0.0017996400719856025,0,0.002599480103979204,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
