X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
13174,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,0,10,abattage,13,205,NA->cattle,2007,10,b2012,218,61,31,126,NA,NA,NA,NA,NA,NA
13175,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,1,2,10,abattage,17,205,cattle->cattle,2007,9,b2012,218,61,31,126,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1
13176,13,SB0832,badger,cattle,45_d500_156_0,64420015_0,45_d500_156,64420015,cattle,3,3,39,demographie,24,205,cattle->badger,2007,36,b2012,218,61,31,126,64420015_0->45_d500_156_0,NA,64420015_0->45_d500_156_0,NA,NA,NA
13177,13,SB0832,badger,cattle,45_d500_99_839_0,64420015_1,45_d500_99_839,64420015,cattle,3,3,89,trapping,25,205,cattle->badger,2007,86,b2012,218,61,31,126,64420015_1->45_d500_99_839_0,64420015_1->45_d500_99_839_0,64420015_1->45_d500_99_839_0,NA,64420015_1->45_d500_99_839_0,NA
13178,13,SB0832,cattle,badger,64420015_2,45_d500_156_0,64420015,45_d500_156,badger,4,5,10,abattage,28,205,badger->cattle,2007,6,b2012,218,61,31,126,45_d500_156_0->64420015_2,64420015_0->64420015_2,45_d500_156_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2
13179,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,4,7,9,demographie,32,205,cattle->cattle,2007,5,b2012,218,61,31,126,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3
13180,13,SB0832,badger,cattle,45_d500_152_0,64420015_1,45_d500_152,64420015,cattle,4,4,78,trapping,33,205,cattle->badger,2007,74,b2012,218,61,31,126,64420015_1->45_d500_152_0,64420015_1->45_d500_152_0,64420015_1->45_d500_152_0,NA,64420015_1->45_d500_152_0,NA
13181,13,SB0832,cattle,cattle,64420015_4,64420015_1,64420015,64420015,within,5,6,10,abattage,42,205,cattle->cattle,2007,5,b2012,218,61,31,126,64420015_1->64420015_4,64420015_1->64420015_4,64420015_1->64420015_4,64420015_1->64420015_4,64420015_1->64420015_4,64420015_1->64420015_4
13182,13,SB0832,badger,cattle,45_d500_152_1,64420015_4,45_d500_152,64420015,cattle,6,6,52,demographie,50,205,cattle->badger,2007,46,b2012,218,61,31,126,64420015_4->45_d500_152_1,NA,64420015_4->45_d500_152_1,NA,NA,NA
13183,13,SB0832,badger,cattle,45_d500_160_1,64420015_4,45_d500_160,64420015,cattle,6,6,12,demographie,51,205,cattle->badger,2007,6,b2012,218,61,31,126,64420015_4->45_d500_160_1,NA,64420015_4->45_d500_160_1,NA,NA,NA
