X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
123794,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,1,22,demographie,13,330,NA->cattle,2007,22,b2012,235,45,28,162,NA,NA,NA,NA,NA,NA
123795,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,2,4,22,demographie,16,330,cattle->cattle,2007,20,b2012,235,45,28,162,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1
123796,13,SB0832,badger,cattle,45_d500_157_858_0,64420015_0,45_d500_157_858,64420015,cattle,4,4,68,demographie,29,330,cattle->badger,2007,64,b2012,235,45,28,162,64420015_0->45_d500_157_858_0,64420015_0->45_d500_157_858_0,64420015_0->45_d500_157_858_0,NA,64420015_0->45_d500_157_858_0,NA
123797,13,SB0832,badger,cattle,45_d500_99_839_0,64420015_1,45_d500_99_839,64420015,cattle,4,4,101,trapping,30,330,cattle->badger,2007,97,b2012,235,45,28,162,64420015_1->45_d500_99_839_0,64420015_1->45_d500_99_839_0,64420015_1->45_d500_99_839_0,NA,64420015_1->45_d500_99_839_0,NA
123798,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,5,15,23,abattage,41,330,cattle->cattle,2007,18,b2012,235,45,28,162,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2
123799,13,SB0832,badger,cattle,45_d500_156_0,64420015_0,45_d500_156,64420015,cattle,5,5,88,trapping,42,330,cattle->badger,2007,83,b2012,235,45,28,162,64420015_0->45_d500_156_0,64420015_0->45_d500_156_0,64420015_0->45_d500_156_0,NA,64420015_0->45_d500_156_0,NA
123800,13,SB0832,cattle,cattle,64420044_0,64420015_0,64420044,64420015,pasture,6,-1,16,abattage,54,330,cattle->cattle,2007,10,b2012,235,45,28,162,64420015_0->64420044_0,64420015_0->64420044_0,64420015_0->64420044_0,64420015_0->64420044_0,64420015_0->64420044_0,64420015_0->64420044_0
123801,13,SB0832,badger,cattle,45_d500_156_1,64420015_1,45_d500_156,64420015,cattle,7,7,16,demographie,60,330,cattle->badger,2007,9,b2012,235,45,28,162,64420015_1->45_d500_156_1,NA,64420015_1->45_d500_156_1,NA,NA,NA
123802,13,SB0832,badger,cattle,45_d500_99_839_1,64420015_0,45_d500_99_839,64420015,cattle,10,10,35,demographie,78,330,cattle->badger,2007,25,b2012,235,45,28,162,64420015_0->45_d500_99_839_1,NA,64420015_0->45_d500_99_839_1,NA,NA,NA
123803,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,11,12,23,abattage,90,330,cattle->cattle,2007,12,b2012,235,45,28,162,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3
123804,13,SB0832,cattle,cattle,64420015_4,64420015_0,64420015,64420015,within,11,16,23,abattage,91,330,cattle->cattle,2007,12,b2012,235,45,28,162,64420015_0->64420015_4,64420015_0->64420015_4,64420015_0->64420015_4,64420015_0->64420015_4,64420015_0->64420015_4,64420015_0->64420015_4
123805,13,SB0832,cattle,cattle,64420015_5,64420015_0,64420015,64420015,within,12,17,23,abattage,99,330,cattle->cattle,2008,11,b2012,235,45,28,162,64420015_0->64420015_5,64420015_0->64420015_5,64420015_0->64420015_5,64420015_0->64420015_5,64420015_0->64420015_5,64420015_0->64420015_5
123806,13,SB0832,cattle,cattle,64420015_6,64420015_0,64420015,64420015,within,12,13,23,abattage,100,330,cattle->cattle,2008,11,b2012,235,45,28,162,64420015_0->64420015_6,64420015_0->64420015_6,64420015_0->64420015_6,64420015_0->64420015_6,64420015_0->64420015_6,64420015_0->64420015_6
123807,13,SB0832,cattle,cattle,64420015_7,64420015_6,64420015,64420015,within,13,-1,14,demographie,109,330,cattle->cattle,2008,1,b2012,235,45,28,162,64420015_6->64420015_7,64420015_6->64420015_7,64420015_6->64420015_7,64420015_6->64420015_7,64420015_6->64420015_7,64420015_6->64420015_7
123808,13,SB0832,cattle,cattle,64420015_8,64420015_0,64420015,64420015,within,14,20,23,abattage,117,330,cattle->cattle,2008,9,b2012,235,45,28,162,64420015_0->64420015_8,64420015_0->64420015_8,64420015_0->64420015_8,64420015_0->64420015_8,64420015_0->64420015_8,64420015_0->64420015_8
123809,13,SB0832,cattle,cattle,64420015_9,64420015_6,64420015,64420015,within,14,20,23,abattage,118,330,cattle->cattle,2008,9,b2012,235,45,28,162,64420015_6->64420015_9,64420015_6->64420015_9,64420015_6->64420015_9,64420015_6->64420015_9,64420015_6->64420015_9,64420015_6->64420015_9
123810,13,SB0832,cattle,cattle,64420015_10,64420015_6,64420015,64420015,within,14,15,23,abattage,119,330,cattle->cattle,2008,9,b2012,235,45,28,162,64420015_6->64420015_10,64420015_6->64420015_10,64420015_6->64420015_10,64420015_6->64420015_10,64420015_6->64420015_10,64420015_6->64420015_10
123811,13,SB0832,badger,badger,45_d500_157_858_1,45_d500_157_858_0,45_d500_157_858,45_d500_157_858,within,16,16,76,trapping,129,330,badger->badger,2008,60,b2012,235,45,28,162,45_d500_157_858_0->45_d500_157_858_1,45_d500_157_858_0->45_d500_157_858_1,45_d500_157_858_0->45_d500_157_858_1,NA,45_d500_157_858_0->45_d500_157_858_1,NA
123812,13,SB0832,badger,cattle,45_d500_156_2,64420015_1,45_d500_156,64420015,cattle,16,16,65,demographie,136,330,cattle->badger,2008,49,b2012,235,45,28,162,64420015_1->45_d500_156_2,64420015_1->45_d500_156_2,64420015_1->45_d500_156_2,NA,64420015_1->45_d500_156_2,NA
123813,13,SB0832,badger,cattle,45_d500_157_858_2,64420015_6,45_d500_157_858,64420015,cattle,16,16,88,trapping,137,330,cattle->badger,2008,72,b2012,235,45,28,162,64420015_6->45_d500_157_858_2,64420015_6->45_d500_157_858_2,64420015_6->45_d500_157_858_2,NA,64420015_6->45_d500_157_858_2,NA
123814,13,SB0832,badger,cattle,45_d500_152_0,64420015_1,45_d500_152,64420015,cattle,17,17,31,demographie,144,330,cattle->badger,2008,14,b2012,235,45,28,162,64420015_1->45_d500_152_0,NA,64420015_1->45_d500_152_0,NA,NA,NA
123815,13,SB0832,cattle,cattle,64420015_11,64420015_3,64420015,64420015,within,17,19,23,abattage,145,330,cattle->cattle,2008,6,b2012,235,45,28,162,64420015_3->64420015_11,64420015_3->64420015_11,64420015_3->64420015_11,64420015_3->64420015_11,64420015_3->64420015_11,64420015_3->64420015_11
123816,13,SB0832,cattle,cattle,64420044_1,64420015_4,64420044,64420015,pasture,17,18,29,demographie,146,330,cattle->cattle,2008,12,b2012,235,45,28,162,64420015_4->64420044_1,64420015_4->64420044_1,64420015_4->64420044_1,64420015_4->64420044_1,64420015_4->64420044_1,64420015_4->64420044_1
123817,13,SB0832,cattle,cattle,64420015_13,64420015_0,64420015,64420015,within,18,20,23,abattage,159,330,cattle->cattle,2008,5,b2012,235,45,28,162,64420015_0->64420015_13,64420015_0->64420015_13,64420015_0->64420015_13,64420015_0->64420015_13,64420015_0->64420015_13,64420015_0->64420015_13
