X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle
22977,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,2,4,demographie,13,207,NA->cattle,2007,4,b2012,166,30,18,118
22978,13,SB0832,badger,cattle,45_d500_99_839_0,64420015_0,45_d500_99_839,64420015,cattle,3,3,4,demographie,28,207,cattle->badger,2007,1,b2012,166,30,18,118
22979,13,SB0832,badger,cattle,45_d500_99_839_1,64420015_0,45_d500_99_839,64420015,cattle,5,5,157,NA,38,207,cattle->badger,2007,152,b2012,166,30,18,118
22980,13,SB0832,badger,cattle,45_d500_152_0,64420015_0,45_d500_152,64420015,cattle,6,6,40,demographie,44,207,cattle->badger,2007,34,b2012,166,30,18,118
22981,13,SB0832,cattle,badger,64420012_0,45_d500_152_0,64420012,45_d500_152,badger,21,25,40,abattage,162,207,badger->cattle,2008,19,b2012,166,30,18,118
22982,13,SB0832,badger,cattle,45_d500_99_766_0,64420012_0,45_d500_99_766,64420012,cattle,28,28,115,trapping,263,207,cattle->badger,2009,87,b2012,166,30,18,118
22983,13,SB0832,badger,cattle,45_d500_99_766_1,64420012_0,45_d500_99_766,64420012,cattle,28,28,45,demographie,264,207,cattle->badger,2009,17,b2012,166,30,18,118
22984,13,SB0832,cattle,cattle,64420012_1,64420012_0,64420012,64420012,within,29,31,39,demographie,271,207,cattle->cattle,2009,10,b2012,166,30,18,118
22985,13,SB0832,cattle,cattle,64420012_2,64420012_0,64420012,64420012,within,29,31,40,abattage,272,207,cattle->cattle,2009,11,b2012,166,30,18,118
22986,13,SB0832,cattle,badger,64420035_0,45_d500_99_766_0,64420035,45_d500_99_766,badger,31,43,66,abattage,295,207,badger->cattle,2009,35,b2012,166,30,18,118
22987,13,SB0832,badger,cattle,45_d500_124_0,64420012_0,45_d500_124,64420012,cattle,31,31,98,demographie,298,207,cattle->badger,2009,67,b2012,166,30,18,118
22988,13,SB0832,cattle,cattle,64420012_4,64420012_0,64420012,64420012,within,32,-1,40,abattage,311,207,cattle->cattle,2009,8,b2012,166,30,18,118
22989,13,SB0832,cattle,cattle,64420012_3,64420012_1,64420012,64420012,within,32,35,38,demographie,312,207,cattle->cattle,2009,6,b2012,166,30,18,118
22990,13,SB0832,badger,cattle,45_d500_160_0,64420012_2,45_d500_160,64420012,cattle,32,32,88,trapping,313,207,cattle->badger,2009,56,b2012,166,30,18,118
22991,13,SB0832,badger,cattle,45_d500_124_1,64420012_0,45_d500_124,64420012,cattle,33,33,64,demographie,327,207,cattle->badger,2009,31,b2012,166,30,18,118
22992,13,SB0832,cattle,cattle,64420012_5,64420012_2,64420012,64420012,within,33,39,40,abattage,328,207,cattle->cattle,2009,7,b2012,166,30,18,118
22993,13,SB0832,cattle,cattle,64420012_6,64420012_2,64420012,64420012,within,35,-1,40,abattage,360,207,cattle->cattle,2009,5,b2012,166,30,18,118
22994,13,SB0832,cattle,cattle,64420012_9,64420012_0,64420012,64420012,within,36,-1,40,abattage,376,207,cattle->cattle,2010,4,b2012,166,30,18,118
22995,13,SB0832,cattle,cattle,64420012_8,64420012_2,64420012,64420012,within,36,39,40,abattage,377,207,cattle->cattle,2010,4,b2012,166,30,18,118
22996,13,SB0832,cattle,cattle,64420012_7,64420012_3,64420012,64420012,within,36,-1,40,abattage,378,207,cattle->cattle,2010,4,b2012,166,30,18,118
22997,13,SB0832,cattle,cattle,64420012_10,64420012_0,64420012,64420012,within,37,-1,40,abattage,393,207,cattle->cattle,2010,3,b2012,166,30,18,118
22998,13,SB0832,badger,cattle,45_d500_160_1,64420012_5,45_d500_160,64420012,cattle,40,40,90,trapping,434,207,cattle->badger,2010,50,b2012,166,30,18,118
22999,13,SB0832,badger,cattle,45_d500_124_2,64420012_8,45_d500_124,64420012,cattle,41,41,78,trapping,469,207,cattle->badger,2010,37,b2012,166,30,18,118
23000,13,SB0832,badger,cattle,45_d500_160_2,64420012_2,45_d500_160,64420012,cattle,43,43,103,trapping,510,207,cattle->badger,2010,60,b2012,166,30,18,118
23001,13,SB0832,badger,cattle,45_d500_160_3,64420035_0,45_d500_160,64420035,cattle,44,44,55,demographie,538,207,cattle->badger,2010,11,b2012,166,30,18,118
23002,13,SB0832,badger,cattle,45_d500_99_720_0,64420035_0,45_d500_99_720,64420035,cattle,44,44,157,NA,539,207,cattle->badger,2010,113,b2012,166,30,18,118
23003,13,SB0832,badger,cattle,45_d500_157_858_0,64420035_0,45_d500_157_858,64420035,cattle,45,45,67,demographie,559,207,cattle->badger,2010,22,b2012,166,30,18,118
23004,13,SB0832,badger,cattle,45_d500_123_762_0,64420035_0,45_d500_123_762,64420035,cattle,46,46,157,NA,584,207,cattle->badger,2010,111,b2012,166,30,18,118
23005,13,SB0832,cattle,cattle,64420035_2,64420035_0,64420035,64420035,within,49,55,65,demographie,678,207,cattle->cattle,2011,16,b2012,166,30,18,118
23006,13,SB0832,cattle,cattle,64420035_3,64420035_0,64420035,64420035,within,49,59,66,abattage,679,207,cattle->cattle,2011,17,b2012,166,30,18,118
