X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
23168,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,1,16,abattage,13,4,NA->cattle,2007,16,b2012,216,31,18,167,NA,NA,NA,NA,NA,NA
23169,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,2,5,15,demographie,16,4,cattle->cattle,2007,13,b2012,216,31,18,167,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1
23170,13,SB0832,badger,cattle,45_d500_152_0,64420015_0,45_d500_152,64420015,cattle,3,3,20,demographie,22,4,cattle->badger,2007,17,b2012,216,31,18,167,64420015_0->45_d500_152_0,NA,64420015_0->45_d500_152_0,NA,NA,NA
23171,13,SB0832,badger,badger,45_d500_152_1,45_d500_152_0,45_d500_152,45_d500_152,within,7,7,137,trapping,35,4,badger->badger,2007,130,b2012,216,31,18,167,45_d500_152_0->45_d500_152_1,64420015_0->45_d500_152_1,45_d500_152_0->45_d500_152_1,NA,64420015_0->45_d500_152_1,NA
23172,13,SB0832,badger,badger,45_d500_152_2,45_d500_152_1,45_d500_152,45_d500_152,within,7,7,91,trapping,36,4,badger->badger,2007,84,b2012,216,31,18,167,45_d500_152_1->45_d500_152_2,45_d500_152_1->45_d500_152_2,45_d500_152_1->45_d500_152_2,NA,45_d500_152_1->45_d500_152_2,NA
23173,13,SB0832,badger,cattle,45_d500_156_0,64420015_0,45_d500_156,64420015,cattle,7,7,56,demographie,39,4,cattle->badger,2007,49,b2012,216,31,18,167,64420015_0->45_d500_156_0,NA,64420015_0->45_d500_156_0,NA,NA,NA
23174,13,SB0832,badger,badger,45_d500_152_3,45_d500_152_1,45_d500_152,45_d500_152,within,10,10,41,demographie,54,4,badger->badger,2007,31,b2012,216,31,18,167,45_d500_152_1->45_d500_152_3,NA,45_d500_152_1->45_d500_152_3,NA,NA,NA
23175,13,SB0832,cattle,cattle,64420015_2,64420015_1,64420015,64420015,within,11,12,16,abattage,60,4,cattle->cattle,2007,5,b2012,216,31,18,167,64420015_1->64420015_2,64420015_1->64420015_2,64420015_1->64420015_2,64420015_1->64420015_2,64420015_1->64420015_2,64420015_1->64420015_2
23176,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,12,-1,16,abattage,70,4,cattle->cattle,2008,4,b2012,216,31,18,167,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3
23177,13,SB0832,cattle,cattle,64420015_4,64420015_1,64420015,64420015,within,13,-1,16,abattage,75,4,cattle->cattle,2008,3,b2012,216,31,18,167,64420015_1->64420015_4,64420015_1->64420015_4,64420015_1->64420015_4,64420015_1->64420015_4,64420015_1->64420015_4,64420015_1->64420015_4
23178,13,SB0832,badger,badger,45_d500_156_1,45_d500_156_0,45_d500_156,45_d500_156,within,15,15,24,demographie,83,4,badger->badger,2008,9,b2012,216,31,18,167,45_d500_156_0->45_d500_156_1,NA,45_d500_156_0->45_d500_156_1,NA,NA,NA
23179,13,SB0832,badger,badger,45_d500_156_2,45_d500_156_1,45_d500_156,45_d500_156,within,16,16,17,demographie,88,4,badger->badger,2008,1,b2012,216,31,18,167,45_d500_156_1->45_d500_156_2,NA,45_d500_156_1->45_d500_156_2,NA,NA,NA
23180,13,SB0832,cattle,badger,64201014_0,45_d500_156_2,64201014,45_d500_156,badger,16,25,36,abattage,89,4,badger->cattle,2008,20,b2012,216,31,18,167,45_d500_156_2->64201014_0,64420015_0->64201014_0,45_d500_156_2->64201014_0,64420015_0->64201014_0,64420015_0->64201014_0,64420015_0->64201014_0
23181,13,SB0832,cattle,badger,64201021_0,45_d500_156_2,64201021,45_d500_156,badger,20,23,37,abattage,125,4,badger->cattle,2008,17,b2012,216,31,18,167,45_d500_156_2->64201021_0,64420015_0->64201021_0,45_d500_156_2->64201021_0,64420015_0->64201021_0,64420015_0->64201021_0,64420015_0->64201021_0
23182,13,SB0832,cattle,cattle,64201014_1,64201014_0,64201014,64201014,within,26,33,36,abattage,215,4,cattle->cattle,2009,10,b2012,216,31,18,167,64201014_0->64201014_1,64201014_0->64201014_1,64201014_0->64201014_1,64201014_0->64201014_1,64201014_0->64201014_1,64201014_0->64201014_1
23183,13,SB0832,badger,cattle,45_d500_170_0,64201021_0,45_d500_170,64201021,cattle,28,28,139,trapping,227,4,cattle->badger,2009,111,b2012,216,31,18,167,64201021_0->45_d500_170_0,64201021_0->45_d500_170_0,64201021_0->45_d500_170_0,NA,64201021_0->45_d500_170_0,NA
23184,13,SB0832,badger,cattle,45_d500_170_1,64201014_0,45_d500_170,64201014,cattle,29,29,139,demographie,242,4,cattle->badger,2009,110,b2012,216,31,18,167,64201014_0->45_d500_170_1,64201014_0->45_d500_170_1,64201014_0->45_d500_170_1,NA,64201014_0->45_d500_170_1,NA
23185,13,SB0832,badger,cattle,45_d500_156_3,64201021_0,45_d500_156,64201021,cattle,29,29,45,demographie,243,4,cattle->badger,2009,16,b2012,216,31,18,167,64201021_0->45_d500_156_3,NA,64201021_0->45_d500_156_3,NA,NA,NA
23186,13,SB0832,cattle,cattle,64201014_2,64201014_0,64201014,64201014,within,30,32,35,demographie,254,4,cattle->cattle,2009,5,b2012,216,31,18,167,64201014_0->64201014_2,64201014_0->64201014_2,64201014_0->64201014_2,64201014_0->64201014_2,64201014_0->64201014_2,64201014_0->64201014_2
23187,13,SB0832,cattle,badger,64201014_3,45_d500_170_0,64201014,45_d500_170,badger,31,36,36,abattage,260,4,badger->cattle,2009,5,b2012,216,31,18,167,45_d500_170_0->64201014_3,45_d500_170_0->64201014_3,45_d500_170_0->64201014_3,64201021_0->64201014_3,45_d500_170_0->64201014_3,64201021_0->64201014_3
23188,13,SB0832,cattle,badger,64281001_0,45_d500_156_0,64281001,45_d500_156,badger,32,34,43,abattage,270,4,badger->cattle,2009,11,b2012,216,31,18,167,45_d500_156_0->64281001_0,64420015_0->64281001_0,45_d500_156_0->64281001_0,64420015_0->64281001_0,64420015_0->64281001_0,64420015_0->64281001_0
23189,13,SB0832,cattle,badger,64326020_5,45_d500_156_3,64326020,45_d500_156,badger,32,34,38,abattage,271,4,badger->cattle,2009,6,b2012,216,31,18,167,45_d500_156_3->64326020_5,64201021_0->64326020_5,45_d500_156_3->64326020_5,64201021_0->64326020_5,64201021_0->64326020_5,64201021_0->64326020_5
23190,13,SB0832,cattle,badger,64201008_0,45_d500_156_0,64201008,45_d500_156,badger,33,36,48,abattage,279,4,badger->cattle,2009,15,b2012,216,31,18,167,45_d500_156_0->64201008_0,64420015_0->64201008_0,45_d500_156_0->64201008_0,64420015_0->64201008_0,64420015_0->64201008_0,64420015_0->64201008_0
23191,13,SB0832,cattle,badger,64326020_6,45_d500_156_0,64326020,45_d500_156,badger,33,34,37,demographie,280,4,badger->cattle,2009,4,b2012,216,31,18,167,45_d500_156_0->64326020_6,64420015_0->64326020_6,45_d500_156_0->64326020_6,64420015_0->64326020_6,64420015_0->64326020_6,64420015_0->64326020_6
23192,13,SB0832,cattle,badger,64420012_0,45_d500_152_3,64420012,45_d500_152,badger,34,40,63,abattage,288,4,badger->cattle,2009,29,b2012,216,31,18,167,45_d500_152_3->64420012_0,45_d500_152_1->64420012_0,45_d500_152_3->64420012_0,64420015_0->64420012_0,45_d500_152_1->64420012_0,64420015_0->64420012_0
23193,13,SB0832,badger,badger,45_d500_156_4,45_d500_156_3,45_d500_156,45_d500_156,within,34,34,59,demographie,289,4,badger->badger,2009,25,b2012,216,31,18,167,45_d500_156_3->45_d500_156_4,NA,45_d500_156_3->45_d500_156_4,NA,NA,NA
