X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,presence_2,presence_3,presence_4,presence_5,presence_6
63661,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,3,11,demographie,13,66,NA->cattle,2007,11,b2012,114,18,22,74,NA,NA,NA,NA,NA,NA,1,1,1,1,1
63662,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,4,-1,12,abattage,40,66,cattle->cattle,2007,8,b2012,114,18,22,74,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,1,1,1,1,1
63663,13,SB0832,badger,cattle,45_d500_160_0,64420015_0,45_d500_160,64420015,cattle,8,8,9,demographie,69,66,cattle->badger,2007,1,b2012,114,18,22,74,64420015_0->45_d500_160_0,NA,64420015_0->45_d500_160_0,NA,NA,NA,0,1,0,0,0
63664,13,SB0832,cattle,badger,64420035_0,45_d500_160_1,64420035,45_d500_160,badger,9,10,13,demographie,77,66,badger->cattle,2007,4,b2012,114,18,22,74,45_d500_160_1->64420035_0,45_d500_160_1->64420035_0,45_d500_160_1->64420035_0,64420015_0->64420035_0,45_d500_160_1->64420035_0,64420015_0->64420035_0,1,1,1,1,1
63665,13,SB0832,badger,cattle,45_d500_160_1,64420015_0,45_d500_160,64420015,cattle,9,9,64,trapping,80,66,cattle->badger,2007,55,b2012,114,18,22,74,64420015_0->45_d500_160_1,64420015_0->45_d500_160_1,64420015_0->45_d500_160_1,NA,64420015_0->45_d500_160_1,NA,1,1,1,1,1
63666,13,SB0832,cattle,cattle,64420035_1,64420035_0,64420035,64420035,within,11,13,14,abattage,110,66,cattle->cattle,2007,3,b2012,114,18,22,74,64420035_0->64420035_1,64420035_0->64420035_1,64420035_0->64420035_1,64420035_0->64420035_1,64420035_0->64420035_1,64420035_0->64420035_1,1,1,1,1,1
63667,13,SB0832,cattle,cattle,64420035_2,64420035_0,64420035,64420035,within,12,13,14,abattage,121,66,cattle->cattle,2008,2,b2012,114,18,22,74,64420035_0->64420035_2,64420035_0->64420035_2,64420035_0->64420035_2,64420035_0->64420035_2,64420035_0->64420035_2,64420035_0->64420035_2,1,1,1,1,1
63668,13,SB0832,cattle,cattle,64420035_3,64420035_2,64420035,64420035,within,14,-1,14,abattage,157,66,cattle->cattle,2008,0,b2012,114,18,22,74,64420035_2->64420035_3,64420035_2->64420035_3,64420035_2->64420035_3,64420035_2->64420035_3,64420035_2->64420035_3,64420035_2->64420035_3,1,1,1,1,1
63669,13,SB0832,cattle,badger,64420015_2,45_d500_160_1,64420015,45_d500_160,badger,40,44,50,abattage,688,66,badger->cattle,2010,10,b2012,114,18,22,74,45_d500_160_1->64420015_2,45_d500_160_1->64420015_2,45_d500_160_1->64420015_2,64420015_0->64420015_2,45_d500_160_1->64420015_2,64420015_0->64420015_2,1,1,1,1,1
63670,13,SB0832,cattle,cattle,64420015_3,64420015_2,64420015,64420015,within,49,-1,52,abattage,862,66,cattle->cattle,2011,3,b2012,114,18,22,74,64420015_2->64420015_3,64420015_2->64420015_3,64420015_2->64420015_3,64420015_2->64420015_3,64420015_2->64420015_3,64420015_2->64420015_3,1,1,1,1,1
63671,13,SB0832,cattle,badger,64420035_5,45_d500_160_1,64420035,45_d500_160,badger,56,66,88,abattage,1012,66,badger->cattle,2011,32,b2012,114,18,22,74,45_d500_160_1->64420035_5,45_d500_160_1->64420035_5,45_d500_160_1->64420035_5,64420015_0->64420035_5,45_d500_160_1->64420035_5,64420015_0->64420035_5,1,1,1,1,1
63672,13,SB0832,cattle,cattle,64420035_6,64420035_5,64420035,64420035,within,67,-1,88,abattage,1429,66,cattle->cattle,2012,21,b2016,114,18,22,74,64420035_5->64420035_6,64420035_5->64420035_6,64420035_5->64420035_6,64420035_5->64420035_6,64420035_5->64420035_6,64420035_5->64420035_6,1,1,1,1,1
63673,13,SB0832,badger,cattle,45_d500_163_0,64420035_5,45_d500_163,64420035,cattle,67,67,157,NA,1430,66,cattle->badger,2012,90,b2016,114,18,22,74,64420035_5->45_d500_163_0,64420035_5->45_d500_163_0,64420035_5->45_d500_163_0,NA,64420035_5->45_d500_163_0,NA,1,1,1,1,1
63674,13,SB0832,badger,cattle,45_d500_99_866_0,64420035_5,45_d500_99_866,64420035,cattle,69,69,101,trapping,1491,66,cattle->badger,2012,32,b2016,114,18,22,74,64420035_5->45_d500_99_866_0,64420035_5->45_d500_99_866_0,64420035_5->45_d500_99_866_0,NA,64420035_5->45_d500_99_866_0,NA,1,1,0,1,0
63675,13,SB0832,badger,cattle,45_d500_99_766_0,64420035_5,45_d500_99_766,64420035,cattle,70,70,150,demographie,1527,66,cattle->badger,2012,80,b2016,114,18,22,74,64420035_5->45_d500_99_766_0,64420035_5->45_d500_99_766_0,64420035_5->45_d500_99_766_0,NA,64420035_5->45_d500_99_766_0,NA,1,1,1,1,1
63676,13,SB0832,badger,badger,45_d500_99_766_1,45_d500_99_766_0,45_d500_99_766,45_d500_99_766,within,71,71,96,demographie,1549,66,badger->badger,2012,25,b2016,114,18,22,74,45_d500_99_766_0->45_d500_99_766_1,45_d500_99_766_0->45_d500_99_766_1,45_d500_99_766_0->45_d500_99_766_1,NA,45_d500_99_766_0->45_d500_99_766_1,NA,1,1,1,1,1
63677,13,SB0832,badger,badger,45_d500_99_766_2,45_d500_99_766_1,45_d500_99_766,45_d500_99_766,within,72,72,91,demographie,1619,66,badger->badger,2013,19,b2016,114,18,22,74,45_d500_99_766_1->45_d500_99_766_2,45_d500_99_766_1->45_d500_99_766_2,45_d500_99_766_1->45_d500_99_766_2,NA,45_d500_99_766_1->45_d500_99_766_2,NA,1,1,0,1,0
63678,13,SB0832,cattle,cattle,64420035_7,64420035_5,64420035,64420035,within,72,77,87,demographie,1665,66,cattle->cattle,2013,15,b2016,114,18,22,74,64420035_5->64420035_7,64420035_5->64420035_7,64420035_5->64420035_7,64420035_5->64420035_7,64420035_5->64420035_7,64420035_5->64420035_7,1,1,1,1,1
63679,13,SB0832,cattle,cattle,64420035_8,64420035_5,64420035,64420035,within,76,-1,88,abattage,1864,66,cattle->cattle,2013,12,b2016,114,18,22,74,64420035_5->64420035_8,64420035_5->64420035_8,64420035_5->64420035_8,64420035_5->64420035_8,64420035_5->64420035_8,64420035_5->64420035_8,1,1,1,1,1
63680,13,SB0832,badger,cattle,45_d500_124_7,64420035_5,45_d500_124,64420035,cattle,76,76,104,trapping,1865,66,cattle->badger,2013,28,b2016,114,18,22,74,64420035_5->45_d500_124_7,64420035_5->45_d500_124_7,64420035_5->45_d500_124_7,NA,64420035_5->45_d500_124_7,NA,1,1,0,1,0
63681,13,SB0832,badger,cattle,45_d500_99_866_1,64420035_5,45_d500_99_866,64420035,cattle,76,76,107,demographie,1866,66,cattle->badger,2013,31,b2016,114,18,22,74,64420035_5->45_d500_99_866_1,64420035_5->45_d500_99_866_1,64420035_5->45_d500_99_866_1,NA,64420035_5->45_d500_99_866_1,NA,1,1,0,1,0
63682,13,SB0832,cattle,cattle,64420047_0,64420035_5,64420047,64420035,pasture,77,78,84,abattage,1893,66,cattle->cattle,2013,7,b2016,114,18,22,74,64420035_5->64420047_0,64420035_5->64420047_0,64420035_5->64420047_0,64420035_5->64420047_0,64420035_5->64420047_0,64420035_5->64420047_0,1,1,1,1,1
63683,13,SB0832,badger,cattle,45_d500_99_866_2,64420035_7,45_d500_99_866,64420035,cattle,77,77,113,trapping,1894,66,cattle->badger,2013,36,b2016,114,18,22,74,64420035_7->45_d500_99_866_2,64420035_7->45_d500_99_866_2,64420035_7->45_d500_99_866_2,NA,64420035_7->45_d500_99_866_2,NA,1,1,0,1,0
63684,13,SB0832,badger,badger,45_d500_124_8,45_d500_124_7,45_d500_124,45_d500_124,within,78,78,101,trapping,1912,66,badger->badger,2013,23,b2016,114,18,22,74,45_d500_124_7->45_d500_124_8,45_d500_124_7->45_d500_124_8,45_d500_124_7->45_d500_124_8,NA,45_d500_124_7->45_d500_124_8,NA,1,1,0,1,0
63685,13,SB0832,cattle,cattle,64420047_1,64420047_0,64420047,64420047,within,79,84,84,abattage,1954,66,cattle->cattle,2013,5,b2016,114,18,22,74,64420047_0->64420047_1,64420047_0->64420047_1,64420047_0->64420047_1,64420047_0->64420047_1,64420047_0->64420047_1,64420047_0->64420047_1,1,1,1,1,1
63686,13,SB0832,cattle,cattle,64420047_2,64420047_0,64420047,64420047,within,80,83,84,abattage,1975,66,cattle->cattle,2013,4,b2016,114,18,22,74,64420047_0->64420047_2,64420047_0->64420047_2,64420047_0->64420047_2,64420047_0->64420047_2,64420047_0->64420047_2,64420047_0->64420047_2,1,1,1,1,1
63687,13,SB0832,badger,cattle,45_d500_152_0,64420047_0,45_d500_152,64420047,cattle,80,80,157,NA,1976,66,cattle->badger,2013,77,b2016,114,18,22,74,64420047_0->45_d500_152_0,64420047_0->45_d500_152_0,64420047_0->45_d500_152_0,NA,64420047_0->45_d500_152_0,NA,1,1,1,1,1
63688,13,SB0832,cattle,cattle,64420047_3,64420047_0,64420047,64420047,within,81,-1,82,demographie,2015,66,cattle->cattle,2013,1,b2016,114,18,22,74,64420047_0->64420047_3,64420047_0->64420047_3,64420047_0->64420047_3,64420047_0->64420047_3,64420047_0->64420047_3,64420047_0->64420047_3,1,1,1,1,1
63689,13,SB0832,cattle,cattle,64420047_4,64420047_0,64420047,64420047,within,81,-1,84,demographie,2016,66,cattle->cattle,2013,3,b2016,114,18,22,74,64420047_0->64420047_4,64420047_0->64420047_4,64420047_0->64420047_4,64420047_0->64420047_4,64420047_0->64420047_4,64420047_0->64420047_4,1,1,1,1,1
63690,13,SB0832,cattle,cattle,64420035_9,64420035_5,64420035,64420035,within,82,-1,88,abattage,2046,66,cattle->cattle,2013,6,b2016,114,18,22,74,64420035_5->64420035_9,64420035_5->64420035_9,64420035_5->64420035_9,64420035_5->64420035_9,64420035_5->64420035_9,64420035_5->64420035_9,1,1,1,1,1
63691,13,SB0832,cattle,cattle,64420035_10,64420035_5,64420035,64420035,within,82,84,88,abattage,2047,66,cattle->cattle,2013,6,b2016,114,18,22,74,64420035_5->64420035_10,64420035_5->64420035_10,64420035_5->64420035_10,64420035_5->64420035_10,64420035_5->64420035_10,64420035_5->64420035_10,1,1,1,1,1
63692,13,SB0832,badger,cattle,45_d500_99_866_3,64420035_7,45_d500_99_866,64420035,cattle,82,82,92,demographie,2048,66,cattle->badger,2013,10,b2016,114,18,22,74,64420035_7->45_d500_99_866_3,64420035_7->45_d500_99_866_3,64420035_7->45_d500_99_866_3,NA,64420035_7->45_d500_99_866_3,NA,1,1,0,1,0
63693,13,SB0832,badger,cattle,45_d500_124_9,64420047_0,45_d500_124,64420047,cattle,82,82,138,trapping,2049,66,cattle->badger,2013,56,b2016,114,18,22,74,64420047_0->45_d500_124_9,64420047_0->45_d500_124_9,64420047_0->45_d500_124_9,NA,64420047_0->45_d500_124_9,NA,1,1,0,1,0
63694,13,SB0832,cattle,cattle,64420035_12,64420035_5,64420035,64420035,within,83,87,88,abattage,2096,66,cattle->cattle,2013,5,b2016,114,18,22,74,64420035_5->64420035_12,64420035_5->64420035_12,64420035_5->64420035_12,64420035_5->64420035_12,64420035_5->64420035_12,64420035_5->64420035_12,1,1,1,1,1
63695,13,SB0832,cattle,cattle,64420035_11,64420035_7,64420035,64420035,within,83,84,88,abattage,2097,66,cattle->cattle,2013,5,b2016,114,18,22,74,64420035_7->64420035_11,64420035_7->64420035_11,64420035_7->64420035_11,64420035_7->64420035_11,64420035_7->64420035_11,64420035_7->64420035_11,1,1,1,1,1
63696,13,SB0832,cattle,cattle,64420047_5,64420047_2,64420047,64420047,within,83,-1,84,abattage,2098,66,cattle->cattle,2013,1,b2016,114,18,22,74,64420047_2->64420047_5,64420047_2->64420047_5,64420047_2->64420047_5,64420047_2->64420047_5,64420047_2->64420047_5,64420047_2->64420047_5,1,1,1,1,1
63697,13,SB0832,cattle,cattle,64420035_13,64420035_5,64420035,64420035,within,84,84,88,abattage,2143,66,cattle->cattle,2014,4,b2016,114,18,22,74,64420035_5->64420035_13,64420035_5->64420035_13,64420035_5->64420035_13,64420035_5->64420035_13,64420035_5->64420035_13,64420035_5->64420035_13,1,1,1,1,1
63698,13,SB0832,cattle,cattle,64420035_14,64420035_11,64420035,64420035,within,85,-1,88,abattage,2194,66,cattle->cattle,2014,3,b2016,114,18,22,74,64420035_11->64420035_14,64420035_11->64420035_14,64420035_11->64420035_14,64420035_11->64420035_14,64420035_11->64420035_14,64420035_11->64420035_14,1,1,1,1,1
63699,13,SB0832,cattle,cattle,64420035_17,64420035_11,64420035,64420035,within,85,-1,88,abattage,2195,66,cattle->cattle,2014,3,b2016,114,18,22,74,64420035_11->64420035_17,64420035_11->64420035_17,64420035_11->64420035_17,64420035_11->64420035_17,64420035_11->64420035_17,64420035_11->64420035_17,1,1,1,1,1
63700,13,SB0832,cattle,cattle,64420035_16,64420035_13,64420035,64420035,within,85,86,88,abattage,2196,66,cattle->cattle,2014,3,b2016,114,18,22,74,64420035_13->64420035_16,64420035_13->64420035_16,64420035_13->64420035_16,64420035_13->64420035_16,64420035_13->64420035_16,64420035_13->64420035_16,1,1,1,1,1
63701,13,SB0832,cattle,cattle,64420035_18,64420035_5,64420035,64420035,within,85,88,88,abattage,2197,66,cattle->cattle,2014,3,b2016,114,18,22,74,64420035_5->64420035_18,64420035_5->64420035_18,64420035_5->64420035_18,64420035_5->64420035_18,64420035_5->64420035_18,64420035_5->64420035_18,1,1,1,1,1
63702,13,SB0832,cattle,cattle,64420035_15,64420035_7,64420035,64420035,within,85,-1,88,abattage,2198,66,cattle->cattle,2014,3,b2016,114,18,22,74,64420035_7->64420035_15,64420035_7->64420035_15,64420035_7->64420035_15,64420035_7->64420035_15,64420035_7->64420035_15,64420035_7->64420035_15,1,1,1,1,1
63703,13,SB0832,badger,badger,45_d500_99_766_3,45_d500_99_766_1,45_d500_99_766,45_d500_99_766,within,86,86,87,demographie,2218,66,badger->badger,2014,1,b2016,114,18,22,74,45_d500_99_766_1->45_d500_99_766_3,45_d500_99_766_1->45_d500_99_766_3,45_d500_99_766_1->45_d500_99_766_3,NA,45_d500_99_766_1->45_d500_99_766_3,NA,1,1,0,1,0
63704,13,SB0832,cattle,cattle,64420035_21,64420035_10,64420035,64420035,within,86,-1,88,abattage,2235,66,cattle->cattle,2014,2,b2016,114,18,22,74,64420035_10->64420035_21,64420035_10->64420035_21,64420035_10->64420035_21,64420035_10->64420035_21,64420035_10->64420035_21,64420035_10->64420035_21,1,1,1,1,1
63705,13,SB0832,cattle,cattle,64420035_22,64420035_10,64420035,64420035,within,86,-1,88,abattage,2236,66,cattle->cattle,2014,2,b2016,114,18,22,74,64420035_10->64420035_22,64420035_10->64420035_22,64420035_10->64420035_22,64420035_10->64420035_22,64420035_10->64420035_22,64420035_10->64420035_22,1,1,1,1,1
63706,13,SB0832,cattle,cattle,64420035_23,64420035_10,64420035,64420035,within,86,-1,87,demographie,2237,66,cattle->cattle,2014,1,b2016,114,18,22,74,64420035_10->64420035_23,64420035_10->64420035_23,64420035_10->64420035_23,64420035_10->64420035_23,64420035_10->64420035_23,64420035_10->64420035_23,1,1,1,1,1
