X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,presence_2,presence_3,presence_4,presence_5,presence_6
194733,15,SB0832,badger,NA,45_d500_99_839_0,NA,45_d500_99_839,NA,initialisation,0,0,77,trapping,15,650,NA->badger,2007,77,b2012,200,35,32,133,NA,NA,NA,NA,NA,NA,1,1,1,1,1
194734,15,SB0832,cattle,badger,64420039_0,45_d500_99_839_0,64420039,45_d500_99_839,badger,44,46,59,abattage,575,650,badger->cattle,2010,15,b2012,200,35,32,133,45_d500_99_839_0->64420039_0,45_d500_99_839_0->64420039_0,45_d500_99_839_0->64420039_0,NA,45_d500_99_839_0->64420039_0,NA,1,1,1,1,1
194735,15,SB0832,cattle,cattle,64420039_1,64420039_0,64420039,64420039,within,49,51,61,abattage,751,650,cattle->cattle,2011,12,b2012,200,35,32,133,64420039_0->64420039_1,64420039_0->64420039_1,64420039_0->64420039_1,64420039_0->64420039_1,64420039_0->64420039_1,64420039_0->64420039_1,1,1,1,1,1
194736,15,SB0832,cattle,cattle,64420035_1,64420039_0,64420035,64420039,pasture,53,54,65,abattage,871,650,cattle->cattle,2011,12,b2012,200,35,32,133,64420039_0->64420035_1,64420039_0->64420035_1,64420039_0->64420035_1,64420039_0->64420035_1,64420039_0->64420035_1,64420039_0->64420035_1,1,1,1,1,1
194737,15,SB0832,cattle,cattle,64420035_0,64420039_1,64420035,64420039,pasture,53,55,64,demographie,872,650,cattle->cattle,2011,11,b2012,200,35,32,133,64420039_1->64420035_0,64420039_1->64420035_0,64420039_1->64420035_0,64420039_1->64420035_0,64420039_1->64420035_0,64420039_1->64420035_0,1,1,1,1,1
194738,15,SB0832,cattle,cattle,64420039_2,64420039_1,64420039,64420039,within,54,55,61,abattage,908,650,cattle->cattle,2011,7,b2012,200,35,32,133,64420039_1->64420039_2,64420039_1->64420039_2,64420039_1->64420039_2,64420039_1->64420039_2,64420039_1->64420039_2,64420039_1->64420039_2,1,1,1,1,1
194739,15,SB0832,cattle,cattle,64420039_3,64420039_2,64420039,64420039,within,55,56,61,abattage,960,650,cattle->cattle,2011,6,b2012,200,35,32,133,64420039_2->64420039_3,64420039_2->64420039_3,64420039_2->64420039_3,64420039_2->64420039_3,64420039_2->64420039_3,64420039_2->64420039_3,1,1,1,1,1
194740,15,SB0832,badger,cattle,45_d500_99_720_0,64420035_0,45_d500_99_720,64420035,cattle,56,56,124,demographie,1012,650,cattle->badger,2011,68,b2012,200,35,32,133,64420035_0->45_d500_99_720_0,64420035_0->45_d500_99_720_0,64420035_0->45_d500_99_720_0,NA,64420035_0->45_d500_99_720_0,NA,1,1,1,1,1
194741,15,SB0832,cattle,cattle,64420039_5,64420035_1,64420039,64420035,pasture,56,61,61,abattage,1013,650,cattle->cattle,2011,5,b2012,200,35,32,133,64420035_1->64420039_5,64420035_1->64420039_5,64420035_1->64420039_5,64420035_1->64420039_5,64420035_1->64420039_5,64420035_1->64420039_5,1,1,1,1,1
194742,15,SB0832,badger,cattle,45_d500_163_0,64420035_1,45_d500_163,64420035,cattle,56,56,57,demographie,1014,650,cattle->badger,2011,1,b2012,200,35,32,133,64420035_1->45_d500_163_0,NA,64420035_1->45_d500_163_0,NA,NA,NA,0,1,0,0,0
194743,15,SB0832,cattle,cattle,64420039_4,64420039_2,64420039,64420039,within,56,57,61,abattage,1015,650,cattle->cattle,2011,5,b2012,200,35,32,133,64420039_2->64420039_4,64420039_2->64420039_4,64420039_2->64420039_4,64420039_2->64420039_4,64420039_2->64420039_4,64420039_2->64420039_4,1,1,1,1,1
194744,15,SB0832,cattle,cattle,64420002_0,64420039_0,64420002,64420039,pasture,57,58,73,abattage,1079,650,cattle->cattle,2011,16,b2012,200,35,32,133,64420039_0->64420002_0,64420039_0->64420002_0,64420039_0->64420002_0,64420039_0->64420002_0,64420039_0->64420002_0,64420039_0->64420002_0,1,1,1,1,1
194745,15,SB0832,badger,cattle,45_d500_170_0,64420039_1,45_d500_170,64420039,cattle,57,57,93,demographie,1080,650,cattle->badger,2011,36,b2012,200,35,32,133,64420039_1->45_d500_170_0,64420039_1->45_d500_170_0,64420039_1->45_d500_170_0,NA,64420039_1->45_d500_170_0,NA,1,1,1,1,1
194746,15,SB0832,badger,cattle,45_d500_159_855_0,64420035_0,45_d500_159_855,64420035,cattle,58,58,114,trapping,1126,650,cattle->badger,2011,56,b2012,200,35,32,133,64420035_0->45_d500_159_855_0,64420035_0->45_d500_159_855_0,64420035_0->45_d500_159_855_0,NA,64420035_0->45_d500_159_855_0,NA,1,1,0,1,0
194747,15,SB0832,cattle,cattle,64420035_2,64420039_1,64420035,64420039,pasture,58,-1,65,abattage,1127,650,cattle->cattle,2011,7,b2012,200,35,32,133,64420039_1->64420035_2,64420039_1->64420035_2,64420039_1->64420035_2,64420039_1->64420035_2,64420039_1->64420035_2,64420039_1->64420035_2,1,1,1,1,1
