X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,presence_2,presence_3,presence_4,presence_5,presence_6
141682,15,SB0832,badger,NA,45_d500_152_0,NA,45_d500_152,NA,initialisation,0,0,113,trapping,15,536,NA->badger,2007,113,b2012,135,21,20,94,NA,NA,NA,NA,NA,NA,1,1,1,1,1
141683,15,SB0832,badger,badger,45_d500_152_1,45_d500_152_0,45_d500_152,45_d500_152,within,2,2,48,demographie,19,536,badger->badger,2007,46,b2012,135,21,20,94,45_d500_152_0->45_d500_152_1,NA,45_d500_152_0->45_d500_152_1,NA,NA,NA,1,1,1,1,1
141684,15,SB0832,badger,badger,45_d500_152_2,45_d500_152_0,45_d500_152,45_d500_152,within,3,3,132,demographie,22,536,badger->badger,2007,129,b2012,135,21,20,94,45_d500_152_0->45_d500_152_2,45_d500_152_0->45_d500_152_2,45_d500_152_0->45_d500_152_2,NA,45_d500_152_0->45_d500_152_2,NA,1,1,1,1,1
141685,15,SB0832,badger,badger,45_d500_152_3,45_d500_152_2,45_d500_152,45_d500_152,within,14,14,25,demographie,109,536,badger->badger,2008,11,b2012,135,21,20,94,45_d500_152_2->45_d500_152_3,NA,45_d500_152_2->45_d500_152_3,NA,NA,NA,0,1,0,0,0
141686,15,SB0832,badger,badger,45_d500_152_4,45_d500_152_0,45_d500_152,45_d500_152,within,20,20,21,demographie,148,536,badger->badger,2008,1,b2012,135,21,20,94,45_d500_152_0->45_d500_152_4,NA,45_d500_152_0->45_d500_152_4,NA,NA,NA,0,1,0,0,0
141687,15,SB0832,badger,badger,45_d500_152_5,45_d500_152_2,45_d500_152,45_d500_152,within,30,30,83,demographie,252,536,badger->badger,2009,53,b2012,135,21,20,94,45_d500_152_2->45_d500_152_5,45_d500_152_2->45_d500_152_5,45_d500_152_2->45_d500_152_5,NA,45_d500_152_2->45_d500_152_5,NA,1,1,0,1,0
141688,15,SB0832,badger,badger,45_d500_152_6,45_d500_152_1,45_d500_152,45_d500_152,within,31,31,115,trapping,267,536,badger->badger,2009,84,b2012,135,21,20,94,45_d500_152_1->45_d500_152_6,45_d500_152_0->45_d500_152_6,45_d500_152_1->45_d500_152_6,NA,45_d500_152_0->45_d500_152_6,NA,1,1,1,1,1
141689,15,SB0832,badger,badger,45_d500_152_7,45_d500_152_0,45_d500_152,45_d500_152,within,39,39,40,demographie,440,536,badger->badger,2010,1,b2012,135,21,20,94,45_d500_152_0->45_d500_152_7,NA,45_d500_152_0->45_d500_152_7,NA,NA,NA,0,1,0,0,0
141690,15,SB0832,badger,badger,45_d500_152_8,45_d500_152_6,45_d500_152,45_d500_152,within,41,41,50,demographie,481,536,badger->badger,2010,9,b2012,135,21,20,94,45_d500_152_6->45_d500_152_8,NA,45_d500_152_6->45_d500_152_8,NA,NA,NA,0,1,0,0,0
141691,15,SB0832,badger,badger,45_d500_170_1,45_d500_152_2,45_d500_170,45_d500_170,within,48,48,74,demographie,690,536,badger->badger,2011,26,b2012,135,21,20,94,45_d500_152_2->45_d500_170_1,45_d500_152_2->45_d500_170_1,45_d500_152_2->45_d500_170_1,NA,45_d500_152_2->45_d500_170_1,NA,1,1,0,1,0
141692,15,SB0832,cattle,badger,64281008_0,45_d500_152_2,64281008,45_d500_170,badger,69,70,91,abattage,1505,536,badger->cattle,2012,22,b2016,135,21,20,94,45_d500_152_2->64281008_0,45_d500_152_2->64281008_0,45_d500_152_2->64281008_0,NA,45_d500_152_2->64281008_0,NA,1,1,1,1,1
141693,15,SB0832,cattle,cattle,64281008_1,64281008_0,64281008,64281008,within,72,75,91,abattage,1715,536,cattle->cattle,2013,19,b2016,135,21,20,94,64281008_0->64281008_1,64281008_0->64281008_1,64281008_0->64281008_1,64281008_0->64281008_1,64281008_0->64281008_1,64281008_0->64281008_1,1,1,1,1,1
