X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,presence_2,presence_3,presence_4,presence_5,presence_6
69708,15,SB0832,badger,NA,45_d500_169_0,NA,45_d500_169,NA,initialisation,0,0,149,trapping,15,519,NA->badger,2007,149,b2012,120,19,20,81,NA,NA,NA,NA,NA,NA,1,1,1,1,1
69709,15,SB0832,cattle,badger,64201002_0,45_d500_169_0,64201002,45_d500_169,badger,15,16,23,abattage,85,519,badger->cattle,2008,8,b2012,120,19,20,81,45_d500_169_0->64201002_0,45_d500_169_0->64201002_0,45_d500_169_0->64201002_0,NA,45_d500_169_0->64201002_0,NA,1,1,1,1,1
69710,15,SB0832,badger,cattle,56_d500_9_0,64201002_0,56_d500_9,64201002,cattle,18,18,54,demographie,108,519,cattle->badger,2008,36,b2012,120,19,20,81,64201002_0->56_d500_9_0,NA,64201002_0->56_d500_9_0,NA,NA,NA,1,1,1,1,1
69711,15,SB0832,badger,cattle,56_d500_4_0,64201002_0,56_d500_4,64201002,cattle,20,20,103,demographie,121,519,cattle->badger,2008,83,b2012,120,19,20,81,64201002_0->56_d500_4_0,64201002_0->56_d500_4_0,64201002_0->56_d500_4_0,NA,64201002_0->56_d500_4_0,NA,1,1,1,1,1
69712,15,SB0832,boar,badger,64253_0,56_d500_4_0,64253,56_d500_4,badger,26,26,41,demographie,169,519,badger->boar,2009,15,b2012,120,19,20,81,56_d500_4_0->64253_0,NA,NA,64201002_0->64253_0,NA,NA,0,0,1,0,0
69713,15,SB0832,boar,badger,64253_1,56_d500_9_0,64253,56_d500_9,badger,30,30,66,demographie,199,519,badger->boar,2009,36,b2012,120,19,20,81,56_d500_9_0->64253_1,64201002_0->64253_1,NA,64201002_0->64253_1,NA,64201002_0->64253_1,1,1,1,1,1
69714,15,SB0832,badger,boar,56_d500_9_1,64253_1,56_d500_9,64253,boar,31,31,138,trapping,212,519,boar->badger,2009,107,b2012,120,19,20,81,64253_1->56_d500_9_1,64253_1->56_d500_9_1,56_d500_9_0->56_d500_9_1,NA,64201002_0->56_d500_9_1,NA,1,1,1,1,1
69715,15,SB0832,badger,badger,45_d500_170_0,45_d500_169_0,45_d500_170,45_d500_169,neighborhood,34,34,114,demographie,227,519,badger->badger,2009,80,b2012,120,19,20,81,45_d500_169_0->45_d500_170_0,45_d500_169_0->45_d500_170_0,45_d500_169_0->45_d500_170_0,NA,45_d500_169_0->45_d500_170_0,NA,1,1,1,1,1
69716,15,SB0832,cattle,badger,64264010_0,56_d500_9_1,64264010,56_d500_9,badger,55,56,80,abattage,533,519,badger->cattle,2011,25,b2012,120,19,20,81,56_d500_9_1->64264010_0,56_d500_9_1->64264010_0,56_d500_9_1->64264010_0,64253_1->64264010_0,56_d500_9_1->64264010_0,64253_1->64264010_0,1,1,1,1,1
69717,15,SB0832,cattle,cattle,64264010_1,64264010_0,64264010,64264010,within,57,61,80,abattage,589,519,cattle->cattle,2011,23,b2012,120,19,20,81,64264010_0->64264010_1,64264010_0->64264010_1,64264010_0->64264010_1,64264010_0->64264010_1,64264010_0->64264010_1,64264010_0->64264010_1,1,1,1,1,1
