X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle
188394,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,0,24,abattage,13,249,NA->cattle,2007,24,b2012,295,26,63,206
188395,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,5,6,9,demographie,32,249,cattle->cattle,2007,4,b2012,295,26,63,206
188396,13,SB0832,badger,cattle,45_d500_152_0,64420015_0,45_d500_152,64420015,cattle,6,6,77,trapping,38,249,cattle->badger,2007,71,b2012,295,26,63,206
188397,13,SB0832,cattle,cattle,64420015_2,64420015_1,64420015,64420015,within,7,13,23,demographie,45,249,cattle->cattle,2007,16,b2012,295,26,63,206
188398,13,SB0832,cattle,cattle,64420015_3,64420015_1,64420015,64420015,within,7,-1,10,demographie,46,249,cattle->cattle,2007,3,b2012,295,26,63,206
188399,13,SB0832,cattle,cattle,64420015_4,64420015_1,64420015,64420015,within,8,9,24,abattage,49,249,cattle->cattle,2007,16,b2012,295,26,63,206
188400,13,SB0832,cattle,cattle,64420015_5,64420015_0,64420015,64420015,within,10,14,24,abattage,65,249,cattle->cattle,2007,14,b2012,295,26,63,206
188401,13,SB0832,cattle,cattle,64420015_6,64420015_4,64420015,64420015,within,10,12,24,abattage,66,249,cattle->cattle,2007,14,b2012,295,26,63,206
188402,13,SB0832,cattle,cattle,64420015_7,64420015_4,64420015,64420015,within,11,14,24,abattage,73,249,cattle->cattle,2007,13,b2012,295,26,63,206
188403,13,SB0832,cattle,cattle,64420015_8,64420015_4,64420015,64420015,within,11,-1,24,abattage,74,249,cattle->cattle,2007,13,b2012,295,26,63,206
188404,13,SB0832,cattle,cattle,64420015_10,64420015_0,64420015,64420015,within,14,16,24,abattage,91,249,cattle->cattle,2008,10,b2012,295,26,63,206
188405,13,SB0832,cattle,cattle,64420015_13,64420015_0,64420015,64420015,within,14,16,24,abattage,92,249,cattle->cattle,2008,10,b2012,295,26,63,206
188406,13,SB0832,cattle,cattle,64420015_11,64420015_2,64420015,64420015,within,14,22,24,abattage,93,249,cattle->cattle,2008,10,b2012,295,26,63,206
188407,13,SB0832,cattle,cattle,64420015_9,64420015_4,64420015,64420015,within,14,14,24,abattage,94,249,cattle->cattle,2008,10,b2012,295,26,63,206
188408,13,SB0832,cattle,cattle,64420015_12,64420015_7,64420015,64420015,within,14,18,24,abattage,95,249,cattle->cattle,2008,10,b2012,295,26,63,206
188409,13,SB0832,cattle,cattle,64420015_15,64420015_2,64420015,64420015,within,15,18,24,abattage,99,249,cattle->cattle,2008,9,b2012,295,26,63,206
188410,13,SB0832,cattle,cattle,64420015_14,64420015_7,64420015,64420015,within,15,17,24,abattage,100,249,cattle->cattle,2008,9,b2012,295,26,63,206
188411,13,SB0832,cattle,cattle,64420015_16,64420015_10,64420015,64420015,within,16,24,24,abattage,108,249,cattle->cattle,2008,8,b2012,295,26,63,206
188412,13,SB0832,cattle,cattle,64420015_17,64420015_10,64420015,64420015,within,17,24,24,abattage,116,249,cattle->cattle,2008,7,b2012,295,26,63,206
188413,13,SB0832,cattle,cattle,64420015_18,64420015_4,64420015,64420015,within,17,21,24,abattage,117,249,cattle->cattle,2008,7,b2012,295,26,63,206
188414,13,SB0832,cattle,cattle,64420015_19,64420015_13,64420015,64420015,within,19,-1,24,abattage,126,249,cattle->cattle,2008,5,b2012,295,26,63,206
188415,13,SB0832,cattle,cattle,64420015_21,64420015_4,64420015,64420015,within,19,24,24,abattage,127,249,cattle->cattle,2008,5,b2012,295,26,63,206
188416,13,SB0832,cattle,cattle,64420015_20,64420015_9,64420015,64420015,within,19,-1,24,abattage,128,249,cattle->cattle,2008,5,b2012,295,26,63,206
188417,13,SB0832,cattle,badger,64420012_1,45_d500_152_0,64420012,45_d500_152,badger,20,24,37,abattage,132,249,badger->cattle,2008,17,b2012,295,26,63,206
188418,13,SB0832,cattle,cattle,40270058_0,64420015_6,64420015,64420015,within,20,34,68,abattage,135,249,cattle->cattle,2008,48,b2012,295,26,63,206
188419,13,SB0832,cattle,cattle,64420015_22,64420015_2,64420015,64420015,within,22,-1,24,abattage,149,249,cattle->cattle,2008,2,b2012,295,26,63,206
