X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle
157000,15,SB0832,badger,NA,45_d500_152_0,NA,45_d500_152,NA,initialisation,0,0,76,trapping,15,446,NA->badger,2007,76,b2012,155,21,25,109
157001,15,SB0832,cattle,badger,64521015_0,45_d500_152_0,64521015,45_d500_152,badger,16,18,46,abattage,112,446,badger->cattle,2008,30,b2012,155,21,25,109
157002,15,SB0832,cattle,cattle,64521015_1,64521015_0,64521015,64521015,within,26,28,46,abattage,216,446,cattle->cattle,2009,20,b2012,155,21,25,109
157003,15,SB0832,cattle,cattle,64521015_2,64521015_0,64521015,64521015,within,26,28,46,abattage,217,446,cattle->cattle,2009,20,b2012,155,21,25,109
157004,15,SB0832,boar,cattle,64521_0,64521015_0,64521,64521015,cattle,27,27,42,demographie,222,446,cattle->boar,2009,15,b2012,155,21,25,109
157005,15,SB0832,badger,cattle,3_d500_284_0,64521015_0,3_d500_284,64521015,cattle,28,28,114,trapping,234,446,cattle->badger,2009,86,b2012,155,21,25,109
157006,15,SB0832,cattle,cattle,64521015_3,64521015_2,64521015,64521015,within,30,31,39,demographie,274,446,cattle->cattle,2009,9,b2012,155,21,25,109
157007,15,SB0832,boar,cattle,64521_1,64521015_3,64521,64521015,cattle,31,31,49,demographie,291,446,cattle->boar,2009,18,b2012,155,21,25,109
157008,15,SB0832,boar,boar,64521_2,64521_1,64521,64521,within,36,36,42,demographie,353,446,boar->boar,2010,6,b2012,155,21,25,109
157009,15,SB0832,cattle,cattle,64521015_5,64521015_2,64521015,64521015,within,36,37,46,abattage,354,446,cattle->cattle,2010,10,b2012,155,21,25,109
157010,15,SB0832,cattle,cattle,64521015_4,64521015_3,64521015,64521015,within,36,38,46,abattage,355,446,cattle->cattle,2010,10,b2012,155,21,25,109
157011,15,SB0832,cattle,cattle,64521015_6,64521015_3,64521015,64521015,within,37,39,46,abattage,375,446,cattle->cattle,2010,9,b2012,155,21,25,109
157012,15,SB0832,cattle,cattle,64521015_9,64521015_2,64521015,64521015,within,38,39,46,abattage,387,446,cattle->cattle,2010,8,b2012,155,21,25,109
157013,15,SB0832,cattle,cattle,64521015_8,64521015_4,64521015,64521015,within,38,39,45,demographie,388,446,cattle->cattle,2010,7,b2012,155,21,25,109
157014,15,SB0832,cattle,cattle,64521015_7,64521015_5,64521015,64521015,within,38,39,46,abattage,389,446,cattle->cattle,2010,8,b2012,155,21,25,109
157015,15,SB0832,cattle,cattle,64420038_0,64521015_7,64420038,64521015,pasture,42,45,55,demographie,470,446,cattle->cattle,2010,13,b2012,155,21,25,109
157016,15,SB0832,boar,cattle,64521_3,64521015_1,64521,64521015,cattle,43,43,157,NA,491,446,cattle->boar,2010,114,b2012,155,21,25,109
157017,15,SB0832,badger,cattle,3_d500_285_0,64521015_5,3_d500_285,64521015,cattle,43,43,77,demographie,492,446,cattle->badger,2010,34,b2012,155,21,25,109
157018,15,SB0832,cattle,cattle,64521015_10,64521015_4,64521015,64521015,within,44,45,46,abattage,509,446,cattle->cattle,2010,2,b2012,155,21,25,109
157019,15,SB0832,cattle,cattle,64420038_1,64521015_7,64420038,64521015,pasture,45,48,56,abattage,523,446,cattle->cattle,2010,11,b2012,155,21,25,109
157020,15,SB0832,cattle,cattle,64420038_2,64420038_0,64420038,64420038,within,47,47,56,abattage,557,446,cattle->cattle,2010,9,b2012,155,21,25,109
157021,15,SB0832,cattle,cattle,64420038_3,64420038_1,64420038,64420038,within,49,51,56,abattage,595,446,cattle->cattle,2011,7,b2012,155,21,25,109
157022,15,SB0832,cattle,cattle,64420038_4,64420038_1,64420038,64420038,within,49,50,56,abattage,596,446,cattle->cattle,2011,7,b2012,155,21,25,109
157023,15,SB0832,cattle,cattle,64420038_6,64420038_1,64420038,64420038,within,50,54,56,abattage,614,446,cattle->cattle,2011,6,b2012,155,21,25,109
157024,15,SB0832,cattle,cattle,64420038_5,64420038_2,64420038,64420038,within,50,55,56,abattage,615,446,cattle->cattle,2011,6,b2012,155,21,25,109
157025,15,SB0832,boar,boar,64521_4,64521_3,64521,64521,within,50,50,86,demographie,616,446,boar->boar,2011,36,b2012,155,21,25,109
157026,15,SB0832,boar,boar,64521_5,64521_3,64521,64521,within,50,50,106,demographie,617,446,boar->boar,2011,56,b2012,155,21,25,109
157027,15,SB0832,badger,cattle,45_d500_124_0,64420038_0,45_d500_124,64420038,cattle,51,51,80,trapping,638,446,cattle->badger,2011,29,b2012,155,21,25,109
157028,15,SB0832,cattle,boar,64521001_0,64521_3,64521001,64521,boar,54,-1,55,demographie,713,446,boar->cattle,2011,1,b2012,155,21,25,109
157029,15,SB0832,badger,badger,3_d500_285_1,3_d500_285_0,3_d500_285,3_d500_285,within,61,61,132,demographie,900,446,badger->badger,2012,71,b2016,155,21,25,109
157030,15,SB0832,badger,badger,3_d500_285_2,3_d500_285_0,3_d500_285,3_d500_285,within,66,66,73,demographie,1083,446,badger->badger,2012,7,b2016,155,21,25,109
157031,15,SB0832,cattle,boar,64521001_1,64521_3,64521001,64521,boar,67,68,86,abattage,1161,446,boar->cattle,2012,19,b2016,155,21,25,109
157032,15,SB0832,cattle,cattle,64521001_2,64521001_1,64521001,64521001,within,69,73,86,abattage,1247,446,cattle->cattle,2012,17,b2016,155,21,25,109
157033,15,SB0832,cattle,cattle,64521001_3,64521001_1,64521001,64521001,within,72,75,86,abattage,1402,446,cattle->cattle,2013,14,b2016,155,21,25,109
157034,15,SB0832,cattle,cattle,64521001_4,64521001_1,64521001,64521001,within,74,74,86,abattage,1508,446,cattle->cattle,2013,12,b2016,155,21,25,109
157035,15,SB0832,cattle,cattle,64521001_5,64521001_2,64521001,64521001,within,74,75,86,abattage,1509,446,cattle->cattle,2013,12,b2016,155,21,25,109
157036,15,SB0832,cattle,badger,64521001_6,3_d500_285_0,64521001,3_d500_285,badger,79,81,86,abattage,1591,446,badger->cattle,2013,7,b2016,155,21,25,109
157037,15,SB0832,cattle,boar,64521010_0,64521_4,64521010,64521,boar,80,81,98,abattage,1639,446,boar->cattle,2013,18,b2016,155,21,25,109
157038,15,SB0832,cattle,boar,64521001_7,64521_4,64521001,64521,boar,82,84,85,demographie,1694,446,boar->cattle,2013,3,b2016,155,21,25,109
157039,15,SB0832,cattle,cattle,64521001_8,64521001_2,64521001,64521001,within,82,-1,86,abattage,1695,446,cattle->cattle,2013,4,b2016,155,21,25,109
157040,15,SB0832,cattle,cattle,64521001_9,64521001_5,64521001,64521001,within,83,-1,86,abattage,1717,446,cattle->cattle,2013,3,b2016,155,21,25,109
157041,15,SB0832,cattle,cattle,64521001_10,64521001_6,64521001,64521001,within,83,-1,86,abattage,1718,446,cattle->cattle,2013,3,b2016,155,21,25,109
157042,15,SB0832,cattle,cattle,64521001_11,64521001_1,64521001,64521001,within,85,85,86,abattage,1776,446,cattle->cattle,2014,1,b2016,155,21,25,109
157043,15,SB0832,cattle,cattle,64521001_12,64521001_3,64521001,64521001,within,85,-1,86,abattage,1777,446,cattle->cattle,2014,1,b2016,155,21,25,109
157044,15,SB0832,cattle,cattle,64521001_13,64521001_6,64521001,64521001,within,85,86,86,abattage,1778,446,cattle->cattle,2014,1,b2016,155,21,25,109
157045,15,SB0832,cattle,cattle,64521010_1,64521010_0,64521010,64521010,within,85,87,98,abattage,1779,446,cattle->cattle,2014,13,b2016,155,21,25,109
157046,15,SB0832,cattle,cattle,64521001_14,64521001_1,64521001,64521001,within,86,86,86,abattage,1808,446,cattle->cattle,2014,0,b2016,155,21,25,109
157047,15,SB0832,cattle,cattle,64521001_15,64521001_13,64521001,64521001,within,86,-1,86,abattage,1809,446,cattle->cattle,2014,0,b2016,155,21,25,109
157048,15,SB0832,cattle,cattle,64521001_16,64521001_6,64521001,64521001,within,86,-1,86,abattage,1810,446,cattle->cattle,2014,0,b2016,155,21,25,109
157049,15,SB0832,boar,cattle,64521_6,64521010_0,64521,64521010,cattle,87,87,95,demographie,1846,446,cattle->boar,2014,8,b2016,155,21,25,109
157050,15,SB0832,badger,cattle,3_d500_283_0,64521010_0,3_d500_283,64521010,cattle,88,88,139,trapping,1880,446,cattle->badger,2014,51,b2016,155,21,25,109
157051,15,SB0832,badger,cattle,3_d500_281_0,64521010_1,3_d500_281,64521010,cattle,88,88,157,NA,1881,446,cattle->badger,2014,69,b2016,155,21,25,109
157052,15,SB0832,badger,cattle,3_d500_285_3,64521010_0,3_d500_285,64521010,cattle,89,89,157,NA,1914,446,cattle->badger,2014,68,b2016,155,21,25,109
157053,15,SB0832,cattle,cattle,64521010_2,64521010_1,64521010,64521010,within,91,97,98,abattage,1972,446,cattle->cattle,2014,7,b2016,155,21,25,109
157054,15,SB0832,badger,badger,3_d500_281_1,3_d500_281_0,3_d500_281,3_d500_281,within,94,94,157,NA,2045,446,badger->badger,2014,63,b2016,155,21,25,109
157055,15,SB0832,cattle,cattle,64521010_3,64521010_1,64521010,64521010,within,95,98,98,abattage,2124,446,cattle->cattle,2014,3,b2016,155,21,25,109
157056,15,SB0832,cattle,cattle,64521010_4,64521010_1,64521010,64521010,within,95,97,100,abattage,2125,446,cattle->cattle,2014,5,b2016,155,21,25,109
157057,15,SB0832,cattle,cattle,64521010_6,64521010_0,64521010,64521010,within,98,-1,98,abattage,2251,446,cattle->cattle,2015,0,b2016,155,21,25,109
157058,15,SB0832,cattle,cattle,64521010_7,64521010_1,64521010,64521010,within,98,-1,98,abattage,2252,446,cattle->cattle,2015,0,b2016,155,21,25,109
157059,15,SB0832,cattle,cattle,64521010_5,64521010_4,64521010,64521010,within,98,-1,98,abattage,2253,446,cattle->cattle,2015,0,b2016,155,21,25,109
157060,15,SB0832,cattle,badger,64301063_0,3_d500_283_0,64301063,3_d500_283,badger,99,105,108,abattage,2262,446,badger->cattle,2015,9,b2016,155,21,25,109
157061,15,SB0832,cattle,badger,64554022_1,3_d500_285_3,64554022,3_d500_285,badger,102,104,121,abattage,2370,446,badger->cattle,2015,19,b2016,155,21,25,109
157062,15,SB0832,badger,cattle,3_d500_24_0,64554022_1,3_d500_24,64554022,cattle,104,104,137,trapping,2469,446,cattle->badger,2015,33,b2016,155,21,25,109
