X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
69559,15,SB0832,badger,NA,45_d500_99_866_0,NA,45_d500_99_866,NA,initialisation,0,0,157,NA,15,563,NA->badger,2007,157,b2012,194,17,29,148,NA,NA,NA,NA,NA,NA
69560,15,SB0832,cattle,badger,64420039_8,45_d500_99_866_0,64420039,45_d500_99_866,badger,46,50,54,abattage,401,563,badger->cattle,2010,8,b2012,194,17,29,148,45_d500_99_866_0->64420039_8,45_d500_99_866_0->64420039_8,45_d500_99_866_0->64420039_8,NA,45_d500_99_866_0->64420039_8,NA
69561,15,SB0832,cattle,badger,64420044_0,45_d500_99_866_0,64420044,45_d500_99_866,badger,55,59,73,abattage,658,563,badger->cattle,2011,18,b2012,194,17,29,148,45_d500_99_866_0->64420044_0,45_d500_99_866_0->64420044_0,45_d500_99_866_0->64420044_0,NA,45_d500_99_866_0->64420044_0,NA
69562,15,SB0832,cattle,badger,64420047_0,45_d500_99_866_0,64420047,45_d500_99_866,badger,57,59,61,abattage,712,563,badger->cattle,2011,4,b2012,194,17,29,148,45_d500_99_866_0->64420047_0,45_d500_99_866_0->64420047_0,45_d500_99_866_0->64420047_0,NA,45_d500_99_866_0->64420047_0,NA
69563,15,SB0832,cattle,badger,64420012_0,45_d500_99_866_0,64420012,45_d500_99_866,badger,58,63,86,abattage,741,563,badger->cattle,2011,28,b2012,194,17,29,148,45_d500_99_866_0->64420012_0,45_d500_99_866_0->64420012_0,45_d500_99_866_0->64420012_0,NA,45_d500_99_866_0->64420012_0,NA
69564,15,SB0832,cattle,cattle,64420044_1,64420044_0,64420044,64420044,within,60,65,73,abattage,832,563,cattle->cattle,2012,13,b2016,194,17,29,148,64420044_0->64420044_1,64420044_0->64420044_1,64420044_0->64420044_1,64420044_0->64420044_1,64420044_0->64420044_1,64420044_0->64420044_1
69565,15,SB0832,cattle,cattle,64420044_2,64420044_0,64420044,64420044,within,61,65,73,abattage,878,563,cattle->cattle,2012,12,b2016,194,17,29,148,64420044_0->64420044_2,64420044_0->64420044_2,64420044_0->64420044_2,64420044_0->64420044_2,64420044_0->64420044_2,64420044_0->64420044_2
69566,15,SB0832,badger,cattle,45_d500_163_0,64420044_0,45_d500_163,64420044,cattle,63,63,157,NA,942,563,cattle->badger,2012,94,b2016,194,17,29,148,64420044_0->45_d500_163_0,64420044_0->45_d500_163_0,64420044_0->45_d500_163_0,NA,64420044_0->45_d500_163_0,NA
69567,15,SB0832,cattle,badger,64420012_1,45_d500_99_866_0,64420012,45_d500_99_866,badger,68,-1,69,demographie,1075,563,badger->cattle,2012,1,b2016,194,17,29,148,45_d500_99_866_0->64420012_1,45_d500_99_866_0->64420012_1,45_d500_99_866_0->64420012_1,NA,45_d500_99_866_0->64420012_1,NA
69568,15,SB0832,cattle,badger,64310006_0,45_d500_99_866_0,64310006,45_d500_99_866,badger,70,81,97,abattage,1133,563,badger->cattle,2012,27,b2016,194,17,29,148,45_d500_99_866_0->64310006_0,45_d500_99_866_0->64310006_0,45_d500_99_866_0->64310006_0,NA,45_d500_99_866_0->64310006_0,NA
69569,15,SB0832,cattle,cattle,64420044_3,64420044_2,64420044,64420044,within,72,73,73,abattage,1249,563,cattle->cattle,2013,1,b2016,194,17,29,148,64420044_2->64420044_3,64420044_2->64420044_3,64420044_2->64420044_3,64420044_2->64420044_3,64420044_2->64420044_3,64420044_2->64420044_3
69570,15,SB0832,cattle,badger,64310006_1,45_d500_99_866_0,64310006,45_d500_99_866,badger,80,90,96,demographie,1447,563,badger->cattle,2013,16,b2016,194,17,29,148,45_d500_99_866_0->64310006_1,45_d500_99_866_0->64310006_1,45_d500_99_866_0->64310006_1,NA,45_d500_99_866_0->64310006_1,NA
69571,15,SB0832,boar,cattle,64310_0,64310006_0,64310,64310006,cattle,82,82,95,demographie,1515,563,cattle->boar,2013,13,b2016,194,17,29,148,64310006_0->64310_0,64310006_0->64310_0,NA,64310006_0->64310_0,NA,64310006_0->64310_0
69572,15,SB0832,cattle,cattle,64310006_2,64310006_0,64310006,64310006,within,83,85,97,abattage,1548,563,cattle->cattle,2013,14,b2016,194,17,29,148,64310006_0->64310006_2,64310006_0->64310006_2,64310006_0->64310006_2,64310006_0->64310006_2,64310006_0->64310006_2,64310006_0->64310006_2
69573,15,SB0832,boar,cattle,64310_1,64310006_0,64310,64310006,cattle,83,83,94,demographie,1549,563,cattle->boar,2013,11,b2016,194,17,29,148,64310006_0->64310_1,64310006_0->64310_1,NA,64310006_0->64310_1,NA,64310006_0->64310_1
69574,15,SB0832,cattle,cattle,64420012_2,64420012_0,64420012,64420012,within,83,85,88,abattage,1562,563,cattle->cattle,2013,5,b2016,194,17,29,148,64420012_0->64420012_2,64420012_0->64420012_2,64420012_0->64420012_2,64420012_0->64420012_2,64420012_0->64420012_2,64420012_0->64420012_2
69575,15,SB0832,cattle,cattle,64420012_3,64420012_0,64420012,64420012,within,84,87,88,abattage,1584,563,cattle->cattle,2014,4,b2016,194,17,29,148,64420012_0->64420012_3,64420012_0->64420012_3,64420012_0->64420012_3,64420012_0->64420012_3,64420012_0->64420012_3,64420012_0->64420012_3
69576,15,SB0832,cattle,cattle,64420012_4,64420012_0,64420012,64420012,within,85,-1,86,abattage,1624,563,cattle->cattle,2014,1,b2016,194,17,29,148,64420012_0->64420012_4,64420012_0->64420012_4,64420012_0->64420012_4,64420012_0->64420012_4,64420012_0->64420012_4,64420012_0->64420012_4
69577,15,SB0832,cattle,cattle,64420012_5,64420012_2,64420012,64420012,within,85,86,88,abattage,1625,563,cattle->cattle,2014,3,b2016,194,17,29,148,64420012_2->64420012_5,64420012_2->64420012_5,64420012_2->64420012_5,64420012_2->64420012_5,64420012_2->64420012_5,64420012_2->64420012_5
69578,15,SB0832,cattle,cattle,64310006_3,64310006_0,64310006,64310006,within,86,87,97,abattage,1644,563,cattle->cattle,2014,11,b2016,194,17,29,148,64310006_0->64310006_3,64310006_0->64310006_3,64310006_0->64310006_3,64310006_0->64310006_3,64310006_0->64310006_3,64310006_0->64310006_3
69579,15,SB0832,cattle,cattle,64310006_4,64310006_0,64310006,64310006,within,86,88,97,abattage,1645,563,cattle->cattle,2014,11,b2016,194,17,29,148,64310006_0->64310006_4,64310006_0->64310006_4,64310006_0->64310006_4,64310006_0->64310006_4,64310006_0->64310006_4,64310006_0->64310006_4
69580,15,SB0832,cattle,cattle,64310006_5,64310006_2,64310006,64310006,within,86,88,97,abattage,1646,563,cattle->cattle,2014,11,b2016,194,17,29,148,64310006_2->64310006_5,64310006_2->64310006_5,64310006_2->64310006_5,64310006_2->64310006_5,64310006_2->64310006_5,64310006_2->64310006_5
69581,15,SB0832,cattle,cattle,64420012_6,64420012_5,64420012,64420012,within,86,-1,86,abattage,1659,563,cattle->cattle,2014,0,b2016,194,17,29,148,64420012_5->64420012_6,64420012_5->64420012_6,64420012_5->64420012_6,64420012_5->64420012_6,64420012_5->64420012_6,64420012_5->64420012_6
69582,15,SB0832,cattle,cattle,64310006_6,64310006_2,64310006,64310006,within,88,94,97,abattage,1706,563,cattle->cattle,2014,9,b2016,194,17,29,148,64310006_2->64310006_6,64310006_2->64310006_6,64310006_2->64310006_6,64310006_2->64310006_6,64310006_2->64310006_6,64310006_2->64310006_6
69583,15,SB0832,cattle,cattle,64393248_0,64310006_2,64310006,64310006,within,88,90,101,abattage,1707,563,cattle->cattle,2014,13,b2016,194,17,29,148,64310006_2->64393248_0,64310006_2->64393248_0,64310006_2->64393248_0,64310006_2->64393248_0,64310006_2->64393248_0,64310006_2->64393248_0
69584,15,SB0832,cattle,cattle,64310006_7,64310006_4,64310006,64310006,within,89,92,97,abattage,1736,563,cattle->cattle,2014,8,b2016,194,17,29,148,64310006_4->64310006_7,64310006_4->64310006_7,64310006_4->64310006_7,64310006_4->64310006_7,64310006_4->64310006_7,64310006_4->64310006_7
69585,15,SB0832,cattle,badger,64310006_8,45_d500_163_0,64310006,45_d500_163,badger,91,91,97,abattage,1805,563,badger->cattle,2014,6,b2016,194,17,29,148,45_d500_163_0->64310006_8,45_d500_163_0->64310006_8,45_d500_163_0->64310006_8,64420044_0->64310006_8,45_d500_163_0->64310006_8,64420044_0->64310006_8
69586,15,SB0832,cattle,cattle,64310006_9,64310006_1,64310006,64310006,within,91,92,97,abattage,1813,563,cattle->cattle,2014,6,b2016,194,17,29,148,64310006_1->64310006_9,64310006_1->64310006_9,64310006_1->64310006_9,64310006_1->64310006_9,64310006_1->64310006_9,64310006_1->64310006_9
69587,15,SB0832,boar,cattle,64393_0,64393248_0,64393,64393248,cattle,91,91,157,NA,1822,563,cattle->boar,2014,66,b2016,194,17,29,148,64393248_0->64393_0,64393248_0->64393_0,NA,64393248_0->64393_0,NA,64393248_0->64393_0
69588,15,SB0832,boar,cattle,64393_1,64393248_0,64393,64393248,cattle,91,91,94,demographie,1823,563,cattle->boar,2014,3,b2016,194,17,29,148,64393248_0->64393_1,64393248_0->64393_1,NA,64393248_0->64393_1,NA,64393248_0->64393_1
69589,15,SB0832,cattle,cattle,64310006_11,64310006_0,64310006,64310006,within,92,97,97,abattage,1840,563,cattle->cattle,2014,5,b2016,194,17,29,148,64310006_0->64310006_11,64310006_0->64310006_11,64310006_0->64310006_11,64310006_0->64310006_11,64310006_0->64310006_11,64310006_0->64310006_11
69590,15,SB0832,cattle,cattle,64310006_10,64310006_4,64310006,64310006,within,92,-1,95,demographie,1841,563,cattle->cattle,2014,3,b2016,194,17,29,148,64310006_4->64310006_10,64310006_4->64310006_10,64310006_4->64310006_10,64310006_4->64310006_10,64310006_4->64310006_10,64310006_4->64310006_10
69591,15,SB0832,boar,cattle,64393_2,64393248_0,64393,64393248,cattle,93,93,98,demographie,1895,563,cattle->boar,2014,5,b2016,194,17,29,148,64393248_0->64393_2,64393248_0->64393_2,NA,64393248_0->64393_2,NA,64393248_0->64393_2
69592,15,SB0832,cattle,cattle,64310006_12,64310006_8,64310006,64310006,within,94,-1,97,abattage,1920,563,cattle->cattle,2014,3,b2016,194,17,29,148,64310006_8->64310006_12,64310006_8->64310006_12,64310006_8->64310006_12,64310006_8->64310006_12,64310006_8->64310006_12,64310006_8->64310006_12
69593,15,SB0832,badger,boar,45_d500_22_0,64393_2,45_d500_22,64393,boar,94,94,146,demographie,1930,563,boar->badger,2014,52,b2016,194,17,29,148,64393_2->45_d500_22_0,64393_2->45_d500_22_0,64393248_0->45_d500_22_0,NA,64393248_0->45_d500_22_0,NA
69594,15,SB0832,boar,cattle,64393_3,64393248_0,64393,64393248,cattle,94,94,107,demographie,1931,563,cattle->boar,2014,13,b2016,194,17,29,148,64393248_0->64393_3,64393248_0->64393_3,NA,64393248_0->64393_3,NA,64393248_0->64393_3
69595,15,SB0832,cattle,cattle,64310006_13,64310006_0,64310006,64310006,within,95,-1,97,abattage,1955,563,cattle->cattle,2014,2,b2016,194,17,29,148,64310006_0->64310006_13,64310006_0->64310006_13,64310006_0->64310006_13,64310006_0->64310006_13,64310006_0->64310006_13,64310006_0->64310006_13
69596,15,SB0832,cattle,cattle,64310006_17,64310006_2,64310006,64310006,within,95,-1,97,abattage,1956,563,cattle->cattle,2014,2,b2016,194,17,29,148,64310006_2->64310006_17,64310006_2->64310006_17,64310006_2->64310006_17,64310006_2->64310006_17,64310006_2->64310006_17,64310006_2->64310006_17
69597,15,SB0832,cattle,cattle,64310006_14,64310006_8,64310006,64310006,within,95,-1,97,abattage,1957,563,cattle->cattle,2014,2,b2016,194,17,29,148,64310006_8->64310006_14,64310006_8->64310006_14,64310006_8->64310006_14,64310006_8->64310006_14,64310006_8->64310006_14,64310006_8->64310006_14
