X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
109283,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,1,15,abattage,13,279,NA->cattle,2007,15,b2012,273,27,29,217,NA,NA,NA,NA,NA,NA
109284,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,3,8,15,abattage,27,279,cattle->cattle,2007,12,b2012,273,27,29,217,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1
109285,13,SB0832,badger,cattle,45_d500_157_858_0,64420015_0,45_d500_157_858,64420015,cattle,8,8,67,trapping,49,279,cattle->badger,2007,59,b2012,273,27,29,217,64420015_0->45_d500_157_858_0,64420015_0->45_d500_157_858_0,64420015_0->45_d500_157_858_0,NA,64420015_0->45_d500_157_858_0,NA
109286,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,9,10,14,demographie,57,279,cattle->cattle,2007,5,b2012,273,27,29,217,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2
109287,13,SB0832,cattle,cattle,64420015_3,64420015_1,64420015,64420015,within,10,11,15,demographie,64,279,cattle->cattle,2007,5,b2012,273,27,29,217,64420015_1->64420015_3,64420015_1->64420015_3,64420015_1->64420015_3,64420015_1->64420015_3,64420015_1->64420015_3,64420015_1->64420015_3
109288,13,SB0832,cattle,cattle,64420015_4,64420015_2,64420015,64420015,within,11,12,15,abattage,68,279,cattle->cattle,2007,4,b2012,273,27,29,217,64420015_2->64420015_4,64420015_2->64420015_4,64420015_2->64420015_4,64420015_2->64420015_4,64420015_2->64420015_4,64420015_2->64420015_4
109289,13,SB0832,badger,badger,45_d500_157_858_1,45_d500_157_858_0,45_d500_157_858,45_d500_157_858,within,12,12,90,trapping,70,279,badger->badger,2008,78,b2012,273,27,29,217,45_d500_157_858_0->45_d500_157_858_1,45_d500_157_858_0->45_d500_157_858_1,45_d500_157_858_0->45_d500_157_858_1,NA,45_d500_157_858_0->45_d500_157_858_1,NA
109290,13,SB0832,cattle,cattle,64420015_5,64420015_4,64420015,64420015,within,12,14,15,abattage,73,279,cattle->cattle,2008,3,b2012,273,27,29,217,64420015_4->64420015_5,64420015_4->64420015_5,64420015_4->64420015_5,64420015_4->64420015_5,64420015_4->64420015_5,64420015_4->64420015_5
109291,13,SB0832,cattle,cattle,64420015_6,64420015_0,64420015,64420015,within,13,15,15,abattage,76,279,cattle->cattle,2008,2,b2012,273,27,29,217,64420015_0->64420015_6,64420015_0->64420015_6,64420015_0->64420015_6,64420015_0->64420015_6,64420015_0->64420015_6,64420015_0->64420015_6
109292,13,SB0832,cattle,cattle,64420015_8,64420015_3,64420015,64420015,within,13,15,15,abattage,77,279,cattle->cattle,2008,2,b2012,273,27,29,217,64420015_3->64420015_8,64420015_3->64420015_8,64420015_3->64420015_8,64420015_3->64420015_8,64420015_3->64420015_8,64420015_3->64420015_8
