X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
2401,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,0,15,demographie,13,101,NA->cattle,2007,15,b2012,270,41,30,199,NA,NA,NA,NA,NA,NA
2402,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,2,8,15,abattage,18,101,cattle->cattle,2007,13,b2012,270,41,30,199,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1
2403,13,SB0832,cattle,cattle,64420015_2,64420015_1,64420015,64420015,within,9,10,14,demographie,44,101,cattle->cattle,2007,5,b2012,270,41,30,199,64420015_1->64420015_2,64420015_1->64420015_2,64420015_1->64420015_2,64420015_1->64420015_2,64420015_1->64420015_2,64420015_1->64420015_2
2404,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,11,12,14,demographie,60,101,cattle->cattle,2007,3,b2012,270,41,30,199,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3
2405,13,SB0832,cattle,cattle,64420015_4,64420015_2,64420015,64420015,within,12,13,15,abattage,74,101,cattle->cattle,2008,3,b2012,270,41,30,199,64420015_2->64420015_4,64420015_2->64420015_4,64420015_2->64420015_4,64420015_2->64420015_4,64420015_2->64420015_4,64420015_2->64420015_4
2406,13,SB0832,badger,cattle,45_d500_160_0,64420015_0,45_d500_160,64420015,cattle,15,15,28,demographie,86,101,cattle->badger,2008,13,b2012,270,41,30,199,64420015_0->45_d500_160_0,NA,64420015_0->45_d500_160_0,NA,NA,NA
2407,13,SB0832,badger,cattle,45_d500_160_1,64420015_0,45_d500_160,64420015,cattle,16,16,18,demographie,93,101,cattle->badger,2008,2,b2012,270,41,30,199,64420015_0->45_d500_160_1,NA,64420015_0->45_d500_160_1,NA,NA,NA
2408,13,SB0832,badger,cattle,45_d500_160_2,64420015_4,45_d500_160,64420015,cattle,18,18,65,demographie,110,101,cattle->badger,2008,47,b2012,270,41,30,199,64420015_4->45_d500_160_2,64420015_4->45_d500_160_2,64420015_4->45_d500_160_2,NA,64420015_4->45_d500_160_2,NA
2409,13,SB0832,cattle,badger,64420009_0,45_d500_160_2,64420009,45_d500_160,badger,58,60,73,demographie,683,101,badger->cattle,2011,15,b2012,270,41,30,199,45_d500_160_2->64420009_0,45_d500_160_2->64420009_0,45_d500_160_2->64420009_0,64420015_4->64420009_0,45_d500_160_2->64420009_0,64420015_4->64420009_0
2410,13,SB0832,badger,cattle,45_d500_162_0,64420009_0,45_d500_162,64420009,cattle,67,67,157,NA,952,101,cattle->badger,2012,90,b2016,270,41,30,199,64420009_0->45_d500_162_0,64420009_0->45_d500_162_0,64420009_0->45_d500_162_0,NA,64420009_0->45_d500_162_0,NA
