X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle
179849,15,SB0832,badger,NA,45_d500_157_858_0,NA,45_d500_157_858,NA,initialisation,0,0,88,trapping,15,348,NA->badger,2007,88,b2012,174,16,22,136
179850,15,SB0832,cattle,badger,64420035_0,45_d500_157_858_0,64420035,45_d500_157_858,badger,5,11,12,demographie,26,348,badger->cattle,2007,7,b2012,174,16,22,136
179851,15,SB0832,badger,badger,45_d500_157_858_1,45_d500_157_858_0,45_d500_157_858,45_d500_157_858,within,18,18,41,demographie,75,348,badger->badger,2008,23,b2012,174,16,22,136
179852,15,SB0832,cattle,badger,64420035_1,45_d500_157_858_1,64420035,45_d500_157_858,badger,19,22,28,demographie,77,348,badger->cattle,2008,9,b2012,174,16,22,136
179853,15,SB0832,cattle,badger,64326020_0,45_d500_157_858_0,64326020,45_d500_157_858,badger,28,32,52,abattage,112,348,badger->cattle,2009,24,b2012,174,16,22,136
179854,15,SB0832,badger,cattle,45_d500_163_0,64420035_1,45_d500_163,64420035,cattle,28,28,44,demographie,115,348,cattle->badger,2009,16,b2012,174,16,22,136
179855,15,SB0832,cattle,badger,64420002_0,45_d500_157_858_0,64420002,45_d500_157_858,badger,34,38,64,abattage,144,348,badger->cattle,2009,30,b2012,174,16,22,136
179856,15,SB0832,cattle,cattle,64326020_1,64326020_0,64326020,64326020,within,35,46,52,abattage,156,348,cattle->cattle,2009,17,b2012,174,16,22,136
179857,15,SB0832,cattle,cattle,64326020_2,64326020_0,64326020,64326020,within,38,49,52,abattage,171,348,cattle->cattle,2010,14,b2012,174,16,22,136
179858,15,SB0832,cattle,cattle,64326020_3,64326020_0,64326020,64326020,within,39,42,52,abattage,180,348,cattle->cattle,2010,13,b2012,174,16,22,136
179859,15,SB0832,cattle,badger,64420035_2,45_d500_157_858_1,64420035,45_d500_157_858,badger,41,43,69,demographie,193,348,badger->cattle,2010,28,b2012,174,16,22,136
179860,15,SB0832,badger,cattle,45_d500_156_0,64326020_3,45_d500_156,64326020,cattle,42,42,47,demographie,200,348,cattle->badger,2010,5,b2012,174,16,22,136
179861,15,SB0832,cattle,cattle,64326020_5,64326020_0,64326020,64326020,within,43,52,52,abattage,204,348,cattle->cattle,2010,9,b2012,174,16,22,136
179862,15,SB0832,cattle,cattle,64326020_4,64326020_3,64326020,64326020,within,43,51,52,abattage,205,348,cattle->cattle,2010,9,b2012,174,16,22,136
179863,15,SB0832,cattle,cattle,64326020_6,64326020_3,64326020,64326020,within,45,46,52,abattage,226,348,cattle->cattle,2010,7,b2012,174,16,22,136
179864,15,SB0832,cattle,cattle,64326020_7,64326020_3,64326020,64326020,within,45,49,52,abattage,227,348,cattle->cattle,2010,7,b2012,174,16,22,136
179865,15,SB0832,cattle,cattle,64326020_10,64326020_1,64326020,64326020,within,47,-1,52,abattage,249,348,cattle->cattle,2010,5,b2012,174,16,22,136
179866,15,SB0832,cattle,cattle,64326020_11,64326020_1,64326020,64326020,within,47,48,52,abattage,250,348,cattle->cattle,2010,5,b2012,174,16,22,136
179867,15,SB0832,cattle,cattle,64326020_8,64326020_6,64326020,64326020,within,47,49,52,abattage,251,348,cattle->cattle,2010,5,b2012,174,16,22,136
179868,15,SB0832,cattle,cattle,64326020_9,64326020_6,64326020,64326020,within,47,50,52,abattage,252,348,cattle->cattle,2010,5,b2012,174,16,22,136
179869,15,SB0832,cattle,cattle,64326020_12,64326020_1,64326020,64326020,within,48,50,51,demographie,263,348,cattle->cattle,2011,3,b2012,174,16,22,136
179870,15,SB0832,cattle,cattle,64326020_13,64326020_1,64326020,64326020,within,48,-1,52,abattage,264,348,cattle->cattle,2011,4,b2012,174,16,22,136
179871,15,SB0832,cattle,cattle,64420002_1,64420002_0,64420002,64420002,within,48,50,64,abattage,265,348,cattle->cattle,2011,16,b2012,174,16,22,136
179872,15,SB0832,cattle,cattle,64420002_2,64420002_0,64420002,64420002,within,48,52,64,abattage,266,348,cattle->cattle,2011,16,b2012,174,16,22,136
179873,15,SB0832,cattle,cattle,64326020_14,64326020_0,64326020,64326020,within,49,-1,52,demographie,273,348,cattle->cattle,2011,3,b2012,174,16,22,136
179874,15,SB0832,cattle,cattle,40027023_0,64326020_11,64326020,64326020,within,49,49,66,demographie,274,348,cattle->cattle,2011,17,b2012,174,16,22,136
179875,15,SB0832,cattle,cattle,64326020_15,64326020_11,64326020,64326020,within,50,51,52,abattage,279,348,cattle->cattle,2011,2,b2012,174,16,22,136
179876,15,SB0832,cattle,cattle,64326020_16,64326020_7,64326020,64326020,within,50,-1,52,abattage,280,348,cattle->cattle,2011,2,b2012,174,16,22,136
179877,15,SB0832,cattle,cattle,64326020_17,64326020_9,64326020,64326020,within,50,-1,52,abattage,281,348,cattle->cattle,2011,2,b2012,174,16,22,136
179878,15,SB0832,cattle,cattle,64420002_3,64420002_1,64420002,64420002,within,50,51,66,abattage,283,348,cattle->cattle,2011,16,b2012,174,16,22,136
179879,15,SB0832,cattle,cattle,64420035_3,64420035_2,64420035,64420035,within,50,52,59,demographie,284,348,cattle->cattle,2011,9,b2012,174,16,22,136
179880,15,SB0832,boar,cattle,40027_0,40027023_0,40027,40027023,cattle,51,51,81,demographie,286,348,cattle->boar,2011,30,b2012,174,16,22,136
179881,15,SB0832,cattle,cattle,64326020_18,64326020_0,64326020,64326020,within,52,-1,52,abattage,300,348,cattle->cattle,2011,0,b2012,174,16,22,136
179882,15,SB0832,badger,cattle,45_d500_178_0,64326020_2,45_d500_178,64326020,cattle,52,52,103,trapping,301,348,cattle->badger,2011,51,b2012,174,16,22,136
179883,15,SB0832,cattle,cattle,64420002_4,64420002_2,64420002,64420002,within,52,53,64,abattage,305,348,cattle->cattle,2011,12,b2012,174,16,22,136
179884,15,SB0832,boar,boar,40027_1,40027_0,40027,40027,within,53,53,65,demographie,307,348,boar->boar,2011,12,b2012,174,16,22,136
179885,15,SB0832,badger,boar,3_d500_152_0,40027_1,3_d500_152,40027,boar,53,53,126,trapping,308,348,boar->badger,2011,73,b2012,174,16,22,136
179886,15,SB0832,cattle,badger,40027008_0,3_d500_152_0,40027008,3_d500_152,badger,54,58,75,abattage,315,348,badger->cattle,2011,21,b2012,174,16,22,136
179887,15,SB0832,boar,cattle,40027_2,40027023_0,40027,40027023,cattle,56,56,66,demographie,339,348,cattle->boar,2011,10,b2012,174,16,22,136
179888,15,SB0832,boar,cattle,40027_3,40027023_0,40027,40027023,cattle,56,56,70,demographie,340,348,cattle->boar,2011,14,b2012,174,16,22,136
179889,15,SB0832,cattle,badger,64420035_4,45_d500_157_858_0,64420035,45_d500_157_858,badger,56,-1,70,abattage,344,348,badger->cattle,2011,14,b2012,174,16,22,136
179890,15,SB0832,cattle,cattle,64420039_0,64420002_4,64420039,64420002,pasture,56,58,61,demographie,347,348,cattle->cattle,2011,5,b2012,174,16,22,136
179891,15,SB0832,cattle,badger,40027008_1,3_d500_152_0,40027008,3_d500_152,badger,57,59,75,abattage,348,348,badger->cattle,2011,18,b2012,174,16,22,136
179892,15,SB0832,badger,cattle,3_d500_159_0,40027023_0,3_d500_159,40027023,cattle,57,57,88,trapping,349,348,cattle->badger,2011,31,b2012,174,16,22,136
