X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,presence_2,presence_3,presence_4,presence_5,presence_6
175657,15,SB0832,badger,NA,45_d500_169_0,NA,45_d500_169,NA,initialisation,0,0,118,demographie,15,345,NA->badger,2007,118,b2012,121,28,17,76,NA,NA,NA,NA,NA,NA,1,1,1,1,1
175658,15,SB0832,badger,badger,45_d500_168_0,45_d500_169_0,45_d500_168,45_d500_169,neighborhood,7,7,115,trapping,42,345,badger->badger,2007,108,b2012,121,28,17,76,45_d500_169_0->45_d500_168_0,45_d500_169_0->45_d500_168_0,45_d500_169_0->45_d500_168_0,NA,45_d500_169_0->45_d500_168_0,NA,1,1,0,1,0
175659,15,SB0832,badger,badger,45_d500_169_1,45_d500_169_0,45_d500_169,45_d500_169,within,14,14,127,trapping,84,345,badger->badger,2008,113,b2012,121,28,17,76,45_d500_169_0->45_d500_169_1,45_d500_169_0->45_d500_169_1,45_d500_169_0->45_d500_169_1,NA,45_d500_169_0->45_d500_169_1,NA,1,1,1,1,1
175660,15,SB0832,badger,badger,45_d500_171_0,45_d500_169_1,45_d500_171,45_d500_169,neighborhood,27,27,76,demographie,186,345,badger->badger,2009,49,b2012,121,28,17,76,45_d500_169_1->45_d500_171_0,45_d500_169_1->45_d500_171_0,45_d500_169_1->45_d500_171_0,NA,45_d500_169_1->45_d500_171_0,NA,1,1,1,1,1
175661,15,SB0832,badger,badger,45_d500_169_2,45_d500_169_0,45_d500_169,45_d500_169,within,39,39,50,demographie,282,345,badger->badger,2010,11,b2012,121,28,17,76,45_d500_169_0->45_d500_169_2,NA,45_d500_169_0->45_d500_169_2,NA,NA,NA,1,1,1,1,1
175662,15,SB0832,boar,badger,64281_0,45_d500_169_2,64281,45_d500_169,badger,53,53,66,demographie,329,345,badger->boar,2011,13,b2012,121,28,17,76,45_d500_169_2->64281_0,45_d500_169_0->64281_0,NA,NA,NA,NA,1,1,1,1,1
175663,15,SB0832,cattle,badger,64281001_0,45_d500_171_0,64281001,45_d500_171,badger,57,-1,63,abattage,352,345,badger->cattle,2011,6,b2012,121,28,17,76,45_d500_171_0->64281001_0,45_d500_171_0->64281001_0,45_d500_171_0->64281001_0,NA,45_d500_171_0->64281001_0,NA,1,1,1,1,1
175664,15,SB0832,badger,badger,45_d500_171_1,45_d500_171_0,45_d500_171,45_d500_171,within,62,62,89,trapping,364,345,badger->badger,2012,27,b2016,121,28,17,76,45_d500_171_0->45_d500_171_1,45_d500_171_0->45_d500_171_1,45_d500_171_0->45_d500_171_1,NA,45_d500_171_0->45_d500_171_1,NA,1,1,1,1,1
175665,15,SB0832,cattle,boar,64281001_1,64281_0,64281001,64281,boar,63,66,83,abattage,369,345,boar->cattle,2012,20,b2016,121,28,17,76,64281_0->64281001_1,64281_0->64281001_1,45_d500_169_2->64281001_1,64281_0->64281001_1,45_d500_169_0->64281001_1,64281_0->64281001_1,1,1,1,1,1
175666,15,SB0832,boar,cattle,64281_1,64281001_1,64281,64281001,cattle,68,68,89,demographie,387,345,cattle->boar,2012,21,b2016,121,28,17,76,64281001_1->64281_1,64281001_1->64281_1,NA,64281001_1->64281_1,NA,64281001_1->64281_1,1,0,1,0,1
175667,15,SB0832,cattle,boar,64281001_2,64281_0,64281001,64281,boar,69,71,83,abattage,391,345,boar->cattle,2012,14,b2016,121,28,17,76,64281_0->64281001_2,64281_0->64281001_2,45_d500_169_2->64281001_2,64281_0->64281001_2,45_d500_169_0->64281001_2,64281_0->64281001_2,1,1,1,1,1
175668,15,SB0832,badger,cattle,45_d500_171_2,64281001_1,45_d500_171,64281001,cattle,70,70,100,trapping,399,345,cattle->badger,2012,30,b2016,121,28,17,76,64281001_1->45_d500_171_2,64281001_1->45_d500_171_2,64281001_1->45_d500_171_2,NA,64281001_1->45_d500_171_2,NA,1,1,0,1,0
175669,15,SB0832,cattle,cattle,64281001_3,64281001_2,64281001,64281001,within,71,75,83,abattage,404,345,cattle->cattle,2012,12,b2016,121,28,17,76,64281001_2->64281001_3,64281001_2->64281001_3,64281001_2->64281001_3,64281001_2->64281001_3,64281001_2->64281001_3,64281001_2->64281001_3,1,1,1,1,1
175670,15,SB0832,cattle,cattle,64281001_4,64281001_2,64281001,64281001,within,72,75,82,demographie,407,345,cattle->cattle,2013,10,b2016,121,28,17,76,64281001_2->64281001_4,64281001_2->64281001_4,64281001_2->64281001_4,64281001_2->64281001_4,64281001_2->64281001_4,64281001_2->64281001_4,1,1,1,1,1
175671,15,SB0832,badger,badger,45_d500_171_3,45_d500_171_0,45_d500_171,45_d500_171,within,74,74,84,demographie,411,345,badger->badger,2013,10,b2016,121,28,17,76,45_d500_171_0->45_d500_171_3,45_d500_171_0->45_d500_171_3,45_d500_171_0->45_d500_171_3,NA,45_d500_171_0->45_d500_171_3,NA,1,1,0,1,0
175672,15,SB0832,cattle,cattle,64281008_0,64281001_4,64281008,64281001,pasture,78,81,96,abattage,424,345,cattle->cattle,2013,18,b2016,121,28,17,76,64281001_4->64281008_0,64281001_4->64281008_0,64281001_4->64281008_0,64281001_4->64281008_0,64281001_4->64281008_0,64281001_4->64281008_0,1,1,1,1,1
175673,15,SB0832,cattle,cattle,64281008_2,64281001_2,64281008,64281001,pasture,82,96,96,abattage,432,345,cattle->cattle,2013,14,b2016,121,28,17,76,64281001_2->64281008_2,64281001_2->64281008_2,64281001_2->64281008_2,64281001_2->64281008_2,64281001_2->64281008_2,64281001_2->64281008_2,1,1,1,1,1
175674,15,SB0832,cattle,cattle,64281008_1,64281008_0,64281008,64281008,within,82,-1,96,abattage,433,345,cattle->cattle,2013,14,b2016,121,28,17,76,64281008_0->64281008_1,64281008_0->64281008_1,64281008_0->64281008_1,64281008_0->64281008_1,64281008_0->64281008_1,64281008_0->64281008_1,1,1,1,1,1
175675,15,SB0832,cattle,cattle,64281008_3,64281008_0,64281008,64281008,within,82,83,96,abattage,434,345,cattle->cattle,2013,14,b2016,121,28,17,76,64281008_0->64281008_3,64281008_0->64281008_3,64281008_0->64281008_3,64281008_0->64281008_3,64281008_0->64281008_3,64281008_0->64281008_3,1,1,1,1,1
