X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle
2401,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,0,15,demographie,13,101,NA->cattle,2007,15,b2012,270,41,30,199
2402,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,2,8,15,abattage,18,101,cattle->cattle,2007,13,b2012,270,41,30,199
2403,13,SB0832,cattle,cattle,64420015_2,64420015_1,64420015,64420015,within,9,10,14,demographie,44,101,cattle->cattle,2007,5,b2012,270,41,30,199
2404,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,11,12,14,demographie,60,101,cattle->cattle,2007,3,b2012,270,41,30,199
2405,13,SB0832,cattle,cattle,64420015_4,64420015_2,64420015,64420015,within,12,13,15,abattage,74,101,cattle->cattle,2008,3,b2012,270,41,30,199
2406,13,SB0832,badger,cattle,45_d500_160_0,64420015_0,45_d500_160,64420015,cattle,15,15,28,demographie,86,101,cattle->badger,2008,13,b2012,270,41,30,199
2407,13,SB0832,badger,cattle,45_d500_160_1,64420015_0,45_d500_160,64420015,cattle,16,16,18,demographie,93,101,cattle->badger,2008,2,b2012,270,41,30,199
2408,13,SB0832,badger,cattle,45_d500_160_2,64420015_4,45_d500_160,64420015,cattle,18,18,65,demographie,110,101,cattle->badger,2008,47,b2012,270,41,30,199
2409,13,SB0832,cattle,badger,64420009_0,45_d500_160_2,64420009,45_d500_160,badger,58,60,73,demographie,683,101,badger->cattle,2011,15,b2012,270,41,30,199
2410,13,SB0832,badger,cattle,45_d500_162_0,64420009_0,45_d500_162,64420009,cattle,67,67,157,NA,952,101,cattle->badger,2012,90,b2016,270,41,30,199
2411,13,SB0832,badger,cattle,45_d500_99_866_0,64420009_0,45_d500_99_866,64420009,cattle,67,67,104,trapping,953,101,cattle->badger,2012,37,b2016,270,41,30,199
2412,13,SB0832,cattle,badger,64359108_0,45_d500_162_0,64359108,45_d500_162,badger,75,77,97,abattage,1182,101,badger->cattle,2013,22,b2016,270,41,30,199
2413,13,SB0832,badger,cattle,45_d500_99_869_0,64359108_0,45_d500_99_869,64359108,cattle,79,79,116,trapping,1267,101,cattle->badger,2013,37,b2016,270,41,30,199
2414,13,SB0832,cattle,badger,64420012_0,45_d500_99_866_0,64420012,45_d500_99_866,badger,80,83,91,demographie,1279,101,badger->cattle,2013,11,b2016,270,41,30,199
2415,13,SB0832,cattle,cattle,64359108_1,64359108_0,64359108,64359108,within,83,87,97,abattage,1368,101,cattle->cattle,2013,14,b2016,270,41,30,199
2416,13,SB0832,cattle,cattle,64420012_1,64420012_0,64420012,64420012,within,86,88,92,abattage,1441,101,cattle->cattle,2014,6,b2016,270,41,30,199
2417,13,SB0832,boar,cattle,64359_0,64359108_1,64359,64359108,cattle,87,87,155,demographie,1469,101,cattle->boar,2014,68,b2016,270,41,30,199
2418,13,SB0832,badger,cattle,45_d500_99_869_1,64359108_0,45_d500_99_869,64359108,cattle,88,88,127,trapping,1490,101,cattle->badger,2014,39,b2016,270,41,30,199
