X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
65602,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,3,33,abattage,13,315,NA->cattle,2007,33,b2012,200,38,21,141,NA,NA,NA,NA,NA,NA
65603,13,SB0832,badger,cattle,45_d500_99_839_0,64420015_0,45_d500_99_839,64420015,cattle,4,4,25,demographie,28,315,cattle->badger,2007,21,b2012,200,38,21,141,64420015_0->45_d500_99_839_0,NA,64420015_0->45_d500_99_839_0,NA,NA,NA
65604,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,12,21,33,abattage,129,315,cattle->cattle,2008,21,b2012,200,38,21,141,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1
65605,13,SB0832,badger,badger,45_d500_99_839_1,45_d500_99_839_0,45_d500_99_839,45_d500_99_839,within,19,19,32,demographie,209,315,badger->badger,2008,13,b2012,200,38,21,141,45_d500_99_839_0->45_d500_99_839_1,NA,45_d500_99_839_0->45_d500_99_839_1,NA,NA,NA
65606,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,19,22,33,abattage,215,315,cattle->cattle,2008,14,b2012,200,38,21,141,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2
65607,13,SB0832,badger,cattle,45_d500_157_858_1,64420015_0,45_d500_157_858,64420015,cattle,20,20,157,NA,229,315,cattle->badger,2008,137,b2012,200,38,21,141,64420015_0->45_d500_157_858_1,64420015_0->45_d500_157_858_1,64420015_0->45_d500_157_858_1,NA,64420015_0->45_d500_157_858_1,NA
65608,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,21,22,33,abattage,242,315,cattle->cattle,2008,12,b2012,200,38,21,141,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3
65609,13,SB0832,cattle,cattle,64420015_8,64420015_0,64420015,64420015,within,23,25,33,abattage,271,315,cattle->cattle,2008,10,b2012,200,38,21,141,64420015_0->64420015_8,64420015_0->64420015_8,64420015_0->64420015_8,64420015_0->64420015_8,64420015_0->64420015_8,64420015_0->64420015_8
65610,13,SB0832,cattle,cattle,64420015_4,64420015_2,64420015,64420015,within,23,24,33,abattage,272,315,cattle->cattle,2008,10,b2012,200,38,21,141,64420015_2->64420015_4,64420015_2->64420015_4,64420015_2->64420015_4,64420015_2->64420015_4,64420015_2->64420015_4,64420015_2->64420015_4
65611,13,SB0832,cattle,cattle,64420015_6,64420015_2,64420015,64420015,within,23,29,33,abattage,273,315,cattle->cattle,2008,10,b2012,200,38,21,141,64420015_2->64420015_6,64420015_2->64420015_6,64420015_2->64420015_6,64420015_2->64420015_6,64420015_2->64420015_6,64420015_2->64420015_6
65612,13,SB0832,cattle,cattle,64420015_5,64420015_3,64420015,64420015,within,23,27,33,abattage,274,315,cattle->cattle,2008,10,b2012,200,38,21,141,64420015_3->64420015_5,64420015_3->64420015_5,64420015_3->64420015_5,64420015_3->64420015_5,64420015_3->64420015_5,64420015_3->64420015_5
65613,13,SB0832,cattle,cattle,64420015_7,64420015_3,64420015,64420015,within,23,25,33,abattage,275,315,cattle->cattle,2008,10,b2012,200,38,21,141,64420015_3->64420015_7,64420015_3->64420015_7,64420015_3->64420015_7,64420015_3->64420015_7,64420015_3->64420015_7,64420015_3->64420015_7
65614,13,SB0832,cattle,cattle,64420015_9,64420015_0,64420015,64420015,within,24,27,32,demographie,286,315,cattle->cattle,2009,8,b2012,200,38,21,141,64420015_0->64420015_9,64420015_0->64420015_9,64420015_0->64420015_9,64420015_0->64420015_9,64420015_0->64420015_9,64420015_0->64420015_9
65615,13,SB0832,cattle,cattle,64420015_10,64420015_4,64420015,64420015,within,24,25,33,abattage,287,315,cattle->cattle,2009,9,b2012,200,38,21,141,64420015_4->64420015_10,64420015_4->64420015_10,64420015_4->64420015_10,64420015_4->64420015_10,64420015_4->64420015_10,64420015_4->64420015_10
65616,13,SB0832,cattle,cattle,64420015_12,64420015_10,64420015,64420015,within,25,26,33,abattage,310,315,cattle->cattle,2009,8,b2012,200,38,21,141,64420015_10->64420015_12,64420015_10->64420015_12,64420015_10->64420015_12,64420015_10->64420015_12,64420015_10->64420015_12,64420015_10->64420015_12
65617,13,SB0832,cattle,cattle,64420015_11,64420015_2,64420015,64420015,within,25,27,32,demographie,311,315,cattle->cattle,2009,7,b2012,200,38,21,141,64420015_2->64420015_11,64420015_2->64420015_11,64420015_2->64420015_11,64420015_2->64420015_11,64420015_2->64420015_11,64420015_2->64420015_11
65618,13,SB0832,cattle,cattle,64420015_13,64420015_2,64420015,64420015,within,26,27,33,abattage,324,315,cattle->cattle,2009,7,b2012,200,38,21,141,64420015_2->64420015_13,64420015_2->64420015_13,64420015_2->64420015_13,64420015_2->64420015_13,64420015_2->64420015_13,64420015_2->64420015_13
65619,13,SB0832,badger,badger,45_d500_99_839_2,45_d500_99_839_1,45_d500_99_839,45_d500_99_839,within,27,27,111,demographie,325,315,badger->badger,2009,84,b2012,200,38,21,141,45_d500_99_839_1->45_d500_99_839_2,64420015_0->45_d500_99_839_2,45_d500_99_839_1->45_d500_99_839_2,NA,64420015_0->45_d500_99_839_2,NA
65620,13,SB0832,cattle,cattle,64420015_14,64420015_12,64420015,64420015,within,28,-1,33,abattage,361,315,cattle->cattle,2009,5,b2012,200,38,21,141,64420015_12->64420015_14,64420015_12->64420015_14,64420015_12->64420015_14,64420015_12->64420015_14,64420015_12->64420015_14,64420015_12->64420015_14
65621,13,SB0832,badger,cattle,45_d500_160_0,64420015_3,45_d500_160,64420015,cattle,28,28,45,demographie,362,315,cattle->badger,2009,17,b2012,200,38,21,141,64420015_3->45_d500_160_0,NA,64420015_3->45_d500_160_0,NA,NA,NA
65622,13,SB0832,badger,cattle,45_d500_156_0,64420015_7,45_d500_156,64420015,cattle,28,28,94,demographie,363,315,cattle->badger,2009,66,b2012,200,38,21,141,64420015_7->45_d500_156_0,64420015_7->45_d500_156_0,64420015_7->45_d500_156_0,NA,64420015_7->45_d500_156_0,NA
65623,13,SB0832,cattle,cattle,64420015_15,64420015_4,64420015,64420015,within,30,-1,33,abattage,382,315,cattle->cattle,2009,3,b2012,200,38,21,141,64420015_4->64420015_15,64420015_4->64420015_15,64420015_4->64420015_15,64420015_4->64420015_15,64420015_4->64420015_15,64420015_4->64420015_15
65624,13,SB0832,badger,badger,45_d500_99_839_3,45_d500_99_839_2,45_d500_99_839,45_d500_99_839,within,32,32,46,demographie,399,315,badger->badger,2009,14,b2012,200,38,21,141,45_d500_99_839_2->45_d500_99_839_3,NA,45_d500_99_839_2->45_d500_99_839_3,NA,NA,NA
65625,13,SB0832,cattle,cattle,64420015_17,64420015_4,64420015,64420015,within,33,-1,33,abattage,415,315,cattle->cattle,2009,0,b2012,200,38,21,141,64420015_4->64420015_17,64420015_4->64420015_17,64420015_4->64420015_17,64420015_4->64420015_17,64420015_4->64420015_17,64420015_4->64420015_17
65626,13,SB0832,cattle,cattle,64420015_16,64420015_8,64420015,64420015,within,33,-1,33,abattage,416,315,cattle->cattle,2009,0,b2012,200,38,21,141,64420015_8->64420015_16,64420015_8->64420015_16,64420015_8->64420015_16,64420015_8->64420015_16,64420015_8->64420015_16,64420015_8->64420015_16
