X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle
101459,15,SB0832,badger,NA,45_d500_169_0,NA,45_d500_169,NA,initialisation,0,0,66,trapping,15,377,NA->badger,2007,66,b2012,162,31,29,102
101460,15,SB0832,cattle,badger,64201014_0,45_d500_169_0,64201014,45_d500_169,badger,21,-1,22,demographie,77,377,badger->cattle,2008,1,b2012,162,31,29,102
101461,15,SB0832,cattle,badger,64201007_0,45_d500_169_0,64201007,45_d500_169,badger,28,30,49,abattage,110,377,badger->cattle,2009,21,b2012,162,31,29,102
101462,15,SB0832,badger,cattle,45_d500_178_0,64201007_0,45_d500_178,64201007,cattle,31,31,64,trapping,116,377,cattle->badger,2009,33,b2012,162,31,29,102
101463,15,SB0832,badger,cattle,56_d500_23_0,64201007_0,56_d500_23,64201007,cattle,31,31,112,trapping,117,377,cattle->badger,2009,81,b2012,162,31,29,102
101464,15,SB0832,badger,badger,56_d500_23_1,56_d500_23_0,56_d500_23,56_d500_23,within,32,32,77,trapping,120,377,badger->badger,2009,45,b2012,162,31,29,102
101465,15,SB0832,cattle,cattle,64201007_1,64201007_0,64201007,64201007,within,35,37,49,abattage,137,377,cattle->cattle,2009,14,b2012,162,31,29,102
101466,15,SB0832,cattle,badger,64281003_0,45_d500_169_0,64281003,45_d500_169,badger,39,40,41,demographie,171,377,badger->cattle,2010,2,b2012,162,31,29,102
101467,15,SB0832,cattle,badger,64025001_0,56_d500_23_0,64025001,56_d500_23,badger,39,-1,48,demographie,172,377,badger->cattle,2010,9,b2012,162,31,29,102
101468,15,SB0832,cattle,badger,64201007_2,45_d500_169_0,64201007,45_d500_169,badger,40,41,49,abattage,180,377,badger->cattle,2010,9,b2012,162,31,29,102
101469,15,SB0832,badger,cattle,56_d500_15_0,64201007_1,56_d500_15,64201007,cattle,40,40,70,demographie,182,377,cattle->badger,2010,30,b2012,162,31,29,102
101470,15,SB0832,badger,cattle,56_d500_15_1,64201007_0,56_d500_15,64201007,cattle,41,41,125,trapping,196,377,cattle->badger,2010,84,b2012,162,31,29,102
101471,15,SB0832,badger,cattle,56_d500_13_0,64201007_0,56_d500_13,64201007,cattle,42,42,77,trapping,207,377,cattle->badger,2010,35,b2012,162,31,29,102
101472,15,SB0832,cattle,cattle,64201007_3,64201007_1,64201007,64201007,within,42,45,48,demographie,208,377,cattle->cattle,2010,6,b2012,162,31,29,102
101473,15,SB0832,cattle,cattle,64201007_4,64201007_0,64201007,64201007,within,43,45,49,abattage,216,377,cattle->cattle,2010,6,b2012,162,31,29,102
101474,15,SB0832,cattle,badger,64025001_1,56_d500_23_1,64025001,56_d500_23,badger,44,-1,75,abattage,221,377,badger->cattle,2010,31,b2012,162,31,29,102
101475,15,SB0832,badger,cattle,45_d500_169_1,64201007_2,45_d500_169,64201007,cattle,44,44,75,demographie,224,377,cattle->badger,2010,31,b2012,162,31,29,102
101476,15,SB0832,badger,badger,45_d500_178_1,45_d500_178_0,45_d500_178,45_d500_178,within,45,45,104,demographie,233,377,badger->badger,2010,59,b2012,162,31,29,102
101477,15,SB0832,badger,cattle,45_d500_168_0,64201007_0,45_d500_168,64201007,cattle,45,45,102,trapping,237,377,cattle->badger,2010,57,b2012,162,31,29,102
101478,15,SB0832,cattle,cattle,64201007_5,64201007_0,64201007,64201007,within,47,48,49,abattage,253,377,cattle->cattle,2010,2,b2012,162,31,29,102
101479,15,SB0832,cattle,cattle,64201007_6,64201007_3,64201007,64201007,within,47,48,49,abattage,254,377,cattle->cattle,2010,2,b2012,162,31,29,102
101480,15,SB0832,boar,badger,64281_0,45_d500_169_1,64281,45_d500_169,badger,48,48,49,demographie,267,377,badger->boar,2011,1,b2012,162,31,29,102
101481,15,SB0832,cattle,cattle,64201007_7,64201007_1,64201007,64201007,within,48,49,49,abattage,269,377,cattle->cattle,2011,1,b2012,162,31,29,102
101482,15,SB0832,badger,badger,45_d500_169_2,45_d500_169_0,45_d500_169,45_d500_169,within,51,51,120,demographie,328,377,badger->badger,2011,69,b2012,162,31,29,102
101483,15,SB0832,cattle,badger,64025001_2,56_d500_13_0,64025001,56_d500_13,badger,51,53,73,abattage,329,377,badger->cattle,2011,22,b2012,162,31,29,102
101484,15,SB0832,cattle,badger,64178024_0,56_d500_23_0,64178024,56_d500_23,badger,51,60,62,demographie,330,377,badger->cattle,2011,11,b2012,162,31,29,102
101485,15,SB0832,badger,badger,56_d500_15_2,56_d500_15_0,56_d500_15,56_d500_15,within,52,52,125,trapping,339,377,badger->badger,2011,73,b2012,162,31,29,102
101486,15,SB0832,cattle,cattle,64025001_3,64025001_2,64025001,64025001,within,54,55,75,abattage,371,377,cattle->cattle,2011,21,b2012,162,31,29,102
101487,15,SB0832,badger,badger,56_d500_15_3,56_d500_15_2,56_d500_15,56_d500_15,within,60,60,102,trapping,467,377,badger->badger,2012,42,b2016,162,31,29,102
101488,15,SB0832,cattle,cattle,64025001_4,64025001_2,64025001,64025001,within,60,60,75,abattage,468,377,cattle->cattle,2012,15,b2016,162,31,29,102
101489,15,SB0832,cattle,cattle,64178024_1,64178024_0,64178024,64178024,within,61,-1,63,abattage,484,377,cattle->cattle,2012,2,b2016,162,31,29,102
101490,15,SB0832,cattle,badger,64281003_1,45_d500_169_1,64281003,45_d500_169,badger,63,66,81,abattage,512,377,badger->cattle,2012,18,b2016,162,31,29,102
101491,15,SB0832,badger,badger,45_d500_178_2,45_d500_178_1,45_d500_178,45_d500_178,within,63,63,76,demographie,513,377,badger->badger,2012,13,b2016,162,31,29,102
101492,15,SB0832,boar,cattle,64025_0,64025001_4,64025,64025001,cattle,63,63,74,demographie,514,377,cattle->boar,2012,11,b2016,162,31,29,102
101493,15,SB0832,badger,badger,45_d500_178_3,45_d500_178_1,45_d500_178,45_d500_178,within,64,64,97,demographie,536,377,badger->badger,2012,33,b2016,162,31,29,102
101494,15,SB0832,cattle,cattle,64025001_5,64025001_4,64025001,64025001,within,64,66,75,abattage,537,377,cattle->cattle,2012,11,b2016,162,31,29,102
101495,15,SB0832,cattle,cattle,64025001_6,64025001_3,64025001,64025001,within,65,-1,75,abattage,562,377,cattle->cattle,2012,10,b2016,162,31,29,102
101496,15,SB0832,cattle,cattle,64025001_7,64025001_3,64025001,64025001,within,66,70,75,abattage,580,377,cattle->cattle,2012,9,b2016,162,31,29,102
101497,15,SB0832,badger,badger,56_d500_23_3,56_d500_23_0,56_d500_23,56_d500_23,within,67,67,76,trapping,599,377,badger->badger,2012,9,b2016,162,31,29,102
101498,15,SB0832,badger,cattle,56_d500_23_2,64025001_2,56_d500_23,64025001,cattle,67,67,91,trapping,600,377,cattle->badger,2012,24,b2016,162,31,29,102
101499,15,SB0832,cattle,cattle,64281003_2,64281003_1,64281003,64281003,within,67,68,80,demographie,612,377,cattle->cattle,2012,13,b2016,162,31,29,102
101500,15,SB0832,cattle,cattle,64281003_3,64281003_1,64281003,64281003,within,67,72,81,abattage,613,377,cattle->cattle,2012,14,b2016,162,31,29,102
101501,15,SB0832,cattle,cattle,64025001_8,64025001_4,64025001,64025001,within,68,71,75,abattage,623,377,cattle->cattle,2012,7,b2016,162,31,29,102
101502,15,SB0832,badger,cattle,45_d500_170_0,64281003_2,45_d500_170,64281003,cattle,68,68,82,demographie,636,377,cattle->badger,2012,14,b2016,162,31,29,102
101503,15,SB0832,cattle,boar,64025001_9,64025_0,64025001,64025,boar,69,71,75,abattage,652,377,boar->cattle,2012,6,b2016,162,31,29,102
