X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle
73243,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,1,3,abattage,13,70,NA->cattle,2007,3,b2012,243,42,26,175
73244,13,SB0832,badger,cattle,45_d500_157_858_0,64420015_0,45_d500_157_858,64420015,cattle,4,4,102,demographie,27,70,cattle->badger,2007,98,b2012,243,42,26,175
73245,13,SB0832,badger,cattle,45_d500_160_0,64420015_0,45_d500_160,64420015,cattle,4,4,89,trapping,28,70,cattle->badger,2007,85,b2012,243,42,26,175
73246,13,SB0832,badger,badger,45_d500_157_858_1,45_d500_160_0,45_d500_157_858,45_d500_160,neighborhood,5,5,12,demographie,33,70,badger->badger,2007,7,b2012,243,42,26,175
73247,13,SB0832,badger,cattle,45_d500_156_0,64420015_0,45_d500_156,64420015,cattle,5,5,88,trapping,38,70,cattle->badger,2007,83,b2012,243,42,26,175
73248,13,SB0832,badger,cattle,45_d500_99_839_0,64420015_0,45_d500_99_839,64420015,cattle,5,5,87,demographie,39,70,cattle->badger,2007,82,b2012,243,42,26,175
73249,13,SB0832,badger,cattle,45_d500_152_0,64420015_0,45_d500_152,64420015,cattle,6,6,157,NA,46,70,cattle->badger,2007,151,b2012,243,42,26,175
73250,13,SB0832,badger,badger,45_d500_152_1,45_d500_152_0,45_d500_152,45_d500_152,within,18,18,54,demographie,132,70,badger->badger,2008,36,b2012,243,42,26,175
73251,13,SB0832,badger,badger,45_d500_163_0,45_d500_157_858_0,45_d500_163,45_d500_157_858,neighborhood,21,21,85,demographie,151,70,badger->badger,2008,64,b2012,243,42,26,175
73252,13,SB0832,badger,badger,45_d500_163_1,45_d500_163_0,45_d500_163,45_d500_163,within,23,23,157,NA,158,70,badger->badger,2008,134,b2012,243,42,26,175
73253,13,SB0832,badger,badger,45_d500_152_2,45_d500_152_1,45_d500_152,45_d500_152,within,42,42,104,trapping,225,70,badger->badger,2010,62,b2012,243,42,26,175
73254,13,SB0832,badger,badger,45_d500_99_869_0,45_d500_163_0,45_d500_99_869,45_d500_163,neighborhood,44,44,92,demographie,236,70,badger->badger,2010,48,b2012,243,42,26,175
73255,13,SB0832,badger,badger,45_d500_157_858_2,45_d500_157_858_0,45_d500_157_858,45_d500_157_858,within,52,52,68,trapping,316,70,badger->badger,2011,16,b2012,243,42,26,175
73256,13,SB0832,badger,badger,45_d500_152_3,45_d500_152_2,45_d500_152,45_d500_152,within,55,55,61,demographie,342,70,badger->badger,2011,6,b2012,243,42,26,175
73257,13,SB0832,cattle,badger,64420044_0,45_d500_160_0,64420044,45_d500_160,badger,55,59,84,abattage,343,70,badger->cattle,2011,29,b2012,243,42,26,175
73258,13,SB0832,cattle,cattle,64420044_1,64420044_0,64420044,64420044,within,61,62,86,abattage,375,70,cattle->cattle,2012,25,b2016,243,42,26,175
73259,13,SB0832,badger,cattle,45_d500_99_766_4,64420044_0,45_d500_99_766,64420044,cattle,63,63,90,trapping,386,70,cattle->badger,2012,27,b2016,243,42,26,175
73260,13,SB0832,badger,badger,45_d500_99_839_4,45_d500_99_839_0,45_d500_99_839,45_d500_99_839,within,67,67,84,demographie,408,70,badger->badger,2012,17,b2016,243,42,26,175
73261,13,SB0832,cattle,cattle,64420044_2,64420044_1,64420044,64420044,within,69,71,86,abattage,425,70,cattle->cattle,2012,17,b2016,243,42,26,175
73262,13,SB0832,cattle,cattle,64420044_3,64420044_0,64420044,64420044,within,73,76,84,abattage,474,70,cattle->cattle,2013,11,b2016,243,42,26,175
73263,13,SB0832,cattle,cattle,64420044_4,64420044_0,64420044,64420044,within,77,81,84,abattage,532,70,cattle->cattle,2013,7,b2016,243,42,26,175
73264,13,SB0832,cattle,cattle,64420044_5,64420044_1,64420044,64420044,within,77,81,84,abattage,533,70,cattle->cattle,2013,7,b2016,243,42,26,175
73265,13,SB0832,cattle,badger,64359189_0,45_d500_157_858_0,64359189,45_d500_157_858,badger,79,81,86,abattage,558,70,badger->cattle,2013,7,b2016,243,42,26,175
73266,13,SB0832,cattle,cattle,64420015_1,64420044_0,64420015,64420044,pasture,79,83,84,abattage,581,70,cattle->cattle,2013,5,b2016,243,42,26,175
73267,13,SB0832,badger,cattle,49_d500_30_0,64359189_0,49_d500_30,64359189,cattle,81,81,157,NA,623,70,cattle->badger,2013,76,b2016,243,42,26,175
73268,13,SB0832,cattle,cattle,64420007_0,64420044_1,64420007,64420044,pasture,81,83,96,abattage,625,70,cattle->cattle,2013,15,b2016,243,42,26,175
73269,13,SB0832,cattle,cattle,64420044_6,64420044_4,64420044,64420044,within,81,82,84,abattage,626,70,cattle->cattle,2013,3,b2016,243,42,26,175
73270,13,SB0832,badger,cattle,45_d500_37_600_3,64359189_0,45_d500_37_600,64359189,cattle,82,82,94,demographie,642,70,cattle->badger,2013,12,b2016,243,42,26,175
73271,13,SB0832,cattle,cattle,64420015_2,64420044_5,64420015,64420044,pasture,82,-1,84,abattage,652,70,cattle->cattle,2013,2,b2016,243,42,26,175
73272,13,SB0832,cattle,cattle,64359189_3,64359189_0,64359189,64359189,within,83,85,86,abattage,667,70,cattle->cattle,2013,3,b2016,243,42,26,175
73273,13,SB0832,cattle,cattle,64420044_7,64420044_5,64420044,64420044,within,83,-1,84,abattage,685,70,cattle->cattle,2013,1,b2016,243,42,26,175
73274,13,SB0832,cattle,cattle,64420044_8,64420044_4,64420044,64420044,within,84,-1,86,abattage,712,70,cattle->cattle,2014,2,b2016,243,42,26,175
73275,13,SB0832,cattle,cattle,64420044_9,64420044_2,64420044,64420044,within,85,-1,86,abattage,744,70,cattle->cattle,2014,1,b2016,243,42,26,175
73276,13,SB0832,cattle,cattle,64420044_10,64420044_1,64420044,64420044,within,86,-1,86,abattage,762,70,cattle->cattle,2014,0,b2016,243,42,26,175
73277,13,SB0832,badger,badger,45_d500_169_0,45_d500_156_0,45_d500_169,45_d500_156,neighborhood,87,87,90,trapping,768,70,badger->badger,2014,3,b2016,243,42,26,175
73278,13,SB0832,badger,badger,45_d500_99_869_2,45_d500_99_869_0,45_d500_99_869,45_d500_99_869,within,87,87,137,trapping,771,70,badger->badger,2014,50,b2016,243,42,26,175
73279,13,SB0832,boar,boar,64359_18,64359_16,64359,64359,within,88,88,121,demographie,796,70,boar->boar,2014,33,b2016,243,42,26,175
73280,13,SB0832,cattle,boar,64359119_0,64359_18,64359119,64359,boar,88,89,98,abattage,797,70,boar->cattle,2014,10,b2016,243,42,26,175
73281,13,SB0832,boar,cattle,64359_16,64359189_3,64359,64359189,cattle,88,88,90,demographie,802,70,cattle->boar,2014,2,b2016,243,42,26,175
73282,13,SB0832,cattle,boar,64359024_0,64359_16,64359024,64359,boar,89,93,97,demographie,821,70,boar->cattle,2014,8,b2016,243,42,26,175
73283,13,SB0832,cattle,badger,64359110_3,45_d500_37_600_3,64359110,45_d500_37_600,badger,92,-1,98,abattage,869,70,badger->cattle,2014,6,b2016,243,42,26,175
73284,13,SB0832,boar,cattle,64359_22,64359119_0,64359,64359119,cattle,92,92,101,demographie,880,70,cattle->boar,2014,9,b2016,243,42,26,175
73285,13,SB0832,cattle,boar,64359211_3,64359_16,64359211,64359,boar,94,98,98,abattage,918,70,boar->cattle,2014,4,b2016,243,42,26,175
73286,13,SB0832,cattle,boar,64359189_5,64359_22,64359189,64359,boar,94,95,112,abattage,920,70,boar->cattle,2014,18,b2016,243,42,26,175
73287,13,SB0832,cattle,cattle,64359119_1,64359119_0,64359119,64359119,within,95,-1,98,demographie,948,70,cattle->cattle,2014,3,b2016,243,42,26,175
73288,13,SB0832,cattle,cattle,64420007_1,64420007_0,64420007,64420007,within,95,-1,96,abattage,950,70,cattle->cattle,2014,1,b2016,243,42,26,175
73289,13,SB0832,cattle,cattle,64359024_2,64359024_0,64359024,64359024,within,96,-1,97,abattage,969,70,cattle->cattle,2015,1,b2016,243,42,26,175
73290,13,SB0832,cattle,cattle,64359119_2,64359119_0,64359119,64359119,within,96,-1,98,abattage,972,70,cattle->cattle,2015,2,b2016,243,42,26,175
73291,13,SB0832,cattle,cattle,64359119_3,64359119_0,64359119,64359119,within,98,-1,98,abattage,1007,70,cattle->cattle,2015,0,b2016,243,42,26,175
