X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle
183816,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,4,26,abattage,13,298,NA->cattle,2007,26,b2012,298,30,36,232
183817,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,13,17,28,abattage,85,298,cattle->cattle,2008,15,b2012,298,30,36,232
183818,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,14,20,26,abattage,90,298,cattle->cattle,2008,12,b2012,298,30,36,232
183819,13,SB0832,badger,cattle,45_d500_99_839_0,64420015_1,45_d500_99_839,64420015,cattle,17,17,157,NA,109,298,cattle->badger,2008,140,b2012,298,30,36,232
183820,13,SB0832,cattle,cattle,64420015_4,64420015_0,64420015,64420015,within,23,-1,28,abattage,135,298,cattle->cattle,2008,5,b2012,298,30,36,232
183821,13,SB0832,cattle,cattle,64420015_3,64420015_1,64420015,64420015,within,23,-1,26,abattage,136,298,cattle->cattle,2008,3,b2012,298,30,36,232
183822,13,SB0832,cattle,cattle,64420015_6,64420015_0,64420015,64420015,within,24,-1,26,abattage,144,298,cattle->cattle,2009,2,b2012,298,30,36,232
183823,13,SB0832,cattle,cattle,64420015_5,64420015_1,64420015,64420015,within,24,25,26,abattage,145,298,cattle->cattle,2009,2,b2012,298,30,36,232
183824,13,SB0832,cattle,cattle,64420015_7,64420015_0,64420015,64420015,within,25,25,26,abattage,148,298,cattle->cattle,2009,1,b2012,298,30,36,232
183825,13,SB0832,cattle,cattle,64420015_8,64420015_2,64420015,64420015,within,26,-1,26,abattage,155,298,cattle->cattle,2009,0,b2012,298,30,36,232
183826,13,SB0832,cattle,badger,64420009_0,45_d500_99_839_0,64420009,45_d500_99_839,badger,27,29,45,demographie,158,298,badger->cattle,2009,18,b2012,298,30,36,232
183827,13,SB0832,badger,cattle,45_d500_105_726_0,64420009_0,45_d500_105_726,64420009,cattle,32,32,46,demographie,175,298,cattle->badger,2009,14,b2012,298,30,36,232
183828,13,SB0832,cattle,cattle,64420009_1,64420009_0,64420009,64420009,within,34,-1,35,demographie,184,298,cattle->cattle,2009,1,b2012,298,30,36,232
183829,13,SB0832,badger,cattle,45_d500_99_866_0,64420009_0,45_d500_99_866,64420009,cattle,34,34,92,trapping,185,298,cattle->badger,2009,58,b2012,298,30,36,232
183830,13,SB0832,cattle,cattle,64420009_2,64420009_0,64420009,64420009,within,37,44,52,abattage,200,298,cattle->cattle,2010,15,b2012,298,30,36,232
183831,13,SB0832,badger,badger,45_d500_99_866_1,45_d500_99_866_0,45_d500_99_866,45_d500_99_866,within,39,39,75,demographie,206,298,badger->badger,2010,36,b2012,298,30,36,232
183832,13,SB0832,cattle,cattle,64420009_3,64420009_0,64420009,64420009,within,39,46,52,abattage,208,298,cattle->cattle,2010,13,b2012,298,30,36,232
183833,13,SB0832,cattle,cattle,64420009_4,64420009_0,64420009,64420009,within,42,-1,44,demographie,222,298,cattle->cattle,2010,2,b2012,298,30,36,232
183834,13,SB0832,badger,cattle,45_d500_162_0,64420009_0,45_d500_162,64420009,cattle,42,42,99,demographie,223,298,cattle->badger,2010,57,b2012,298,30,36,232
