X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle
15596,15,SB0832,badger,NA,45_d500_156_0,NA,45_d500_156,NA,initialisation,0,0,104,demographie,15,301,NA->badger,2007,104,b2012,482,47,38,397
15597,15,SB0832,badger,badger,45_d500_156_1,45_d500_156_0,45_d500_156,45_d500_156,within,2,2,90,trapping,17,301,badger->badger,2007,88,b2012,482,47,38,397
15598,15,SB0832,badger,badger,45_d500_156_2,45_d500_156_0,45_d500_156,45_d500_156,within,12,12,69,demographie,102,301,badger->badger,2008,57,b2012,482,47,38,397
15599,15,SB0832,cattle,badger,64201021_0,45_d500_156_1,64201021,45_d500_156,badger,15,25,63,abattage,137,301,badger->cattle,2008,48,b2012,482,47,38,397
15600,15,SB0832,badger,badger,45_d500_156_3,45_d500_156_0,45_d500_156,45_d500_156,within,18,18,24,demographie,190,301,badger->badger,2008,6,b2012,482,47,38,397
15601,15,SB0832,badger,cattle,45_d500_176_0,64201021_0,45_d500_176,64201021,cattle,28,28,34,demographie,392,301,cattle->badger,2009,6,b2012,482,47,38,397
15602,15,SB0832,badger,cattle,45_d500_177_0,64201021_0,45_d500_177,64201021,cattle,28,28,68,demographie,393,301,cattle->badger,2009,40,b2012,482,47,38,397
15603,15,SB0832,cattle,cattle,64201002_0,64201021_0,64201002,64201021,pasture,29,32,50,abattage,443,301,cattle->cattle,2009,21,b2012,482,47,38,397
15604,15,SB0832,cattle,cattle,64201007_0,64201021_0,64201007,64201021,pasture,30,31,54,demographie,494,301,cattle->cattle,2009,24,b2012,482,47,38,397
15605,15,SB0832,badger,badger,45_d500_176_1,45_d500_176_0,45_d500_176,45_d500_176,within,31,31,40,demographie,530,301,badger->badger,2009,9,b2012,482,47,38,397
15606,15,SB0832,badger,badger,45_d500_177_1,45_d500_177_0,45_d500_177,45_d500_177,within,33,33,83,demographie,630,301,badger->badger,2009,50,b2012,482,47,38,397
15607,15,SB0832,badger,cattle,56_d500_2_0,64201002_0,56_d500_2,64201002,cattle,34,34,92,trapping,694,301,cattle->badger,2009,58,b2012,482,47,38,397
15608,15,SB0832,badger,badger,45_d500_176_2,45_d500_176_1,45_d500_176,45_d500_176,within,36,36,90,trapping,798,301,badger->badger,2010,54,b2012,482,47,38,397
15609,15,SB0832,badger,badger,45_d500_170_1,45_d500_156_1,45_d500_170,45_d500_170,within,37,37,69,demographie,853,301,badger->badger,2010,32,b2012,482,47,38,397
15610,15,SB0832,cattle,cattle,64201002_1,64201002_0,64201002,64201002,within,37,-1,39,demographie,864,301,cattle->cattle,2010,2,b2012,482,47,38,397
15611,15,SB0832,cattle,cattle,64201021_1,64201021_0,64201021,64201021,within,37,38,61,abattage,865,301,cattle->cattle,2010,24,b2012,482,47,38,397
15612,15,SB0832,cattle,cattle,64201021_2,64201021_0,64201021,64201021,within,37,43,63,abattage,866,301,cattle->cattle,2010,26,b2012,482,47,38,397
