X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle
125660,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,0,28,abattage,13,331,NA->cattle,2007,28,b2012,251,34,47,170
125661,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,3,4,21,demographie,23,331,cattle->cattle,2007,18,b2012,251,34,47,170
125662,13,SB0832,badger,cattle,45_d500_152_0,64420015_0,45_d500_152,64420015,cattle,5,5,12,demographie,29,331,cattle->badger,2007,7,b2012,251,34,47,170
125663,13,SB0832,badger,cattle,45_d500_160_0,64420015_0,45_d500_160,64420015,cattle,6,6,95,demographie,34,331,cattle->badger,2007,89,b2012,251,34,47,170
125664,13,SB0832,cattle,cattle,64420015_2,64420015_1,64420015,64420015,within,7,-1,10,demographie,39,331,cattle->cattle,2007,3,b2012,251,34,47,170
125665,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,9,16,27,demographie,48,331,cattle->cattle,2007,18,b2012,251,34,47,170
125666,13,SB0832,cattle,cattle,64420015_4,64420015_1,64420015,64420015,within,15,17,28,abattage,84,331,cattle->cattle,2008,13,b2012,251,34,47,170
125667,13,SB0832,cattle,cattle,64420015_5,64420015_1,64420015,64420015,within,15,19,28,abattage,85,331,cattle->cattle,2008,13,b2012,251,34,47,170
125668,13,SB0832,cattle,cattle,64420015_6,64420015_1,64420015,64420015,within,15,20,28,abattage,86,331,cattle->cattle,2008,13,b2012,251,34,47,170
125669,13,SB0832,cattle,cattle,64420044_0,64420015_4,64420044,64420015,pasture,20,22,27,abattage,111,331,cattle->cattle,2008,7,b2012,251,34,47,170
125670,13,SB0832,badger,cattle,45_d500_152_1,64420015_5,45_d500_152,64420015,cattle,21,21,52,demographie,115,331,cattle->badger,2008,31,b2012,251,34,47,170
125671,13,SB0832,cattle,cattle,64420015_7,64420015_6,64420015,64420015,within,21,28,28,abattage,116,331,cattle->cattle,2008,7,b2012,251,34,47,170
125672,13,SB0832,cattle,cattle,64420015_8,64420015_5,64420015,64420015,within,22,23,28,abattage,118,331,cattle->cattle,2008,6,b2012,251,34,47,170
125673,13,SB0832,cattle,cattle,64420015_9,64420015_3,64420015,64420015,within,23,25,28,abattage,128,331,cattle->cattle,2008,5,b2012,251,34,47,170
125674,13,SB0832,cattle,cattle,64420015_10,64420015_6,64420015,64420015,within,23,-1,26,demographie,129,331,cattle->cattle,2008,3,b2012,251,34,47,170
125675,13,SB0832,cattle,cattle,64420015_11,64420015_5,64420015,64420015,within,24,26,28,abattage,133,331,cattle->cattle,2009,4,b2012,251,34,47,170
125676,13,SB0832,cattle,cattle,64420044_1,64420044_0,64420044,64420044,within,24,26,27,abattage,134,331,cattle->cattle,2009,3,b2012,251,34,47,170
125677,13,SB0832,cattle,cattle,64420015_12,64420015_8,64420015,64420015,within,28,-1,28,abattage,149,331,cattle->cattle,2009,0,b2012,251,34,47,170
125678,13,SB0832,cattle,cattle,64420015_13,64420015_8,64420015,64420015,within,28,-1,28,abattage,150,331,cattle->cattle,2009,0,b2012,251,34,47,170
125679,13,SB0832,cattle,badger,64420035_0,45_d500_160_0,64420035,45_d500_160,badger,66,69,93,abattage,333,331,badger->cattle,2012,27,b2016,251,34,47,170
125680,13,SB0832,cattle,cattle,64420035_1,64420035_0,64420035,64420035,within,72,74,91,demographie,423,331,cattle->cattle,2013,19,b2016,251,34,47,170
125681,13,SB0832,badger,cattle,45_d500_99_839_0,64420035_1,45_d500_99_839,64420035,cattle,75,75,116,trapping,463,331,cattle->badger,2013,41,b2016,251,34,47,170
