X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
72415,15,SB0832,badger,NA,45_d500_152_0,NA,45_d500_152,NA,initialisation,0,0,28,demographie,15,564,NA->badger,2007,28,b2012,354,17,20,317,NA,NA,NA,NA,NA,NA
72416,15,SB0832,badger,badger,45_d500_152_1,45_d500_152_0,45_d500_152,45_d500_152,within,25,25,77,trapping,130,564,badger->badger,2009,52,b2012,354,17,20,317,45_d500_152_0->45_d500_152_1,NA,45_d500_152_0->45_d500_152_1,NA,NA,NA
72417,15,SB0832,cattle,badger,64420039_0,45_d500_152_1,64420039,45_d500_152,badger,33,38,65,abattage,180,564,badger->cattle,2009,32,b2012,354,17,20,317,45_d500_152_1->64420039_0,45_d500_152_1->64420039_0,45_d500_152_1->64420039_0,NA,45_d500_152_1->64420039_0,NA
72418,15,SB0832,badger,badger,45_d500_152_2,45_d500_152_1,45_d500_152,45_d500_152,within,43,43,57,demographie,272,564,badger->badger,2010,14,b2012,354,17,20,317,45_d500_152_1->45_d500_152_2,NA,45_d500_152_1->45_d500_152_2,NA,NA,NA
72419,15,SB0832,cattle,cattle,64420035_0,64420039_0,64420035,64420039,pasture,45,46,71,abattage,299,564,cattle->cattle,2010,26,b2012,354,17,20,317,64420039_0->64420035_0,64420039_0->64420035_0,64420039_0->64420035_0,64420039_0->64420035_0,64420039_0->64420035_0,64420039_0->64420035_0
72420,15,SB0832,badger,cattle,45_d500_99_866_0,64420039_0,45_d500_99_866,64420039,cattle,45,45,46,demographie,300,564,cattle->badger,2010,1,b2012,354,17,20,317,64420039_0->45_d500_99_866_0,NA,64420039_0->45_d500_99_866_0,NA,NA,NA
72421,15,SB0832,badger,cattle,45_d500_170_0,64420039_0,45_d500_170,64420039,cattle,46,46,148,trapping,316,564,cattle->badger,2010,102,b2012,354,17,20,317,64420039_0->45_d500_170_0,64420039_0->45_d500_170_0,64420039_0->45_d500_170_0,NA,64420039_0->45_d500_170_0,NA
72422,15,SB0832,cattle,cattle,64420035_1,64420035_0,64420035,64420035,within,48,50,71,abattage,352,564,cattle->cattle,2011,23,b2012,354,17,20,317,64420035_0->64420035_1,64420035_0->64420035_1,64420035_0->64420035_1,64420035_0->64420035_1,64420035_0->64420035_1,64420035_0->64420035_1
72423,15,SB0832,cattle,cattle,64420039_1,64420039_0,64420039,64420039,within,48,49,65,abattage,353,564,cattle->cattle,2011,17,b2012,354,17,20,317,64420039_0->64420039_1,64420039_0->64420039_1,64420039_0->64420039_1,64420039_0->64420039_1,64420039_0->64420039_1,64420039_0->64420039_1
72424,15,SB0832,cattle,cattle,64420035_2,64420035_0,64420035,64420035,within,49,52,71,abattage,375,564,cattle->cattle,2011,22,b2012,354,17,20,317,64420035_0->64420035_2,64420035_0->64420035_2,64420035_0->64420035_2,64420035_0->64420035_2,64420035_0->64420035_2,64420035_0->64420035_2
