X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,presence_2,presence_3,presence_4,presence_5,presence_6
157000,15,SB0832,badger,NA,45_d500_152_0,NA,45_d500_152,NA,initialisation,0,0,76,trapping,15,446,NA->badger,2007,76,b2012,155,21,25,109,NA,NA,NA,NA,NA,NA,1,1,1,1,1
157001,15,SB0832,cattle,badger,64521015_0,45_d500_152_0,64521015,45_d500_152,badger,16,18,46,abattage,112,446,badger->cattle,2008,30,b2012,155,21,25,109,45_d500_152_0->64521015_0,45_d500_152_0->64521015_0,45_d500_152_0->64521015_0,NA,45_d500_152_0->64521015_0,NA,1,1,1,1,1
157002,15,SB0832,cattle,cattle,64521015_1,64521015_0,64521015,64521015,within,26,28,46,abattage,216,446,cattle->cattle,2009,20,b2012,155,21,25,109,64521015_0->64521015_1,64521015_0->64521015_1,64521015_0->64521015_1,64521015_0->64521015_1,64521015_0->64521015_1,64521015_0->64521015_1,1,1,1,1,1
157003,15,SB0832,cattle,cattle,64521015_2,64521015_0,64521015,64521015,within,26,28,46,abattage,217,446,cattle->cattle,2009,20,b2012,155,21,25,109,64521015_0->64521015_2,64521015_0->64521015_2,64521015_0->64521015_2,64521015_0->64521015_2,64521015_0->64521015_2,64521015_0->64521015_2,1,1,1,1,1
157004,15,SB0832,boar,cattle,64521_0,64521015_0,64521,64521015,cattle,27,27,42,demographie,222,446,cattle->boar,2009,15,b2012,155,21,25,109,64521015_0->64521_0,NA,NA,64521015_0->64521_0,NA,NA,0,0,1,0,0
157005,15,SB0832,badger,cattle,3_d500_284_0,64521015_0,3_d500_284,64521015,cattle,28,28,114,trapping,234,446,cattle->badger,2009,86,b2012,155,21,25,109,64521015_0->3_d500_284_0,64521015_0->3_d500_284_0,64521015_0->3_d500_284_0,NA,64521015_0->3_d500_284_0,NA,1,1,1,1,1
157006,15,SB0832,cattle,cattle,64521015_3,64521015_2,64521015,64521015,within,30,31,39,demographie,274,446,cattle->cattle,2009,9,b2012,155,21,25,109,64521015_2->64521015_3,64521015_2->64521015_3,64521015_2->64521015_3,64521015_2->64521015_3,64521015_2->64521015_3,64521015_2->64521015_3,1,1,1,1,1
157007,15,SB0832,boar,cattle,64521_1,64521015_3,64521,64521015,cattle,31,31,49,demographie,291,446,cattle->boar,2009,18,b2012,155,21,25,109,64521015_3->64521_1,NA,NA,64521015_3->64521_1,NA,NA,0,0,1,0,0
157008,15,SB0832,boar,boar,64521_2,64521_1,64521,64521,within,36,36,42,demographie,353,446,boar->boar,2010,6,b2012,155,21,25,109,64521_1->64521_2,NA,NA,64521_1->64521_2,NA,NA,0,0,1,0,0
157009,15,SB0832,cattle,cattle,64521015_5,64521015_2,64521015,64521015,within,36,37,46,abattage,354,446,cattle->cattle,2010,10,b2012,155,21,25,109,64521015_2->64521015_5,64521015_2->64521015_5,64521015_2->64521015_5,64521015_2->64521015_5,64521015_2->64521015_5,64521015_2->64521015_5,1,1,1,1,1
157010,15,SB0832,cattle,cattle,64521015_4,64521015_3,64521015,64521015,within,36,38,46,abattage,355,446,cattle->cattle,2010,10,b2012,155,21,25,109,64521015_3->64521015_4,64521015_3->64521015_4,64521015_3->64521015_4,64521015_3->64521015_4,64521015_3->64521015_4,64521015_3->64521015_4,1,1,1,1,1
157011,15,SB0832,cattle,cattle,64521015_6,64521015_3,64521015,64521015,within,37,39,46,abattage,375,446,cattle->cattle,2010,9,b2012,155,21,25,109,64521015_3->64521015_6,64521015_3->64521015_6,64521015_3->64521015_6,64521015_3->64521015_6,64521015_3->64521015_6,64521015_3->64521015_6,1,1,1,1,1
157012,15,SB0832,cattle,cattle,64521015_9,64521015_2,64521015,64521015,within,38,39,46,abattage,387,446,cattle->cattle,2010,8,b2012,155,21,25,109,64521015_2->64521015_9,64521015_2->64521015_9,64521015_2->64521015_9,64521015_2->64521015_9,64521015_2->64521015_9,64521015_2->64521015_9,1,1,1,1,1
157013,15,SB0832,cattle,cattle,64521015_8,64521015_4,64521015,64521015,within,38,39,45,demographie,388,446,cattle->cattle,2010,7,b2012,155,21,25,109,64521015_4->64521015_8,64521015_4->64521015_8,64521015_4->64521015_8,64521015_4->64521015_8,64521015_4->64521015_8,64521015_4->64521015_8,1,1,1,1,1
157014,15,SB0832,cattle,cattle,64521015_7,64521015_5,64521015,64521015,within,38,39,46,abattage,389,446,cattle->cattle,2010,8,b2012,155,21,25,109,64521015_5->64521015_7,64521015_5->64521015_7,64521015_5->64521015_7,64521015_5->64521015_7,64521015_5->64521015_7,64521015_5->64521015_7,1,1,1,1,1
157015,15,SB0832,cattle,cattle,64420038_0,64521015_7,64420038,64521015,pasture,42,45,55,demographie,470,446,cattle->cattle,2010,13,b2012,155,21,25,109,64521015_7->64420038_0,64521015_7->64420038_0,64521015_7->64420038_0,64521015_7->64420038_0,64521015_7->64420038_0,64521015_7->64420038_0,1,1,1,1,1
157016,15,SB0832,boar,cattle,64521_3,64521015_1,64521,64521015,cattle,43,43,157,NA,491,446,cattle->boar,2010,114,b2012,155,21,25,109,64521015_1->64521_3,64521015_1->64521_3,NA,64521015_1->64521_3,NA,64521015_1->64521_3,1,1,1,1,1
157017,15,SB0832,badger,cattle,3_d500_285_0,64521015_5,3_d500_285,64521015,cattle,43,43,77,demographie,492,446,cattle->badger,2010,34,b2012,155,21,25,109,64521015_5->3_d500_285_0,64521015_5->3_d500_285_0,64521015_5->3_d500_285_0,NA,64521015_5->3_d500_285_0,NA,1,1,1,1,1
157018,15,SB0832,cattle,cattle,64521015_10,64521015_4,64521015,64521015,within,44,45,46,abattage,509,446,cattle->cattle,2010,2,b2012,155,21,25,109,64521015_4->64521015_10,64521015_4->64521015_10,64521015_4->64521015_10,64521015_4->64521015_10,64521015_4->64521015_10,64521015_4->64521015_10,1,1,1,1,1
157019,15,SB0832,cattle,cattle,64420038_1,64521015_7,64420038,64521015,pasture,45,48,56,abattage,523,446,cattle->cattle,2010,11,b2012,155,21,25,109,64521015_7->64420038_1,64521015_7->64420038_1,64521015_7->64420038_1,64521015_7->64420038_1,64521015_7->64420038_1,64521015_7->64420038_1,1,1,1,1,1
157020,15,SB0832,cattle,cattle,64420038_2,64420038_0,64420038,64420038,within,47,47,56,abattage,557,446,cattle->cattle,2010,9,b2012,155,21,25,109,64420038_0->64420038_2,64420038_0->64420038_2,64420038_0->64420038_2,64420038_0->64420038_2,64420038_0->64420038_2,64420038_0->64420038_2,1,1,1,1,1
157021,15,SB0832,cattle,cattle,64420038_3,64420038_1,64420038,64420038,within,49,51,56,abattage,595,446,cattle->cattle,2011,7,b2012,155,21,25,109,64420038_1->64420038_3,64420038_1->64420038_3,64420038_1->64420038_3,64420038_1->64420038_3,64420038_1->64420038_3,64420038_1->64420038_3,1,1,1,1,1
157022,15,SB0832,cattle,cattle,64420038_4,64420038_1,64420038,64420038,within,49,50,56,abattage,596,446,cattle->cattle,2011,7,b2012,155,21,25,109,64420038_1->64420038_4,64420038_1->64420038_4,64420038_1->64420038_4,64420038_1->64420038_4,64420038_1->64420038_4,64420038_1->64420038_4,1,1,1,1,1
157023,15,SB0832,cattle,cattle,64420038_6,64420038_1,64420038,64420038,within,50,54,56,abattage,614,446,cattle->cattle,2011,6,b2012,155,21,25,109,64420038_1->64420038_6,64420038_1->64420038_6,64420038_1->64420038_6,64420038_1->64420038_6,64420038_1->64420038_6,64420038_1->64420038_6,1,1,1,1,1
