X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,presence_2,presence_3,presence_4,presence_5,presence_6
118574,15,SB0832,badger,NA,45_d500_99_766_0,NA,45_d500_99_766,NA,initialisation,0,0,77,trapping,15,31,NA->badger,2007,77,b2012,280,28,20,232,NA,NA,NA,NA,NA,NA,1,1,1,1,1
118575,15,SB0832,cattle,badger,64420002_0,45_d500_99_766_0,64420002,45_d500_99_766,badger,20,23,61,abattage,161,31,badger->cattle,2008,41,b2012,280,28,20,232,45_d500_99_766_0->64420002_0,45_d500_99_766_0->64420002_0,45_d500_99_766_0->64420002_0,NA,45_d500_99_766_0->64420002_0,NA,1,1,1,1,1
118576,15,SB0832,cattle,cattle,64420002_1,64420002_0,64420002,64420002,within,24,27,60,demographie,195,31,cattle->cattle,2009,36,b2012,280,28,20,232,64420002_0->64420002_1,64420002_0->64420002_1,64420002_0->64420002_1,64420002_0->64420002_1,64420002_0->64420002_1,64420002_0->64420002_1,1,1,1,1,1
118577,15,SB0832,cattle,cattle,64420002_2,64420002_0,64420002,64420002,within,24,25,61,abattage,196,31,cattle->cattle,2009,37,b2012,280,28,20,232,64420002_0->64420002_2,64420002_0->64420002_2,64420002_0->64420002_2,64420002_0->64420002_2,64420002_0->64420002_2,64420002_0->64420002_2,1,1,1,1,1
118578,15,SB0832,badger,cattle,45_d500_99_839_0,64420002_0,45_d500_99_839,64420002,cattle,27,27,88,trapping,217,31,cattle->badger,2009,61,b2012,280,28,20,232,64420002_0->45_d500_99_839_0,64420002_0->45_d500_99_839_0,64420002_0->45_d500_99_839_0,NA,64420002_0->45_d500_99_839_0,NA,1,1,0,1,0
118579,15,SB0832,cattle,cattle,64420002_3,64420002_0,64420002,64420002,within,35,38,61,abattage,269,31,cattle->cattle,2009,26,b2012,280,28,20,232,64420002_0->64420002_3,64420002_0->64420002_3,64420002_0->64420002_3,64420002_0->64420002_3,64420002_0->64420002_3,64420002_0->64420002_3,1,1,1,1,1
118580,15,SB0832,cattle,cattle,64420002_4,64420002_1,64420002,64420002,within,36,38,61,abattage,278,31,cattle->cattle,2010,25,b2012,280,28,20,232,64420002_1->64420002_4,64420002_1->64420002_4,64420002_1->64420002_4,64420002_1->64420002_4,64420002_1->64420002_4,64420002_1->64420002_4,1,1,1,1,1
118581,15,SB0832,cattle,cattle,64420002_5,64420002_1,64420002,64420002,within,36,37,54,demographie,279,31,cattle->cattle,2010,18,b2012,280,28,20,232,64420002_1->64420002_5,64420002_1->64420002_5,64420002_1->64420002_5,64420002_1->64420002_5,64420002_1->64420002_5,64420002_1->64420002_5,1,1,1,1,1
118582,15,SB0832,cattle,cattle,64420002_6,64420002_0,64420002,64420002,within,37,42,61,abattage,293,31,cattle->cattle,2010,24,b2012,280,28,20,232,64420002_0->64420002_6,64420002_0->64420002_6,64420002_0->64420002_6,64420002_0->64420002_6,64420002_0->64420002_6,64420002_0->64420002_6,1,1,1,1,1
118583,15,SB0832,cattle,cattle,64420002_8,64420002_0,64420002,64420002,within,38,43,61,demographie,299,31,cattle->cattle,2010,23,b2012,280,28,20,232,64420002_0->64420002_8,64420002_0->64420002_8,64420002_0->64420002_8,64420002_0->64420002_8,64420002_0->64420002_8,64420002_0->64420002_8,1,1,1,1,1
118584,15,SB0832,cattle,cattle,64420002_7,64420002_5,64420002,64420002,within,38,39,61,abattage,300,31,cattle->cattle,2010,23,b2012,280,28,20,232,64420002_5->64420002_7,64420002_5->64420002_7,64420002_5->64420002_7,64420002_5->64420002_7,64420002_5->64420002_7,64420002_5->64420002_7,1,1,1,1,1
118585,15,SB0832,cattle,cattle,64420002_9,64420002_2,64420002,64420002,within,41,41,61,abattage,319,31,cattle->cattle,2010,20,b2012,280,28,20,232,64420002_2->64420002_9,64420002_2->64420002_9,64420002_2->64420002_9,64420002_2->64420002_9,64420002_2->64420002_9,64420002_2->64420002_9,1,1,1,1,1
118586,15,SB0832,badger,cattle,45_d500_99_766_1,64420002_5,45_d500_99_766,64420002,cattle,41,41,85,demographie,320,31,cattle->badger,2010,44,b2012,280,28,20,232,64420002_5->45_d500_99_766_1,64420002_5->45_d500_99_766_1,64420002_5->45_d500_99_766_1,NA,64420002_5->45_d500_99_766_1,NA,1,1,0,1,0
118587,15,SB0832,badger,cattle,45_d500_99_720_0,64420002_4,45_d500_99_720,64420002,cattle,42,42,100,trapping,334,31,cattle->badger,2010,58,b2012,280,28,20,232,64420002_4->45_d500_99_720_0,64420002_4->45_d500_99_720_0,64420002_4->45_d500_99_720_0,NA,64420002_4->45_d500_99_720_0,NA,1,1,0,1,0
118588,15,SB0832,badger,cattle,45_d500_157_858_0,64420002_5,45_d500_157_858,64420002,cattle,43,43,62,demographie,348,31,cattle->badger,2010,19,b2012,280,28,20,232,64420002_5->45_d500_157_858_0,64420002_5->45_d500_157_858_0,64420002_5->45_d500_157_858_0,NA,64420002_5->45_d500_157_858_0,NA,1,1,0,1,0
118589,15,SB0832,badger,cattle,45_d500_99_766_2,64420002_7,45_d500_99_766,64420002,cattle,43,43,92,trapping,349,31,cattle->badger,2010,49,b2012,280,28,20,232,64420002_7->45_d500_99_766_2,64420002_7->45_d500_99_766_2,64420002_7->45_d500_99_766_2,NA,64420002_7->45_d500_99_766_2,NA,1,1,0,1,0
118590,15,SB0832,cattle,cattle,64420039_0,64420002_8,64420039,64420002,pasture,43,44,51,abattage,350,31,cattle->cattle,2010,8,b2012,280,28,20,232,64420002_8->64420039_0,64420002_8->64420039_0,64420002_8->64420039_0,64420002_8->64420039_0,64420002_8->64420039_0,64420002_8->64420039_0,1,1,1,1,1
118591,15,SB0832,cattle,cattle,64420039_1,64420002_9,64420039,64420002,pasture,43,44,51,abattage,351,31,cattle->cattle,2010,8,b2012,280,28,20,232,64420002_9->64420039_1,64420002_9->64420039_1,64420002_9->64420039_1,64420002_9->64420039_1,64420002_9->64420039_1,64420002_9->64420039_1,1,1,1,1,1
118592,15,SB0832,cattle,cattle,64420039_2,64420002_0,64420039,64420002,pasture,45,47,50,demographie,384,31,cattle->cattle,2010,5,b2012,280,28,20,232,64420002_0->64420039_2,64420002_0->64420039_2,64420002_0->64420039_2,64420002_0->64420039_2,64420002_0->64420039_2,64420002_0->64420039_2,1,1,1,1,1
118593,15,SB0832,cattle,cattle,64420002_10,64420002_4,64420002,64420002,within,46,48,61,abattage,399,31,cattle->cattle,2010,15,b2012,280,28,20,232,64420002_4->64420002_10,64420002_4->64420002_10,64420002_4->64420002_10,64420002_4->64420002_10,64420002_4->64420002_10,64420002_4->64420002_10,1,1,1,1,1
118594,15,SB0832,cattle,cattle,64420039_3,64420002_4,64420039,64420002,pasture,46,47,51,abattage,400,31,cattle->cattle,2010,5,b2012,280,28,20,232,64420002_4->64420039_3,64420002_4->64420039_3,64420002_4->64420039_3,64420002_4->64420039_3,64420002_4->64420039_3,64420002_4->64420039_3,1,1,1,1,1
118595,15,SB0832,cattle,cattle,64420002_11,64420002_6,64420002,64420002,within,46,47,61,abattage,401,31,cattle->cattle,2010,15,b2012,280,28,20,232,64420002_6->64420002_11,64420002_6->64420002_11,64420002_6->64420002_11,64420002_6->64420002_11,64420002_6->64420002_11,64420002_6->64420002_11,1,1,1,1,1
118596,15,SB0832,cattle,cattle,64420039_4,64420002_7,64420039,64420002,pasture,46,48,51,abattage,402,31,cattle->cattle,2010,5,b2012,280,28,20,232,64420002_7->64420039_4,64420002_7->64420039_4,64420002_7->64420039_4,64420002_7->64420039_4,64420002_7->64420039_4,64420002_7->64420039_4,1,1,1,1,1
118597,15,SB0832,cattle,cattle,64556051_0,64420039_1,64556051,64420039,pasture,46,48,76,abattage,403,31,cattle->cattle,2010,30,b2012,280,28,20,232,64420039_1->64556051_0,64420039_1->64556051_0,64420039_1->64556051_0,64420039_1->64556051_0,64420039_1->64556051_0,64420039_1->64556051_0,1,1,1,1,1
118598,15,SB0832,cattle,cattle,64420002_13,64420002_1,64420002,64420002,within,47,49,57,demographie,423,31,cattle->cattle,2010,10,b2012,280,28,20,232,64420002_1->64420002_13,64420002_1->64420002_13,64420002_1->64420002_13,64420002_1->64420002_13,64420002_1->64420002_13,64420002_1->64420002_13,1,1,1,1,1
118599,15,SB0832,cattle,cattle,64420002_12,64420002_3,64420002,64420002,within,47,49,61,abattage,424,31,cattle->cattle,2010,14,b2012,280,28,20,232,64420002_3->64420002_12,64420002_3->64420002_12,64420002_3->64420002_12,64420002_3->64420002_12,64420002_3->64420002_12,64420002_3->64420002_12,1,1,1,1,1
118600,15,SB0832,cattle,cattle,64420002_14,64420002_3,64420002,64420002,within,47,49,61,demographie,425,31,cattle->cattle,2010,14,b2012,280,28,20,232,64420002_3->64420002_14,64420002_3->64420002_14,64420002_3->64420002_14,64420002_3->64420002_14,64420002_3->64420002_14,64420002_3->64420002_14,1,1,1,1,1
118601,15,SB0832,cattle,cattle,64420002_15,64420002_7,64420002,64420002,within,47,60,61,abattage,426,31,cattle->cattle,2010,14,b2012,280,28,20,232,64420002_7->64420002_15,64420002_7->64420002_15,64420002_7->64420002_15,64420002_7->64420002_15,64420002_7->64420002_15,64420002_7->64420002_15,1,1,1,1,1
118602,15,SB0832,cattle,cattle,64420002_16,64420002_8,64420002,64420002,within,47,49,61,abattage,427,31,cattle->cattle,2010,14,b2012,280,28,20,232,64420002_8->64420002_16,64420002_8->64420002_16,64420002_8->64420002_16,64420002_8->64420002_16,64420002_8->64420002_16,64420002_8->64420002_16,1,1,1,1,1
118603,15,SB0832,cattle,cattle,64420039_5,64420039_0,64420039,64420039,within,47,50,51,abattage,428,31,cattle->cattle,2010,4,b2012,280,28,20,232,64420039_0->64420039_5,64420039_0->64420039_5,64420039_0->64420039_5,64420039_0->64420039_5,64420039_0->64420039_5,64420039_0->64420039_5,1,1,1,1,1
118604,15,SB0832,cattle,cattle,64420002_20,64420002_0,64420002,64420002,within,48,50,61,abattage,451,31,cattle->cattle,2011,13,b2012,280,28,20,232,64420002_0->64420002_20,64420002_0->64420002_20,64420002_0->64420002_20,64420002_0->64420002_20,64420002_0->64420002_20,64420002_0->64420002_20,1,1,1,1,1
118605,15,SB0832,cattle,cattle,64420002_18,64420002_1,64420002,64420002,within,48,50,61,abattage,452,31,cattle->cattle,2011,13,b2012,280,28,20,232,64420002_1->64420002_18,64420002_1->64420002_18,64420002_1->64420002_18,64420002_1->64420002_18,64420002_1->64420002_18,64420002_1->64420002_18,1,1,1,1,1
118606,15,SB0832,cattle,cattle,64420002_17,64420002_8,64420002,64420002,within,48,50,61,abattage,453,31,cattle->cattle,2011,13,b2012,280,28,20,232,64420002_8->64420002_17,64420002_8->64420002_17,64420002_8->64420002_17,64420002_8->64420002_17,64420002_8->64420002_17,64420002_8->64420002_17,1,1,1,1,1
118607,15,SB0832,cattle,cattle,64420002_19,64420002_9,64420002,64420002,within,48,49,61,abattage,454,31,cattle->cattle,2011,13,b2012,280,28,20,232,64420002_9->64420002_19,64420002_9->64420002_19,64420002_9->64420002_19,64420002_9->64420002_19,64420002_9->64420002_19,64420002_9->64420002_19,1,1,1,1,1
118608,15,SB0832,cattle,cattle,64420039_8,64420039_1,64420039,64420039,within,48,-1,51,abattage,455,31,cattle->cattle,2011,3,b2012,280,28,20,232,64420039_1->64420039_8,64420039_1->64420039_8,64420039_1->64420039_8,64420039_1->64420039_8,64420039_1->64420039_8,64420039_1->64420039_8,1,1,1,1,1
118609,15,SB0832,cattle,cattle,64420039_6,64420039_2,64420039,64420039,within,48,51,51,abattage,456,31,cattle->cattle,2011,3,b2012,280,28,20,232,64420039_2->64420039_6,64420039_2->64420039_6,64420039_2->64420039_6,64420039_2->64420039_6,64420039_2->64420039_6,64420039_2->64420039_6,1,1,1,1,1
118610,15,SB0832,cattle,cattle,64420039_7,64420039_3,64420039,64420039,within,48,49,51,abattage,457,31,cattle->cattle,2011,3,b2012,280,28,20,232,64420039_3->64420039_7,64420039_3->64420039_7,64420039_3->64420039_7,64420039_3->64420039_7,64420039_3->64420039_7,64420039_3->64420039_7,1,1,1,1,1
118611,15,SB0832,cattle,cattle,64420002_23,64420002_3,64420002,64420002,within,49,51,61,abattage,478,31,cattle->cattle,2011,12,b2012,280,28,20,232,64420002_3->64420002_23,64420002_3->64420002_23,64420002_3->64420002_23,64420002_3->64420002_23,64420002_3->64420002_23,64420002_3->64420002_23,1,1,1,1,1
118612,15,SB0832,cattle,cattle,64420002_21,64420002_6,64420002,64420002,within,49,52,61,abattage,479,31,cattle->cattle,2011,12,b2012,280,28,20,232,64420002_6->64420002_21,64420002_6->64420002_21,64420002_6->64420002_21,64420002_6->64420002_21,64420002_6->64420002_21,64420002_6->64420002_21,1,1,1,1,1
118613,15,SB0832,cattle,cattle,64420002_22,64420002_7,64420002,64420002,within,49,50,61,abattage,480,31,cattle->cattle,2011,12,b2012,280,28,20,232,64420002_7->64420002_22,64420002_7->64420002_22,64420002_7->64420002_22,64420002_7->64420002_22,64420002_7->64420002_22,64420002_7->64420002_22,1,1,1,1,1
118614,15,SB0832,cattle,cattle,64420039_9,64420039_4,64420039,64420039,within,49,-1,51,abattage,481,31,cattle->cattle,2011,2,b2012,280,28,20,232,64420039_4->64420039_9,64420039_4->64420039_9,64420039_4->64420039_9,64420039_4->64420039_9,64420039_4->64420039_9,64420039_4->64420039_9,1,1,1,1,1
118615,15,SB0832,cattle,cattle,64420039_10,64420039_4,64420039,64420039,within,49,50,51,abattage,482,31,cattle->cattle,2011,2,b2012,280,28,20,232,64420039_4->64420039_10,64420039_4->64420039_10,64420039_4->64420039_10,64420039_4->64420039_10,64420039_4->64420039_10,64420039_4->64420039_10,1,1,1,1,1
118616,15,SB0832,cattle,cattle,64556051_1,64556051_0,64556051,64556051,within,49,52,76,abattage,483,31,cattle->cattle,2011,27,b2012,280,28,20,232,64556051_0->64556051_1,64556051_0->64556051_1,64556051_0->64556051_1,64556051_0->64556051_1,64556051_0->64556051_1,64556051_0->64556051_1,1,1,1,1,1
118617,15,SB0832,cattle,cattle,64420002_26,64420002_10,64420002,64420002,within,50,52,61,abattage,506,31,cattle->cattle,2011,11,b2012,280,28,20,232,64420002_10->64420002_26,64420002_10->64420002_26,64420002_10->64420002_26,64420002_10->64420002_26,64420002_10->64420002_26,64420002_10->64420002_26,1,1,1,1,1
118618,15,SB0832,cattle,cattle,64420002_24,64420002_2,64420002,64420002,within,50,-1,52,demographie,507,31,cattle->cattle,2011,2,b2012,280,28,20,232,64420002_2->64420002_24,64420002_2->64420002_24,64420002_2->64420002_24,64420002_2->64420002_24,64420002_2->64420002_24,64420002_2->64420002_24,1,1,1,1,1
118619,15,SB0832,cattle,cattle,64420002_25,64420002_22,64420002,64420002,within,50,56,61,abattage,508,31,cattle->cattle,2011,11,b2012,280,28,20,232,64420002_22->64420002_25,64420002_22->64420002_25,64420002_22->64420002_25,64420002_22->64420002_25,64420002_22->64420002_25,64420002_22->64420002_25,1,1,1,1,1
118620,15,SB0832,cattle,cattle,64420039_12,64420039_5,64420039,64420039,within,50,51,51,abattage,509,31,cattle->cattle,2011,1,b2012,280,28,20,232,64420039_5->64420039_12,64420039_5->64420039_12,64420039_5->64420039_12,64420039_5->64420039_12,64420039_5->64420039_12,64420039_5->64420039_12,1,1,1,1,1
118621,15,SB0832,cattle,cattle,64420039_11,64420039_7,64420039,64420039,within,50,-1,51,abattage,510,31,cattle->cattle,2011,1,b2012,280,28,20,232,64420039_7->64420039_11,64420039_7->64420039_11,64420039_7->64420039_11,64420039_7->64420039_11,64420039_7->64420039_11,64420039_7->64420039_11,1,1,1,1,1
118622,15,SB0832,cattle,cattle,64556051_2,64556051_0,64556051,64556051,within,50,54,76,abattage,518,31,cattle->cattle,2011,26,b2012,280,28,20,232,64556051_0->64556051_2,64556051_0->64556051_2,64556051_0->64556051_2,64556051_0->64556051_2,64556051_0->64556051_2,64556051_0->64556051_2,1,1,1,1,1
118623,15,SB0832,cattle,cattle,64556051_3,64556051_0,64556051,64556051,within,50,51,75,demographie,519,31,cattle->cattle,2011,25,b2012,280,28,20,232,64556051_0->64556051_3,64556051_0->64556051_3,64556051_0->64556051_3,64556051_0->64556051_3,64556051_0->64556051_3,64556051_0->64556051_3,1,1,1,1,1
118624,15,SB0832,cattle,cattle,64556051_4,64556051_0,64556051,64556051,within,50,55,76,abattage,520,31,cattle->cattle,2011,26,b2012,280,28,20,232,64556051_0->64556051_4,64556051_0->64556051_4,64556051_0->64556051_4,64556051_0->64556051_4,64556051_0->64556051_4,64556051_0->64556051_4,1,1,1,1,1
118625,15,SB0832,badger,cattle,45_d500_151_0,64420002_6,45_d500_151,64420002,cattle,51,51,88,trapping,526,31,cattle->badger,2011,37,b2012,280,28,20,232,64420002_6->45_d500_151_0,64420002_6->45_d500_151_0,64420002_6->45_d500_151_0,NA,64420002_6->45_d500_151_0,NA,1,1,0,1,0
118626,15,SB0832,badger,cattle,45_d500_157_858_1,64420002_10,45_d500_157_858,64420002,cattle,52,52,89,trapping,544,31,cattle->badger,2011,37,b2012,280,28,20,232,64420002_10->45_d500_157_858_1,64420002_10->45_d500_157_858_1,64420002_10->45_d500_157_858_1,NA,64420002_10->45_d500_157_858_1,NA,1,1,0,1,0
118627,15,SB0832,cattle,cattle,64420002_28,64420002_5,64420002,64420002,within,52,-1,59,demographie,545,31,cattle->cattle,2011,7,b2012,280,28,20,232,64420002_5->64420002_28,64420002_5->64420002_28,64420002_5->64420002_28,64420002_5->64420002_28,64420002_5->64420002_28,64420002_5->64420002_28,1,1,1,1,1
118628,15,SB0832,cattle,cattle,64420002_27,64420002_9,64420002,64420002,within,52,54,61,abattage,546,31,cattle->cattle,2011,9,b2012,280,28,20,232,64420002_9->64420002_27,64420002_9->64420002_27,64420002_9->64420002_27,64420002_9->64420002_27,64420002_9->64420002_27,64420002_9->64420002_27,1,1,1,1,1
118629,15,SB0832,cattle,cattle,64420002_29,64420002_2,64420002,64420002,within,53,53,61,abattage,563,31,cattle->cattle,2011,8,b2012,280,28,20,232,64420002_2->64420002_29,64420002_2->64420002_29,64420002_2->64420002_29,64420002_2->64420002_29,64420002_2->64420002_29,64420002_2->64420002_29,1,1,1,1,1
118630,15,SB0832,cattle,cattle,64420002_30,64420002_9,64420002,64420002,within,53,54,61,abattage,564,31,cattle->cattle,2011,8,b2012,280,28,20,232,64420002_9->64420002_30,64420002_9->64420002_30,64420002_9->64420002_30,64420002_9->64420002_30,64420002_9->64420002_30,64420002_9->64420002_30,1,1,1,1,1
118631,15,SB0832,badger,cattle,45_d500_99_766_3,64420039_1,45_d500_99_766,64420039,cattle,53,53,75,demographie,565,31,cattle->badger,2011,22,b2012,280,28,20,232,64420039_1->45_d500_99_766_3,64420039_1->45_d500_99_766_3,64420039_1->45_d500_99_766_3,NA,64420039_1->45_d500_99_766_3,NA,1,1,0,1,0
118632,15,SB0832,badger,cattle,45_d500_170_0,64420039_4,45_d500_170,64420039,cattle,53,53,76,trapping,566,31,cattle->badger,2011,23,b2012,280,28,20,232,64420039_4->45_d500_170_0,64420039_4->45_d500_170_0,64420039_4->45_d500_170_0,NA,64420039_4->45_d500_170_0,NA,1,1,0,1,0
118633,15,SB0832,cattle,cattle,64512053_0,64556051_0,64512053,64556051,pasture,55,66,73,demographie,598,31,cattle->cattle,2011,18,b2012,280,28,20,232,64556051_0->64512053_0,64556051_0->64512053_0,64556051_0->64512053_0,64556051_0->64512053_0,64556051_0->64512053_0,64556051_0->64512053_0,1,1,1,1,1
118634,15,SB0832,cattle,cattle,64556044_0,64556051_1,64556044,64556051,pasture,55,-1,63,demographie,599,31,cattle->cattle,2011,8,b2012,280,28,20,232,64556051_1->64556044_0,64556051_1->64556044_0,64556051_1->64556044_0,64556051_1->64556044_0,64556051_1->64556044_0,64556051_1->64556044_0,1,1,1,1,1
118635,15,SB0832,boar,cattle,64556_0,64556051_3,64556,64556051,cattle,56,56,83,demographie,621,31,cattle->boar,2011,27,b2012,280,28,20,232,64556051_3->64556_0,64556051_3->64556_0,NA,64556051_3->64556_0,NA,64556051_3->64556_0,1,0,1,0,1
118636,15,SB0832,cattle,cattle,64420002_32,64420002_2,64420002,64420002,within,57,58,61,abattage,634,31,cattle->cattle,2011,4,b2012,280,28,20,232,64420002_2->64420002_32,64420002_2->64420002_32,64420002_2->64420002_32,64420002_2->64420002_32,64420002_2->64420002_32,64420002_2->64420002_32,1,1,1,1,1
118637,15,SB0832,cattle,cattle,64420039_13,64420002_2,64420039,64420002,pasture,57,58,67,abattage,635,31,cattle->cattle,2011,10,b2012,280,28,20,232,64420002_2->64420039_13,64420002_2->64420039_13,64420002_2->64420039_13,64420002_2->64420039_13,64420002_2->64420039_13,64420002_2->64420039_13,1,1,1,1,1
