X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
118574,15,SB0832,badger,NA,45_d500_99_766_0,NA,45_d500_99_766,NA,initialisation,0,0,77,trapping,15,31,NA->badger,2007,77,b2012,280,28,20,232,NA,NA,NA,NA,NA,NA
118575,15,SB0832,cattle,badger,64420002_0,45_d500_99_766_0,64420002,45_d500_99_766,badger,20,23,61,abattage,161,31,badger->cattle,2008,41,b2012,280,28,20,232,45_d500_99_766_0->64420002_0,45_d500_99_766_0->64420002_0,45_d500_99_766_0->64420002_0,NA,45_d500_99_766_0->64420002_0,NA
118576,15,SB0832,cattle,cattle,64420002_1,64420002_0,64420002,64420002,within,24,27,60,demographie,195,31,cattle->cattle,2009,36,b2012,280,28,20,232,64420002_0->64420002_1,64420002_0->64420002_1,64420002_0->64420002_1,64420002_0->64420002_1,64420002_0->64420002_1,64420002_0->64420002_1
118577,15,SB0832,cattle,cattle,64420002_2,64420002_0,64420002,64420002,within,24,25,61,abattage,196,31,cattle->cattle,2009,37,b2012,280,28,20,232,64420002_0->64420002_2,64420002_0->64420002_2,64420002_0->64420002_2,64420002_0->64420002_2,64420002_0->64420002_2,64420002_0->64420002_2
118578,15,SB0832,badger,cattle,45_d500_99_839_0,64420002_0,45_d500_99_839,64420002,cattle,27,27,88,trapping,217,31,cattle->badger,2009,61,b2012,280,28,20,232,64420002_0->45_d500_99_839_0,64420002_0->45_d500_99_839_0,64420002_0->45_d500_99_839_0,NA,64420002_0->45_d500_99_839_0,NA
118579,15,SB0832,cattle,cattle,64420002_3,64420002_0,64420002,64420002,within,35,38,61,abattage,269,31,cattle->cattle,2009,26,b2012,280,28,20,232,64420002_0->64420002_3,64420002_0->64420002_3,64420002_0->64420002_3,64420002_0->64420002_3,64420002_0->64420002_3,64420002_0->64420002_3
118580,15,SB0832,cattle,cattle,64420002_4,64420002_1,64420002,64420002,within,36,38,61,abattage,278,31,cattle->cattle,2010,25,b2012,280,28,20,232,64420002_1->64420002_4,64420002_1->64420002_4,64420002_1->64420002_4,64420002_1->64420002_4,64420002_1->64420002_4,64420002_1->64420002_4
118581,15,SB0832,cattle,cattle,64420002_5,64420002_1,64420002,64420002,within,36,37,54,demographie,279,31,cattle->cattle,2010,18,b2012,280,28,20,232,64420002_1->64420002_5,64420002_1->64420002_5,64420002_1->64420002_5,64420002_1->64420002_5,64420002_1->64420002_5,64420002_1->64420002_5
118582,15,SB0832,cattle,cattle,64420002_6,64420002_0,64420002,64420002,within,37,42,61,abattage,293,31,cattle->cattle,2010,24,b2012,280,28,20,232,64420002_0->64420002_6,64420002_0->64420002_6,64420002_0->64420002_6,64420002_0->64420002_6,64420002_0->64420002_6,64420002_0->64420002_6
118583,15,SB0832,cattle,cattle,64420002_8,64420002_0,64420002,64420002,within,38,43,61,demographie,299,31,cattle->cattle,2010,23,b2012,280,28,20,232,64420002_0->64420002_8,64420002_0->64420002_8,64420002_0->64420002_8,64420002_0->64420002_8,64420002_0->64420002_8,64420002_0->64420002_8
118584,15,SB0832,cattle,cattle,64420002_7,64420002_5,64420002,64420002,within,38,39,61,abattage,300,31,cattle->cattle,2010,23,b2012,280,28,20,232,64420002_5->64420002_7,64420002_5->64420002_7,64420002_5->64420002_7,64420002_5->64420002_7,64420002_5->64420002_7,64420002_5->64420002_7
118585,15,SB0832,cattle,cattle,64420002_9,64420002_2,64420002,64420002,within,41,41,61,abattage,319,31,cattle->cattle,2010,20,b2012,280,28,20,232,64420002_2->64420002_9,64420002_2->64420002_9,64420002_2->64420002_9,64420002_2->64420002_9,64420002_2->64420002_9,64420002_2->64420002_9
118586,15,SB0832,badger,cattle,45_d500_99_766_1,64420002_5,45_d500_99_766,64420002,cattle,41,41,85,demographie,320,31,cattle->badger,2010,44,b2012,280,28,20,232,64420002_5->45_d500_99_766_1,64420002_5->45_d500_99_766_1,64420002_5->45_d500_99_766_1,NA,64420002_5->45_d500_99_766_1,NA
