post,mu,pi
-4271.423197231154,1e-4,0.9
-911.9686887277707,9.760386579166291e-4,0.8745490338591174
-920.1305584022274,6.516373458846497e-4,0.7946434024581578
-924.1867150064602,0.0012659751157319268,0.8551225662096971
-894.9479510058954,0.0011380173371118272,0.8644506110990784
-903.0778215504831,0.0014539182982190614,0.8856059805019285
-920.2657360342893,9.950243133220733e-4,0.8554565419081895
-910.5215009967246,8.426912418182461e-4,0.879705907934662
-901.550365476012,9.132833677078205e-4,0.9115990510789659
-901.711640185542,8.226154238520496e-4,0.904531437119898
-878.8083845520173,0.001092497953558223,0.9682141929217992
-876.9367560285399,0.0010216377743620562,0.9509924706251457
-939.8047808028957,0.0011768581769957015,0.8765260630065331
-948.4805247893147,0.0011217058692549204,0.8315338627153729
-947.9053166579325,7.497051482954374e-4,0.8032893674442063
-901.8689120972983,0.0011674607770631627,0.925700285913909
-902.4156878235827,0.0013350002434918376,0.9975403963679895
-905.974119625662,7.369834788224474e-4,0.9873160740173957
-898.7104108409704,0.0014727545489210847,0.9766931752604342
-912.7536819817195,8.962696183317019e-4,0.9584597018691269
-909.3082378725322,0.001310749084911824,0.92594877710699
-895.4000520761755,0.0012739506046381373,0.9791960431505848
-891.5428798174895,7.872488417694232e-4,0.991865115599667
-901.3138388944687,9.12400312223438e-4,0.957965635615247
-896.9324636377017,9.596000973093577e-4,0.9793522435027893
-916.9831628996106,7.063504040469427e-4,0.9377483865460494
-904.2089560551541,8.125446610456526e-4,0.9254513845087122
-872.3049213450126,8.357337648447834e-4,0.9952890261608403
-935.6681780739765,9.988618698131956e-4,0.9095489786838814
-915.2761314122629,0.0015191894952053728,0.9608752751582417
-927.9924139622177,0.0016757651499496402,0.955904671466753
-933.4777907520361,6.968527919869517e-4,0.8534130582715799
-936.4918591973541,0.0012221729362193556,0.9298104870947133
-917.4220872380043,0.0014049079040425068,0.9904816539216981
-915.6645743310472,9.257489262233005e-4,0.9134144412973139
-924.1388079314796,9.985803012513119e-4,0.9514245433563696
-898.9910315576208,0.0012541712990453541,0.9872266901845049
-915.951249911319,0.0010914564689504325,0.9052619221273602
-960.080078653436,0.0010951335194360411,0.7767412745222831
-974.7929274861673,0.0011073294791869655,0.7780128137896761
-948.295557939578,8.318439689975792e-4,0.8893123248163776
-910.9285173266763,9.637101380784399e-4,0.9269719900136212
-928.7463159452335,0.0010125104919035599,0.8666890444645976
-966.7596065678447,0.001255802557390019,0.80930334553615
-957.3924403116004,6.83390380195568e-4,0.841084178550406
-906.2596684036552,0.0013399070827383095,0.9284350882920509
-905.7394496465961,9.423125668696042e-4,0.9748587249336793
-879.2718203645468,0.001192571282733905,0.9920786113067264
-951.0184108879814,0.001185030226522428,0.8695209298928822
-910.9032599012863,0.0010704367157172675,0.8928658927427856
-893.8433804248707,0.0010755062865159574,0.9763725695899743
-936.1130064317956,0.0010337316058361445,0.8557971625821995
-875.9587686739851,9.344031605431112e-4,0.9832875361704595
-889.2018517988203,9.93465544683012e-4,0.9936936602650511
-887.7994495723608,8.732103861833039e-4,0.9723134865039452
-893.8171042591373,0.0015241903434456065,0.9832690066131438
-909.0615532767076,0.0010614846539403404,0.935854041590903
-887.5599875491188,9.313552044447675e-4,0.9691630703692292
-858.594869251005,0.0010579058863173967,0.9982835423296623
-891.4102725272415,7.218248801709401e-4,0.95572094980908
-903.1672617285403,6.644789141235947e-4,0.9487198790695204
-911.21601773466125,6.733843126578362e-4,0.9295477881207618
-893.1560402964341,0.0011279771878243982,0.9627669194729549
-944.8336907800438,8.041423882072475e-4,0.8357628120052552
-892.8049479511681,0.0012417733577107114,0.9763661176357048
-892.9133126113823,0.0012968634938996923,0.9987418367926428
-917.6706308683439,0.0015378100330415215,0.9955956677580502
-939.8673197835037,0.0012359828031603215,0.9511012338368962
-936.48354486785,0.0010418830329111564,0.9114574678513502
-951.2062135544757,0.0010248263473129125,0.9086416211172266
-920.4486926163187,0.0014849257596149606,0.9671226098590542
-900.1867283465083,0.0011923424199880234,0.9968386455415025
-937.7269608219115,0.0010188761299320121,0.972278252458783
-958.0613460334896,0.0012094573284858639,0.7913863892221996
-945.7668263989211,0.0012057481009622993,0.9426983948217007
-927.4603907552105,0.0013450248620998002,0.9316740374335187
-899.9864445232164,0.0010081392738832797,0.9948759392259152
-941.6667707665094,0.0012036497809110565,0.8991790734164969
-930.4379682376057,7.600051104461671e-4,0.8787061529601946
-900.2424887366706,0.001214562241076788,0.9725214932935431
-925.4272887078124,6.363961069449794e-4,0.9103382927113232
-982.5406549606241,8.957760897059465e-4,0.808169056829763
-921.0409108196187,9.752477959746197e-4,0.9690493336538664
-952.4013356720459,9.665248273057185e-4,0.8823267655107012
-933.8137190595228,9.992309238937914e-4,0.9153839478103639
-922.5249054809304,0.0010228818556618298,0.8282670939923013
-922.6555375999867,6.90892786063974e-4,0.9582933002217671
-929.4577229993675,7.551675665218061e-4,0.8250069121725379
-921.3492835560432,0.0010616941965101976,0.9670707305297123
-937.7756883301109,0.001427153004501598,0.9681934633727977
-896.1658229735258,8.456374835552186e-4,0.893626514836633
-961.8794066572302,8.35025140632091e-4,0.7183476322658494
-938.148236152461,0.0011016146908470223,0.9007126907289524
-907.9172339359163,0.0011212500439717553,0.9317898793179569
-921.660190444518,0.0011426162795638395,0.9143874321324931
-943.8244617671659,9.682200444784235e-4,0.8318868521525691
-939.6658265488254,6.480497594569844e-4,0.9099280670626423
-963.0361285970546,0.0011549285647315284,0.7209893046346483
-931.1991574182002,8.858034732911091e-4,0.9082819027141406
-939.4933890942314,7.259271867653645e-4,0.9166104298705366
-973.8426315066691,8.561637820308139e-4,0.7613080748638306
-960.8527118923521,9.038365249003631e-4,0.8922708599884908
-922.4953257182927,6.927060725626744e-4,0.9187450427614334
-916.3284007896309,8.517490217858546e-4,0.9116030070258174
-908.3727881859775,0.0010699282707531748,0.955794751170425
-911.173934379738,9.940920039346486e-4,0.9523855426448419
-929.9226829766822,0.0011685601218020662,0.931432464400641
-943.987108405741,0.0013516144581403417,0.8313146135294415
-923.7239587495858,0.0012333240551926897,0.9382804495363811
-894.9217237796564,0.0013972841887443734,0.9781633771985019
-910.9150566758632,9.402968346912665e-4,0.9047085746921835
-917.9552816231272,9.572537811575121e-4,0.9624837895267516
-912.3178818912899,8.322528018750757e-4,0.874589903103333
-906.3053845451753,7.997293972372843e-4,0.9610114396728269
-914.0434737228386,0.0012369905788908332,0.9610821026295632
-907.6995158963888,0.0010692733574431481,0.9310662987750515
-927.140775591382,0.0010152676727450984,0.9228218414634818
-884.0137481860789,7.322545955532667e-4,0.991506103550251
-896.1466220041247,8.600041712788138e-4,0.9702331960873711
-914.770476880832,0.0012761577313822653,0.9713547219846045
-893.5906466881415,9.106812418780442e-4,0.9620898324812408
-929.9982641533971,8.797930806859004e-4,0.8979663921532092
-936.2484761057856,9.124329541462992e-4,0.8954407746902824
-934.7196445183854,0.0010231947049634713,0.9329399705214818
-950.2588174080216,7.21131472176626e-4,0.8609643708310566
-929.2486349908975,0.0010093338001624854,0.8877013404702812
-898.8623760793686,0.0012027437094133482,0.9950966746252333
-923.9329519887788,9.78515465476148e-4,0.9114263959681791
-897.3043534425684,9.93918069430334e-4,0.9551380517925449
-914.2108549154934,9.24050623248764e-4,0.9421765178038292
-962.231886035601,9.644076359499752e-4,0.7686929585163793
-896.2911443759143,0.0014195888811910401,0.9783707887121187
-894.6261184768656,6.307650816579928e-4,0.9876900349156708
-898.1621262216782,8.855648018432691e-4,0.9950660600809393
-911.2441385262244,0.0013188261032360453,0.96996635085078875
-894.5300580076656,0.0012372562047441341,0.9623146055077147
-920.1923175883492,7.490776183579844e-4,0.9679189672360017
-896.3369056031395,9.00046530873888e-4,0.9983140401287262
-899.0510838567122,0.0010496560014684288,0.990298463709514
-900.4705431574561,0.0011224376720126745,0.9804654366984583
-911.6143871848461,9.515815503711115e-4,0.99971553715526
-904.8932752982428,0.001436650230997598,0.9785771244441063
-910.9986643377842,0.0014747943834033381,0.9886449958461228
-894.1928186071598,0.0010278610664646952,0.9904977935178311
-887.3247288770889,0.0014914338230975458,0.9951146597229037
-921.448233933184,0.001224558328986552,0.9395440258586598
-940.2770603582032,9.371553016374821e-4,0.8908484524008227
-979.1990448513908,8.896578939418609e-4,0.8099371382015296
-1002.026862623647,9.843929105711917e-4,0.7617201458888061
-924.4506331503834,0.0010968441864267614,0.9732409008949282
-903.9484446773037,7.88114576891198e-4,0.9672653279815644
-906.3670428818488,7.190175143867017e-4,0.9604658566830502
-915.0288322557279,0.001132775108438439,0.9310616580416908
-901.4866298589571,9.359391229383262e-4,0.9904743605658259
-923.4099585827809,0.0011543234699509632,0.9616555912971588
-967.5537668509029,8.09312461364183e-4,0.7665454348476357
-912.5271712993471,0.0013106517979365158,0.9207160913243128
-932.363998268353,8.501474521514282e-4,0.9317497080563876
-889.8802045269982,0.0010014386446332401,0.9843719928220883
-896.2539380640678,0.0011834477809831287,0.9642318204139136
-901.804671075785,0.001318787272225655,0.9993071019781263
-905.1245511868923,0.0014620756803315875,0.963728199941986
-889.0147419150129,0.001258333297736556,0.9853463645841829
-934.9553623051096,0.001247891819724356,0.8623862574718976
-957.893349588219,7.240338210242341e-4,0.7881701071193877
-942.8054705298006,0.0011678382664051263,0.8007811954033751
-968.6992173731647,0.0010484674271770294,0.7415680592212769
-927.8770680245952,7.964019441848802e-4,0.9274128266258519
-916.6173851174485,0.0010321641704450222,0.927606518754478
-891.426932793412,0.0012054931069775956,0.9668552052232037
-885.9668114583226,0.0010032539658838592,0.9695397434377573
-903.8284998482643,0.0011070622642043865,0.9404975669038218
-887.4248054023183,0.0010872259199822053,0.9953888328943024
-895.8312741555928,8.729996298501634e-4,0.9596356395935055
-897.6737166852779,7.631322489790309e-4,0.9532060074856541
-883.0526279638663,7.711652686270982e-4,0.9822347137398293
-871.2669201122209,0.0012425141646805412,0.9991596904587109
-883.8074202990072,9.698850291972856e-4,0.9988759618257081
-891.8400859393423,0.0010117103078465385,0.9549822326645431
-883.9760460576307,7.643426393150513e-4,0.9546842996568143
-862.5421514185911,8.318224058992093e-4,0.9933937986723947
-874.0364009726056,9.637872518710311e-4,0.9664713854604378
-889.3438731448443,0.0011778596913540125,0.9622597818118519
-868.8223695767412,9.294165212483321e-4,0.9761835864984676
-893.0560507811686,8.529526535459558e-4,0.952623626033511
-877.798504893495,0.0011323874146687203,0.9801570098271475
-887.9496947627805,8.608727470932581e-4,0.9762991778617602
-872.7947573850989,8.82433596407761e-4,0.9752104600695225
-910.2158229448189,9.028511569686567e-4,0.9629181643721928
-888.2686623238677,6.087921005674163e-4,0.9970779996668848
-913.5999176851644,0.0010343912323570851,0.9749784034509842
-883.0382122284656,0.001449397137211843,0.998046357124344
-957.8254943895661,7.469993309319735e-4,0.8539826754382033
-944.8974990565505,9.838253442000116e-4,0.8788499383659487
-939.4751678898513,5.385979622274785e-4,0.8454308209310126
-956.6278519791539,8.70022218494813e-4,0.8885485929977746
-970.4158094020347,9.391509156026435e-4,0.8309912351993864
-953.4311168125388,7.668297061368109e-4,0.7892624958500455
-940.0800407038781,8.769019095888009e-4,0.8457591419925581
-904.5325855415547,7.76596606153565e-4,0.9372800902257904
-912.895052730286,0.0012897777220121408,0.989202347935516
-930.299727092926,9.82616716965956e-4,0.8359324475889822
-934.3900355850615,8.20311914108281e-4,0.8967129063600274
-915.0364075549788,7.592819714805924e-4,0.9926180481861163
-917.8472139445134,0.0010085443023135588,0.9545853499122919
-930.4533501438895,9.756818184099118e-4,0.922793771585344
-928.7071438787843,8.835581820388373e-4,0.9210552051404365
-917.5122919567247,0.0015534961906889864,0.9434632848427992
-942.6180697200671,9.926079569954128e-4,0.8579324857607149
-966.5832553160967,0.0010197207684230472,0.8932275093152788
-992.8452868556628,6.665894345457712e-4,0.6855445332800272
-942.8005310734386,0.0012935358899833342,0.9064731277656186
-953.040049870773,8.38153898843961e-4,0.8547813676637129
-957.827096810279,0.0011840931199799804,0.8373185995107935
-931.5803771930426,0.0012518702546003733,0.9123125613283427
-934.9146557315277,9.821655984668164e-4,0.9295806890748161
-929.5083836336669,7.968055688026387e-4,0.8518683188560182
-949.8523324047882,0.001019140269962998,0.8733007598453161
-900.810071987511,0.0014765116585726422,0.9843321833337667
-930.6068638385517,5.770977948243403e-4,0.8959759953707954
-952.5376709648227,0.0010732181249475915,0.8704880852606175
-908.7694784796279,0.0010821230668719766,0.9703912492199384
-961.5548127011102,9.025001451628636e-4,0.8883449617403788
-970.8326389067117,8.444413042801786e-4,0.833659608831868
-905.509773855851,0.001219502591945105,0.9520621841863776
-900.885864769694,9.121421792988601e-4,0.959001900141284
-898.8782244319349,0.0012967147598059892,0.9986523464332443
-930.4165178693105,9.52988326819868e-4,0.9378953492355847
-928.0871572046589,9.095428830687018e-4,0.9494117114770129
-937.0364160572614,0.0010972987391559728,0.8898153136539655
-937.2033270857868,0.0010929594619693492,0.9184947622285671
-935.0031139505402,0.001138341088405273,0.8941820701839617
-919.6035196474709,0.0012090886750176976,0.9086959039323322
-919.9001604584814,0.0010238408209644627,0.979657821525935
-924.902971724485,0.001365409697145944,0.9645713314423086
-930.9797665003363,8.352680666132037e-4,0.9116049671800791
-915.303554572735,8.737164081710158e-4,0.982881265467123
-919.6906000157751,0.0012857358149191579,0.9570440516893914
-937.9433153448941,7.674331155622385e-4,0.9700614971717032
-935.1157489041906,0.0010200238717358386,0.9291755492025725
-954.8167598069496,9.703035350180694e-4,0.8409675975288685
-926.0547347663274,9.812665388523325e-4,0.957231874129253
-929.254933532888,9.520851989419608e-4,0.9478551536457328
-892.7228239754796,0.0013392491547741944,0.9914661847937698
-881.9969178410496,9.948618449102387e-4,0.9996772687096277
-898.6927212168887,9.717749948605699e-4,0.990654933516607
-889.8708329150736,0.0010872682494105347,0.9748048076062544
-893.3805475873565,0.001149126630128312,0.9636399552442909
-926.3551829977305,0.0010567881682399503,0.9001316894970716
-934.9303328907787,9.00196896363526e-4,0.8331559512780276
-932.9574341691299,7.301676363805307e-4,0.8574757975753767
-955.4872692128769,0.0010255959306885503,0.8617897520804614
-900.9438910453958,7.385900690343118e-4,0.98374182756803
-913.6569765044391,0.0013989897338297537,0.9741443110466489
