post,mu,pi
-3181.7589860326275,1e-4,0.9
-950.8165135581129,4.771672775521625e-4,0.8186733530266832
-937.8212432456801,4.3706718491670713e-4,0.8476892091645883
-922.7511726855892,4.940024982024542e-4,0.8869904669280606
-881.1813487742552,6.6625942798042e-4,0.9697809614476812
-915.0514406346572,8.305429832614387e-4,0.9473379372785812
-874.4510702961848,9.526136276303476e-4,0.9818652382390577
-911.7166877035648,8.978496315029523e-4,0.956445625594629
-890.5657686938503,9.087671025699355e-4,0.9598762773606977
-903.7948514139308,6.697596296846668e-4,0.8454237265018205
-907.105955992673,7.698015653954036e-4,0.9094490403322639
-907.9580890667061,5.507195297961624e-4,0.8679158623528346
-896.9182578206214,0.001024877056941069,0.9501354361269166
-887.9599745580036,9.320569735219216e-4,0.8811491560030039
-912.8355700262474,6.020073074108113e-4,0.9365238918005427
-901.2253755090934,5.953956637081824e-4,0.9223353759928241
-905.9728042932206,5.755788578752509e-4,0.9384645546588672
-932.4188259938969,6.13178051011308e-4,0.9176208274886879
-966.1467706523778,7.929678345373118e-4,0.783297790112191
-915.3030566329369,5.953259890848174e-4,0.909051620912423
-918.1126035217163,4.2318938833564134e-4,0.911354896396183
-885.2353091050807,7.829924875207594e-4,0.9937026287973274
-925.341735814932,5.529711898243309e-4,0.8821568511769922
-923.7554636181945,3.5555615930618726e-4,0.9303786669612988
-929.4853949846282,6.248720904432386e-4,0.9627714112706038
-894.0775591307621,6.733618072059778e-4,0.982279184124959
-896.9447386157206,8.13105782455285e-4,0.9707257178324146
-916.6375336700647,5.589589206402234e-4,0.9738900676242715
-947.0078512010571,4.772901207887383e-4,0.872178193058987
-943.5447130060741,7.505534527674798e-4,0.8460409085590268
-930.0590513888352,4.363804607463133e-4,0.9131690042179333
-901.3871213345205,7.069580503570983e-4,0.9241583297633501
-929.3989735390072,7.007617122994705e-4,0.9216472759154822
-926.799474206458,7.290051900226153e-4,0.893094399444397
-909.3840682166281,8.062154081917332e-4,0.9386392954891798
-913.7999274352026,7.149862910634912e-4,0.9320704199973083
-889.413578610411,8.712402096596462e-4,0.922641053196024
-939.2079507308756,3.775404048847128e-4,0.8723554839134929
-883.4797020837775,5.151536357767464e-4,0.9906370502474576
-887.7447321175282,4.4717950549205926e-4,0.9985390826933082
-900.8972730303176,5.142736648273891e-4,0.9585155438765339
-936.3579144305802,7.706115142245331e-4,0.9024456367945248
-909.0046518375474,6.806001694218412e-4,0.999784100121658
-894.1367271897534,5.568599571346104e-4,0.9943884593797366
-867.6253170769405,7.278004437032877e-4,0.9967265196250303
-905.7683609416123,0.0010907526096118126,0.9143689297744729
-892.4371924040714,7.041022826990912e-4,0.9846520827563325
-901.8158452707411,7.950006857806095e-4,0.9699298277401981
-904.7595931937235,9.669290090865542e-4,0.9993420627840288
-915.6398537637707,6.48688605418007e-4,0.9662360372233505
-929.1198176298959,5.749485785631445e-4,0.8843912153939864
-943.5485931067038,6.205617766044237e-4,0.9021244268539478
-963.6828780674526,4.987056607294947e-4,0.8400569124804996
-944.9692530892909,3.8567445469522377e-4,0.9134632813913095
-905.151962340348,6.825628727030711e-4,0.9700706879986504
-898.4201623398961,6.048028433972594e-4,0.955178277687448
-909.9133524302231,7.015915233076587e-4,0.9165005616774192
-916.5344969858073,6.699197803055972e-4,0.9071387291378341
-902.591454078061,4.523435062678663e-4,0.8746855825705901
-956.592257461576,8.542614683862798e-4,0.8340002845954918
-898.8147871893125,4.344144226375676e-4,0.9072490747246575
-917.5931898649494,7.111270746894389e-4,0.8800784414791775
-871.4541243737658,6.885601824976387e-4,0.9993803275510604
-869.215380573989,5.719013154393264e-4,0.9993803275510604
-885.5209882762472,5.738633145345315e-4,0.9956749185466628
-876.5691448716857,6.107541473578355e-4,0.9803467568475116
-886.0953566311854,6.831110828377217e-4,0.9848276538670478
-872.8774971251606,6.073164400907439e-4,0.958819909810521
-906.9452856929071,0.0010061755427367538,0.8249928903167254
-870.4595618132448,8.619936952881145e-4,0.9879280365977635
-884.6753243921518,8.950291338933662e-4,0.9280563922983217
-878.9337055351606,3.950552288594705e-4,0.9572536474153609
-910.8618518307329,6.198854054193151e-4,0.9176588472305138
-875.8441799532142,4.486737419947351e-4,0.878101114552198
-915.5280599956939,5.066395824988456e-4,0.8429221497484887
-877.3880749660746,5.632139090181584e-4,0.9540465738035556
-894.2107369556624,6.906408689865215e-4,0.9704646198466059
-909.5294132628884,6.901375112900993e-4,0.9494772451227652
-935.2007191687442,5.380806215835052e-4,0.9150547205483526
-880.5461570643198,6.349117869846345e-4,0.9911268994553246
-877.8728495709462,7.471730678732253e-4,0.9975533664743512
-903.6559367257772,6.278219460600045e-4,0.9185522817609185
-947.5582029695473,3.148227898716866e-4,0.8027954767284521
-879.8138871719675,8.2346711306405e-4,0.9810133649001116
-864.2617673552156,7.143884465147929e-4,0.9803365297924067
-922.0163149007235,9.083236405576777e-4,0.9411507736365073
-901.2645459819955,3.766472057326962e-4,0.8403965460778543
-885.6056938944914,9.482757337538038e-4,0.9743146324652241
-889.5018768766397,6.483243341281996e-4,0.981101293661637
-889.217918156158,4.705535930758331e-4,0.9763831150258467
-886.7227694845279,7.050840593872518e-4,0.9772746113787475
-936.1837752041184,6.34265142124561e-4,0.9569190505147676
-888.0849644617459,0.0010534816151292685,0.9649860648228591
-908.4806591969398,3.9024166160127457e-4,0.8909461271559262
-900.4912030604937,6.197780691925142e-4,0.9082586648925451
-909.3673886327641,6.756163071417012e-4,0.95903943710577
-883.4892491080194,5.738622556589765e-4,0.9650795382479695
-876.8321544000246,8.61309266304814e-4,0.956338865915567
-898.1194643784368,4.5438214390233723e-4,0.9364523037105538
-910.9494803018501,4.5881707256545693e-4,0.9109753836619008
-924.1721637553887,3.951833691892351e-4,0.9029017295568013
-890.8120544479326,6.622618977302401e-4,0.892327542128732
-927.1714213408802,4.8491817846315266e-4,0.8407992306541698
-927.4293323215308,4.8772627228282136e-4,0.9244175450299439
-915.4585283577311,8.566242772531788e-4,0.9557944969938171
-937.2966813433113,6.35747583352217e-4,0.8525337450349041
-926.9522780966589,5.28472937461152e-4,0.905855019761652
-913.3491914107392,7.284557649492901e-4,0.9715361303736375
-881.1438695114716,7.320028427240139e-4,0.9878401387032698
-953.4326097661872,4.422841580667048e-4,0.8060506186630454
-937.1361964513669,4.479495975975144e-4,0.8755547808417921
-905.7410277105417,0.0010697717094620522,0.9287230159422546
-911.2570854029166,6.411434658505946e-4,0.9569839381819165
-919.3167832184544,8.289188244825874e-4,0.9131315640530112
-917.1079878649347,7.893792585962392e-4,0.9052104530280215
-902.3174590790261,4.8394614228422484e-4,0.9601223358760121
-903.6907722622012,3.5955402385893826e-4,0.91440692012451
-902.5926653637396,7.31833148488648e-4,0.9368891681193455
-943.2419952685884,7.287978092817052e-4,0.8497529882830702
-918.4639454419363,7.051151761023572e-4,0.8942055604395044
-938.1296280420557,8.890749410006917e-4,0.8846456142143843
-927.2751423531125,6.249272620002038e-4,0.8835210119659193
-915.3497302037254,7.526516240641678e-4,0.9557777389601315
-934.5344891732057,6.288290596835657e-4,0.8666770250356315
-931.4491067110413,7.955752602643467e-4,0.880645803982664
-969.8876047204687,7.81884880726284e-4,0.8313186430555359
-949.3755416424382,5.490377325951291e-4,0.8341835595475384
-928.7777863416228,6.869044119742312e-4,0.8941560994373241
-958.6017190276851,5.651022696689553e-4,0.8675220185386432
