from,to,time,support,generations
NA,1,10,0.35777777777777775,NA
NA,2,10,0.4866666666666667,NA
10,3,54,0.10555555555555556,1
8,4,57,0.21166666666666667,1
10,5,58,0.09277777777777778,1
11,6,53,0.105,1
3,7,53,0.09833333333333333,1
17,8,57,0.20777777777777778,1
12,9,58,0.08944444444444444,1
6,10,54,0.09888888888888889,1
6,11,54,0.10611111111111111,1
10,12,53,0.09888888888888889,1
12,13,58,0.09388888888888888,1
11,14,58,0.0961111111111111,1
7,15,58,0.1,1
18,16,57,0.20833333333333334,1
8,17,57,0.20722222222222222,1
8,18,56,0.21388888888888888,1
6,19,58,0.09277777777777778,1
13,20,70,0.08277777777777778,1
22,21,66,0.3161111111111111,1
21,22,70,0.6783333333333333,1
20,23,77,0.09666666666666666,1
31,24,77.5,0.3466666666666667,1
60,25,98,0.13111111111111112,1
36,26,91,0.08833333333333333,1
20,27,77,0.0961111111111111,1
20,28,74,0.09777777777777778,1
30,29,94,0.07388888888888889,1
20,30,80,0.10222222222222223,1
24,31,77,0.33444444444444443,1
74,32,119,0.10222222222222223,1
50,33,95,0.18333333333333332,1
211,34,128,0.08611111111111111,1
24,35,78,0.3472222222222222,1
20,36,80,0.09444444444444444,1
30,37,92,0.07611111111111112,1
52,38,90,0.155,1
36,39,89,0.09,1
80,40,144,0.69,1
23,41,89,0.08388888888888889,1
38,42,95,0.1827777777777778,1
36,43,90,0.07833333333333334,1
NA,44,93.5,0.025555555555555557,NA
30,45,92,0.07555555555555556,1
41,46,92,0.07944444444444444,1
50,47,95,0.17777777777777778,1
47,48,95,0.18,1
38,49,92,0.23666666666666666,1
48,50,95,0.1738888888888889,1
38,51,92,0.22777777777777777,1
38,52,92,0.2388888888888889,1
50,53,95,0.17666666666666667,1
30,54,92,0.08611111111111111,1
38,55,95,0.19277777777777777,1
38,56,98,0.17166666666666666,1
98,57,124,0.09166666666666666,1
66,58,106,0.2838888888888889,1
50,59,106,0.16666666666666666,1
25,60,103,0.62,1
71,61,111,0.10055555555555555,1
56,62,103,0.14555555555555555,1
120,63,115,0.3894444444444444,1
60,64,114,0.21055555555555555,1
147,65,124,0.3827777777777778,1
58,66,106,0.2861111111111111,1
66,67,110,0.2577777777777778,1
58,68,119,0.10888888888888888,1
67,69,119,0.10277777777777777,1
25,70,107,0.4577777777777778,1
55,71,107,0.12277777777777778,1
60,72,117,0.16555555555555557,1
74,73,114,0.10388888888888889,1
45,74,110,0.07611111111111112,1
59,75,114,0.1272222222222222,1
62,76,113,0.09,1
25,77,112,0.2388888888888889,1
70,78,114,0.2011111111111111,1
68,79,128,0.05,1
40,80,139,0.1827777777777778,1
62,81,114,0.095,1
186,82,145,0.03944444444444444,1
75,83,123,0.11,1
71,84,118,0.07277777777777777,1
113,85,119,0.5294444444444445,1
60,86,114,0.215,1
111,87,129,0.050555555555555555,1
92,88,131,0.03888888888888889,1
66,89,119,0.10277777777777777,1
63,90,119,0.37444444444444447,1
71,91,114,0.08888888888888889,1
58,92,119,0.10611111111111111,1
58,93,119,0.11055555555555556,1
