infected,id,ances,weight,date,ances.date,sp,sp_infector,infector
64420015_0,1,3,0,2008-03-31T22:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_2
64420015_1,2,3,0,2008-03-31T22:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_2
64420015_2,3,NA,NA,2008-02-29T23:00:00Z,NA,cattle,NA,NA
64420015_3,4,NA,NA,2008-02-29T23:00:00Z,NA,cattle,NA,NA
64420015_4,5,3,0,2008-03-31T22:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_2
64420009_0,6,3,0.005873860100934784,2013-01-31T23:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_2
64359108_0,7,6,0,2015-01-31T23:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64420012_0,8,6,0,2014-07-31T22:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64359108_1,9,6,0,2015-01-31T23:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64420012_1,10,6,0,2014-08-31T22:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64359_0,11,63,0,2019-11-30T23:00:00Z,2018-02-28T23:00:00Z,boar,cattle,64359142_0
64359_1,12,6,0,2020-01-31T23:00:00Z,2013-01-31T23:00:00Z,boar,cattle,64420009_0
64359108_2,13,6,0,2015-01-31T23:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64359_2,14,32,0,2018-12-31T23:00:00Z,2016-11-30T23:00:00Z,boar,cattle,64359119_0
64359_3,15,6,0.005873860100934784,2015-02-28T23:00:00Z,2013-01-31T23:00:00Z,boar,cattle,64420009_0
64359108_3,16,6,0,2015-03-31T22:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64359108_4,17,6,0,2015-03-31T22:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64359108_5,18,6,0,2015-03-31T22:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64420047_0,19,6,0,2016-01-31T23:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64420009_1,20,6,0,2016-02-29T23:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64359225_0,21,6,0,2016-01-31T23:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64556002_0,22,6,0,2017-06-30T22:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64556005_0,23,6,0,2017-04-30T22:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64359061_0,24,15,0,2017-01-31T23:00:00Z,2015-02-28T23:00:00Z,cattle,boar,64359_3
64359110_0,25,6,0,2016-02-29T23:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64359061_1,26,15,0,2017-05-31T22:00:00Z,2015-02-28T23:00:00Z,cattle,boar,64359_3
64359061_2,27,15,0,2017-01-31T23:00:00Z,2015-02-28T23:00:00Z,cattle,boar,64359_3
64359008_0,28,6,0,2016-12-31T23:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64359_4,29,15,0,2020-01-31T23:00:00Z,2015-02-28T23:00:00Z,boar,boar,64359_3
64359056_0,30,6,0,2018-01-31T23:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64359_5,31,6,0.0058827854385923636,2017-02-28T23:00:00Z,2013-01-31T23:00:00Z,boar,cattle,64420009_0
64359119_0,32,6,0.0058827854385923636,2016-11-30T23:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64556005_1,33,6,0,2017-06-30T22:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64359008_1,34,15,0,2016-12-31T23:00:00Z,2015-02-28T23:00:00Z,cattle,boar,64359_3
64359225_1,35,6,0,2016-12-31T23:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64359110_1,36,32,0,2016-12-31T23:00:00Z,2016-11-30T23:00:00Z,cattle,cattle,64359119_0
64359061_3,37,15,0,2017-05-31T22:00:00Z,2015-02-28T23:00:00Z,cattle,boar,64359_3
64359061_4,38,15,0,2017-05-31T22:00:00Z,2015-02-28T23:00:00Z,cattle,boar,64359_3
64359008_2,39,6,0,2016-12-31T23:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64359061_6,40,15,0,2017-01-31T23:00:00Z,2015-02-28T23:00:00Z,cattle,boar,64359_3
64359061_5,41,15,0,2017-05-31T22:00:00Z,2015-02-28T23:00:00Z,cattle,boar,64359_3
64359056_1,42,6,0,2017-11-30T23:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
64359056_2,43,6,0,2017-11-30T23:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420009_0
