infected,id,ances,weight,date,ances.date,sp,sp_infector,infector
64420015_0,1,NA,NA,2008-03-31T22:00:00Z,NA,cattle,NA,NA
45_d500_99_839_0,2,1,0.005882745117997399,2013-07-31T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
64420015_1,3,NA,NA,2008-03-31T22:00:00Z,NA,cattle,NA,NA
64420035_10,4,1,0,2012-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420035_11,5,1,0.005882745117997399,2012-03-31T22:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420035_12,6,1,0,2012-03-31T22:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
45_d500_78_668_0,7,1,0,2016-06-30T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
64420035_13,8,1,0,2012-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
45_d500_99_766_0,9,1,0,2014-10-31T23:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_123_762_0,10,1,0,2019-05-31T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_159_855_0,11,1,0,2019-05-31T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
64420035_14,12,1,0,2012-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420035_17,13,1,0.005882745117997399,2012-03-31T22:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420035_16,14,1,0,2012-03-31T22:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420035_15,15,1,0,2012-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420035_18,16,1,0,2012-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420035_21,17,1,0,2012-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420035_19,18,1,0,2012-03-31T22:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420035_20,19,1,0,2012-03-31T22:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420035_22,20,1,0,2012-03-31T22:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420035_24,21,1,0.005882745117997399,2012-03-31T22:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420035_25,22,1,0.005882745117997399,2012-03-31T22:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420035_26,23,1,0.005882745117997399,2012-03-31T22:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420035_23,24,1,0,2012-03-31T22:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
