infected,id,ances,weight,date,ances.date,sp,sp_infector,infector
64420015_0,1,4,0.011800345372735305,2008-03-31T22:00:00Z,2007-10-31T23:00:00Z,cattle,badger,45_d500_99_839_0
45_d500_157_858_0,2,13,0,2019-07-31T22:00:00Z,2010-08-31T22:00:00Z,badger,badger,45_d500_157_858_5
45_d500_152_0,3,4,0.005873890764850114,2009-01-31T23:00:00Z,2007-10-31T23:00:00Z,badger,badger,45_d500_99_839_0
45_d500_99_839_0,4,NA,NA,2007-10-31T23:00:00Z,NA,badger,NA,NA
45_d500_157_858_1,5,3,0.00588284708307915,2009-05-31T22:00:00Z,2009-01-31T23:00:00Z,badger,badger,45_d500_152_0
45_d500_99_839_1,6,3,0.00588284708307915,2013-10-31T23:00:00Z,2009-01-31T23:00:00Z,badger,badger,45_d500_152_0
45_d500_157_858_2,7,1,0.00588284708307915,2008-07-31T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
64420015_1,8,4,0.017753245354411938,2008-03-31T22:00:00Z,2007-10-31T23:00:00Z,cattle,badger,45_d500_99_839_0
45_d500_160_1,9,1,0.005873890764850114,2015-10-31T23:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_152_1,10,1,0.00588284708307915,2020-01-31T23:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_157_858_3,11,1,0.00588284708307915,2009-07-31T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_157_858_4,12,13,0.005873890764850114,2017-02-28T23:00:00Z,2010-08-31T22:00:00Z,badger,badger,45_d500_157_858_5
45_d500_157_858_5,13,3,0.00588284708307915,2010-08-31T22:00:00Z,2009-01-31T23:00:00Z,badger,badger,45_d500_152_0
64420038_0,14,1,0.011836604629298114,2013-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
45_d500_124_0,15,1,0.011836604629298114,2014-04-30T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
64420038_1,16,14,0.005873890764850114,2013-03-31T22:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420038_0
64420038_2,17,14,0,2013-03-31T22:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420038_0
64420038_3,18,14,0.00588284708307915,2013-03-31T22:00:00Z,2013-01-31T23:00:00Z,cattle,cattle,64420038_0
64420002_0,19,6,0.00588284708307915,2014-03-31T22:00:00Z,2013-10-31T23:00:00Z,cattle,badger,45_d500_99_839_1
45_d500_151_0,20,6,0.005873890764850114,2018-03-31T22:00:00Z,2013-10-31T23:00:00Z,badger,badger,45_d500_99_839_1
45_d500_99_720_0,21,3,0.00588284708307915,2013-10-31T23:00:00Z,2009-01-31T23:00:00Z,badger,badger,45_d500_152_0
64420002_1,22,6,0.005873890764850114,2014-01-31T23:00:00Z,2013-10-31T23:00:00Z,cattle,badger,45_d500_99_839_1
64420002_2,23,6,0.00588284708307915,2014-01-31T23:00:00Z,2013-10-31T23:00:00Z,cattle,badger,45_d500_99_839_1
45_d500_151_1,24,6,0.005873890764850114,2015-06-30T22:00:00Z,2013-10-31T23:00:00Z,badger,badger,45_d500_99_839_1
45_d500_123_762_0,25,6,0.005873890764850114,2014-04-30T22:00:00Z,2013-10-31T23:00:00Z,badger,badger,45_d500_99_839_1
45_d500_151_2,26,6,0.00588284708307915,2015-01-31T23:00:00Z,2013-10-31T23:00:00Z,badger,badger,45_d500_99_839_1
45_d500_105_726_0,27,6,0,2015-06-30T22:00:00Z,2013-10-31T23:00:00Z,badger,badger,45_d500_99_839_1
64420002_3,28,6,0,2014-01-31T23:00:00Z,2013-10-31T23:00:00Z,cattle,badger,45_d500_99_839_1
45_d500_151_3,29,6,0.005873890764850114,2014-09-30T22:00:00Z,2013-10-31T23:00:00Z,badger,badger,45_d500_99_839_1
45_d500_151_4,30,22,0.00588284708307915,2020-01-31T23:00:00Z,2014-01-31T23:00:00Z,badger,cattle,64420002_1
