sim,scenario,nb_acc,nb_non_acc
S1_1,1,9,141
S1_2,1,11,156
S1_4,1,9,54
S1_6,1,21,293
S1_7,1,12,197
S1_8,1,4,80
S1_9,1,1,46
S1_10,1,5,54
S1_11,1,2,62
S1_12,1,7,86
S1_13,1,11,213
S1_14,1,13,222
S1_15,1,8,121
S1_17,1,9,99
S1_18,1,7,47
S1_19,1,8,186
S1_20,1,9,58
S1_21,1,14,126
S1_22,1,6,89
S1_23,1,10,75
S1_24,1,6,74
S1_25,1,5,64
S1_26,1,1,51
S1_28,1,12,193
S1_29,1,26,291
S1_30,1,28,423
