sim,scenario,nb_acc,nb_non_acc
S4_1,1,27,188
S4_2,1,19,137
S4_3,1,19,97
S4_4,1,55,394
S4_5,1,64,311
S4_6,1,14,99
S4_7,1,33,258
S4_8,1,36,206
S4_9,1,54,251
S4_10,1,33,243
S4_11,1,63,298
S4_12,1,41,227
S4_13,1,41,213
S4_14,1,63,327
S4_15,1,59,276
S4_16,1,45,308
S4_17,1,27,177
S4_18,1,43,86
S4_19,1,38,297
S4_20,1,36,181
S4_21,1,27,137
S4_22,1,40,254
S4_23,1,39,233
S4_24,1,24,267
S4_25,1,45,312
S4_26,1,29,170
S4_27,1,26,208
S4_28,1,31,219
S4_29,1,46,198
S4_30,1,45,281
