sim,scenario,nb_acc,nb_non_acc
S1_1,1,9,140
S1_2,1,7,159
S1_3,1,15,467
S1_4,1,3,59
S1_5,1,18,464
S1_6,1,13,300
S1_7,1,4,204
S1_8,1,1,82
S1_9,1,0,46
S1_10,1,0,57
S1_11,1,0,63
S1_12,1,0,92
S1_13,1,5,218
S1_14,1,5,229
S1_15,1,1,126
S1_16,1,0,237
S1_17,1,1,102
S1_18,1,3,50
S1_19,1,4,189
S1_20,1,3,63
S1_21,1,7,132
S1_22,1,6,88
S1_23,1,1,83
S1_24,1,9,70
S1_25,1,1,68
S1_26,1,0,51
S1_27,1,11,434
S1_28,1,3,201
S1_29,1,10,307
S1_30,1,8,486
