sim,scenario,nb_acc,nb_non_acc
S4_1,1,54,160
S4_2,1,46,111
S4_3,1,25,93
S4_6,1,15,99
S4_8,1,48,193
S4_9,1,72,234
S4_11,1,87,276
S4_12,1,54,206
S4_13,1,61,195
S4_14,1,70,322
S4_15,1,82,254
S4_17,1,39,166
S4_18,1,31,98
S4_20,1,39,167
S4_21,1,31,135
S4_22,1,65,230
S4_24,1,50,248
S4_25,1,78,281
S4_26,1,39,161
S4_27,1,42,193
S4_29,1,62,183
