sim,scenario,nb_acc,nb_non_acc
S4_1,1,66,150
S4_2,1,41,115
S4_3,1,30,85
S4_4,1,100,348
S4_5,1,96,279
S4_6,1,18,95
S4_7,1,62,229
S4_8,1,72,170
S4_9,1,78,227
S4_10,1,60,216
S4_11,1,93,268
S4_12,1,69,199
S4_13,1,64,190
S4_14,1,88,304
S4_15,1,102,233
S4_16,1,79,274
S4_17,1,68,136
S4_18,1,41,88
S4_19,1,90,246
S4_20,1,42,176
S4_21,1,45,120
S4_22,1,78,216
S4_23,1,72,201
S4_24,1,58,230
S4_25,1,77,280
S4_26,1,41,158
S4_27,1,46,186
S4_28,1,63,187
S4_29,1,53,191
S4_30,1,84,242
