X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
24484,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,2,10,demographie,13,112,NA->cattle,2007,10,b2012,490,125,92,273,NA,NA,NA,NA,NA,NA
24485,13,SB0832,badger,cattle,45_d500_160_0,64420015_0,45_d500_160,64420015,cattle,3,3,23,demographie,19,112,cattle->badger,2007,20,b2012,490,125,92,273,64420015_0->45_d500_160_0,NA,64420015_0->45_d500_160_0,NA,NA,NA
24486,13,SB0832,badger,cattle,45_d500_99_839_0,64420015_0,45_d500_99_839,64420015,cattle,3,3,15,demographie,20,112,cattle->badger,2007,12,b2012,490,125,92,273,64420015_0->45_d500_99_839_0,NA,64420015_0->45_d500_99_839_0,NA,NA,NA
24487,13,SB0832,cattle,badger,64420009_0,45_d500_160_0,64420009,45_d500_160,badger,4,14,51,abattage,21,112,badger->cattle,2007,47,b2012,490,125,92,273,45_d500_160_0->64420009_0,64420015_0->64420009_0,45_d500_160_0->64420009_0,64420015_0->64420009_0,64420015_0->64420009_0,64420015_0->64420009_0
24488,13,SB0832,badger,cattle,45_d500_156_0,64420015_0,45_d500_156,64420015,cattle,4,4,94,demographie,25,112,cattle->badger,2007,90,b2012,490,125,92,273,64420015_0->45_d500_156_0,64420015_0->45_d500_156_0,64420015_0->45_d500_156_0,NA,64420015_0->45_d500_156_0,NA
24489,13,SB0832,cattle,badger,64201008_0,45_d500_156_0,64201008,45_d500_156,badger,6,8,11,demographie,29,112,badger->cattle,2007,5,b2012,490,125,92,273,45_d500_156_0->64201008_0,45_d500_156_0->64201008_0,45_d500_156_0->64201008_0,64420015_0->64201008_0,45_d500_156_0->64201008_0,64420015_0->64201008_0
24490,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,6,8,11,abattage,33,112,cattle->cattle,2007,5,b2012,490,125,92,273,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1
24491,13,SB0832,cattle,badger,64420047_0,45_d500_156_0,64420047,45_d500_156,badger,8,13,26,abattage,37,112,badger->cattle,2007,18,b2012,490,125,92,273,45_d500_156_0->64420047_0,45_d500_156_0->64420047_0,45_d500_156_0->64420047_0,64420015_0->64420047_0,45_d500_156_0->64420047_0,64420015_0->64420047_0
24492,13,SB0832,badger,cattle,45_d500_152_0,64420015_0,45_d500_152,64420015,cattle,9,9,78,demographie,42,112,cattle->badger,2007,69,b2012,490,125,92,273,64420015_0->45_d500_152_0,64420015_0->45_d500_152_0,64420015_0->45_d500_152_0,NA,64420015_0->45_d500_152_0,NA
24493,13,SB0832,badger,cattle,45_d500_157_858_1,64420015_1,45_d500_157_858,64420015,cattle,9,9,55,demographie,43,112,cattle->badger,2007,46,b2012,490,125,92,273,64420015_1->45_d500_157_858_1,NA,64420015_1->45_d500_157_858_1,NA,NA,NA
