X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,presence_2,presence_3,presence_4,presence_5,presence_6
43927,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,1,4,demographie,13,22,NA->cattle,2007,4,b2012,271,48,58,165,NA,NA,NA,NA,NA,NA,1,1,1,1,1
43928,13,SB0832,badger,cattle,45_d500_160_0,64420015_0,45_d500_160,64420015,cattle,4,4,28,demographie,32,22,cattle->badger,2007,24,b2012,271,48,58,165,64420015_0->45_d500_160_0,NA,64420015_0->45_d500_160_0,NA,NA,NA,1,1,1,1,1
43929,13,SB0832,badger,badger,45_d500_160_1,45_d500_160_0,45_d500_160,45_d500_160,within,13,13,88,demographie,108,22,badger->badger,2008,75,b2012,271,48,58,165,45_d500_160_0->45_d500_160_1,64420015_0->45_d500_160_1,45_d500_160_0->45_d500_160_1,NA,64420015_0->45_d500_160_1,NA,1,1,1,1,1
43930,13,SB0832,cattle,badger,64310006_0,45_d500_160_1,64310006,45_d500_160,badger,16,21,52,abattage,131,22,badger->cattle,2008,36,b2012,271,48,58,165,45_d500_160_1->64310006_0,45_d500_160_1->64310006_0,45_d500_160_1->64310006_0,64420015_0->64310006_0,45_d500_160_1->64310006_0,64420015_0->64310006_0,1,1,1,1,1
43931,13,SB0832,cattle,badger,64420009_0,45_d500_160_0,64420009,45_d500_160,badger,20,-1,21,demographie,158,22,badger->cattle,2008,1,b2012,271,48,58,165,45_d500_160_0->64420009_0,64420015_0->64420009_0,45_d500_160_0->64420009_0,64420015_0->64420009_0,64420015_0->64420009_0,64420015_0->64420009_0,1,1,1,1,1
43932,13,SB0832,boar,cattle,64310_0,64310006_0,64310,64310006,cattle,24,24,30,demographie,198,22,cattle->boar,2009,6,b2012,271,48,58,165,64310006_0->64310_0,NA,NA,64310006_0->64310_0,NA,NA,0,0,1,0,0
43933,13,SB0832,cattle,cattle,64310006_1,64310006_0,64310006,64310006,within,25,26,43,demographie,207,22,cattle->cattle,2009,18,b2012,271,48,58,165,64310006_0->64310006_1,64310006_0->64310006_1,64310006_0->64310006_1,64310006_0->64310006_1,64310006_0->64310006_1,64310006_0->64310006_1,1,1,1,1,1
43934,13,SB0832,boar,cattle,64310_1,64310006_0,64310,64310006,cattle,25,25,56,demographie,208,22,cattle->boar,2009,31,b2012,271,48,58,165,64310006_0->64310_1,NA,NA,64310006_0->64310_1,NA,NA,0,0,1,0,0
43935,13,SB0832,cattle,cattle,64310006_2,64310006_0,64310006,64310006,within,27,32,52,abattage,227,22,cattle->cattle,2009,25,b2012,271,48,58,165,64310006_0->64310006_2,64310006_0->64310006_2,64310006_0->64310006_2,64310006_0->64310006_2,64310006_0->64310006_2,64310006_0->64310006_2,1,1,1,1,1
43936,13,SB0832,boar,cattle,64310_2,64310006_0,64310,64310006,cattle,27,27,33,demographie,228,22,cattle->boar,2009,6,b2012,271,48,58,165,64310006_0->64310_2,NA,NA,64310006_0->64310_2,NA,NA,0,0,1,0,0
43937,13,SB0832,boar,cattle,64310_3,64310006_0,64310,64310006,cattle,28,28,38,demographie,234,22,cattle->boar,2009,10,b2012,271,48,58,165,64310006_0->64310_3,NA,NA,64310006_0->64310_3,NA,NA,0,0,1,0,0
43938,13,SB0832,boar,cattle,64310_4,64310006_1,64310,64310006,cattle,30,30,33,demographie,251,22,cattle->boar,2009,3,b2012,271,48,58,165,64310006_1->64310_4,NA,NA,64310006_1->64310_4,NA,NA,0,0,1,0,0
43939,13,SB0832,boar,cattle,64310_5,64310006_0,64310,64310006,cattle,31,31,38,demographie,261,22,cattle->boar,2009,7,b2012,271,48,58,165,64310006_0->64310_5,NA,NA,64310006_0->64310_5,NA,NA,0,0,1,0,0
43940,13,SB0832,boar,cattle,64310_6,64310006_1,64310,64310006,cattle,32,32,48,demographie,264,22,cattle->boar,2009,16,b2012,271,48,58,165,64310006_1->64310_6,NA,NA,64310006_1->64310_6,NA,NA,0,0,1,0,0
43941,13,SB0832,cattle,cattle,64310006_3,64310006_2,64310006,64310006,within,32,37,52,abattage,265,22,cattle->cattle,2009,20,b2012,271,48,58,165,64310006_2->64310006_3,64310006_2->64310006_3,64310006_2->64310006_3,64310006_2->64310006_3,64310006_2->64310006_3,64310006_2->64310006_3,1,1,1,1,1
43942,13,SB0832,cattle,cattle,64310006_5,64310006_0,64310006,64310006,within,36,38,52,abattage,296,22,cattle->cattle,2010,16,b2012,271,48,58,165,64310006_0->64310006_5,64310006_0->64310006_5,64310006_0->64310006_5,64310006_0->64310006_5,64310006_0->64310006_5,64310006_0->64310006_5,1,1,1,1,1
43943,13,SB0832,cattle,cattle,64310006_7,64310006_1,64310006,64310006,within,36,37,52,abattage,297,22,cattle->cattle,2010,16,b2012,271,48,58,165,64310006_1->64310006_7,64310006_1->64310006_7,64310006_1->64310006_7,64310006_1->64310006_7,64310006_1->64310006_7,64310006_1->64310006_7,1,1,1,1,1
43944,13,SB0832,cattle,cattle,64310006_4,64310006_2,64310006,64310006,within,36,38,52,abattage,298,22,cattle->cattle,2010,16,b2012,271,48,58,165,64310006_2->64310006_4,64310006_2->64310006_4,64310006_2->64310006_4,64310006_2->64310006_4,64310006_2->64310006_4,64310006_2->64310006_4,1,1,1,1,1
43945,13,SB0832,cattle,cattle,64310006_6,64310006_2,64310006,64310006,within,36,-1,37,demographie,299,22,cattle->cattle,2010,1,b2012,271,48,58,165,64310006_2->64310006_6,64310006_2->64310006_6,64310006_2->64310006_6,64310006_2->64310006_6,64310006_2->64310006_6,64310006_2->64310006_6,1,1,1,1,1
43946,13,SB0832,cattle,cattle,64310006_8,64310006_0,64310006,64310006,within,37,38,52,demographie,311,22,cattle->cattle,2010,15,b2012,271,48,58,165,64310006_0->64310006_8,64310006_0->64310006_8,64310006_0->64310006_8,64310006_0->64310006_8,64310006_0->64310006_8,64310006_0->64310006_8,1,1,1,1,1
43947,13,SB0832,cattle,cattle,64310006_9,64310006_0,64310006,64310006,within,37,39,52,abattage,312,22,cattle->cattle,2010,15,b2012,271,48,58,165,64310006_0->64310006_9,64310006_0->64310006_9,64310006_0->64310006_9,64310006_0->64310006_9,64310006_0->64310006_9,64310006_0->64310006_9,1,1,1,1,1
43948,13,SB0832,boar,cattle,64310_7,64310006_0,64310,64310006,cattle,37,37,49,demographie,313,22,cattle->boar,2010,12,b2012,271,48,58,165,64310006_0->64310_7,NA,NA,64310006_0->64310_7,NA,NA,0,0,1,0,0
43949,13,SB0832,cattle,cattle,64310006_10,64310006_0,64310006,64310006,within,40,42,52,abattage,353,22,cattle->cattle,2010,12,b2012,271,48,58,165,64310006_0->64310006_10,64310006_0->64310006_10,64310006_0->64310006_10,64310006_0->64310006_10,64310006_0->64310006_10,64310006_0->64310006_10,1,1,1,1,1
43950,13,SB0832,cattle,cattle,64310006_11,64310006_2,64310006,64310006,within,41,44,52,abattage,362,22,cattle->cattle,2010,11,b2012,271,48,58,165,64310006_2->64310006_11,64310006_2->64310006_11,64310006_2->64310006_11,64310006_2->64310006_11,64310006_2->64310006_11,64310006_2->64310006_11,1,1,1,1,1
43951,13,SB0832,cattle,cattle,64310006_13,64310006_2,64310006,64310006,within,41,51,52,abattage,363,22,cattle->cattle,2010,11,b2012,271,48,58,165,64310006_2->64310006_13,64310006_2->64310006_13,64310006_2->64310006_13,64310006_2->64310006_13,64310006_2->64310006_13,64310006_2->64310006_13,1,1,1,1,1
43952,13,SB0832,cattle,cattle,64310006_12,64310006_8,64310006,64310006,within,41,44,52,abattage,364,22,cattle->cattle,2010,11,b2012,271,48,58,165,64310006_8->64310006_12,64310006_8->64310006_12,64310006_8->64310006_12,64310006_8->64310006_12,64310006_8->64310006_12,64310006_8->64310006_12,1,1,1,1,1
43953,13,SB0832,cattle,cattle,64310006_14,64310006_1,64310006,64310006,within,42,43,52,abattage,378,22,cattle->cattle,2010,10,b2012,271,48,58,165,64310006_1->64310006_14,64310006_1->64310006_14,64310006_1->64310006_14,64310006_1->64310006_14,64310006_1->64310006_14,64310006_1->64310006_14,1,1,1,1,1
43954,13,SB0832,badger,cattle,45_d500_99_866_2,64310006_2,45_d500_99_866,64310006,cattle,42,42,45,demographie,379,22,cattle->badger,2010,3,b2012,271,48,58,165,64310006_2->45_d500_99_866_2,NA,64310006_2->45_d500_99_866_2,NA,NA,NA,0,1,0,0,0
43955,13,SB0832,cattle,cattle,64310006_16,64310006_8,64310006,64310006,within,42,45,52,abattage,380,22,cattle->cattle,2010,10,b2012,271,48,58,165,64310006_8->64310006_16,64310006_8->64310006_16,64310006_8->64310006_16,64310006_8->64310006_16,64310006_8->64310006_16,64310006_8->64310006_16,1,1,1,1,1
43956,13,SB0832,cattle,cattle,64310006_15,64310006_9,64310006,64310006,within,42,46,52,abattage,381,22,cattle->cattle,2010,10,b2012,271,48,58,165,64310006_9->64310006_15,64310006_9->64310006_15,64310006_9->64310006_15,64310006_9->64310006_15,64310006_9->64310006_15,64310006_9->64310006_15,1,1,1,1,1
43957,13,SB0832,boar,cattle,64310_8,64310006_9,64310,64310006,cattle,42,42,62,demographie,382,22,cattle->boar,2010,20,b2012,271,48,58,165,64310006_9->64310_8,64310006_9->64310_8,NA,64310006_9->64310_8,NA,64310006_9->64310_8,1,0,1,0,1
43958,13,SB0832,cattle,cattle,64310006_17,64310006_5,64310006,64310006,within,43,46,52,abattage,398,22,cattle->cattle,2010,9,b2012,271,48,58,165,64310006_5->64310006_17,64310006_5->64310006_17,64310006_5->64310006_17,64310006_5->64310006_17,64310006_5->64310006_17,64310006_5->64310006_17,1,1,1,1,1
43959,13,SB0832,cattle,cattle,64310006_18,64310006_8,64310006,64310006,within,44,45,52,abattage,416,22,cattle->cattle,2010,8,b2012,271,48,58,165,64310006_8->64310006_18,64310006_8->64310006_18,64310006_8->64310006_18,64310006_8->64310006_18,64310006_8->64310006_18,64310006_8->64310006_18,1,1,1,1,1
43960,13,SB0832,boar,cattle,64310_9,64310006_9,64310,64310006,cattle,44,44,72,demographie,417,22,cattle->boar,2010,28,b2012,271,48,58,165,64310006_9->64310_9,64310006_9->64310_9,NA,64310006_9->64310_9,NA,64310006_9->64310_9,1,0,1,0,1
43961,13,SB0832,cattle,cattle,64310006_19,64310006_12,64310006,64310006,within,46,48,52,abattage,458,22,cattle->cattle,2010,6,b2012,271,48,58,165,64310006_12->64310006_19,64310006_12->64310006_19,64310006_12->64310006_19,64310006_12->64310006_19,64310006_12->64310006_19,64310006_12->64310006_19,1,1,1,1,1
43962,13,SB0832,cattle,cattle,64310006_24,64310006_11,64310006,64310006,within,47,49,52,abattage,474,22,cattle->cattle,2010,5,b2012,271,48,58,165,64310006_11->64310006_24,64310006_11->64310006_24,64310006_11->64310006_24,64310006_11->64310006_24,64310006_11->64310006_24,64310006_11->64310006_24,1,1,1,1,1
43963,13,SB0832,cattle,cattle,64310006_29,64310006_11,64310006,64310006,within,47,48,52,abattage,475,22,cattle->cattle,2010,5,b2012,271,48,58,165,64310006_11->64310006_29,64310006_11->64310006_29,64310006_11->64310006_29,64310006_11->64310006_29,64310006_11->64310006_29,64310006_11->64310006_29,1,1,1,1,1
43964,13,SB0832,cattle,cattle,64310006_22,64310006_12,64310006,64310006,within,47,-1,52,abattage,476,22,cattle->cattle,2010,5,b2012,271,48,58,165,64310006_12->64310006_22,64310006_12->64310006_22,64310006_12->64310006_22,64310006_12->64310006_22,64310006_12->64310006_22,64310006_12->64310006_22,1,1,1,1,1
43965,13,SB0832,cattle,cattle,64310006_21,64310006_17,64310006,64310006,within,47,-1,52,abattage,477,22,cattle->cattle,2010,5,b2012,271,48,58,165,64310006_17->64310006_21,64310006_17->64310006_21,64310006_17->64310006_21,64310006_17->64310006_21,64310006_17->64310006_21,64310006_17->64310006_21,1,1,1,1,1
43966,13,SB0832,cattle,cattle,64310006_28,64310006_2,64310006,64310006,within,47,48,52,abattage,478,22,cattle->cattle,2010,5,b2012,271,48,58,165,64310006_2->64310006_28,64310006_2->64310006_28,64310006_2->64310006_28,64310006_2->64310006_28,64310006_2->64310006_28,64310006_2->64310006_28,1,1,1,1,1
43967,13,SB0832,cattle,cattle,64310006_26,64310006_3,64310006,64310006,within,47,49,52,abattage,479,22,cattle->cattle,2010,5,b2012,271,48,58,165,64310006_3->64310006_26,64310006_3->64310006_26,64310006_3->64310006_26,64310006_3->64310006_26,64310006_3->64310006_26,64310006_3->64310006_26,1,1,1,1,1
43968,13,SB0832,cattle,cattle,64310006_20,64310006_4,64310006,64310006,within,47,-1,48,demographie,480,22,cattle->cattle,2010,1,b2012,271,48,58,165,64310006_4->64310006_20,64310006_4->64310006_20,64310006_4->64310006_20,64310006_4->64310006_20,64310006_4->64310006_20,64310006_4->64310006_20,1,1,1,1,1
43969,13,SB0832,cattle,cattle,64296022_0,64310006_7,64310006,64310006,within,47,47,87,abattage,481,22,cattle->cattle,2010,40,b2012,271,48,58,165,64310006_7->64296022_0,64310006_7->64296022_0,64310006_7->64296022_0,64310006_7->64296022_0,64310006_7->64296022_0,64310006_7->64296022_0,1,1,1,1,1
43970,13,SB0832,cattle,cattle,64310006_23,64310006_7,64310006,64310006,within,47,50,52,abattage,482,22,cattle->cattle,2010,5,b2012,271,48,58,165,64310006_7->64310006_23,64310006_7->64310006_23,64310006_7->64310006_23,64310006_7->64310006_23,64310006_7->64310006_23,64310006_7->64310006_23,1,1,1,1,1
