X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
11316,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,0,11,demographie,13,360,NA->cattle,2007,11,b2012,143,42,31,70,NA,NA,NA,NA,NA,NA
11317,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,2,3,12,abattage,20,360,cattle->cattle,2007,10,b2012,143,42,31,70,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1
11318,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,2,7,12,abattage,21,360,cattle->cattle,2007,10,b2012,143,42,31,70,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2
11319,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,2,7,12,abattage,22,360,cattle->cattle,2007,10,b2012,143,42,31,70,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3
11320,13,SB0832,badger,cattle,45_d500_152_0,64420015_0,45_d500_152,64420015,cattle,7,7,89,demographie,77,360,cattle->badger,2007,82,b2012,143,42,31,70,64420015_0->45_d500_152_0,64420015_0->45_d500_152_0,64420015_0->45_d500_152_0,NA,64420015_0->45_d500_152_0,NA
11321,13,SB0832,badger,cattle,45_d500_157_858_1,64420015_2,45_d500_157_858,64420015,cattle,9,9,80,trapping,105,360,cattle->badger,2007,71,b2012,143,42,31,70,64420015_2->45_d500_157_858_1,64420015_2->45_d500_157_858_1,64420015_2->45_d500_157_858_1,NA,64420015_2->45_d500_157_858_1,NA
11322,13,SB0832,cattle,cattle,64420015_4,64420015_3,64420015,64420015,within,9,10,12,abattage,106,360,cattle->cattle,2007,3,b2012,143,42,31,70,64420015_3->64420015_4,64420015_3->64420015_4,64420015_3->64420015_4,64420015_3->64420015_4,64420015_3->64420015_4,64420015_3->64420015_4
11323,13,SB0832,cattle,cattle,64420015_6,64420015_3,64420015,64420015,within,11,-1,12,abattage,133,360,cattle->cattle,2007,1,b2012,143,42,31,70,64420015_3->64420015_6,64420015_3->64420015_6,64420015_3->64420015_6,64420015_3->64420015_6,64420015_3->64420015_6,64420015_3->64420015_6
11324,13,SB0832,cattle,cattle,64420015_5,64420015_4,64420015,64420015,within,11,-1,12,abattage,134,360,cattle->cattle,2007,1,b2012,143,42,31,70,64420015_4->64420015_5,64420015_4->64420015_5,64420015_4->64420015_5,64420015_4->64420015_5,64420015_4->64420015_5,64420015_4->64420015_5
11325,13,SB0832,cattle,cattle,64420015_7,64420015_3,64420015,64420015,within,12,-1,12,abattage,150,360,cattle->cattle,2008,0,b2012,143,42,31,70,64420015_3->64420015_7,64420015_3->64420015_7,64420015_3->64420015_7,64420015_3->64420015_7,64420015_3->64420015_7,64420015_3->64420015_7
11326,13,SB0832,badger,badger,45_d500_152_1,45_d500_152_0,45_d500_152,45_d500_152,within,17,17,51,demographie,209,360,badger->badger,2008,34,b2012,143,42,31,70,45_d500_152_0->45_d500_152_1,NA,45_d500_152_0->45_d500_152_1,NA,NA,NA
11327,13,SB0832,cattle,badger,64420039_0,45_d500_152_0,64420039,45_d500_152,badger,19,-1,20,demographie,226,360,badger->cattle,2008,1,b2012,143,42,31,70,45_d500_152_0->64420039_0,45_d500_152_0->64420039_0,45_d500_152_0->64420039_0,64420015_0->64420039_0,45_d500_152_0->64420039_0,64420015_0->64420039_0
11328,13,SB0832,badger,badger,45_d500_156_0,45_d500_157_858_1,45_d500_156,45_d500_157_858,neighborhood,20,20,79,trapping,236,360,badger->badger,2008,59,b2012,143,42,31,70,45_d500_157_858_1->45_d500_156_0,45_d500_157_858_1->45_d500_156_0,45_d500_157_858_1->45_d500_156_0,NA,45_d500_157_858_1->45_d500_156_0,NA
11329,13,SB0832,badger,badger,45_d500_156_1,45_d500_156_0,45_d500_156,45_d500_156,within,21,21,40,demographie,242,360,badger->badger,2008,19,b2012,143,42,31,70,45_d500_156_0->45_d500_156_1,NA,45_d500_156_0->45_d500_156_1,NA,NA,NA
11330,13,SB0832,badger,badger,45_d500_170_0,45_d500_156_0,45_d500_170,45_d500_156,neighborhood,34,34,68,trapping,324,360,badger->badger,2009,34,b2012,143,42,31,70,45_d500_156_0->45_d500_170_0,45_d500_156_0->45_d500_170_0,45_d500_156_0->45_d500_170_0,NA,45_d500_156_0->45_d500_170_0,NA
11331,13,SB0832,badger,badger,45_d500_178_0,45_d500_156_1,45_d500_178,45_d500_156,neighborhood,40,40,42,demographie,372,360,badger->badger,2010,2,b2012,143,42,31,70,45_d500_156_1->45_d500_178_0,NA,45_d500_156_1->45_d500_178_0,NA,NA,NA
11332,13,SB0832,cattle,badger,64326020_0,45_d500_156_0,64326020,45_d500_156,badger,46,50,76,abattage,423,360,badger->cattle,2010,30,b2012,143,42,31,70,45_d500_156_0->64326020_0,45_d500_156_0->64326020_0,45_d500_156_0->64326020_0,64420015_2->64326020_0,45_d500_156_0->64326020_0,64420015_2->64326020_0
11333,13,SB0832,badger,badger,45_d500_170_1,45_d500_170_0,45_d500_170,45_d500_170,within,51,51,153,demographie,500,360,badger->badger,2011,102,b2012,143,42,31,70,45_d500_170_0->45_d500_170_1,45_d500_170_0->45_d500_170_1,45_d500_170_0->45_d500_170_1,NA,45_d500_170_0->45_d500_170_1,NA
11334,13,SB0832,badger,cattle,45_d500_61_0,64326020_0,45_d500_61,64326020,cattle,51,51,90,trapping,504,360,cattle->badger,2011,39,b2012,143,42,31,70,64326020_0->45_d500_61_0,64326020_0->45_d500_61_0,64326020_0->45_d500_61_0,NA,64326020_0->45_d500_61_0,NA
11335,13,SB0832,badger,cattle,45_d500_62_0,64326020_0,45_d500_62,64326020,cattle,51,51,55,demographie,505,360,cattle->badger,2011,4,b2012,143,42,31,70,64326020_0->45_d500_62_0,NA,64326020_0->45_d500_62_0,NA,NA,NA
11336,13,SB0832,badger,cattle,45_d500_50_612_0,64326020_0,45_d500_50_612,64326020,cattle,52,52,57,demographie,521,360,cattle->badger,2011,5,b2012,143,42,31,70,64326020_0->45_d500_50_612_0,NA,64326020_0->45_d500_50_612_0,NA,NA,NA
11337,13,SB0832,badger,badger,45_d500_50_612_1,45_d500_50_612_0,45_d500_50_612,45_d500_50_612,within,53,53,125,trapping,533,360,badger->badger,2011,72,b2012,143,42,31,70,45_d500_50_612_0->45_d500_50_612_1,64326020_0->45_d500_50_612_1,45_d500_50_612_0->45_d500_50_612_1,NA,64326020_0->45_d500_50_612_1,NA
11338,13,SB0832,badger,cattle,45_d500_62_1,64326020_0,45_d500_62,64326020,cattle,53,53,55,demographie,535,360,cattle->badger,2011,2,b2012,143,42,31,70,64326020_0->45_d500_62_1,NA,64326020_0->45_d500_62_1,NA,NA,NA
11339,13,SB0832,badger,cattle,45_d500_50_612_2,64326020_0,45_d500_50_612,64326020,cattle,54,54,110,demographie,553,360,cattle->badger,2011,56,b2012,143,42,31,70,64326020_0->45_d500_50_612_2,64326020_0->45_d500_50_612_2,64326020_0->45_d500_50_612_2,NA,64326020_0->45_d500_50_612_2,NA
11340,13,SB0832,badger,cattle,45_d500_157_852_0,64326020_0,45_d500_157_852,64326020,cattle,55,55,77,trapping,566,360,cattle->badger,2011,22,b2012,143,42,31,70,64326020_0->45_d500_157_852_0,64326020_0->45_d500_157_852_0,64326020_0->45_d500_157_852_0,NA,64326020_0->45_d500_157_852_0,NA
11341,13,SB0832,badger,cattle,45_d500_157_858_3,64326020_0,45_d500_157_858,64326020,cattle,55,55,62,demographie,567,360,cattle->badger,2011,7,b2012,143,42,31,70,64326020_0->45_d500_157_858_3,64326020_0->45_d500_157_858_3,64326020_0->45_d500_157_858_3,NA,64326020_0->45_d500_157_858_3,NA
11342,13,SB0832,cattle,badger,64420044_0,45_d500_156_0,64420044,45_d500_156,badger,56,58,69,demographie,574,360,badger->cattle,2011,13,b2012,143,42,31,70,45_d500_156_0->64420044_0,45_d500_156_0->64420044_0,45_d500_156_0->64420044_0,64420015_2->64420044_0,45_d500_156_0->64420044_0,64420015_2->64420044_0
11343,13,SB0832,badger,badger,45_d500_170_2,45_d500_170_1,45_d500_170,45_d500_170,within,56,56,58,demographie,575,360,badger->badger,2011,2,b2012,143,42,31,70,45_d500_170_1->45_d500_170_2,NA,45_d500_170_1->45_d500_170_2,NA,NA,NA
11344,13,SB0832,badger,cattle,45_d500_50_612_3,64326020_0,45_d500_50_612,64326020,cattle,56,56,59,demographie,579,360,cattle->badger,2011,3,b2012,143,42,31,70,64326020_0->45_d500_50_612_3,NA,64326020_0->45_d500_50_612_3,NA,NA,NA
11345,13,SB0832,badger,cattle,45_d500_62_2,64326020_0,45_d500_62,64326020,cattle,57,57,77,trapping,599,360,cattle->badger,2011,20,b2012,143,42,31,70,64326020_0->45_d500_62_2,64326020_0->45_d500_62_2,64326020_0->45_d500_62_2,NA,64326020_0->45_d500_62_2,NA
11346,13,SB0832,badger,badger,45_d500_59_0,45_d500_50_612_3,45_d500_59,45_d500_50_612,neighborhood,58,58,78,trapping,615,360,badger->badger,2011,20,b2012,143,42,31,70,45_d500_50_612_3->45_d500_59_0,64326020_0->45_d500_59_0,45_d500_50_612_3->45_d500_59_0,NA,64326020_0->45_d500_59_0,NA
11347,13,SB0832,cattle,badger,64359158_0,45_d500_50_612_1,64359158,45_d500_56,badger,58,61,69,demographie,616,360,badger->cattle,2011,11,b2012,143,42,31,70,45_d500_50_612_1->64359158_0,45_d500_50_612_1->64359158_0,45_d500_50_612_1->64359158_0,64326020_0->64359158_0,45_d500_50_612_1->64359158_0,64326020_0->64359158_0
11348,13,SB0832,badger,cattle,45_d500_59_1,64326020_0,45_d500_59,64326020,cattle,58,58,115,trapping,625,360,cattle->badger,2011,57,b2012,143,42,31,70,64326020_0->45_d500_59_1,64326020_0->45_d500_59_1,64326020_0->45_d500_59_1,NA,64326020_0->45_d500_59_1,NA
11349,13,SB0832,cattle,cattle,64326020_1,64326020_0,64326020,64326020,within,60,65,72,demographie,670,360,cattle->cattle,2012,12,b2016,143,42,31,70,64326020_0->64326020_1,64326020_0->64326020_1,64326020_0->64326020_1,64326020_0->64326020_1,64326020_0->64326020_1,64326020_0->64326020_1
11350,13,SB0832,cattle,cattle,64326020_2,64326020_0,64326020,64326020,within,60,62,76,abattage,671,360,cattle->cattle,2012,16,b2016,143,42,31,70,64326020_0->64326020_2,64326020_0->64326020_2,64326020_0->64326020_2,64326020_0->64326020_2,64326020_0->64326020_2,64326020_0->64326020_2
11351,13,SB0832,cattle,cattle,64420044_1,64420044_0,64420044,64420044,within,60,63,70,abattage,672,360,cattle->cattle,2012,10,b2016,143,42,31,70,64420044_0->64420044_1,64420044_0->64420044_1,64420044_0->64420044_1,64420044_0->64420044_1,64420044_0->64420044_1,64420044_0->64420044_1
11352,13,SB0832,cattle,badger,64420012_0,45_d500_152_0,64420012,45_d500_160,badger,64,68,83,abattage,734,360,badger->cattle,2012,19,b2016,143,42,31,70,45_d500_152_0->64420012_0,45_d500_152_0->64420012_0,45_d500_152_0->64420012_0,64420015_0->64420012_0,45_d500_152_0->64420012_0,64420015_0->64420012_0
11353,13,SB0832,cattle,cattle,64326020_3,64326020_0,64326020,64326020,within,64,65,76,abattage,747,360,cattle->cattle,2012,12,b2016,143,42,31,70,64326020_0->64326020_3,64326020_0->64326020_3,64326020_0->64326020_3,64326020_0->64326020_3,64326020_0->64326020_3,64326020_0->64326020_3
11354,13,SB0832,boar,cattle,64359_0,64359158_0,64359,64359158,cattle,64,64,73,demographie,749,360,cattle->boar,2012,9,b2016,143,42,31,70,64359158_0->64359_0,64359158_0->64359_0,NA,64359158_0->64359_0,NA,64359158_0->64359_0
11355,13,SB0832,badger,cattle,45_d500_59_2,64326020_0,45_d500_59,64326020,cattle,65,65,74,demographie,756,360,cattle->badger,2012,9,b2016,143,42,31,70,64326020_0->45_d500_59_2,64326020_0->45_d500_59_2,64326020_0->45_d500_59_2,NA,64326020_0->45_d500_59_2,NA
11356,13,SB0832,badger,cattle,45_d500_178_1,64326020_2,45_d500_178,64326020,cattle,65,65,150,trapping,757,360,cattle->badger,2012,85,b2016,143,42,31,70,64326020_2->45_d500_178_1,64326020_2->45_d500_178_1,64326020_2->45_d500_178_1,NA,64326020_2->45_d500_178_1,NA
11357,13,SB0832,badger,badger,45_d500_178_2,45_d500_156_0,45_d500_178,45_d500_156,neighborhood,66,66,137,trapping,766,360,badger->badger,2012,71,b2016,143,42,31,70,45_d500_156_0->45_d500_178_2,45_d500_156_0->45_d500_178_2,45_d500_156_0->45_d500_178_2,NA,45_d500_156_0->45_d500_178_2,NA
11358,13,SB0832,cattle,badger,64359024_0,45_d500_50_612_1,64359024,45_d500_56,badger,66,69,70,demographie,767,360,badger->cattle,2012,4,b2016,143,42,31,70,45_d500_50_612_1->64359024_0,45_d500_50_612_1->64359024_0,45_d500_50_612_1->64359024_0,64326020_0->64359024_0,45_d500_50_612_1->64359024_0,64326020_0->64359024_0
11359,13,SB0832,badger,cattle,45_d500_42_560_0,64359158_0,45_d500_42_560,64359158,cattle,66,66,69,demographie,782,360,cattle->badger,2012,3,b2016,143,42,31,70,64359158_0->45_d500_42_560_0,64359158_0->45_d500_42_560_0,64359158_0->45_d500_42_560_0,NA,64359158_0->45_d500_42_560_0,NA
11360,13,SB0832,boar,badger,64359_1,45_d500_49_0,64359,45_d500_49,badger,67,67,79,demographie,785,360,badger->boar,2012,12,b2016,143,42,31,70,45_d500_49_0->64359_1,45_d500_49_0->64359_1,NA,64359158_0->64359_1,NA,64359158_0->64359_1
