X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle
50073,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,3,27,abattage,13,80,NA->cattle,2007,27,b2012,315,85,32,198
50074,13,SB0832,badger,cattle,45_d500_99_839_0,64420015_0,45_d500_99_839,64420015,cattle,5,5,6,demographie,27,80,cattle->badger,2007,1,b2012,315,85,32,198
50075,13,SB0832,badger,cattle,45_d500_160_0,64420015_0,45_d500_160,64420015,cattle,7,7,91,demographie,33,80,cattle->badger,2007,84,b2012,315,85,32,198
50076,13,SB0832,badger,cattle,45_d500_156_0,64420015_0,45_d500_156,64420015,cattle,8,8,157,NA,37,80,cattle->badger,2007,149,b2012,315,85,32,198
50077,13,SB0832,badger,cattle,45_d500_99_839_1,64420015_0,45_d500_99_839,64420015,cattle,9,9,116,trapping,44,80,cattle->badger,2007,107,b2012,315,85,32,198
50078,13,SB0832,badger,cattle,45_d500_99_839_2,64420015_0,45_d500_99_839,64420015,cattle,15,15,137,trapping,84,80,cattle->badger,2008,122,b2012,315,85,32,198
50079,13,SB0832,badger,cattle,45_d500_157_858_0,64420015_0,45_d500_157_858,64420015,cattle,17,17,22,demographie,101,80,cattle->badger,2008,5,b2012,315,85,32,198
50080,13,SB0832,badger,cattle,45_d500_156_1,64420015_0,45_d500_156,64420015,cattle,21,21,42,demographie,126,80,cattle->badger,2008,21,b2012,315,85,32,198
50081,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,25,-1,29,abattage,134,80,cattle->cattle,2009,4,b2012,315,85,32,198
50082,13,SB0832,cattle,cattle,64420015_5,64420015_0,64420015,64420015,within,26,-1,29,abattage,140,80,cattle->cattle,2009,3,b2012,315,85,32,198
50083,13,SB0832,cattle,badger,64420035_0,45_d500_99_839_2,64420035,45_d500_99_839,badger,30,33,54,demographie,148,80,badger->cattle,2009,24,b2012,315,85,32,198
50084,13,SB0832,cattle,cattle,64420035_1,64420035_0,64420035,64420035,within,35,-1,39,demographie,176,80,cattle->cattle,2009,4,b2012,315,85,32,198
50085,13,SB0832,cattle,cattle,64420035_2,64420035_0,64420035,64420035,within,37,40,41,demographie,182,80,cattle->cattle,2010,4,b2012,315,85,32,198
50086,13,SB0832,badger,cattle,45_d500_99_866_0,64420035_0,45_d500_99_866,64420035,cattle,39,39,64,demographie,190,80,cattle->badger,2010,25,b2012,315,85,32,198
50087,13,SB0832,badger,cattle,45_d500_99_866_1,64420035_0,45_d500_99_866,64420035,cattle,40,40,113,trapping,195,80,cattle->badger,2010,73,b2012,315,85,32,198
50088,13,SB0832,badger,cattle,45_d500_123_762_0,64420035_0,45_d500_123_762,64420035,cattle,41,41,47,demographie,203,80,cattle->badger,2010,6,b2012,315,85,32,198
50089,13,SB0832,badger,cattle,45_d500_163_0,64420035_2,45_d500_163,64420035,cattle,41,41,83,demographie,204,80,cattle->badger,2010,42,b2012,315,85,32,198
50090,13,SB0832,badger,cattle,45_d500_99_766_0,64420035_2,45_d500_99_766,64420035,cattle,41,41,88,trapping,205,80,cattle->badger,2010,47,b2012,315,85,32,198
50091,13,SB0832,cattle,badger,64556039_0,45_d500_123_762_0,64556039,45_d500_123_762,badger,42,43,52,demographie,213,80,badger->cattle,2010,10,b2012,315,85,32,198
50092,13,SB0832,cattle,badger,64420012_0,45_d500_99_866_0,64420012,45_d500_99_866,badger,43,47,63,abattage,218,80,badger->cattle,2010,20,b2012,315,85,32,198
50093,13,SB0832,cattle,badger,64420002_0,45_d500_99_766_0,64420002,45_d500_99_766,badger,44,46,62,demographie,225,80,badger->cattle,2010,18,b2012,315,85,32,198
