X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle
50497,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,0,19,abattage,13,331,NA->cattle,2007,19,b2012,200,59,18,123
50498,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,3,4,19,abattage,23,331,cattle->cattle,2007,16,b2012,200,59,18,123
50499,13,SB0832,badger,cattle,45_d500_152_0,64420015_0,45_d500_152,64420015,cattle,5,5,128,trapping,29,331,cattle->badger,2007,123,b2012,200,59,18,123
50500,13,SB0832,cattle,cattle,64420015_2,64420015_1,64420015,64420015,within,7,19,19,abattage,38,331,cattle->cattle,2007,12,b2012,200,59,18,123
50501,13,SB0832,cattle,cattle,64420015_3,64420015_1,64420015,64420015,within,10,17,18,demographie,51,331,cattle->cattle,2007,8,b2012,200,59,18,123
50502,13,SB0832,cattle,cattle,64420015_4,64420015_0,64420015,64420015,within,14,16,19,abattage,100,331,cattle->cattle,2008,5,b2012,200,59,18,123
50503,13,SB0832,badger,cattle,45_d500_99_839_0,64420015_0,45_d500_99_839,64420015,cattle,16,16,19,demographie,115,331,cattle->badger,2008,3,b2012,200,59,18,123
50504,13,SB0832,badger,cattle,45_d500_99_839_1,64420015_0,45_d500_99_839,64420015,cattle,17,17,75,demographie,127,331,cattle->badger,2008,58,b2012,200,59,18,123
50505,13,SB0832,cattle,badger,64420009_0,45_d500_99_839_1,64420009,45_d500_99_839,badger,18,19,21,demographie,128,331,badger->cattle,2008,3,b2012,200,59,18,123
50506,13,SB0832,badger,cattle,45_d500_100_0,64420009_0,45_d500_100,64420009,cattle,20,20,88,trapping,143,331,cattle->badger,2008,68,b2012,200,59,18,123
50507,13,SB0832,badger,cattle,45_d500_57_605_0,64420009_0,45_d500_57_605,64420009,cattle,21,21,35,demographie,147,331,cattle->badger,2008,14,b2012,200,59,18,123
50508,13,SB0832,badger,cattle,45_d500_99_869_0,64420009_0,45_d500_99_869,64420009,cattle,21,21,112,trapping,148,331,cattle->badger,2008,91,b2012,200,59,18,123
50509,13,SB0832,badger,cattle,45_d500_156_0,64420015_3,45_d500_156,64420015,cattle,21,21,88,trapping,149,331,cattle->badger,2008,67,b2012,200,59,18,123
50510,13,SB0832,badger,cattle,45_d500_99_839_2,64420015_3,45_d500_99_839,64420015,cattle,21,21,35,demographie,150,331,cattle->badger,2008,14,b2012,200,59,18,123
50511,13,SB0832,badger,cattle,45_d500_99_839_3,64420015_2,45_d500_99_839,64420015,cattle,22,22,79,trapping,155,331,cattle->badger,2008,57,b2012,200,59,18,123
50512,13,SB0832,cattle,badger,64359045_0,45_d500_100_0,64359045,45_d500_100,badger,29,36,51,demographie,184,331,badger->cattle,2009,22,b2012,200,59,18,123
50513,13,SB0832,cattle,badger,64420044_0,45_d500_156_0,64420044,45_d500_156,badger,29,38,69,abattage,185,331,badger->cattle,2009,40,b2012,200,59,18,123
50514,13,SB0832,cattle,badger,64521015_0,45_d500_152_0,64521015,45_d500_152,badger,31,32,51,abattage,192,331,badger->cattle,2009,20,b2012,200,59,18,123
50515,13,SB0832,cattle,cattle,64359045_1,64359045_0,64359045,64359045,within,38,-1,44,demographie,231,331,cattle->cattle,2010,6,b2012,200,59,18,123
50516,13,SB0832,cattle,cattle,64521015_1,64521015_0,64521015,64521015,within,38,39,51,abattage,232,331,cattle->cattle,2010,13,b2012,200,59,18,123
50517,13,SB0832,cattle,cattle,64521015_2,64521015_0,64521015,64521015,within,38,40,51,abattage,233,331,cattle->cattle,2010,13,b2012,200,59,18,123
50518,13,SB0832,cattle,cattle,64521015_3,64521015_0,64521015,64521015,within,38,41,51,abattage,234,331,cattle->cattle,2010,13,b2012,200,59,18,123
50519,13,SB0832,badger,cattle,45_d500_100_1,64359045_0,45_d500_100,64359045,cattle,39,39,88,trapping,239,331,cattle->badger,2010,49,b2012,200,59,18,123
50520,13,SB0832,badger,cattle,45_d500_120_0,64359045_0,45_d500_120,64359045,cattle,39,39,57,demographie,240,331,cattle->badger,2010,18,b2012,200,59,18,123
50521,13,SB0832,badger,cattle,45_d500_37_760_0,64359045_0,45_d500_37_760,64359045,cattle,39,39,157,NA,241,331,cattle->badger,2010,118,b2012,200,59,18,123
50522,13,SB0832,badger,cattle,45_d500_89_0,64359045_0,45_d500_89,64359045,cattle,39,39,92,trapping,242,331,cattle->badger,2010,53,b2012,200,59,18,123
50523,13,SB0832,cattle,badger,64420009_1,45_d500_100_0,64420009,45_d500_100,badger,42,48,71,abattage,251,331,badger->cattle,2010,29,b2012,200,59,18,123
50524,13,SB0832,badger,cattle,45_d500_160_0,64420044_0,45_d500_160,64420044,cattle,42,42,80,demographie,258,331,cattle->badger,2010,38,b2012,200,59,18,123
50525,13,SB0832,badger,cattle,3_d500_285_0,64521015_2,3_d500_285,64521015,cattle,42,42,44,demographie,259,331,cattle->badger,2010,2,b2012,200,59,18,123
50526,13,SB0832,boar,cattle,64359_0,64359045_0,64359,64359045,cattle,43,43,102,demographie,269,331,cattle->boar,2010,59,b2012,200,59,18,123
50527,13,SB0832,badger,cattle,45_d500_99_866_0,64420044_0,45_d500_99_866,64420044,cattle,43,43,91,demographie,270,331,cattle->badger,2010,48,b2012,200,59,18,123
50528,13,SB0832,cattle,cattle,64420044_1,64420044_0,64420044,64420044,within,44,46,69,abattage,276,331,cattle->cattle,2010,25,b2012,200,59,18,123
50529,13,SB0832,badger,cattle,45_d500_156_1,64420044_0,45_d500_156,64420044,cattle,44,44,73,demographie,277,331,cattle->badger,2010,29,b2012,200,59,18,123
50530,13,SB0832,badger,cattle,3_d500_285_1,64521015_0,3_d500_285,64521015,cattle,44,44,135,demographie,279,331,cattle->badger,2010,91,b2012,200,59,18,123
50531,13,SB0832,boar,badger,64359_1,45_d500_89_0,64359,45_d500_89,badger,45,45,65,demographie,281,331,badger->boar,2010,20,b2012,200,59,18,123
50532,13,SB0832,cattle,cattle,64521016_0,64521015_0,64521016,64521015,pasture,45,49,72,abattage,289,331,cattle->cattle,2010,27,b2012,200,59,18,123
50533,13,SB0832,boar,badger,64393_0,45_d500_37_760_0,64393,45_d500_37_760,badger,46,46,49,demographie,291,331,badger->boar,2010,3,b2012,200,59,18,123
