X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,presence_2,presence_3,presence_4,presence_5,presence_6
23597,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,2,37,abattage,13,314,NA->cattle,2007,37,b2012,151,95,29,27,NA,NA,NA,NA,NA,NA,1,1,1,1,1
23598,13,SB0832,badger,cattle,45_d500_160_0,64420015_0,45_d500_160,64420015,cattle,3,3,105,demographie,34,314,cattle->badger,2007,102,b2012,151,95,29,27,64420015_0->45_d500_160_0,64420015_0->45_d500_160_0,64420015_0->45_d500_160_0,NA,64420015_0->45_d500_160_0,NA,1,1,1,1,1
23599,13,SB0832,badger,badger,45_d500_163_0,45_d500_160_0,45_d500_163,45_d500_160,neighborhood,4,4,119,demographie,36,314,badger->badger,2007,115,b2012,151,95,29,27,45_d500_160_0->45_d500_163_0,45_d500_160_0->45_d500_163_0,45_d500_160_0->45_d500_163_0,NA,45_d500_160_0->45_d500_163_0,NA,1,1,1,1,1
23600,13,SB0832,badger,cattle,45_d500_99_839_0,64420015_0,45_d500_99_839,64420015,cattle,4,4,37,demographie,40,314,cattle->badger,2007,33,b2012,151,95,29,27,64420015_0->45_d500_99_839_0,NA,64420015_0->45_d500_99_839_0,NA,NA,NA,1,1,0,1,0
23601,13,SB0832,badger,cattle,45_d500_152_0,64420015_0,45_d500_152,64420015,cattle,5,5,42,demographie,45,314,cattle->badger,2007,37,b2012,151,95,29,27,64420015_0->45_d500_152_0,NA,64420015_0->45_d500_152_0,NA,NA,NA,1,1,1,1,1
23602,13,SB0832,badger,badger,45_d500_162_0,45_d500_163_0,45_d500_162,45_d500_163,neighborhood,7,7,18,demographie,56,314,badger->badger,2007,11,b2012,151,95,29,27,45_d500_163_0->45_d500_162_0,NA,45_d500_163_0->45_d500_162_0,NA,NA,NA,1,1,1,1,1
23603,13,SB0832,badger,badger,45_d500_99_869_0,45_d500_162_0,45_d500_99_869,45_d500_162,neighborhood,9,9,152,trapping,68,314,badger->badger,2007,143,b2012,151,95,29,27,45_d500_162_0->45_d500_99_869_0,45_d500_163_0->45_d500_99_869_0,45_d500_162_0->45_d500_99_869_0,NA,45_d500_163_0->45_d500_99_869_0,NA,1,1,1,1,1
23604,13,SB0832,badger,badger,45_d500_162_1,45_d500_162_0,45_d500_162,45_d500_162,within,13,13,116,trapping,107,314,badger->badger,2008,103,b2012,151,95,29,27,45_d500_162_0->45_d500_162_1,45_d500_163_0->45_d500_162_1,45_d500_162_0->45_d500_162_1,NA,45_d500_163_0->45_d500_162_1,NA,1,1,1,1,1
23605,13,SB0832,badger,cattle,45_d500_156_0,64420015_0,45_d500_156,64420015,cattle,15,15,44,demographie,129,314,cattle->badger,2008,29,b2012,151,95,29,27,64420015_0->45_d500_156_0,NA,64420015_0->45_d500_156_0,NA,NA,NA,0,1,0,0,0
23606,13,SB0832,badger,badger,45_d500_99_866_0,45_d500_99_869_0,45_d500_99_866,45_d500_99_869,neighborhood,17,17,33,demographie,134,314,badger->badger,2008,16,b2012,151,95,29,27,45_d500_99_869_0->45_d500_99_866_0,NA,45_d500_99_869_0->45_d500_99_866_0,NA,NA,NA,0,1,0,0,0
23607,13,SB0832,badger,badger,45_d500_124_0,45_d500_152_0,45_d500_124,45_d500_152,neighborhood,19,19,73,demographie,141,314,badger->badger,2008,54,b2012,151,95,29,27,45_d500_152_0->45_d500_124_0,64420015_0->45_d500_124_0,45_d500_152_0->45_d500_124_0,NA,64420015_0->45_d500_124_0,NA,1,1,0,1,0
23608,13,SB0832,badger,cattle,45_d500_157_858_1,64420015_0,45_d500_157_858,64420015,cattle,19,19,83,demographie,148,314,cattle->badger,2008,64,b2012,151,95,29,27,64420015_0->45_d500_157_858_1,64420015_0->45_d500_157_858_1,64420015_0->45_d500_157_858_1,NA,64420015_0->45_d500_157_858_1,NA,1,1,0,1,0
23609,13,SB0832,badger,badger,45_d500_124_1,45_d500_124_0,45_d500_124,45_d500_124,within,23,23,113,trapping,164,314,badger->badger,2008,90,b2012,151,95,29,27,45_d500_124_0->45_d500_124_1,45_d500_124_0->45_d500_124_1,45_d500_124_0->45_d500_124_1,NA,45_d500_124_0->45_d500_124_1,NA,1,1,0,1,0
23610,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,23,26,37,abattage,172,314,cattle->cattle,2008,14,b2012,151,95,29,27,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,1,1,1,1,1
23611,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,24,26,39,abattage,177,314,cattle->cattle,2009,15,b2012,151,95,29,27,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,1,1,1,1,1
