X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,presence_2,presence_3,presence_4,presence_5,presence_6
26897,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,1,14,abattage,13,372,NA->cattle,2007,14,b2012,352,65,68,219,NA,NA,NA,NA,NA,NA,1,1,1,1,1
26898,13,SB0832,badger,cattle,45_d500_160_0,64420015_0,45_d500_160,64420015,cattle,8,8,35,demographie,41,372,cattle->badger,2007,27,b2012,352,65,68,219,64420015_0->45_d500_160_0,NA,64420015_0->45_d500_160_0,NA,NA,NA,1,1,1,1,1
26899,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,10,11,13,demographie,54,372,cattle->cattle,2007,3,b2012,352,65,68,219,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,1,1,1,1,1
26900,13,SB0832,cattle,badger,64310006_0,45_d500_160_0,64310006,45_d500_160,badger,31,33,53,abattage,129,372,badger->cattle,2009,22,b2012,352,65,68,219,45_d500_160_0->64310006_0,64420015_0->64310006_0,45_d500_160_0->64310006_0,64420015_0->64310006_0,64420015_0->64310006_0,64420015_0->64310006_0,1,1,1,1,1
26901,13,SB0832,cattle,badger,64420035_0,45_d500_160_0,64420035,45_d500_160,badger,32,34,51,demographie,136,372,badger->cattle,2009,19,b2012,352,65,68,219,45_d500_160_0->64420035_0,64420015_0->64420035_0,45_d500_160_0->64420035_0,64420015_0->64420035_0,64420015_0->64420035_0,64420015_0->64420035_0,1,1,1,1,1
26902,13,SB0832,badger,badger,45_d500_160_1,45_d500_160_0,45_d500_160,45_d500_160,within,33,33,97,demographie,140,372,badger->badger,2009,64,b2012,352,65,68,219,45_d500_160_0->45_d500_160_1,64420015_0->45_d500_160_1,45_d500_160_0->45_d500_160_1,NA,64420015_0->45_d500_160_1,NA,1,1,1,1,1
26903,13,SB0832,boar,cattle,64310_0,64310006_0,64310,64310006,cattle,34,34,38,demographie,146,372,cattle->boar,2009,4,b2012,352,65,68,219,64310006_0->64310_0,NA,NA,64310006_0->64310_0,NA,NA,0,0,1,0,0
26904,13,SB0832,boar,cattle,64310_1,64310006_0,64310,64310006,cattle,35,35,50,demographie,150,372,cattle->boar,2009,15,b2012,352,65,68,219,64310006_0->64310_1,NA,NA,64310006_0->64310_1,NA,NA,0,0,1,0,0
26905,13,SB0832,cattle,cattle,64310006_1,64310006_0,64310006,64310006,within,36,40,53,abattage,154,372,cattle->cattle,2010,17,b2012,352,65,68,219,64310006_0->64310006_1,64310006_0->64310006_1,64310006_0->64310006_1,64310006_0->64310006_1,64310006_0->64310006_1,64310006_0->64310006_1,1,1,1,1,1
26906,13,SB0832,cattle,cattle,64310006_2,64310006_0,64310006,64310006,within,36,-1,40,demographie,155,372,cattle->cattle,2010,4,b2012,352,65,68,219,64310006_0->64310006_2,64310006_0->64310006_2,64310006_0->64310006_2,64310006_0->64310006_2,64310006_0->64310006_2,64310006_0->64310006_2,1,1,1,1,1
