X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
65636,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,7,39,abattage,13,342,NA->cattle,2007,39,b2012,280,35,20,225,NA,NA,NA,NA,NA,NA
65637,13,SB0832,badger,cattle,45_d500_160_0,64420015_0,45_d500_160,64420015,cattle,8,8,79,demographie,54,342,cattle->badger,2007,71,b2012,280,35,20,225,64420015_0->45_d500_160_0,64420015_0->45_d500_160_0,64420015_0->45_d500_160_0,NA,64420015_0->45_d500_160_0,NA
65638,13,SB0832,badger,cattle,45_d500_157_858_0,64420015_0,45_d500_157_858,64420015,cattle,9,9,79,demographie,65,342,cattle->badger,2007,70,b2012,280,35,20,225,64420015_0->45_d500_157_858_0,64420015_0->45_d500_157_858_0,64420015_0->45_d500_157_858_0,NA,64420015_0->45_d500_157_858_0,NA
65639,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,11,13,37,abattage,84,342,cattle->cattle,2007,26,b2012,280,35,20,225,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1
65640,13,SB0832,badger,cattle,45_d500_156_0,64420015_0,45_d500_156,64420015,cattle,17,17,157,NA,147,342,cattle->badger,2008,140,b2012,280,35,20,225,64420015_0->45_d500_156_0,64420015_0->45_d500_156_0,64420015_0->45_d500_156_0,NA,64420015_0->45_d500_156_0,NA
65641,13,SB0832,badger,cattle,45_d500_160_1,64420015_1,45_d500_160,64420015,cattle,18,18,100,trapping,159,342,cattle->badger,2008,82,b2012,280,35,20,225,64420015_1->45_d500_160_1,64420015_1->45_d500_160_1,64420015_1->45_d500_160_1,NA,64420015_1->45_d500_160_1,NA
65642,13,SB0832,cattle,cattle,64420044_0,64420015_1,64420044,64420015,pasture,20,28,56,abattage,197,342,cattle->cattle,2008,36,b2012,280,35,20,225,64420015_1->64420044_0,64420015_1->64420044_0,64420015_1->64420044_0,64420015_1->64420044_0,64420015_1->64420044_0,64420015_1->64420044_0
65643,13,SB0832,cattle,cattle,64420015_2,64420015_1,64420015,64420015,within,23,29,37,abattage,242,342,cattle->cattle,2008,14,b2012,280,35,20,225,64420015_1->64420015_2,64420015_1->64420015_2,64420015_1->64420015_2,64420015_1->64420015_2,64420015_1->64420015_2,64420015_1->64420015_2
65644,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,24,32,37,abattage,257,342,cattle->cattle,2009,13,b2012,280,35,20,225,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3
65645,13,SB0832,cattle,cattle,64420015_4,64420015_0,64420015,64420015,within,24,30,37,abattage,258,342,cattle->cattle,2009,13,b2012,280,35,20,225,64420015_0->64420015_4,64420015_0->64420015_4,64420015_0->64420015_4,64420015_0->64420015_4,64420015_0->64420015_4,64420015_0->64420015_4
65646,13,SB0832,cattle,cattle,64420015_5,64420015_1,64420015,64420015,within,25,29,39,abattage,270,342,cattle->cattle,2009,14,b2012,280,35,20,225,64420015_1->64420015_5,64420015_1->64420015_5,64420015_1->64420015_5,64420015_1->64420015_5,64420015_1->64420015_5,64420015_1->64420015_5
65647,13,SB0832,cattle,cattle,64420015_6,64420015_1,64420015,64420015,within,25,26,39,abattage,271,342,cattle->cattle,2009,14,b2012,280,35,20,225,64420015_1->64420015_6,64420015_1->64420015_6,64420015_1->64420015_6,64420015_1->64420015_6,64420015_1->64420015_6,64420015_1->64420015_6
65648,13,SB0832,badger,cattle,45_d500_157_858_1,64420015_6,45_d500_157_858,64420015,cattle,27,27,88,trapping,296,342,cattle->badger,2009,61,b2012,280,35,20,225,64420015_6->45_d500_157_858_1,64420015_6->45_d500_157_858_1,64420015_6->45_d500_157_858_1,NA,64420015_6->45_d500_157_858_1,NA
