X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle
43267,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,0,26,abattage,13,323,NA->cattle,2007,26,b2012,140,17,42,81
43268,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,1,10,26,abattage,17,323,cattle->cattle,2007,25,b2012,140,17,42,81
43269,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,2,-1,17,demographie,23,323,cattle->cattle,2007,15,b2012,140,17,42,81
43270,13,SB0832,badger,cattle,45_d500_160_0,64420015_0,45_d500_160,64420015,cattle,3,3,26,demographie,31,323,cattle->badger,2007,23,b2012,140,17,42,81
43271,13,SB0832,badger,cattle,45_d500_152_0,64420015_0,45_d500_152,64420015,cattle,6,6,103,trapping,53,323,cattle->badger,2007,97,b2012,140,17,42,81
43272,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,7,-1,11,demographie,59,323,cattle->cattle,2007,4,b2012,140,17,42,81
43273,13,SB0832,cattle,cattle,64420015_5,64420015_0,64420015,64420015,within,14,16,26,abattage,113,323,cattle->cattle,2008,12,b2012,140,17,42,81
43274,13,SB0832,cattle,cattle,64420015_4,64420015_1,64420015,64420015,within,14,18,26,abattage,114,323,cattle->cattle,2008,12,b2012,140,17,42,81
43275,13,SB0832,cattle,cattle,64420015_6,64420015_0,64420015,64420015,within,17,26,26,abattage,129,323,cattle->cattle,2008,9,b2012,140,17,42,81
43276,13,SB0832,badger,cattle,45_d500_160_1,64420015_0,45_d500_160,64420015,cattle,17,17,157,NA,130,323,cattle->badger,2008,140,b2012,140,17,42,81
43277,13,SB0832,cattle,cattle,64420015_7,64420015_4,64420015,64420015,within,19,-1,26,abattage,140,323,cattle->cattle,2008,7,b2012,140,17,42,81
43278,13,SB0832,cattle,cattle,64420015_8,64420015_4,64420015,64420015,within,20,22,26,abattage,146,323,cattle->cattle,2008,6,b2012,140,17,42,81
43279,13,SB0832,cattle,cattle,64420015_9,64420015_0,64420015,64420015,within,23,24,25,demographie,157,323,cattle->cattle,2008,2,b2012,140,17,42,81
43280,13,SB0832,cattle,cattle,64420015_10,64420015_4,64420015,64420015,within,23,25,26,abattage,158,323,cattle->cattle,2008,3,b2012,140,17,42,81
43281,13,SB0832,cattle,cattle,64420015_11,64420015_4,64420015,64420015,within,25,-1,26,abattage,163,323,cattle->cattle,2009,1,b2012,140,17,42,81
43282,13,SB0832,cattle,cattle,64420015_12,64420015_4,64420015,64420015,within,25,26,26,abattage,164,323,cattle->cattle,2009,1,b2012,140,17,42,81
43283,13,SB0832,cattle,cattle,64420015_13,64420015_4,64420015,64420015,within,25,-1,26,abattage,165,323,cattle->cattle,2009,1,b2012,140,17,42,81
43284,13,SB0832,cattle,cattle,64420015_14,64420015_4,64420015,64420015,within,26,-1,26,abattage,166,323,cattle->cattle,2009,0,b2012,140,17,42,81
43285,13,SB0832,cattle,cattle,64420015_15,64420015_4,64420015,64420015,within,26,-1,26,abattage,167,323,cattle->cattle,2009,0,b2012,140,17,42,81
