X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,presence_2,presence_3,presence_4,presence_5,presence_6
9699,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,1,6,demographie,13,209,NA->cattle,2007,6,b2012,98,29,24,45,NA,NA,NA,NA,NA,NA,1,1,1,1,1
9700,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,2,3,7,abattage,16,209,cattle->cattle,2007,5,b2012,98,29,24,45,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,1,1,1,1,1
9701,13,SB0832,badger,cattle,45_d500_160_0,64420015_0,45_d500_160,64420015,cattle,4,4,8,demographie,30,209,cattle->badger,2007,4,b2012,98,29,24,45,64420015_0->45_d500_160_0,NA,64420015_0->45_d500_160_0,NA,NA,NA,0,1,0,0,0
9702,13,SB0832,cattle,cattle,64420015_2,64420015_1,64420015,64420015,within,5,7,7,abattage,35,209,cattle->cattle,2007,2,b2012,98,29,24,45,64420015_1->64420015_2,64420015_1->64420015_2,64420015_1->64420015_2,64420015_1->64420015_2,64420015_1->64420015_2,64420015_1->64420015_2,1,1,1,1,1
9703,13,SB0832,badger,cattle,45_d500_152_0,64420015_1,45_d500_152,64420015,cattle,7,7,73,demographie,47,209,cattle->badger,2007,66,b2012,98,29,24,45,64420015_1->45_d500_152_0,64420015_1->45_d500_152_0,64420015_1->45_d500_152_0,NA,64420015_1->45_d500_152_0,NA,1,1,1,1,1
9704,13,SB0832,badger,cattle,45_d500_157_858_1,64420015_1,45_d500_157_858,64420015,cattle,9,9,62,demographie,57,209,cattle->badger,2007,53,b2012,98,29,24,45,64420015_1->45_d500_157_858_1,64420015_1->45_d500_157_858_1,64420015_1->45_d500_157_858_1,NA,64420015_1->45_d500_157_858_1,NA,1,1,0,1,0
9705,13,SB0832,cattle,badger,64420012_0,45_d500_152_0,64420012,45_d500_152,badger,29,31,51,demographie,209,209,badger->cattle,2009,22,b2012,98,29,24,45,45_d500_152_0->64420012_0,45_d500_152_0->64420012_0,45_d500_152_0->64420012_0,64420015_1->64420012_0,45_d500_152_0->64420012_0,64420015_1->64420012_0,1,1,1,1,1
9706,13,SB0832,badger,cattle,45_d500_124_0,64420012_0,45_d500_124,64420012,cattle,32,32,86,demographie,222,209,cattle->badger,2009,54,b2012,98,29,24,45,64420012_0->45_d500_124_0,64420012_0->45_d500_124_0,64420012_0->45_d500_124_0,NA,64420012_0->45_d500_124_0,NA,1,1,0,1,0
9707,13,SB0832,badger,cattle,45_d500_99_766_0,64420012_0,45_d500_99_766,64420012,cattle,33,33,34,demographie,230,209,cattle->badger,2009,1,b2012,98,29,24,45,64420012_0->45_d500_99_766_0,NA,64420012_0->45_d500_99_766_0,NA,NA,NA,0,1,0,0,0
9708,13,SB0832,cattle,cattle,64420012_1,64420012_0,64420012,64420012,within,36,-1,40,demographie,250,209,cattle->cattle,2010,4,b2012,98,29,24,45,64420012_0->64420012_1,64420012_0->64420012_1,64420012_0->64420012_1,64420012_0->64420012_1,64420012_0->64420012_1,64420012_0->64420012_1,1,1,1,1,1
9709,13,SB0832,cattle,cattle,64420012_2,64420012_0,64420012,64420012,within,37,39,54,demographie,256,209,cattle->cattle,2010,17,b2012,98,29,24,45,64420012_0->64420012_2,64420012_0->64420012_2,64420012_0->64420012_2,64420012_0->64420012_2,64420012_0->64420012_2,64420012_0->64420012_2,1,1,1,1,1
9710,13,SB0832,cattle,cattle,64420012_3,64420012_0,64420012,64420012,within,39,43,55,abattage,264,209,cattle->cattle,2010,16,b2012,98,29,24,45,64420012_0->64420012_3,64420012_0->64420012_3,64420012_0->64420012_3,64420012_0->64420012_3,64420012_0->64420012_3,64420012_0->64420012_3,1,1,1,1,1
9711,13,SB0832,badger,cattle,45_d500_99_766_1,64420012_2,45_d500_99_766,64420012,cattle,40,40,157,NA,268,209,cattle->badger,2010,117,b2012,98,29,24,45,64420012_2->45_d500_99_766_1,64420012_2->45_d500_99_766_1,64420012_2->45_d500_99_766_1,NA,64420012_2->45_d500_99_766_1,NA,1,1,1,1,1
9712,13,SB0832,badger,cattle,45_d500_160_1,64420012_0,45_d500_160,64420012,cattle,43,43,136,demographie,290,209,cattle->badger,2010,93,b2012,98,29,24,45,64420012_0->45_d500_160_1,64420012_0->45_d500_160_1,64420012_0->45_d500_160_1,NA,64420012_0->45_d500_160_1,NA,1,1,1,1,1
9713,13,SB0832,cattle,cattle,64420012_4,64420012_3,64420012,64420012,within,43,-1,55,abattage,291,209,cattle->cattle,2010,12,b2012,98,29,24,45,64420012_3->64420012_4,64420012_3->64420012_4,64420012_3->64420012_4,64420012_3->64420012_4,64420012_3->64420012_4,64420012_3->64420012_4,1,1,1,1,1
9714,13,SB0832,cattle,cattle,64420012_5,64420012_0,64420012,64420012,within,44,46,55,abattage,295,209,cattle->cattle,2010,11,b2012,98,29,24,45,64420012_0->64420012_5,64420012_0->64420012_5,64420012_0->64420012_5,64420012_0->64420012_5,64420012_0->64420012_5,64420012_0->64420012_5,1,1,1,1,1
9715,13,SB0832,cattle,cattle,64420012_9,64420012_0,64420012,64420012,within,47,-1,55,demographie,323,209,cattle->cattle,2010,8,b2012,98,29,24,45,64420012_0->64420012_9,64420012_0->64420012_9,64420012_0->64420012_9,64420012_0->64420012_9,64420012_0->64420012_9,64420012_0->64420012_9,1,1,1,1,1
9716,13,SB0832,cattle,cattle,64420012_6,64420012_2,64420012,64420012,within,47,52,55,abattage,324,209,cattle->cattle,2010,8,b2012,98,29,24,45,64420012_2->64420012_6,64420012_2->64420012_6,64420012_2->64420012_6,64420012_2->64420012_6,64420012_2->64420012_6,64420012_2->64420012_6,1,1,1,1,1
9717,13,SB0832,cattle,cattle,64420012_7,64420012_2,64420012,64420012,within,47,48,55,abattage,325,209,cattle->cattle,2010,8,b2012,98,29,24,45,64420012_2->64420012_7,64420012_2->64420012_7,64420012_2->64420012_7,64420012_2->64420012_7,64420012_2->64420012_7,64420012_2->64420012_7,1,1,1,1,1
9718,13,SB0832,cattle,cattle,64420012_8,64420012_5,64420012,64420012,within,47,50,55,abattage,326,209,cattle->cattle,2010,8,b2012,98,29,24,45,64420012_5->64420012_8,64420012_5->64420012_8,64420012_5->64420012_8,64420012_5->64420012_8,64420012_5->64420012_8,64420012_5->64420012_8,1,1,1,1,1
9719,13,SB0832,cattle,cattle,64420012_10,64420012_2,64420012,64420012,within,48,50,55,abattage,342,209,cattle->cattle,2011,7,b2012,98,29,24,45,64420012_2->64420012_10,64420012_2->64420012_10,64420012_2->64420012_10,64420012_2->64420012_10,64420012_2->64420012_10,64420012_2->64420012_10,1,1,1,1,1
9720,13,SB0832,cattle,cattle,64420012_12,64420012_0,64420012,64420012,within,49,-1,51,demographie,351,209,cattle->cattle,2011,2,b2012,98,29,24,45,64420012_0->64420012_12,64420012_0->64420012_12,64420012_0->64420012_12,64420012_0->64420012_12,64420012_0->64420012_12,64420012_0->64420012_12,1,1,1,1,1
9721,13,SB0832,cattle,cattle,64420012_11,64420012_7,64420012,64420012,within,49,-1,55,abattage,352,209,cattle->cattle,2011,6,b2012,98,29,24,45,64420012_7->64420012_11,64420012_7->64420012_11,64420012_7->64420012_11,64420012_7->64420012_11,64420012_7->64420012_11,64420012_7->64420012_11,1,1,1,1,1
9722,13,SB0832,cattle,cattle,64420012_13,64420012_7,64420012,64420012,within,50,52,54,demographie,365,209,cattle->cattle,2011,4,b2012,98,29,24,45,64420012_7->64420012_13,64420012_7->64420012_13,64420012_7->64420012_13,64420012_7->64420012_13,64420012_7->64420012_13,64420012_7->64420012_13,1,1,1,1,1
9723,13,SB0832,cattle,cattle,64420012_14,64420012_2,64420012,64420012,within,52,54,55,abattage,389,209,cattle->cattle,2011,3,b2012,98,29,24,45,64420012_2->64420012_14,64420012_2->64420012_14,64420012_2->64420012_14,64420012_2->64420012_14,64420012_2->64420012_14,64420012_2->64420012_14,1,1,1,1,1
9724,13,SB0832,cattle,badger,64349068_0,45_d500_99_766_1,64349068,45_d500_99_766,badger,54,55,88,abattage,401,209,badger->cattle,2011,34,b2012,98,29,24,45,45_d500_99_766_1->64349068_0,45_d500_99_766_1->64349068_0,45_d500_99_766_1->64349068_0,64420012_2->64349068_0,45_d500_99_766_1->64349068_0,64420012_2->64349068_0,1,1,1,1,1
9725,13,SB0832,badger,cattle,45_d500_159_855_0,64349068_0,45_d500_159_855,64349068,cattle,56,56,79,demographie,436,209,cattle->badger,2011,23,b2012,98,29,24,45,64349068_0->45_d500_159_855_0,64349068_0->45_d500_159_855_0,64349068_0->45_d500_159_855_0,NA,64349068_0->45_d500_159_855_0,NA,1,1,0,1,0
9726,13,SB0832,badger,cattle,45_d500_190_1526_0,64349068_0,45_d500_190_1526,64349068,cattle,56,56,157,NA,437,209,cattle->badger,2011,101,b2012,98,29,24,45,64349068_0->45_d500_190_1526_0,64349068_0->45_d500_190_1526_0,64349068_0->45_d500_190_1526_0,NA,64349068_0->45_d500_190_1526_0,NA,1,1,1,1,1
9727,13,SB0832,boar,cattle,64349_0,64349068_0,64349,64349068,cattle,56,56,98,demographie,438,209,cattle->boar,2011,42,b2012,98,29,24,45,64349068_0->64349_0,64349068_0->64349_0,NA,64349068_0->64349_0,NA,64349068_0->64349_0,1,0,1,0,1
9728,13,SB0832,boar,cattle,64349_1,64349068_0,64349,64349068,cattle,56,56,120,demographie,439,209,cattle->boar,2011,64,b2012,98,29,24,45,64349068_0->64349_1,64349068_0->64349_1,NA,64349068_0->64349_1,NA,64349068_0->64349_1,1,0,1,0,1
9729,13,SB0832,badger,cattle,45_d500_190_1526_1,64349068_0,45_d500_190_1526,64349068,cattle,57,57,58,demographie,455,209,cattle->badger,2011,1,b2012,98,29,24,45,64349068_0->45_d500_190_1526_1,NA,64349068_0->45_d500_190_1526_1,NA,NA,NA,0,1,0,0,0
