X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
4279,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,0,13,abattage,13,205,NA->cattle,2007,13,b2012,416,121,34,261,NA,NA,NA,NA,NA,NA
4280,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,1,2,13,abattage,17,205,cattle->cattle,2007,12,b2012,416,121,34,261,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1
4281,13,SB0832,badger,cattle,45_d500_156_0,64420015_0,45_d500_156,64420015,cattle,3,3,150,trapping,24,205,cattle->badger,2007,147,b2012,416,121,34,261,64420015_0->45_d500_156_0,64420015_0->45_d500_156_0,64420015_0->45_d500_156_0,NA,64420015_0->45_d500_156_0,NA
4282,13,SB0832,badger,cattle,45_d500_99_839_0,64420015_1,45_d500_99_839,64420015,cattle,3,3,92,trapping,25,205,cattle->badger,2007,89,b2012,416,121,34,261,64420015_1->45_d500_99_839_0,64420015_1->45_d500_99_839_0,64420015_1->45_d500_99_839_0,NA,64420015_1->45_d500_99_839_0,NA
4283,13,SB0832,cattle,badger,64420015_2,45_d500_156_0,64420015,45_d500_156,badger,4,7,13,abattage,29,205,badger->cattle,2007,9,b2012,416,121,34,261,45_d500_156_0->64420015_2,45_d500_156_0->64420015_2,45_d500_156_0->64420015_2,64420015_0->64420015_2,45_d500_156_0->64420015_2,64420015_0->64420015_2
4284,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,4,10,13,abattage,33,205,cattle->cattle,2007,9,b2012,416,121,34,261,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3
4285,13,SB0832,badger,cattle,45_d500_152_0,64420015_0,45_d500_152,64420015,cattle,5,5,38,demographie,45,205,cattle->badger,2007,33,b2012,416,121,34,261,64420015_0->45_d500_152_0,NA,64420015_0->45_d500_152_0,NA,NA,NA
4286,13,SB0832,cattle,badger,64420012_0,45_d500_152_0,64420012,45_d500_152,badger,6,10,39,abattage,48,205,badger->cattle,2007,33,b2012,416,121,34,261,45_d500_152_0->64420012_0,64420015_0->64420012_0,45_d500_152_0->64420012_0,64420015_0->64420012_0,64420015_0->64420012_0,64420015_0->64420012_0
4287,13,SB0832,badger,cattle,45_d500_152_1,64420015_1,45_d500_152,64420015,cattle,6,6,79,trapping,51,205,cattle->badger,2007,73,b2012,416,121,34,261,64420015_1->45_d500_152_1,64420015_1->45_d500_152_1,64420015_1->45_d500_152_1,NA,64420015_1->45_d500_152_1,NA
4288,13,SB0832,cattle,badger,64420039_0,45_d500_99_839_0,64420039,45_d500_99_839,badger,7,10,32,abattage,57,205,badger->cattle,2007,25,b2012,416,121,34,261,45_d500_99_839_0->64420039_0,45_d500_99_839_0->64420039_0,45_d500_99_839_0->64420039_0,64420015_1->64420039_0,45_d500_99_839_0->64420039_0,64420015_1->64420039_0
