X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle
6553,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,2,4,demographie,13,207,NA->cattle,2007,4,b2012,208,34,37,137
6554,13,SB0832,badger,cattle,45_d500_99_839_0,64420015_0,45_d500_99_839,64420015,cattle,3,3,4,demographie,28,207,cattle->badger,2007,1,b2012,208,34,37,137
6555,13,SB0832,badger,cattle,45_d500_160_0,64420015_0,45_d500_160,64420015,cattle,4,4,41,demographie,32,207,cattle->badger,2007,37,b2012,208,34,37,137
6556,13,SB0832,cattle,badger,64420012_0,45_d500_160_0,64420012,45_d500_160,badger,31,32,46,abattage,237,207,badger->cattle,2009,15,b2012,208,34,37,137
6557,13,SB0832,badger,cattle,45_d500_99_766_0,64420012_0,45_d500_99_766,64420012,cattle,33,33,157,NA,257,207,cattle->badger,2009,124,b2012,208,34,37,137
6558,13,SB0832,cattle,cattle,64420012_1,64420012_0,64420012,64420012,within,34,-1,43,demographie,268,207,cattle->cattle,2009,9,b2012,208,34,37,137
6559,13,SB0832,cattle,cattle,64420012_2,64420012_0,64420012,64420012,within,34,46,46,abattage,269,207,cattle->cattle,2009,12,b2012,208,34,37,137
6560,13,SB0832,badger,cattle,45_d500_124_0,64420012_0,45_d500_124,64420012,cattle,34,34,88,demographie,270,207,cattle->badger,2009,54,b2012,208,34,37,137
6561,13,SB0832,cattle,cattle,64420012_3,64420012_0,64420012,64420012,within,35,39,44,demographie,292,207,cattle->cattle,2009,9,b2012,208,34,37,137
6562,13,SB0832,cattle,cattle,64420012_4,64420012_0,64420012,64420012,within,36,39,43,demographie,311,207,cattle->cattle,2010,7,b2012,208,34,37,137
6563,13,SB0832,cattle,cattle,64420012_5,64420012_0,64420012,64420012,within,37,43,45,demographie,334,207,cattle->cattle,2010,8,b2012,208,34,37,137
6564,13,SB0832,cattle,cattle,64420012_6,64420012_3,64420012,64420012,within,40,-1,46,abattage,371,207,cattle->cattle,2010,6,b2012,208,34,37,137
6565,13,SB0832,cattle,cattle,64420012_7,64420012_4,64420012,64420012,within,40,-1,46,abattage,372,207,cattle->cattle,2010,6,b2012,208,34,37,137
6566,13,SB0832,badger,cattle,45_d500_160_1,64420012_3,45_d500_160,64420012,cattle,42,42,83,demographie,392,207,cattle->badger,2010,41,b2012,208,34,37,137
6567,13,SB0832,badger,cattle,45_d500_124_1,64420012_4,45_d500_124,64420012,cattle,43,43,73,demographie,400,207,cattle->badger,2010,30,b2012,208,34,37,137
6568,13,SB0832,cattle,cattle,64420012_8,64420012_5,64420012,64420012,within,44,-1,46,abattage,412,207,cattle->cattle,2010,2,b2012,208,34,37,137
6569,13,SB0832,cattle,badger,64420015_1,45_d500_160_1,64420015,45_d500_160,badger,45,-1,46,demographie,415,207,badger->cattle,2010,1,b2012,208,34,37,137
6570,13,SB0832,cattle,badger,64420035_0,45_d500_160_1,64420035,45_d500_160,badger,57,59,79,abattage,528,207,badger->cattle,2011,22,b2012,208,34,37,137
6571,13,SB0832,cattle,cattle,64420035_1,64420035_0,64420035,64420035,within,60,61,78,demographie,578,207,cattle->cattle,2012,18,b2016,208,34,37,137
6572,13,SB0832,cattle,cattle,64420035_2,64420035_0,64420035,64420035,within,60,-1,79,abattage,579,207,cattle->cattle,2012,19,b2016,208,34,37,137
6573,13,SB0832,cattle,cattle,64420035_3,64420035_0,64420035,64420035,within,60,61,79,abattage,580,207,cattle->cattle,2012,19,b2016,208,34,37,137
6574,13,SB0832,cattle,cattle,64420035_4,64420035_3,64420035,64420035,within,61,-1,79,abattage,594,207,cattle->cattle,2012,18,b2016,208,34,37,137
6575,13,SB0832,cattle,cattle,64420035_6,64420035_1,64420035,64420035,within,62,76,79,abattage,607,207,cattle->cattle,2012,17,b2016,208,34,37,137
6576,13,SB0832,cattle,cattle,64420035_5,64420035_3,64420035,64420035,within,62,70,79,abattage,608,207,cattle->cattle,2012,17,b2016,208,34,37,137
6577,13,SB0832,badger,cattle,45_d500_163_0,64420035_0,45_d500_163,64420035,cattle,64,64,86,demographie,634,207,cattle->badger,2012,22,b2016,208,34,37,137
6578,13,SB0832,badger,cattle,45_d500_124_2,64420035_0,45_d500_124,64420035,cattle,67,67,80,demographie,670,207,cattle->badger,2012,13,b2016,208,34,37,137
6579,13,SB0832,cattle,badger,64420035_7,45_d500_99_766_0,64420035,45_d500_99_766,badger,70,78,79,abattage,704,207,badger->cattle,2012,9,b2016,208,34,37,137
6580,13,SB0832,cattle,cattle,64420035_10,64420035_0,64420035,64420035,within,71,-1,74,demographie,747,207,cattle->cattle,2012,3,b2016,208,34,37,137
6581,13,SB0832,cattle,cattle,64420035_9,64420035_3,64420035,64420035,within,71,72,79,abattage,748,207,cattle->cattle,2012,8,b2016,208,34,37,137
6582,13,SB0832,cattle,cattle,64420035_11,64420035_3,64420035,64420035,within,71,79,79,abattage,749,207,cattle->cattle,2012,8,b2016,208,34,37,137
6583,13,SB0832,cattle,cattle,64420035_8,64420035_5,64420035,64420035,within,71,79,79,abattage,750,207,cattle->cattle,2012,8,b2016,208,34,37,137
6584,13,SB0832,cattle,cattle,64420035_12,64420035_5,64420035,64420035,within,71,78,79,abattage,751,207,cattle->cattle,2012,8,b2016,208,34,37,137
6585,13,SB0832,badger,badger,45_d500_163_1,45_d500_163_0,45_d500_163,45_d500_163,within,72,72,125,trapping,756,207,badger->badger,2013,53,b2016,208,34,37,137
6586,13,SB0832,cattle,cattle,64420035_13,64420035_3,64420035,64420035,within,72,-1,79,abattage,778,207,cattle->cattle,2013,7,b2016,208,34,37,137
6587,13,SB0832,cattle,cattle,64420035_14,64420035_5,64420035,64420035,within,72,73,79,abattage,779,207,cattle->cattle,2013,7,b2016,208,34,37,137
6588,13,SB0832,cattle,cattle,64420035_15,64420035_3,64420035,64420035,within,74,75,79,abattage,826,207,cattle->cattle,2013,5,b2016,208,34,37,137
6589,13,SB0832,cattle,cattle,64420035_16,64420035_15,64420035,64420035,within,75,77,79,abattage,841,207,cattle->cattle,2013,4,b2016,208,34,37,137
6590,13,SB0832,cattle,cattle,64420035_17,64420035_0,64420035,64420035,within,78,-1,79,abattage,884,207,cattle->cattle,2013,1,b2016,208,34,37,137
6591,13,SB0832,badger,cattle,45_d500_124_3,64420035_15,45_d500_124,64420035,cattle,79,79,89,trapping,895,207,cattle->badger,2013,10,b2016,208,34,37,137
6592,13,SB0832,badger,cattle,45_d500_78_668_0,64420035_9,45_d500_78_668,64420035,cattle,80,80,89,trapping,906,207,cattle->badger,2013,9,b2016,208,34,37,137
