X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle
2768,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,3,15,abattage,13,102,NA->cattle,2007,15,b2012,468,118,75,275
2769,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,4,8,15,abattage,27,102,cattle->cattle,2007,11,b2012,468,118,75,275
2770,13,SB0832,badger,cattle,45_d500_156_0,64420015_0,45_d500_156,64420015,cattle,4,4,21,demographie,28,102,cattle->badger,2007,17,b2012,468,118,75,275
2771,13,SB0832,badger,cattle,45_d500_160_0,64420015_0,45_d500_160,64420015,cattle,7,7,22,demographie,47,102,cattle->badger,2007,15,b2012,468,118,75,275
2772,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,8,9,14,demographie,58,102,cattle->cattle,2007,6,b2012,468,118,75,275
2773,13,SB0832,badger,cattle,45_d500_157_858_0,64420015_0,45_d500_157_858,64420015,cattle,10,10,22,demographie,73,102,cattle->badger,2007,12,b2012,468,118,75,275
2774,13,SB0832,cattle,cattle,64420015_3,64420015_1,64420015,64420015,within,11,13,15,abattage,81,102,cattle->cattle,2007,4,b2012,468,118,75,275
2775,13,SB0832,cattle,cattle,64420015_4,64420015_1,64420015,64420015,within,11,-1,15,abattage,82,102,cattle->cattle,2007,4,b2012,468,118,75,275
2776,13,SB0832,cattle,cattle,64420015_5,64420015_1,64420015,64420015,within,12,-1,15,abattage,96,102,cattle->cattle,2008,3,b2012,468,118,75,275
2777,13,SB0832,cattle,cattle,64420015_6,64420015_2,64420015,64420015,within,13,-1,15,abattage,99,102,cattle->cattle,2008,2,b2012,468,118,75,275
2778,13,SB0832,cattle,cattle,64420015_8,64420015_0,64420015,64420015,within,14,-1,15,abattage,108,102,cattle->cattle,2008,1,b2012,468,118,75,275
2779,13,SB0832,cattle,cattle,64420015_7,64420015_1,64420015,64420015,within,14,-1,15,abattage,109,102,cattle->cattle,2008,1,b2012,468,118,75,275
2780,13,SB0832,cattle,cattle,64420015_9,64420015_1,64420015,64420015,within,14,15,15,abattage,110,102,cattle->cattle,2008,1,b2012,468,118,75,275
2781,13,SB0832,badger,cattle,45_d500_160_1,64420015_9,45_d500_160,64420015,cattle,15,15,32,demographie,117,102,cattle->badger,2008,17,b2012,468,118,75,275
