X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle
86186,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,2,24,demographie,13,147,NA->cattle,2007,24,b2012,403,100,50,253
86187,13,SB0832,badger,cattle,45_d500_156_0,64420015_0,45_d500_156,64420015,cattle,3,3,38,demographie,26,147,cattle->badger,2007,35,b2012,403,100,50,253
86188,13,SB0832,badger,cattle,45_d500_156_1,64420015_0,45_d500_156,64420015,cattle,4,4,19,demographie,34,147,cattle->badger,2007,15,b2012,403,100,50,253
86189,13,SB0832,badger,badger,45_d500_156_2,45_d500_156_1,45_d500_156,45_d500_156,within,6,6,86,demographie,45,147,badger->badger,2007,80,b2012,403,100,50,253
86190,13,SB0832,badger,cattle,45_d500_99_839_0,64420015_0,45_d500_99_839,64420015,cattle,6,6,101,trapping,47,147,cattle->badger,2007,95,b2012,403,100,50,253
86191,13,SB0832,badger,badger,45_d500_156_3,45_d500_156_2,45_d500_156,45_d500_156,within,10,10,11,demographie,76,147,badger->badger,2007,1,b2012,403,100,50,253
86192,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,13,19,25,abattage,111,147,cattle->cattle,2008,12,b2012,403,100,50,253
86193,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,13,-1,14,demographie,112,147,cattle->cattle,2008,1,b2012,403,100,50,253
86194,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,14,-1,25,abattage,119,147,cattle->cattle,2008,11,b2012,403,100,50,253
86195,13,SB0832,badger,cattle,45_d500_160_0,64420015_0,45_d500_160,64420015,cattle,15,15,48,demographie,122,147,cattle->badger,2008,33,b2012,403,100,50,253
86196,13,SB0832,badger,cattle,45_d500_99_839_1,64420015_0,45_d500_99_839,64420015,cattle,16,16,60,demographie,126,147,cattle->badger,2008,44,b2012,403,100,50,253
86197,13,SB0832,cattle,cattle,64420015_4,64420015_0,64420015,64420015,within,17,17,25,abattage,129,147,cattle->cattle,2008,8,b2012,403,100,50,253
86198,13,SB0832,cattle,badger,64420009_0,45_d500_99_839_0,64420009,45_d500_99_839,badger,18,21,25,abattage,131,147,badger->cattle,2008,7,b2012,403,100,50,253
86199,13,SB0832,cattle,cattle,64420015_5,64420015_4,64420015,64420015,within,18,-1,20,demographie,132,147,cattle->cattle,2008,2,b2012,403,100,50,253
