X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle
4279,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,0,13,abattage,13,205,NA->cattle,2007,13,b2012,416,121,34,261
4280,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,1,2,13,abattage,17,205,cattle->cattle,2007,12,b2012,416,121,34,261
4281,13,SB0832,badger,cattle,45_d500_156_0,64420015_0,45_d500_156,64420015,cattle,3,3,150,trapping,24,205,cattle->badger,2007,147,b2012,416,121,34,261
4282,13,SB0832,badger,cattle,45_d500_99_839_0,64420015_1,45_d500_99_839,64420015,cattle,3,3,92,trapping,25,205,cattle->badger,2007,89,b2012,416,121,34,261
4283,13,SB0832,cattle,badger,64420015_2,45_d500_156_0,64420015,45_d500_156,badger,4,7,13,abattage,29,205,badger->cattle,2007,9,b2012,416,121,34,261
4284,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,4,10,13,abattage,33,205,cattle->cattle,2007,9,b2012,416,121,34,261
4285,13,SB0832,badger,cattle,45_d500_152_0,64420015_0,45_d500_152,64420015,cattle,5,5,38,demographie,45,205,cattle->badger,2007,33,b2012,416,121,34,261
4286,13,SB0832,cattle,badger,64420012_0,45_d500_152_0,64420012,45_d500_152,badger,6,10,39,abattage,48,205,badger->cattle,2007,33,b2012,416,121,34,261
4287,13,SB0832,badger,cattle,45_d500_152_1,64420015_1,45_d500_152,64420015,cattle,6,6,79,trapping,51,205,cattle->badger,2007,73,b2012,416,121,34,261
4288,13,SB0832,cattle,badger,64420039_0,45_d500_99_839_0,64420039,45_d500_99_839,badger,7,10,32,abattage,57,205,badger->cattle,2007,25,b2012,416,121,34,261
4289,13,SB0832,cattle,cattle,64420015_4,64420015_0,64420015,64420015,within,7,10,15,abattage,62,205,cattle->cattle,2007,8,b2012,416,121,34,261
4290,13,SB0832,cattle,cattle,64420015_5,64420015_0,64420015,64420015,within,7,8,13,abattage,63,205,cattle->cattle,2007,6,b2012,416,121,34,261
4291,13,SB0832,cattle,cattle,64420015_6,64420015_5,64420015,64420015,within,8,-1,15,abattage,69,205,cattle->cattle,2007,7,b2012,416,121,34,261
4292,13,SB0832,cattle,badger,64420035_0,45_d500_99_839_0,64420035,45_d500_99_839,badger,9,13,19,demographie,74,205,badger->cattle,2007,10,b2012,416,121,34,261
4293,13,SB0832,cattle,cattle,64420015_7,64420015_0,64420015,64420015,within,10,-1,13,abattage,89,205,cattle->cattle,2007,3,b2012,416,121,34,261
4294,13,SB0832,badger,badger,45_d500_156_1,45_d500_156_0,45_d500_156,45_d500_156,within,11,11,100,trapping,91,205,badger->badger,2007,89,b2012,416,121,34,261
4295,13,SB0832,cattle,cattle,64420015_8,64420015_0,64420015,64420015,within,11,-1,12,demographie,98,205,cattle->cattle,2007,1,b2012,416,121,34,261
