X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,presence_2,presence_3,presence_4,presence_5,presence_6
15246,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,0,17,abattage,13,365,NA->cattle,2007,17,b2012,327,37,37,253,NA,NA,NA,NA,NA,NA,1,1,1,1,1
15247,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,14,15,15,abattage,77,365,cattle->cattle,2008,1,b2012,327,37,37,253,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,1,1,1,1,1
15248,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,14,17,17,abattage,78,365,cattle->cattle,2008,3,b2012,327,37,37,253,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,1,1,1,1,1
15249,13,SB0832,badger,cattle,45_d500_157_858_0,64420015_2,45_d500_157_858,64420015,cattle,18,18,89,trapping,117,365,cattle->badger,2008,71,b2012,327,37,37,253,64420015_2->45_d500_157_858_0,64420015_2->45_d500_157_858_0,64420015_2->45_d500_157_858_0,NA,64420015_2->45_d500_157_858_0,NA,1,1,1,1,1
15250,13,SB0832,cattle,badger,64459003_0,45_d500_157_858_0,64459003,45_d500_157_858,badger,21,25,35,demographie,137,365,badger->cattle,2008,14,b2012,327,37,37,253,45_d500_157_858_0->64459003_0,45_d500_157_858_0->64459003_0,45_d500_157_858_0->64459003_0,64420015_2->64459003_0,45_d500_157_858_0->64459003_0,64420015_2->64459003_0,1,1,1,1,1
15251,13,SB0832,cattle,cattle,64459003_1,64459003_0,64459003,64459003,within,29,31,48,abattage,203,365,cattle->cattle,2009,19,b2012,327,37,37,253,64459003_0->64459003_1,64459003_0->64459003_1,64459003_0->64459003_1,64459003_0->64459003_1,64459003_0->64459003_1,64459003_0->64459003_1,1,1,1,1,1
15252,13,SB0832,cattle,cattle,64459003_2,64459003_0,64459003,64459003,within,30,38,48,abattage,210,365,cattle->cattle,2009,18,b2012,327,37,37,253,64459003_0->64459003_2,64459003_0->64459003_2,64459003_0->64459003_2,64459003_0->64459003_2,64459003_0->64459003_2,64459003_0->64459003_2,1,1,1,1,1
15253,13,SB0832,cattle,cattle,64459003_3,64459003_1,64459003,64459003,within,31,34,48,abattage,219,365,cattle->cattle,2009,17,b2012,327,37,37,253,64459003_1->64459003_3,64459003_1->64459003_3,64459003_1->64459003_3,64459003_1->64459003_3,64459003_1->64459003_3,64459003_1->64459003_3,1,1,1,1,1
15254,13,SB0832,badger,cattle,45_d500_157_852_0,64459003_1,45_d500_157_852,64459003,cattle,31,31,40,demographie,220,365,cattle->badger,2009,9,b2012,327,37,37,253,64459003_1->45_d500_157_852_0,NA,64459003_1->45_d500_157_852_0,NA,NA,NA,0,1,0,0,0
15255,13,SB0832,cattle,cattle,64459003_4,64459003_1,64459003,64459003,within,32,40,48,abattage,231,365,cattle->cattle,2009,16,b2012,327,37,37,253,64459003_1->64459003_4,64459003_1->64459003_4,64459003_1->64459003_4,64459003_1->64459003_4,64459003_1->64459003_4,64459003_1->64459003_4,1,1,1,1,1
15256,13,SB0832,cattle,cattle,64459003_5,64459003_1,64459003,64459003,within,32,41,48,abattage,232,365,cattle->cattle,2009,16,b2012,327,37,37,253,64459003_1->64459003_5,64459003_1->64459003_5,64459003_1->64459003_5,64459003_1->64459003_5,64459003_1->64459003_5,64459003_1->64459003_5,1,1,1,1,1
15257,13,SB0832,cattle,cattle,64459003_6,64459003_0,64459003,64459003,within,33,35,48,abattage,243,365,cattle->cattle,2009,15,b2012,327,37,37,253,64459003_0->64459003_6,64459003_0->64459003_6,64459003_0->64459003_6,64459003_0->64459003_6,64459003_0->64459003_6,64459003_0->64459003_6,1,1,1,1,1
15258,13,SB0832,cattle,cattle,64459003_7,64459003_3,64459003,64459003,within,34,41,48,abattage,252,365,cattle->cattle,2009,14,b2012,327,37,37,253,64459003_3->64459003_7,64459003_3->64459003_7,64459003_3->64459003_7,64459003_3->64459003_7,64459003_3->64459003_7,64459003_3->64459003_7,1,1,1,1,1
