X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle
50594,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,0,3,abattage,13,286,NA->cattle,2007,3,b2012,311,19,38,254
50595,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,2,3,5,abattage,21,286,cattle->cattle,2007,3,b2012,311,19,38,254
50596,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,2,4,5,abattage,22,286,cattle->cattle,2007,3,b2012,311,19,38,254
50597,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,3,-1,5,abattage,28,286,cattle->cattle,2007,2,b2012,311,19,38,254
50598,13,SB0832,badger,cattle,45_d500_157_858_0,64420015_1,45_d500_157_858,64420015,cattle,3,3,124,trapping,29,286,cattle->badger,2007,121,b2012,311,19,38,254
50599,13,SB0832,cattle,badger,64420002_0,45_d500_157_858_0,64420002,45_d500_157_858,badger,39,42,64,demographie,393,286,badger->cattle,2010,25,b2012,311,19,38,254
50600,13,SB0832,cattle,badger,64326020_0,45_d500_157_858_0,64326020,45_d500_157_858,badger,42,45,77,abattage,440,286,badger->cattle,2010,35,b2012,311,19,38,254
50601,13,SB0832,badger,cattle,45_d500_50_612_0,64326020_0,45_d500_50_612,64326020,cattle,46,46,137,trapping,520,286,cattle->badger,2010,91,b2012,311,19,38,254
50602,13,SB0832,cattle,cattle,64326020_1,64326020_0,64326020,64326020,within,48,52,75,abattage,562,286,cattle->cattle,2011,27,b2012,311,19,38,254
50603,13,SB0832,cattle,cattle,64420002_1,64420002_0,64420002,64420002,within,53,54,65,abattage,707,286,cattle->cattle,2011,12,b2012,311,19,38,254
50604,13,SB0832,cattle,cattle,64420039_0,64420002_0,64420039,64420002,pasture,55,63,73,abattage,770,286,cattle->cattle,2011,18,b2012,311,19,38,254
50605,13,SB0832,cattle,cattle,64420002_2,64420002_1,64420002,64420002,within,56,61,65,abattage,792,286,cattle->cattle,2011,9,b2012,311,19,38,254
50606,13,SB0832,cattle,cattle,64326020_2,64326020_1,64326020,64326020,within,59,60,77,abattage,863,286,cattle->cattle,2011,18,b2012,311,19,38,254
50607,13,SB0832,cattle,cattle,64420002_3,64420002_0,64420002,64420002,within,59,61,65,abattage,872,286,cattle->cattle,2011,6,b2012,311,19,38,254
50608,13,SB0832,cattle,cattle,64326020_3,64326020_0,64326020,64326020,within,61,67,75,abattage,929,286,cattle->cattle,2012,14,b2016,311,19,38,254
50609,13,SB0832,cattle,cattle,64420002_6,64420002_0,64420002,64420002,within,62,64,65,abattage,972,286,cattle->cattle,2012,3,b2016,311,19,38,254
50610,13,SB0832,cattle,cattle,64420002_4,64420002_2,64420002,64420002,within,62,64,65,abattage,973,286,cattle->cattle,2012,3,b2016,311,19,38,254
50611,13,SB0832,cattle,cattle,64420002_5,64420002_2,64420002,64420002,within,62,63,65,abattage,974,286,cattle->cattle,2012,3,b2016,311,19,38,254
50612,13,SB0832,cattle,cattle,64326020_4,64326020_1,64326020,64326020,within,63,66,75,abattage,986,286,cattle->cattle,2012,12,b2016,311,19,38,254
50613,13,SB0832,cattle,cattle,64326020_5,64326020_2,64326020,64326020,within,63,65,75,abattage,987,286,cattle->cattle,2012,12,b2016,311,19,38,254
50614,13,SB0832,cattle,cattle,64420002_7,64420002_5,64420002,64420002,within,63,-1,65,abattage,991,286,cattle->cattle,2012,2,b2016,311,19,38,254
50615,13,SB0832,cattle,cattle,64420002_8,64420002_6,64420002,64420002,within,64,65,65,abattage,1023,286,cattle->cattle,2012,1,b2016,311,19,38,254
50616,13,SB0832,cattle,cattle,64141039_33,64420002_1,64420002,64420002,within,65,-1,66,demographie,1054,286,cattle->cattle,2012,1,b2016,311,19,38,254
50617,13,SB0832,cattle,cattle,64420002_9,64420002_2,64420002,64420002,within,65,-1,65,abattage,1055,286,cattle->cattle,2012,0,b2016,311,19,38,254
50618,13,SB0832,cattle,cattle,64326020_6,64326020_5,64326020,64326020,within,66,-1,75,abattage,1089,286,cattle->cattle,2012,9,b2016,311,19,38,254
50619,13,SB0832,cattle,cattle,64420039_1,64420039_0,64420039,64420039,within,66,67,71,abattage,1093,286,cattle->cattle,2012,5,b2016,311,19,38,254
50620,13,SB0832,cattle,cattle,64326020_7,64326020_1,64326020,64326020,within,67,68,75,abattage,1111,286,cattle->cattle,2012,8,b2016,311,19,38,254
50621,13,SB0832,cattle,cattle,64420039_2,64420039_1,64420039,64420039,within,67,-1,71,abattage,1117,286,cattle->cattle,2012,4,b2016,311,19,38,254
50622,13,SB0832,cattle,cattle,64420039_3,64420039_0,64420039,64420039,within,69,70,71,abattage,1164,286,cattle->cattle,2012,2,b2016,311,19,38,254
50623,13,SB0832,cattle,cattle,64326020_8,64326020_1,64326020,64326020,within,70,73,77,abattage,1184,286,cattle->cattle,2012,7,b2016,311,19,38,254
50624,13,SB0832,cattle,cattle,64393387_0,64326020_7,64393387,64326020,pasture,70,71,100,abattage,1185,286,cattle->cattle,2012,30,b2016,311,19,38,254
50625,13,SB0832,cattle,cattle,64326020_11,64326020_3,64326020,64326020,within,71,75,77,abattage,1222,286,cattle->cattle,2012,6,b2016,311,19,38,254
50626,13,SB0832,cattle,cattle,64326020_9,64326020_5,64326020,64326020,within,71,74,75,abattage,1223,286,cattle->cattle,2012,4,b2016,311,19,38,254
50627,13,SB0832,cattle,cattle,64326020_10,64326020_7,64326020,64326020,within,71,-1,77,abattage,1224,286,cattle->cattle,2012,6,b2016,311,19,38,254
50628,13,SB0832,cattle,cattle,64326020_12,64326020_7,64326020,64326020,within,71,75,75,abattage,1225,286,cattle->cattle,2012,4,b2016,311,19,38,254
50629,13,SB0832,cattle,cattle,64420039_4,64420039_3,64420039,64420039,within,71,-1,73,abattage,1233,286,cattle->cattle,2012,2,b2016,311,19,38,254
50630,13,SB0832,cattle,cattle,64420039_5,64420039_3,64420039,64420039,within,71,-1,73,abattage,1234,286,cattle->cattle,2012,2,b2016,311,19,38,254
50631,13,SB0832,cattle,cattle,64326020_13,64326020_1,64326020,64326020,within,72,75,75,abattage,1252,286,cattle->cattle,2013,3,b2016,311,19,38,254
50632,13,SB0832,cattle,cattle,64326020_15,64326020_1,64326020,64326020,within,72,-1,74,demographie,1253,286,cattle->cattle,2013,2,b2016,311,19,38,254
50633,13,SB0832,cattle,cattle,64326020_16,64326020_1,64326020,64326020,within,72,-1,75,abattage,1254,286,cattle->cattle,2013,3,b2016,311,19,38,254
50634,13,SB0832,cattle,cattle,64326020_17,64326020_3,64326020,64326020,within,72,-1,75,abattage,1255,286,cattle->cattle,2013,3,b2016,311,19,38,254
50635,13,SB0832,cattle,cattle,64326020_18,64326020_4,64326020,64326020,within,72,75,75,abattage,1256,286,cattle->cattle,2013,3,b2016,311,19,38,254
50636,13,SB0832,cattle,cattle,64326020_14,64326020_7,64326020,64326020,within,72,-1,75,abattage,1257,286,cattle->cattle,2013,3,b2016,311,19,38,254
50637,13,SB0832,cattle,cattle,64326020_19,64326020_0,64326020,64326020,within,73,73,77,abattage,1293,286,cattle->cattle,2013,4,b2016,311,19,38,254
50638,13,SB0832,cattle,cattle,64326020_20,64326020_1,64326020,64326020,within,73,75,77,abattage,1294,286,cattle->cattle,2013,4,b2016,311,19,38,254
50639,13,SB0832,cattle,cattle,64326020_21,64326020_4,64326020,64326020,within,73,-1,75,abattage,1295,286,cattle->cattle,2013,2,b2016,311,19,38,254
50640,13,SB0832,cattle,cattle,64393387_1,64393387_0,64393387,64393387,within,73,79,100,abattage,1309,286,cattle->cattle,2013,27,b2016,311,19,38,254
50641,13,SB0832,cattle,cattle,64393387_2,64393387_0,64393387,64393387,within,73,75,100,abattage,1310,286,cattle->cattle,2013,27,b2016,311,19,38,254
50642,13,SB0832,cattle,cattle,64326020_23,64326020_19,64326020,64326020,within,74,-1,77,abattage,1332,286,cattle->cattle,2013,3,b2016,311,19,38,254
50643,13,SB0832,cattle,cattle,64326020_24,64326020_2,64326020,64326020,within,74,-1,77,demographie,1333,286,cattle->cattle,2013,3,b2016,311,19,38,254
50644,13,SB0832,cattle,cattle,64326020_22,64326020_5,64326020,64326020,within,74,74,77,abattage,1334,286,cattle->cattle,2013,3,b2016,311,19,38,254
50645,13,SB0832,cattle,cattle,64393387_3,64393387_2,64393387,64393387,within,75,76,100,abattage,1363,286,cattle->cattle,2013,25,b2016,311,19,38,254
50646,13,SB0832,badger,cattle,45_d500_68_627_0,64393387_0,45_d500_68_627,64393387,cattle,76,76,139,trapping,1388,286,cattle->badger,2013,63,b2016,311,19,38,254
50647,13,SB0832,boar,cattle,64393_0,64393387_0,64393,64393387,cattle,76,76,78,demographie,1389,286,cattle->boar,2013,2,b2016,311,19,38,254
50648,13,SB0832,cattle,cattle,64393387_4,64393387_3,64393387,64393387,within,77,79,100,abattage,1413,286,cattle->cattle,2013,23,b2016,311,19,38,254
50649,13,SB0832,cattle,cattle,64197001_0,64393387_2,64197001,64393387,pasture,78,84,100,abattage,1430,286,cattle->cattle,2013,22,b2016,311,19,38,254
50650,13,SB0832,cattle,cattle,64393387_5,64393387_2,64393387,64393387,within,79,83,100,abattage,1445,286,cattle->cattle,2013,21,b2016,311,19,38,254
50651,13,SB0832,cattle,cattle,64393387_6,64393387_2,64393387,64393387,within,79,84,100,abattage,1446,286,cattle->cattle,2013,21,b2016,311,19,38,254
50652,13,SB0832,boar,cattle,64393_1,64393387_3,64393,64393387,cattle,81,81,117,demographie,1488,286,cattle->boar,2013,36,b2016,311,19,38,254
50653,13,SB0832,cattle,cattle,64393387_7,64393387_1,64393387,64393387,within,83,84,100,abattage,1542,286,cattle->cattle,2013,17,b2016,311,19,38,254
50654,13,SB0832,cattle,cattle,64393387_8,64393387_5,64393387,64393387,within,83,86,100,abattage,1543,286,cattle->cattle,2013,17,b2016,311,19,38,254
50655,13,SB0832,cattle,cattle,64393387_9,64393387_1,64393387,64393387,within,84,88,100,abattage,1565,286,cattle->cattle,2014,16,b2016,311,19,38,254
50656,13,SB0832,cattle,cattle,64393387_11,64393387_3,64393387,64393387,within,84,87,100,abattage,1566,286,cattle->cattle,2014,16,b2016,311,19,38,254
50657,13,SB0832,boar,cattle,64393_2,64393387_3,64393,64393387,cattle,84,84,92,demographie,1567,286,cattle->boar,2014,8,b2016,311,19,38,254
50658,13,SB0832,cattle,cattle,64393387_12,64393387_5,64393387,64393387,within,84,85,100,abattage,1568,286,cattle->cattle,2014,16,b2016,311,19,38,254
50659,13,SB0832,cattle,cattle,64393387_10,64393387_6,64393387,64393387,within,84,85,100,abattage,1569,286,cattle->cattle,2014,16,b2016,311,19,38,254
50660,13,SB0832,cattle,cattle,64393387_14,64393387_3,64393387,64393387,within,85,87,100,abattage,1601,286,cattle->cattle,2014,15,b2016,311,19,38,254
50661,13,SB0832,cattle,cattle,64393387_13,64393387_4,64393387,64393387,within,85,87,100,abattage,1602,286,cattle->cattle,2014,15,b2016,311,19,38,254
50662,13,SB0832,boar,cattle,64393_3,64393387_5,64393,64393387,cattle,85,85,111,demographie,1603,286,cattle->boar,2014,26,b2016,311,19,38,254
50663,13,SB0832,cattle,cattle,64393387_16,64393387_5,64393387,64393387,within,86,88,100,abattage,1624,286,cattle->cattle,2014,14,b2016,311,19,38,254
50664,13,SB0832,cattle,cattle,64393387_17,64393387_6,64393387,64393387,within,86,88,100,abattage,1625,286,cattle->cattle,2014,14,b2016,311,19,38,254
50665,13,SB0832,cattle,cattle,64393387_15,64393387_8,64393387,64393387,within,86,89,100,abattage,1626,286,cattle->cattle,2014,14,b2016,311,19,38,254
50666,13,SB0832,cattle,cattle,64393387_18,64393387_11,64393387,64393387,within,87,99,100,abattage,1641,286,cattle->cattle,2014,13,b2016,311,19,38,254
50667,13,SB0832,badger,cattle,45_d500_261_0,64393387_3,45_d500_261,64393387,cattle,87,87,102,trapping,1642,286,cattle->badger,2014,15,b2016,311,19,38,254
50668,13,SB0832,badger,cattle,45_d500_19_0,64197001_0,45_d500_19,64197001,cattle,88,88,99,demographie,1652,286,cattle->badger,2014,11,b2016,311,19,38,254
50669,13,SB0832,boar,cattle,64393_4,64393387_17,64393,64393387,cattle,88,88,93,demographie,1658,286,cattle->boar,2014,5,b2016,311,19,38,254
50670,13,SB0832,cattle,cattle,64393387_19,64393387_5,64393387,64393387,within,88,92,100,abattage,1659,286,cattle->cattle,2014,12,b2016,311,19,38,254
50671,13,SB0832,cattle,cattle,64393387_20,64393387_12,64393387,64393387,within,89,96,100,abattage,1683,286,cattle->cattle,2014,11,b2016,311,19,38,254
50672,13,SB0832,cattle,cattle,64393387_21,64393387_14,64393387,64393387,within,89,90,100,abattage,1684,286,cattle->cattle,2014,11,b2016,311,19,38,254
50673,13,SB0832,cattle,cattle,64359024_0,64393387_3,64359024,64393387,pasture,89,91,95,demographie,1685,286,cattle->cattle,2014,6,b2016,311,19,38,254
50674,13,SB0832,cattle,cattle,64393387_23,64393387_0,64393387,64393387,within,90,95,100,abattage,1709,286,cattle->cattle,2014,10,b2016,311,19,38,254
50675,13,SB0832,cattle,cattle,64393387_26,64393387_1,64393387,64393387,within,90,95,99,demographie,1710,286,cattle->cattle,2014,9,b2016,311,19,38,254
50676,13,SB0832,cattle,cattle,64393387_25,64393387_10,64393387,64393387,within,90,100,100,abattage,1711,286,cattle->cattle,2014,10,b2016,311,19,38,254
50677,13,SB0832,cattle,cattle,64393387_22,64393387_14,64393387,64393387,within,90,92,100,abattage,1712,286,cattle->cattle,2014,10,b2016,311,19,38,254
50678,13,SB0832,cattle,cattle,64359209_0,64393387_4,64359209,64393387,pasture,90,91,109,abattage,1713,286,cattle->cattle,2014,19,b2016,311,19,38,254
50679,13,SB0832,cattle,cattle,64326020_25,64393387_7,64326020,64393387,pasture,90,91,99,abattage,1714,286,cattle->cattle,2014,9,b2016,311,19,38,254
50680,13,SB0832,cattle,cattle,64326020_26,64393387_9,64326020,64393387,pasture,90,92,97,abattage,1715,286,cattle->cattle,2014,7,b2016,311,19,38,254
50681,13,SB0832,cattle,cattle,64393387_24,64393387_9,64393387,64393387,within,90,93,100,abattage,1716,286,cattle->cattle,2014,10,b2016,311,19,38,254
50682,13,SB0832,badger,cattle,45_d500_15_0,64197001_0,45_d500_15,64197001,cattle,91,91,104,trapping,1727,286,cattle->badger,2014,13,b2016,311,19,38,254
50683,13,SB0832,cattle,cattle,64359024_1,64393387_0,64359024,64393387,pasture,91,93,96,abattage,1732,286,cattle->cattle,2014,5,b2016,311,19,38,254
50684,13,SB0832,boar,cattle,64393_5,64393387_12,64393,64393387,cattle,91,91,141,demographie,1733,286,cattle->boar,2014,50,b2016,311,19,38,254
50685,13,SB0832,cattle,cattle,64197001_1,64197001_0,64197001,64197001,within,92,94,100,demographie,1749,286,cattle->cattle,2014,8,b2016,311,19,38,254
50686,13,SB0832,badger,cattle,45_d500_12_1911_0,64197001_0,45_d500_12_1911,64197001,cattle,92,92,149,trapping,1750,286,cattle->badger,2014,57,b2016,311,19,38,254
