X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,badger,boar,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
9732,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,0,17,abattage,13,305,NA->cattle,2007,17,b2012,161,26,22,113,NA,NA,NA,NA,NA,NA
9733,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,2,3,17,abattage,19,305,cattle->cattle,2007,15,b2012,161,26,22,113,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1
9734,13,SB0832,badger,cattle,45_d500_156_0,64420015_1,45_d500_156,64420015,cattle,5,5,58,demographie,33,305,cattle->badger,2007,53,b2012,161,26,22,113,64420015_1->45_d500_156_0,NA,64420015_1->45_d500_156_0,NA,NA,NA
9735,13,SB0832,badger,cattle,45_d500_99_839_0,64420015_0,45_d500_99_839,64420015,cattle,10,10,34,demographie,62,305,cattle->badger,2007,24,b2012,161,26,22,113,64420015_0->45_d500_99_839_0,NA,64420015_0->45_d500_99_839_0,NA,NA,NA
9736,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,14,15,16,demographie,107,305,cattle->cattle,2008,2,b2012,161,26,22,113,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2
9737,13,SB0832,badger,cattle,45_d500_157_858_0,64420015_2,45_d500_157_858,64420015,cattle,17,17,40,demographie,121,305,cattle->badger,2008,23,b2012,161,26,22,113,64420015_2->45_d500_157_858_0,NA,64420015_2->45_d500_157_858_0,NA,NA,NA
9738,13,SB0832,cattle,badger,64201006_0,45_d500_156_0,64201006,45_d500_156,badger,18,-1,27,abattage,126,305,badger->cattle,2008,9,b2012,161,26,22,113,45_d500_156_0->64201006_0,64420015_1->64201006_0,45_d500_156_0->64201006_0,64420015_1->64201006_0,64420015_1->64201006_0,64420015_1->64201006_0
9739,13,SB0832,cattle,badger,64420039_0,45_d500_99_839_0,64420039,45_d500_99_839,badger,32,33,59,abattage,171,305,badger->cattle,2009,27,b2012,161,26,22,113,45_d500_99_839_0->64420039_0,64420015_0->64420039_0,45_d500_99_839_0->64420039_0,64420015_0->64420039_0,64420015_0->64420039_0,64420015_0->64420039_0
9740,13,SB0832,badger,cattle,45_d500_124_0,64420039_0,45_d500_124,64420039,cattle,42,42,66,demographie,206,305,cattle->badger,2010,24,b2012,161,26,22,113,64420039_0->45_d500_124_0,64420039_0->45_d500_124_0,64420039_0->45_d500_124_0,NA,64420039_0->45_d500_124_0,NA
9741,13,SB0832,cattle,badger,64420035_1,45_d500_124_0,64420035,45_d500_124,badger,43,47,52,abattage,210,305,badger->cattle,2010,9,b2012,161,26,22,113,45_d500_124_0->64420035_1,45_d500_124_0->64420035_1,45_d500_124_0->64420035_1,64420039_0->64420035_1,45_d500_124_0->64420035_1,64420039_0->64420035_1
9742,13,SB0832,cattle,badger,64420015_3,45_d500_156_0,64420015,45_d500_156,badger,43,44,55,abattage,211,305,badger->cattle,2010,12,b2012,161,26,22,113,45_d500_156_0->64420015_3,64420015_1->64420015_3,45_d500_156_0->64420015_3,64420015_1->64420015_3,64420015_1->64420015_3,64420015_1->64420015_3
9743,13,SB0832,cattle,cattle,64420035_2,64420039_0,64420035,64420039,pasture,45,48,52,abattage,222,305,cattle->cattle,2010,7,b2012,161,26,22,113,64420039_0->64420035_2,64420039_0->64420035_2,64420039_0->64420035_2,64420039_0->64420035_2,64420039_0->64420035_2,64420039_0->64420035_2
9744,13,SB0832,badger,cattle,45_d500_170_0,64420039_0,45_d500_170,64420039,cattle,45,45,92,trapping,223,305,cattle->badger,2010,47,b2012,161,26,22,113,64420039_0->45_d500_170_0,64420039_0->45_d500_170_0,64420039_0->45_d500_170_0,NA,64420039_0->45_d500_170_0,NA
9745,13,SB0832,badger,cattle,45_d500_170_1,64420039_0,45_d500_170,64420039,cattle,46,46,65,demographie,233,305,cattle->badger,2010,19,b2012,161,26,22,113,64420039_0->45_d500_170_1,64420039_0->45_d500_170_1,64420039_0->45_d500_170_1,NA,64420039_0->45_d500_170_1,NA
9746,13,SB0832,cattle,cattle,64420015_4,64420015_3,64420015,64420015,within,47,48,54,demographie,247,305,cattle->cattle,2010,7,b2012,161,26,22,113,64420015_3->64420015_4,64420015_3->64420015_4,64420015_3->64420015_4,64420015_3->64420015_4,64420015_3->64420015_4,64420015_3->64420015_4
9747,13,SB0832,cattle,cattle,64420035_3,64420035_1,64420035,64420035,within,47,48,52,abattage,248,305,cattle->cattle,2010,5,b2012,161,26,22,113,64420035_1->64420035_3,64420035_1->64420035_3,64420035_1->64420035_3,64420035_1->64420035_3,64420035_1->64420035_3,64420035_1->64420035_3
9748,13,SB0832,cattle,cattle,64420039_1,64420039_0,64420039,64420039,within,47,50,59,abattage,249,305,cattle->cattle,2010,12,b2012,161,26,22,113,64420039_0->64420039_1,64420039_0->64420039_1,64420039_0->64420039_1,64420039_0->64420039_1,64420039_0->64420039_1,64420039_0->64420039_1
9749,13,SB0832,cattle,cattle,64420015_5,64420015_4,64420015,64420015,within,48,53,55,demographie,257,305,cattle->cattle,2011,7,b2012,161,26,22,113,64420015_4->64420015_5,64420015_4->64420015_5,64420015_4->64420015_5,64420015_4->64420015_5,64420015_4->64420015_5,64420015_4->64420015_5
9750,13,SB0832,cattle,cattle,64420035_4,64420035_2,64420035,64420035,within,48,52,52,abattage,259,305,cattle->cattle,2011,4,b2012,161,26,22,113,64420035_2->64420035_4,64420035_2->64420035_4,64420035_2->64420035_4,64420035_2->64420035_4,64420035_2->64420035_4,64420035_2->64420035_4
9751,13,SB0832,cattle,cattle,64420035_6,64420035_2,64420035,64420035,within,48,50,54,abattage,260,305,cattle->cattle,2011,6,b2012,161,26,22,113,64420035_2->64420035_6,64420035_2->64420035_6,64420035_2->64420035_6,64420035_2->64420035_6,64420035_2->64420035_6,64420035_2->64420035_6
9752,13,SB0832,cattle,cattle,64420035_7,64420035_1,64420035,64420035,within,49,-1,52,abattage,271,305,cattle->cattle,2011,3,b2012,161,26,22,113,64420035_1->64420035_7,64420035_1->64420035_7,64420035_1->64420035_7,64420035_1->64420035_7,64420035_1->64420035_7,64420035_1->64420035_7
